miRNA	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-654-5p	-0.920832731278644	3.84665496737323	-9.14420481784576	1.13501409848526e-18	7.80322192708618e-18	31.2843999168369
hsa-miR-326	-1.18908128060491	1.0658200445815	-9.07514224899037	1.97438816361744e-18	1.32968998774236e-17	30.8977867693637
hsa-miR-379-5p	-0.966555992791971	8.69009641168727	-8.96787100841877	4.63745210293606e-18	3.0607183879378e-17	29.7566545376867
hsa-miR-26a-2	-0.612657053858982	9.85204099806335	-8.83667112839825	1.30468120978365e-17	8.44205488683537e-17	28.7280274649567
hsa-miR-5586	1.77046865865122	1.09270448484252	8.74227123433226	2.72733868806412e-17	1.69815427747388e-16	28.5654618267187
hsa-miR-212-3p	-0.903843115979047	2.18179865984221	-8.77727025852414	2.07636912237582e-17	1.31769578920004e-16	28.4968247194596
hsa-miR-3653-3p	1.6973834254236	2.02892689841247	8.67026519714051	4.76771440766511e-17	2.86062864459906e-16	27.9240797476254
hsa-miR-26a-1	-0.605847545008707	9.84546532440901	-8.69840352570294	3.83437332589887e-17	2.34322814360487e-16	27.6635883075066
hsa-miR-3074-3p	1.61052565350082	1.88972028296402	8.62946375699599	6.5328830649631e-17	3.71698519213417e-16	27.6246508695605
hsa-miR-378a	-0.968967902272677	8.73732170207878	-8.65578348412416	5.33233453866953e-17	3.14226856743026e-16	27.3445002680426
hsa-miR-127-3p	-0.81497228672543	8.68560580773931	-8.65034582678467	5.56100335671007e-17	3.21952825914793e-16	27.3045187515313
hsa-miR-330-3p	-0.83231129691652	3.0010019667309	-8.31621350334057	7.06867944500458e-16	3.95366816415511e-15	24.9748833586073
hsa-miR-452-5p	-0.936341690253989	5.03815741544297	-8.26899743686266	1.00633847024034e-15	5.53486158632185e-15	24.5418411915005
hsa-miR-197-3p	0.595158009609749	7.08285152713848	8.16100327355452	2.24460574102777e-15	1.21429490908059e-14	23.7223789304738
hsa-miR-675-5p	-1.8220346368137	0.654658637351498	-8.1205089977536	3.02609843630476e-15	1.61066529674286e-14	23.6698981729236
hsa-miR-450b	-1.17716080179972	2.15047307388903	-8.09136280102079	3.74941633099204e-15	1.96397998290059e-14	23.3665777461416
hsa-miR-628-3p	-0.681210763835202	2.53974022993701	-7.99290558056668	7.70031103896507e-15	3.91076687715385e-14	22.6570769976823
hsa-miR-501-5p	0.867040712055787	3.88720950622129	7.99285713205705	7.70302566712122e-15	3.91076687715385e-14	22.6516183894488
hsa-miR-296-5p	-1.14705733634223	-0.239302031818663	-7.89476359619618	1.56724794371672e-14	7.83623971858362e-14	22.2323096492609
hsa-miR-660-5p	0.763384630053856	5.5867324886683	7.84581086710025	2.22836141824326e-14	1.08141068826511e-13	21.5241027733409
hsa-miR-126-3p	0.753381977773458	10.2902012892997	7.8555033928665	2.07864427678078e-14	1.02380986766814e-13	21.4614886038952
hsa-miR-136-5p	-0.971077954283193	4.7978273431403	-7.82777718391372	2.53576347468992e-14	1.21275644441692e-13	21.3722122236519
hsa-miR-153-1	1.89758162955727	0.99996749155171	7.68612602076458	6.94178951042264e-14	3.22646554709784e-13	20.9186853081552
hsa-miR-30b-5p	0.797369912822949	9.00941493263771	7.76175115166975	4.06199602276835e-14	1.91494098216222e-13	20.8181130526166
hsa-miR-21-5p	0.662896246733023	16.6318787308887	7.61777591865976	1.12277310685095e-13	5.14604340640017e-13	19.8600437000588
hsa-miR-410-3p	-0.831463937414686	3.08284796598147	-7.49153693405285	2.70485711918434e-13	1.19013713244111e-12	19.1205062829432
hsa-miR-629-5p	0.722868109297798	6.10912806367918	7.50020182964444	2.54738125767825e-13	1.15155591100523e-12	19.1070173279924
hsa-miR-29a-3p	-0.534755838932691	12.5147815074936	-7.49557531698221	2.63030528895411e-13	1.17297398020926e-12	18.9744876165234
hsa-miR-20b-5p	1.20545504969468	7.23449001456476	7.46856539610077	3.17024167421092e-13	1.37655230590737e-12	18.8633022452409
hsa-miR-203b	-1.41739753509427	0.178435124771727	-7.39482287703441	5.26384818906928e-13	2.25593493817255e-12	18.6944887172694
hsa-miR-299-5p	-0.834829648309275	0.973984794291692	-7.30747522946324	9.54804918773897e-13	3.98842561006818e-12	18.0666486150115
hsa-miR-134-5p	-0.703923818215344	6.70276230856416	-7.35016891266658	7.14189738391606e-13	3.02157197011833e-12	18.0293241773502
hsa-miR-331-3p	-0.8967203901527	3.24295808991943	-7.21351137697289	1.80053095216708e-12	7.42719017768918e-12	17.2500083686857
hsa-miR-758-3p	-0.706317678331242	3.14087266279003	-7.08793111242088	4.16059615003359e-12	1.69505769075442e-11	16.4402800994459
hsa-miR-484	0.611960528318538	4.65210272240923	7.05961502273488	5.0173248156391e-12	2.01916730385476e-11	16.2364561993353
hsa-miR-615-3p	2.13662267478504	-0.304970945834077	6.86996071353473	1.7313440387709e-11	6.80170872374284e-11	15.6366019689116
hsa-miR-15a-5p	0.554963855445997	6.61301942862466	6.95044008336444	1.02696723996451e-11	4.0831227613047e-11	15.4530895117888
hsa-miR-411-5p	-0.765481456954686	2.48793606558089	-6.76419507223487	3.41381625476739e-11	1.32536395773322e-10	14.416043642188
hsa-miR-377-3p	-0.732006004151565	0.855501586180858	-6.68498672726126	5.64464727133555e-11	2.16596930179155e-10	14.1004063204314
hsa-miR-1271-5p	-0.762571338800174	0.565367677594793	-6.65679506232798	6.74318418518189e-11	2.55775951851727e-10	13.9656760614075
hsa-miR-19a-3p	0.945218022142735	3.94691598433189	6.63255801230507	7.85322843973073e-11	2.94496066489902e-10	13.5969246346335
hsa-miR-130b-3p	0.699221975442517	3.24167841032853	6.60880527670329	9.11420276462024e-11	3.37942349699402e-10	13.4909552392124
hsa-miR-133a-1	-1.01305877887985	5.72919105789247	-6.5879940008769	1.03806737669471e-10	3.76442015724456e-10	13.1738306995338
hsa-miR-106b-5p	0.445735041743668	8.05184810422633	6.59184938476928	1.0133706603563e-10	3.71569242130642e-10	13.15779933513
hsa-miR-589-5p	0.479186396250372	5.18581676788002	6.52086849755634	1.57578118853349e-10	5.65225861104404e-10	12.8358572605859
hsa-miR-369-3p	-0.693843491668615	2.60274729643786	-6.44516523823876	2.51253533174228e-10	8.82060276037183e-10	12.4603044165604
hsa-miR-107	-0.442908798363115	4.9661730143745	-6.45781680811967	2.32479860277194e-10	8.24928536467463e-10	12.4339289175967
hsa-miR-196a-1	-1.05846769477451	0.255242181158182	-6.39024570740291	3.51471804876188e-10	1.2209020590436e-09	12.3710256928299
hsa-miR-18a-5p	0.836663662551133	1.96363038583161	6.35072352836502	4.46853979706225e-10	1.53606055524015e-09	12.1123568717982
hsa-miR-1258	-1.09232369123122	-0.0659752198709991	-6.28146113520685	6.78619239564903e-10	2.28514641894304e-09	11.7703579293048
hsa-miR-432-5p	-0.682879092681147	1.80813514320956	-6.29438371806076	6.27905549457779e-10	2.13617351877389e-09	11.6347073895112
hsa-miR-320a-3p	0.645263098231919	8.54241170883562	6.25489239796744	7.95791897946628e-10	2.65263965982209e-09	11.13432236892
hsa-miR-891a-5p	-1.34276439344857	1.53479419545624	-6.1221644044818	1.74881435029871e-09	5.77108735598575e-09	10.6173809400166
hsa-miR-3677-3p	-0.721890889929966	1.32697010910124	-6.10831439509676	1.89703906794059e-09	6.13747933745486e-09	10.6151926565458
hsa-let-7d-5p	0.313760767368696	8.08544712631703	6.11408629493938	1.8338326343137e-09	5.99173038934179e-09	10.3247754373411
hsa-miR-454-3p	0.584469181074813	2.36129092079298	6.02179099592532	3.14271861230896e-09	9.97208790444188e-09	10.123414427509
hsa-miR-3130-2	-0.981743849771032	0.1448992932388	-5.99099509062957	3.75586055379351e-09	1.16927734221873e-08	10.1001008013216
hsa-miR-139-5p	-0.629620380669792	5.82943152978863	-6.0558280689331	2.5785329096373e-09	8.26131903087679e-09	10.044503717794
hsa-miR-4746	1.06429091832516	0.252392041435701	5.92361412785905	5.53246992875911e-09	1.67496796008303e-08	9.96197773594679
hsa-miR-532-5p	0.455658531271849	9.61545180511207	6.0065644026549	3.43255803888706e-09	1.07880395507879e-08	9.68771214478026
hsa-miR-652-3p	-0.523590255266394	3.26646874729888	-5.96102974579183	4.46385226982469e-09	1.37670210190855e-08	9.62334858438388
hsa-let-7a-1	0.473947779871068	13.1521903052673	5.94621210995353	4.86050700339408e-09	1.48515491770375e-08	9.35267111421725
hsa-let-7a-2	0.46932677173865	13.1459270460842	5.89231340415704	6.61485376263104e-09	1.98445612878931e-08	9.05256687638049
hsa-let-7a-3	0.468172171249444	13.1513571391104	5.88714892337606	6.8122604572291e-09	2.02526662241946e-08	9.02403125790322
hsa-miR-4677	0.57813101565487	1.80333226231947	5.80750337797265	1.0692073223954e-08	3.09507382798668e-08	9.01985610722167
hsa-miR-671-5p	0.568803895163339	1.76994019608534	5.76260796360238	1.37542229226545e-08	3.84651996989489e-08	8.77690491242109
hsa-miR-944	-1.03390279228241	0.323716661061795	-5.75477079672324	1.43699862162244e-08	3.95174620946171e-08	8.75860331850157
hsa-miR-486-2	-0.933992488484609	3.29923578893062	-5.80314372879342	1.09575613872941e-08	3.14434370244091e-08	8.73314693927514
hsa-miR-455-5p	-0.657650913815113	6.17600517510271	-5.81945990888913	9.99572201535226e-09	2.91910465935066e-08	8.71150246284252
hsa-miR-100-5p	-0.592989483824281	12.9222908307614	-5.82644041855488	9.60982459364874e-09	2.83146617491436e-08	8.69860047031501
hsa-miR-487b-3p	-0.57717346178301	1.94344438603539	-5.75984484201213	1.39683284932518e-08	3.87357008636395e-08	8.61027771163666
hsa-miR-3065	0.841271701012304	5.3669640804474	5.78478953226289	1.21474695282416e-08	3.45574564165495e-08	8.60469819822211
hsa-miR-361-5p	0.278025347670739	8.05452440694813	5.76459186279178	1.36024719691423e-08	3.8365946579632e-08	8.37354874499341
hsa-miR-3651	1.59871780422178	-0.604458805426388	5.57595273877745	3.85077802623812e-08	1.01660539892686e-07	8.21744296602765
hsa-miR-30d-5p	0.449975145680209	12.7463201279431	5.7390598341625	1.56863088115653e-08	4.27808422133599e-08	8.207379451048
hsa-miR-181c-5p	-0.491392615233026	6.36475972375631	-5.68322514941522	2.13842007796737e-08	5.78425103056749e-08	7.97035168344625
hsa-miR-370-3p	-0.545544122092546	2.16911537481836	-5.64008651451378	2.71213826937712e-08	7.27646852759714e-08	7.94696870524895
hsa-miR-133a-2	-0.8654757282629	5.57683398182369	-5.63774339959963	2.74725776495992e-08	7.31125050352236e-08	7.74569026868275
hsa-miR-576-5p	0.566302245182547	2.49536517431602	5.56665480009237	4.05040310290937e-08	1.06081986028579e-07	7.62538432447765
hsa-miR-6510	-1.47164324547773	1.51581113050573	-5.55394753119145	4.33957094402152e-08	1.12507553827477e-07	7.48897297107512
hsa-miR-486-1	-0.900275368586879	3.29879687647078	-5.54981113215093	4.43795705426845e-08	1.13529133946402e-07	7.37637751000783
hsa-miR-664a	0.433729752151965	5.06533989789462	5.55291501437046	4.36392936058092e-08	1.12507553827477e-07	7.36202505787238
hsa-miR-29c-3p	-0.437607309813163	11.6247960768434	-5.52699747984057	5.02079861362768e-08	1.27451041730549e-07	7.07302242430823
hsa-miR-218-2	-0.418527707993548	4.68207396278662	-5.49869099747394	5.84800493548701e-08	1.47316154863413e-07	7.06480266588024
hsa-miR-101-1	-0.439748858096852	12.8475191600863	-5.49624600175692	5.92536943812923e-08	1.48134235953231e-07	6.92849894845556
hsa-miR-1-1	-0.80527783140795	6.57069236230882	-5.46004646735301	7.19402091204066e-08	1.78498263231084e-07	6.77678947260284
hsa-miR-15b-5p	0.480687735913397	6.56141748797214	5.43595242432085	8.18073764950615e-08	1.99973586987928e-07	6.6918021811045
hsa-miR-101-2	-0.43223661675701	12.859171452444	-5.43699597138122	8.13540330232522e-08	1.99973586987928e-07	6.62126216002484
hsa-miR-1304-5p	1.30817541842503	-1.04845859116365	5.25102168965432	2.1592808590136e-07	5.01804706672174e-07	6.57821542159596
hsa-miR-362-5p	0.613829937342019	3.02149556200718	5.31772254544399	1.52648706609371e-07	3.62403404180521e-07	6.2843956549256
hsa-miR-651-5p	0.753448302342917	0.852536728527519	5.23411379219585	2.35631737298936e-07	5.36265333163097e-07	6.21163592762373
hsa-miR-1-2	-0.785705178040552	6.6443671841531	-5.33348612195494	1.40560653522373e-07	3.38576756659732e-07	6.12589874570198
hsa-miR-203a-3p	0.613907455353575	10.5409005974505	5.33899681760261	1.36558056275523e-07	3.31354107139136e-07	6.1020173553889
hsa-miR-30e-5p	-0.294903135614753	13.1430877654004	-5.33031223424248	1.42917346531294e-07	3.4175887214005e-07	6.07816797032737
hsa-miR-1301-3p	0.575581025814959	1.81955077246086	5.24375891700586	2.24187954574679e-07	5.13764062566974e-07	6.07274666328216
hsa-miR-129-2	-0.994864786883835	-0.025757841779407	-5.20282363969973	2.76787041869974e-07	6.21358665422392e-07	5.97758606815901
hsa-miR-218-1	-0.398509245666919	4.7352257367464	-5.249303350764	2.17855286001352e-07	5.02742967695428e-07	5.79017323412567
hsa-miR-542	-0.706485433873304	6.50216627650164	-5.26460934783143	2.01259824146441e-07	4.74398156916611e-07	5.78596882455024
hsa-miR-99a-5p	-0.509645530960347	11.1303861872302	-5.25549657626122	2.10986486729562e-07	4.93798160430891e-07	5.67882341886699
hsa-miR-26b-5p	0.367533794384883	9.46035947603459	5.22055291624159	2.52683243413064e-07	5.71133358399391e-07	5.51455266678134
hsa-miR-934	-0.941870889939467	-0.473524530352273	-4.92715337541073	1.10338543033567e-06	2.44373954369645e-06	4.71825096261059
hsa-miR-135b-5p	-0.948514098379351	-0.356000233590474	-4.91911987195006	1.14766154431407e-06	2.52485539749094e-06	4.66792466404397
hsa-miR-363-3p	0.669180341182227	6.64544260167026	4.94802016653515	9.95944253914664e-07	2.22068651210702e-06	4.27941073620128
hsa-miR-154-5p	-0.471230843197919	1.97618374946852	-4.8367879021869	1.71223754034968e-06	3.71735781786443e-06	3.9688476787905
hsa-miR-129-1	-0.916983564079695	-0.0853325979333698	-4.72999049507125	2.85256143319892e-06	6.07319530939124e-06	3.75699573278253
hsa-miR-125a-5p	-0.348081631878227	9.0623616629942	-4.84305297803118	1.66123031191582e-06	3.63050333067695e-06	3.69630080797392
hsa-miR-205-5p	-1.55051368436506	8.82807728449782	-4.7941641600873	2.10154178310946e-06	4.5327371792557e-06	3.46375556822542
hsa-miR-30c-1	0.377687801927208	7.99952691835628	4.77867050462196	2.26315532978086e-06	4.84961856381613e-06	3.43096196935663
hsa-miR-676-3p	-0.702892243166517	-0.322670797680468	-4.5939884900684	5.38806312358463e-06	1.11128801923933e-05	3.21781686167515
hsa-miR-5706	1.10375387788132	-0.638130430024602	4.52820209055583	7.2874561604912e-06	1.46637837375738e-05	3.20652092435401
hsa-miR-32-5p	0.569383413765396	4.88841958371053	4.67074621762124	3.77043054965728e-06	7.97591077812116e-06	3.07158013235736
hsa-miR-5687	1.03881519053777	-0.38117306932293	4.47198633182989	9.40516872340191e-06	1.84744385638252e-05	2.93339270030008
hsa-miR-22-3p	-0.297805247514251	15.6030060300738	-4.662646433688	3.91610612304293e-06	8.2313058637208e-06	2.92738044321647
hsa-miR-1296-5p	0.567859733406644	2.60443372726619	4.58668378820099	5.57280214528848e-06	1.14225137139453e-05	2.8707716774367
hsa-miR-1976	0.445781273267899	1.92882988078311	4.54321315518893	6.80445397929187e-06	1.37758884243332e-05	2.75608870636176
hsa-miR-424-5p	-0.572491531963495	4.52154620838818	-4.59947629891192	5.25315659895515e-06	1.09027778468881e-05	2.7299883270233
hsa-miR-625-5p	0.380803774320168	5.92450425688269	4.60106402256715	5.21473445006765e-06	1.08915339779894e-05	2.70953474645834
hsa-miR-1247-5p	-0.698920333317132	4.62235528304306	-4.58197349069161	5.6951356146687e-06	1.16012021780288e-05	2.64383682140325
hsa-miR-206	-1.82891789126192	-0.0679111279100352	-4.50052424831603	8.26552826602765e-06	1.64314718541514e-05	2.63049791976305
hsa-miR-4661	0.762083742848094	0.140593215922006	4.41462161553139	1.21677132413753e-05	2.36196786450227e-05	2.5717640780188
hsa-miR-99b-5p	-0.311289426064922	13.8497793369198	-4.51413966503375	7.76963360697491e-06	1.55392672139498e-05	2.24167551368892
hsa-miR-5683	1.12660683341643	1.37552825891394	4.35583517107158	1.57961044631091e-05	3.03064794931745e-05	2.16839016799102
hsa-miR-491-5p	0.539720872837879	1.43099566272813	4.37817939035842	1.43094204397309e-05	2.76146710240421e-05	2.15297367395605
hsa-miR-186-5p	0.208617407377693	7.49858278299109	4.47413789468801	9.31425025029046e-06	1.84054046862027e-05	2.08698046067662
hsa-miR-181b-2	-0.329878856397722	5.02390862517203	-4.43693128589705	1.10117953709727e-05	2.15023223220176e-05	2.00813315456092
hsa-miR-135a-1	0.697993246294982	3.58421269939163	4.34612490616172	1.64872156981424e-05	3.14496021987688e-05	1.74174345924718
hsa-miR-151b	-0.523987124765623	0.30622730358875	-4.25072385631179	2.50026455021072e-05	4.66151017835897e-05	1.66642176486418
hsa-miR-3130-1	-0.73252444048721	0.166599579264832	-4.20022415014962	3.10692661008736e-05	5.69603211849349e-05	1.45735154299285
hsa-let-7f-2	0.50601776690625	11.8049349455228	4.32255893800852	1.82866786833415e-05	3.46816319856477e-05	1.38892288671691
hsa-miR-196b-5p	0.442516940622408	9.11454664607058	4.28822412893845	2.12475210819283e-05	4.00667540402076e-05	1.26198635727849
hsa-miR-1307-3p	0.378783026985664	8.59546032055378	4.26633450230991	2.33683582992929e-05	4.38156718111742e-05	1.17999770967347
hsa-miR-592	1.28821816567183	-0.0492510468737277	4.02791126973204	6.41263195376155e-05	0.000113772502405447	1.09328543342954
hsa-miR-493-3p	-0.448380258543064	2.53085673264636	-4.18366218409437	3.33475658003965e-05	6.04653665611585e-05	1.08104262011943
hsa-miR-3607	0.838470658574802	4.34731228384543	4.17923785818135	3.39826064316556e-05	6.12801099587233e-05	1.00914361199889
hsa-miR-30c-2	0.310891665422567	8.28721198225232	4.22252457994487	2.8234924615053e-05	5.2053212977472e-05	1.0063104153349
hsa-miR-125b-2	-0.338302562082736	9.4622525257118	-4.2242197404816	2.80298658069679e-05	5.19654815522439e-05	0.987620349904859
hsa-miR-145-5p	-0.451914423228812	12.2292798684647	-4.19182890707884	3.22049378090945e-05	5.87161849558076e-05	0.861616227764413
hsa-miR-451a	-0.679610816271506	6.20545107250806	-4.16549971972663	3.6028717411569e-05	6.46167214446617e-05	0.818989563105548
hsa-miR-190a-5p	-0.465010292585809	1.71938727608832	-4.06888582647583	5.41022063407088e-05	9.65066383374806e-05	0.708265317081466
hsa-miR-616-3p	0.767308982360767	-0.278297207801632	3.92712307966578	9.68109517239194e-05	0.000165531679113437	0.681407502157459
hsa-miR-500b-5p	0.427868557382115	1.6333737830881	4.02043684550942	6.61354412655966e-05	0.000116135707994838	0.643303641800139
hsa-miR-4326	1.08515515590346	0.456378280353301	3.889014915276	0.000112865778422954	0.000188109630704923	0.433766579395904
hsa-miR-382-5p	-0.368255800264308	3.00642882573008	-4.02033890124866	6.61621609182715e-05	0.000116135707994838	0.400306021539556
hsa-miR-196a-2	-0.70710101565865	0.547358467781376	-3.9450818861971	9.00182314079002e-05	0.000155528881490089	0.383331221817178
hsa-let-7f-1	0.468888266635183	11.7542942249513	4.00646409323398	7.00525509359994e-05	0.000122313977824761	0.112296501992444
hsa-miR-324	-0.305676353175426	4.49259055897217	-3.9619205274898	8.40613562996795e-05	0.000146001303046812	0.100244284109116
hsa-miR-590-5p	0.33652736310485	3.36028041907265	3.90618943013627	0.000105341156657461	0.000178269649728011	-0.0227346865117664
hsa-miR-339-5p	0.329648782679723	4.13966769555948	3.90891556439541	0.000104191325418362	0.000177232666948761	-0.0623570093079016
hsa-miR-130a-3p	-0.355473926738241	5.9095673118156	-3.92915070191655	9.60203981535316e-05	0.000165035059326382	-0.0888761104964528
hsa-miR-508-3p	-0.874332536723143	0.953977876555014	-3.82974770754965	0.000142924844533023	0.000237011048723103	-0.137313261981187
hsa-miR-561-3p	0.692476444354807	-0.0604902882630753	3.71396871551061	0.000224693375959179	0.000365265093923788	-0.159803470441061
hsa-miR-199b-5p	-0.319305958399694	10.5416902223596	-3.90391584554008	0.000106309283351412	0.000178990119928398	-0.283323912612101
hsa-miR-125b-1	-0.3183905546039	9.34752357741421	-3.89814450987926	0.00010880475249162	0.00018226176813317	-0.297188071452593
hsa-let-7g-5p	0.215413900904149	8.72889594018026	3.78733953851329	0.000168914344440617	0.000278708668327018	-0.699351589029176
hsa-miR-224-5p	-0.457020042180745	2.98315603504443	-3.72293357727072	0.000217049177234699	0.000356349395459954	-0.7232018895754
hsa-miR-503-5p	0.874875661450066	0.415632008020047	3.53773335384008	0.00043741661875597	0.000697330841495025	-0.838535042905223
hsa-miR-181b-1	-0.27414094063098	5.048563801814	-3.7150238445594	0.000223780701974665	0.000365265093923788	-0.845913210055413
hsa-miR-210-3p	0.847014472810334	5.69405874842815	3.67800103388197	0.00025798433851921	0.000417327606428134	-0.967243537848829
hsa-miR-144-3p	-0.569651721213039	4.30829314174067	-3.61906350992243	0.000322740110111356	0.000519532860179256	-1.16627157645869
hsa-miR-199a-2	-0.281351008361712	10.1807650595416	-3.57279247736591	0.000383958519653411	0.000615079181969056	-1.48944268002639
hsa-miR-505-3p	-0.262217230039248	4.2660513631809	-3.51651713107632	0.000473071056855277	0.000750545426741546	-1.51147152604084
hsa-miR-449a	1.09469486068627	-1.34982044576116	3.22793855627868	0.00132057508369133	0.00197189944623592	-1.59332869132959
