ID	Target
hsa-miR-27b-3p	NPTN
hsa-miR-125b-2-3p	NDFIP2
hsa-miR-23b-3p	NDFIP2
hsa-miR-580-3p	NDFIP2
hsa-miR-193a-5p	GPR17
hsa-miR-518c-5p	RANBP3L
hsa-miR-30e-3p	RANBP3L
hsa-miR-580-3p	RANBP3L
hsa-miR-30a-3p	RANBP3L
hsa-miR-518c-5p	SH2D2A
hsa-miR-939-5p	CYB561A3
hsa-miR-335-5p	COG5
hsa-miR-939-5p	COG5
hsa-miR-106a-5p	KLHL2
hsa-miR-10b-5p	TNIK
hsa-miR-367-5p	TNIK
hsa-miR-30c-5p	TNIK
hsa-miR-27b-3p	TNIK
hsa-miR-939-5p	MAFF
hsa-miR-29a-3p	SAMD4A
hsa-miR-30c-5p	SAMD4A
hsa-miR-193a-5p	SAMD4A
hsa-miR-3074-3p	SAMD4A
hsa-miR-365a-3p	SAMD4A
hsa-miR-1976	POC1A
hsa-miR-518c-5p	GYS1
hsa-miR-27b-3p	GYS1
hsa-miR-32-5p	WWC1
hsa-miR-671-5p	WWC1
hsa-miR-361-3p	WWC1
hsa-miR-518c-5p	RSPH4A
hsa-miR-140-3p	SYNC
hsa-miR-335-5p	SYNC
hsa-miR-125b-5p	PPP2R5C
hsa-miR-140-3p	PPP2R5C
hsa-miR-107	PPP2R5C
hsa-miR-335-5p	PPP2R5C
hsa-miR-671-5p	PPP2R5C
hsa-miR-365a-3p	PDP1
hsa-miR-30e-3p	SULF2
hsa-miR-140-3p	SULF2
hsa-miR-30a-3p	SULF2
hsa-miR-518c-5p	PDCD6IP
hsa-miR-221-3p	PDCD6IP
hsa-miR-580-3p	PDCD6IP
hsa-miR-222-3p	PDCD6IP
hsa-miR-384	PDCD6IP
hsa-miR-140-3p	NA
hsa-miR-10b-5p	ARL13A
hsa-miR-367-5p	EPCIP
hsa-miR-30e-3p	EPCIP
hsa-miR-125b-2-3p	EPCIP
hsa-miR-30a-3p	EPCIP
hsa-miR-27b-3p	LPAR6
hsa-miR-505-3p	PEDS1
hsa-miR-26a-5p	PEDS1
hsa-miR-193b-3p	RBMXL1
hsa-miR-27b-3p	RBMXL1
hsa-miR-23b-3p	SMIM9
hsa-miR-30a-3p	SYTL2
hsa-miR-30e-3p	SYTL2
hsa-miR-384	SYTL2
hsa-miR-30c-5p	APBA1
hsa-miR-107	APBA1
hsa-miR-10b-5p	TMEM121B
hsa-miR-486-3p	TMEM121B
hsa-miR-30a-3p	TMEM121B
hsa-miR-30e-3p	TMEM121B
hsa-miR-30c-5p	TMEM121B
hsa-miR-27b-3p	TMEM121B
hsa-miR-23b-3p	ETV1
hsa-miR-106a-5p	ETV1
hsa-miR-365a-3p	ETV1
hsa-miR-193b-3p	ETV1
hsa-miR-29a-3p	PCYT1B
hsa-miR-32-5p	PCYT1B
hsa-miR-30c-5p	TENM1
hsa-miR-23b-3p	TENM1
hsa-miR-30a-3p	TENM1
hsa-miR-32-5p	TENM1
hsa-miR-106a-5p	TENM1
hsa-miR-30e-3p	TENM1
hsa-miR-384	TENM1
hsa-miR-125b-2-3p	FBXL17
hsa-miR-30c-5p	FBXL17
hsa-miR-30c-5p	CCDC120
hsa-miR-384	SYTL5
hsa-miR-324-3p	SYTL5
hsa-miR-486-3p	RAB2B
hsa-miR-30a-3p	RAB2B
hsa-miR-30e-3p	RAB2B
hsa-miR-335-5p	ZSCAN12
hsa-miR-26a-5p	ARB2A
hsa-miR-125b-2-3p	ARB2A
hsa-miR-27b-3p	ARB2A
hsa-miR-23b-3p	TBCK
hsa-miR-27b-3p	ZNF746
hsa-miR-140-3p	ZNF746
hsa-miR-3074-3p	ZNF746
hsa-miR-30c-5p	ZNF746
hsa-miR-27b-3p	SYNRG
hsa-miR-30e-3p	SYNRG
hsa-miR-324-3p	SYNRG
hsa-miR-23b-3p	SYNRG
hsa-miR-30a-3p	SYNRG
hsa-miR-30c-5p	MEIOB
hsa-miR-27b-3p	GTF2I
hsa-miR-32-5p	WDR81
hsa-miR-384	KCNMB3
hsa-miR-580-3p	KCNMB3
hsa-miR-106a-5p	MYO19
hsa-miR-1224-5p	COL11A2
hsa-miR-222-3p	PTBP3
hsa-miR-518c-5p	PTBP3
hsa-miR-29a-3p	PTBP3
hsa-miR-140-3p	PTBP3
hsa-miR-26a-5p	PTBP3
hsa-miR-221-3p	PTBP3
hsa-miR-30c-5p	PTBP3
hsa-miR-30e-3p	TWNK
hsa-miR-939-5p	TWNK
hsa-miR-30a-3p	TWNK
hsa-miR-505-3p	VSIG10L
hsa-miR-107	ABCB5
hsa-miR-30c-5p	ABCB5
hsa-miR-27b-3p	ABCB5
hsa-miR-106a-5p	PPP6R3
hsa-miR-30c-5p	ASB3
hsa-miR-30c-5p	PLIN3
hsa-miR-29a-3p	LRCH1
hsa-miR-30e-3p	LRCH1
hsa-miR-30a-3p	LRCH1
hsa-miR-518c-5p	LRCH1
hsa-miR-106a-5p	LRCH1
hsa-miR-23b-3p	LRCH1
hsa-miR-32-5p	LRCH1
hsa-miR-107	DDHD2
hsa-miR-30c-5p	DDHD2
hsa-miR-518c-5p	ODR4
hsa-miR-486-3p	PRR29
hsa-miR-335-5p	PPIAL4D
hsa-miR-125b-2-3p	DLC1
hsa-miR-106a-5p	DLC1
hsa-miR-26a-5p	ZNF44
hsa-miR-222-3p	TRAF3IP2
hsa-miR-221-3p	TRAF3IP2
hsa-miR-30e-3p	BRD8
hsa-miR-30a-3p	BRD8
hsa-miR-26a-5p	ZBTB20
hsa-miR-367-5p	ZBTB20
hsa-miR-222-3p	ZBTB20
hsa-miR-580-3p	ZBTB20
hsa-miR-30e-3p	ZBTB20
hsa-miR-324-3p	ZBTB20
hsa-miR-335-5p	ZBTB20
hsa-miR-486-3p	ZBTB20
hsa-miR-29a-3p	ZBTB20
hsa-miR-32-5p	ZBTB20
hsa-miR-27b-3p	ZBTB20
hsa-miR-221-3p	ZBTB20
hsa-miR-30a-3p	ZBTB20
hsa-miR-384	ZBTB20
hsa-miR-106a-5p	ZBTB20
hsa-miR-486-3p	C10orf105
hsa-miR-125b-5p	C10orf105
hsa-miR-939-5p	C10orf105
hsa-miR-335-5p	RAPGEF6
hsa-miR-23b-3p	RAPGEF6
hsa-miR-27b-3p	RAPGEF6
hsa-miR-26a-5p	RAPGEF6
hsa-miR-193b-3p	RAPGEF6
hsa-miR-3074-3p	RAPGEF6
hsa-miR-30c-5p	MTF2
hsa-miR-10b-5p	MTF2
hsa-miR-27b-3p	CCDC175
hsa-miR-30c-5p	GOLGA6C
hsa-miR-30a-3p	GOLGA6C
hsa-miR-27b-3p	GOLGA6C
hsa-miR-30e-3p	GOLGA6C
hsa-miR-1976	TLCD2
hsa-miR-671-5p	ARHGAP40
hsa-miR-125b-2-3p	KRTAP22-2
hsa-miR-125b-5p	ANKRD33B
hsa-miR-106a-5p	ANKRD33B
hsa-miR-939-5p	ANKRD33B
hsa-miR-23b-3p	ANKRD33B
hsa-miR-10b-5p	C6orf132
hsa-miR-30c-5p	ACTR3C
hsa-miR-580-3p	ACTR3C
hsa-miR-107	RGPD8
hsa-miR-27b-3p	RGPD8
hsa-miR-30c-5p	GOLGA6L10
hsa-miR-23b-3p	GOLGA6L10
hsa-miR-335-5p	TMED7-TICAM2
hsa-miR-384	TMED7-TICAM2
hsa-miR-30a-3p	TMED7-TICAM2
hsa-miR-30e-3p	TMED7-TICAM2
hsa-miR-580-3p	TSPY4
hsa-miR-23b-3p	C5orf63
hsa-miR-505-3p	C5orf63
hsa-miR-32-5p	C5orf63
hsa-miR-27b-3p	C5orf63
hsa-miR-193b-3p	C5orf63
hsa-miR-580-3p	C5orf63
hsa-miR-26a-5p	FAM170B
hsa-miR-30a-3p	CFAP44
hsa-miR-125b-2-3p	CFAP44
hsa-miR-30e-3p	CFAP44
hsa-miR-23b-3p	EIF4ENIF1
hsa-miR-324-3p	RAB7B
hsa-miR-1976	ZNF135
hsa-miR-518c-5p	ZNF135
hsa-miR-30e-3p	MOSMO
hsa-miR-27b-3p	MOSMO
hsa-miR-30a-3p	MOSMO
hsa-miR-32-5p	MOSMO
hsa-miR-106a-5p	MOSMO
hsa-miR-221-3p	PDZRN4
hsa-miR-3074-3p	PDZRN4
hsa-miR-222-3p	PDZRN4
hsa-miR-125b-2-3p	PDZRN4
hsa-miR-3074-3p	ASXL1
hsa-miR-30e-3p	FZD6
hsa-miR-30a-3p	FZD6
hsa-miR-107	FZD6
hsa-miR-99a-5p	AGO2
hsa-miR-30c-5p	AGO2
hsa-miR-125b-5p	AGO2
hsa-miR-27b-3p	AGO2
hsa-miR-92b-5p	AGO2
hsa-miR-99b-5p	AGO2
hsa-miR-26a-5p	ENDOV
hsa-miR-30c-5p	MAST4
hsa-miR-32-5p	MAST4
hsa-miR-671-5p	KIAA1549
hsa-miR-1224-5p	KIAA1549
hsa-miR-27b-3p	KIAA1549
hsa-miR-29a-3p	KIAA1549
hsa-miR-30c-5p	KIAA1549
hsa-miR-10b-5p	KIAA1549
hsa-miR-106a-5p	SUMF1
hsa-miR-10b-5p	SUMF1
hsa-miR-335-5p	CCR3
hsa-miR-939-5p	RD3
hsa-miR-486-3p	RD3
hsa-miR-518c-5p	AMHR2
hsa-miR-1224-5p	IYD
hsa-miR-486-3p	IYD
hsa-miR-125b-2-3p	ZNF605
hsa-miR-367-5p	CC2D2A
hsa-miR-23b-3p	REEP1
hsa-miR-30c-5p	REEP1
hsa-miR-505-3p	REEP1
hsa-miR-30c-5p	CALCR
hsa-miR-125b-2-3p	CALCR
hsa-miR-384	CALCR
hsa-miR-23b-3p	CALCR
hsa-miR-29a-3p	CALCR
hsa-miR-107	RASSF8
hsa-miR-221-3p	RASSF8
hsa-miR-365a-3p	RASSF8
hsa-miR-27b-3p	RASSF8
hsa-miR-222-3p	RASSF8
hsa-miR-361-3p	RASSF8
hsa-miR-30e-3p	NPAS3
hsa-miR-32-5p	NPAS3
hsa-miR-29a-3p	NPAS3
hsa-miR-107	NPAS3
hsa-miR-27b-3p	NPAS3
hsa-miR-30a-3p	NPAS3
hsa-miR-106a-5p	NPAS3
hsa-miR-580-3p	NPAS3
hsa-miR-27b-3p	ASPH
hsa-miR-384	ASPH
hsa-miR-107	ASPH
hsa-miR-32-5p	ASPH
hsa-miR-324-3p	ASPH
hsa-miR-518c-5p	ASPH
hsa-miR-939-5p	PRKAR1B
hsa-miR-486-3p	PRKAR1B
hsa-miR-99a-3p	ZFHX3
hsa-miR-27b-3p	ZFHX3
hsa-miR-30a-3p	ZFHX3
hsa-miR-222-3p	ZFHX3
hsa-miR-580-3p	ZFHX3
hsa-miR-26a-5p	ZFHX3
hsa-miR-30e-3p	ZFHX3
hsa-miR-23b-3p	ZFHX3
hsa-miR-221-3p	ZFHX3
hsa-miR-384	ZFHX3
hsa-miR-32-5p	ZFHX3
hsa-miR-107	BCAT2
hsa-miR-32-5p	BCAT2
hsa-miR-125b-5p	ATXN3
hsa-miR-671-5p	ATXN3
hsa-miR-29a-3p	ATXN3
hsa-miR-671-5p	DCAF17
hsa-miR-3074-3p	DCAF17
hsa-miR-384	DCAF17
hsa-miR-30a-3p	SMIM12
hsa-miR-30e-3p	SMIM12
hsa-miR-125b-5p	C1orf210
hsa-miR-367-5p	FXYD6
hsa-miR-1976	FXYD6
hsa-miR-140-3p	FXYD6
hsa-miR-486-3p	FXYD6
hsa-miR-30a-3p	CTNNA2
hsa-miR-30e-3p	CTNNA2
hsa-miR-27b-3p	RNF182
hsa-miR-486-3p	OGDH
hsa-miR-10b-5p	HERC6
hsa-miR-335-5p	HERC6
hsa-miR-26a-5p	MNX1
hsa-miR-193a-5p	TMEM14C
hsa-miR-30e-3p	NFKB1
hsa-miR-30a-3p	NFKB1
hsa-miR-671-5p	NFKB1
hsa-miR-518c-5p	ZNF268
hsa-miR-580-3p	ZNF268
hsa-miR-1976	ZNF268
hsa-miR-27b-3p	ZNF268
hsa-miR-29a-3p	STX1A
hsa-miR-221-3p	EMX2
hsa-miR-222-3p	EMX2
hsa-miR-125b-5p	DAG1
hsa-miR-29a-3p	DAG1
hsa-miR-29a-3p	IDE
hsa-miR-193b-3p	IDE
hsa-miR-30c-5p	IDE
hsa-miR-125b-5p	ELAC2
hsa-miR-106a-5p	SCN1A
hsa-miR-27b-3p	SCN1A
hsa-miR-107	SCN1A
hsa-miR-30c-5p	SCN1A
hsa-miR-1224-5p	PITPNM3
hsa-miR-140-3p	PITPNM3
hsa-miR-518c-5p	PITPNM3
hsa-miR-486-3p	HES7
hsa-miR-99a-5p	HES7
hsa-miR-99b-5p	HES7
hsa-miR-939-5p	UROC1
hsa-miR-221-3p	PROM2
hsa-miR-361-3p	PROM2
hsa-miR-222-3p	PROM2
hsa-miR-486-3p	PROM2
hsa-miR-30a-3p	GDPD1
hsa-miR-30e-3p	GDPD1
hsa-miR-107	GDPD1
hsa-miR-29a-3p	BIRC2
hsa-miR-30c-5p	EPB41
hsa-miR-27b-3p	EPB41
hsa-miR-384	SKA3
hsa-miR-505-3p	SKA3
hsa-miR-106a-5p	APBB2
hsa-miR-30e-3p	APBB2
hsa-miR-30a-3p	APBB2
hsa-miR-32-5p	APBB2
hsa-miR-324-3p	APBB2
hsa-miR-27b-3p	EDNRA
hsa-miR-30c-5p	EDNRA
hsa-miR-29a-3p	HMGCS2
hsa-miR-32-5p	PALLD
hsa-miR-26a-5p	PALLD
hsa-miR-1976	PALLD
hsa-miR-23b-3p	PALLD
hsa-miR-10b-5p	TMOD1
hsa-miR-367-5p	TMOD1
hsa-miR-23b-3p	TMOD1
hsa-miR-140-3p	FRAS1
hsa-miR-580-3p	FRAS1
hsa-miR-939-5p	RBM28
hsa-miR-939-5p	SPATA31C2
hsa-miR-384	LCORL
hsa-miR-30c-5p	LCORL
hsa-miR-580-3p	PPP1R9A
hsa-miR-30c-5p	PPP1R9A
hsa-miR-30e-3p	PPP1R9A
hsa-miR-30a-3p	PPP1R9A
hsa-miR-486-3p	CLCF1
hsa-miR-30c-5p	CLCF1
hsa-miR-939-5p	CLCF1
hsa-miR-23b-3p	S1PR5
hsa-miR-10b-5p	UTP14A
hsa-miR-939-5p	CARNS1
hsa-miR-30a-3p	CEP120
hsa-miR-1224-5p	CEP120
hsa-miR-106a-5p	CEP120
hsa-miR-30e-3p	CEP120
hsa-miR-193b-3p	GSDMD
hsa-miR-125b-5p	CGREF1
hsa-miR-221-3p	C22orf39
hsa-miR-222-3p	C22orf39
hsa-miR-518c-5p	FHIT
hsa-miR-29a-3p	PLPPR4
hsa-miR-30c-5p	PLPPR4
hsa-miR-3074-3p	PLPPR4
hsa-miR-1224-5p	SPATA13
hsa-miR-27b-3p	SPATA13
hsa-miR-107	SPATA13
hsa-miR-505-3p	SPATA13
hsa-miR-125b-2-3p	DLG3
hsa-miR-193b-3p	RGMA
hsa-miR-106a-5p	RGMA
hsa-miR-26a-5p	SSX2IP
hsa-miR-106a-5p	SSX2IP
hsa-miR-30c-5p	SSX2IP
hsa-miR-3074-3p	DHX40
hsa-miR-23b-3p	PIGX
hsa-miR-580-3p	PIGX
hsa-miR-939-5p	MFNG
hsa-miR-23b-3p	MDFIC
hsa-miR-125b-2-3p	MDFIC
hsa-miR-367-5p	MDFIC
hsa-miR-29a-3p	SLC26A11
hsa-miR-193b-3p	SHMT2
hsa-miR-486-3p	MARCHF1
hsa-miR-29a-3p	MARCHF1
hsa-miR-27b-3p	MARCHF1
hsa-miR-324-3p	MAGEA12
hsa-miR-580-3p	TPBG
hsa-miR-10b-5p	CHST4
hsa-miR-23b-3p	MAGEA8
hsa-miR-106a-5p	SMOC2
hsa-miR-518c-5p	SMOC2
hsa-miR-27b-3p	SMOC2
hsa-miR-125b-5p	PGC
hsa-miR-939-5p	GNAI2
hsa-miR-30c-5p	GNAI2
hsa-miR-671-5p	ITIH4
hsa-miR-32-5p	MPP1
hsa-miR-384	SLC16A1
hsa-miR-30e-3p	SLC16A1
hsa-miR-939-5p	SLC16A1
hsa-miR-30a-3p	SLC16A1
hsa-miR-29a-3p	SLC16A1
hsa-miR-939-5p	APOA5
hsa-miR-107	TRAPPC1
hsa-miR-580-3p	CFHR3
hsa-miR-29a-3p	NLGN3
hsa-miR-193b-3p	CD244
hsa-miR-335-5p	TTK
hsa-miR-140-3p	AFF1
hsa-miR-324-3p	AFF1
hsa-miR-3074-3p	AFF1
hsa-miR-106a-5p	AFF1
hsa-miR-23b-3p	AFF1
hsa-miR-32-5p	AFF1
hsa-miR-23b-3p	SLC1A3
hsa-miR-30a-3p	SLC1A3
hsa-miR-30e-3p	SLC1A3
hsa-miR-365a-3p	SLC1A3
hsa-miR-518c-5p	VCF2
hsa-miR-106a-5p	XIAP
hsa-miR-1976	XIAP
hsa-miR-23b-3p	XIAP
hsa-miR-106a-5p	CAAP1
hsa-miR-1224-5p	SLC34A1
hsa-miR-324-3p	SLC34A1
hsa-miR-23b-3p	SV2B
hsa-miR-27b-3p	SV2B
hsa-miR-125b-2-3p	SV2B
hsa-miR-30c-5p	SV2B
hsa-miR-23b-3p	RBM6
hsa-miR-367-5p	AMACR
hsa-miR-193b-3p	XPNPEP1
hsa-miR-367-5p	RAB35
hsa-miR-3074-3p	RHBDD1
hsa-miR-95-3p	RHBDD1
hsa-miR-384	LEMD3
hsa-miR-518c-5p	ATXN10
hsa-miR-106a-5p	LPP
hsa-miR-3074-3p	LPP
hsa-miR-671-5p	LPP
hsa-miR-30e-3p	LPP
hsa-miR-1976	LPP
hsa-miR-32-5p	LPP
hsa-miR-23b-3p	LPP
hsa-miR-26a-5p	LPP
hsa-miR-30c-5p	LPP
hsa-miR-193b-3p	LPP
hsa-miR-30a-3p	LPP
hsa-miR-30c-5p	CADM2
hsa-miR-32-5p	CADM2
hsa-miR-10b-5p	CADM2
hsa-miR-125b-2-3p	CADM2
hsa-miR-106a-5p	CADM2
hsa-miR-580-3p	FLI1
hsa-miR-193b-3p	FLI1
hsa-miR-324-3p	FLI1
hsa-miR-29a-3p	NAV1
hsa-miR-30c-5p	NAV1
hsa-miR-580-3p	NAV1
hsa-miR-125b-2-3p	ADCY10
hsa-miR-125b-2-3p	BLCAP
hsa-miR-23b-3p	BLCAP
hsa-miR-29a-3p	TFEB
hsa-miR-23b-3p	TMED5
hsa-miR-106a-5p	TMED5
hsa-miR-27b-3p	TMED5
hsa-miR-3074-3p	TMED5
hsa-miR-671-5p	SBNO1
hsa-miR-26a-5p	SBNO1
hsa-miR-30a-3p	SBNO1
hsa-miR-30e-3p	SBNO1
hsa-miR-107	SBNO1
hsa-miR-361-3p	SBNO1
hsa-miR-518c-5p	SBNO1
hsa-miR-125b-5p	SBNO1
hsa-miR-32-5p	SBNO1
hsa-miR-222-3p	NSMCE4A
hsa-miR-221-3p	NSMCE4A
hsa-miR-671-5p	DMAC2
hsa-miR-486-3p	LHPP
hsa-miR-125b-5p	ANKRD50
hsa-miR-23b-3p	ANKRD50
hsa-miR-367-5p	EGFL6
hsa-miR-23b-3p	VEPH1
hsa-miR-365a-3p	IL1RAP
hsa-miR-106a-5p	IL1RAP
hsa-miR-29a-3p	IL1RAP
hsa-miR-95-3p	IL1RAP
hsa-miR-1224-5p	IL1RAP
hsa-miR-23b-3p	IL1RAP
hsa-miR-193a-5p	IL1RAP
hsa-miR-3074-3p	IL1RAP
hsa-miR-221-3p	IL1RAP
hsa-miR-222-3p	IL1RAP
hsa-miR-3074-3p	WDR76
hsa-miR-30a-3p	TNFAIP8L1
hsa-miR-107	TNFAIP8L1
hsa-miR-30e-3p	TNFAIP8L1
hsa-miR-361-3p	TNFAIP8L1
hsa-miR-125b-5p	TIMM17B
hsa-miR-1976	KCTD7
hsa-miR-335-5p	KCTD7
hsa-miR-365a-3p	KCTD7
hsa-miR-125b-2-3p	SLC26A5
hsa-miR-518c-5p	CFAP57
hsa-miR-10b-5p	TRMT2B
hsa-miR-125b-5p	C3orf80
hsa-miR-106a-5p	TBC1D17
hsa-miR-193a-5p	SLFNL1
hsa-miR-1976	WWTR1
hsa-miR-29a-3p	WWTR1
hsa-miR-1224-5p	WWTR1
hsa-miR-193a-5p	CXCR2
hsa-miR-23b-3p	KLHL13
hsa-miR-1976	KLHL13
hsa-miR-125b-5p	EDN1
hsa-miR-671-5p	EDN1
hsa-miR-486-3p	TSPAN9
hsa-miR-671-5p	TSPAN9
hsa-miR-106a-5p	TSPAN9
hsa-miR-367-5p	CD300LG
hsa-miR-23b-3p	TTC39B
hsa-miR-27b-3p	TTC39B
hsa-miR-1976	NSUN5
hsa-miR-32-5p	PCDH11X
hsa-miR-222-3p	PCDH11X
hsa-miR-221-3p	PCDH11X
hsa-miR-140-3p	PCDH11X
hsa-miR-505-3p	KIAA0319
hsa-miR-23b-3p	ZIC4
hsa-miR-1976	BEX2
hsa-miR-30c-5p	RIMS1
hsa-miR-125b-2-3p	RIMS1
hsa-miR-361-3p	TSPAN3
hsa-miR-324-3p	TSPAN3
hsa-miR-23b-3p	MAP7D2
hsa-miR-125b-5p	NHERF4
hsa-miR-193b-3p	TAF7L
hsa-miR-140-3p	NDC1
hsa-miR-580-3p	NDC1
hsa-miR-23b-3p	NDC1
hsa-miR-30a-3p	CNKSR2
hsa-miR-30c-5p	CNKSR2
hsa-miR-30e-3p	CNKSR2
hsa-miR-125b-2-3p	CNKSR2
hsa-miR-367-5p	CNKSR2
hsa-miR-23b-3p	CNKSR2
hsa-miR-23b-3p	TXLNG
hsa-miR-140-3p	TXLNG
hsa-miR-26a-5p	TXLNG
hsa-miR-27b-3p	TXLNG
hsa-miR-29a-3p	TXLNG
hsa-miR-107	TMEM135
hsa-miR-29a-3p	TMEM135
hsa-miR-518c-5p	TMEM135
hsa-miR-125b-5p	TMEM135
hsa-miR-23b-3p	TMEM135
hsa-miR-324-3p	TMEM135
hsa-miR-26a-5p	TMEM135
hsa-miR-32-5p	AQP8
hsa-miR-30a-3p	STIM2
hsa-miR-30e-3p	STIM2
hsa-miR-27b-3p	STIM2
hsa-miR-30c-5p	STIM2
hsa-miR-335-5p	STIM2
hsa-miR-580-3p	AFF2
hsa-miR-1976	AFF2
hsa-miR-3074-3p	AFF2
hsa-miR-26a-5p	DNAAF6
hsa-miR-580-3p	LANCL3
hsa-miR-26a-5p	TJP2
hsa-miR-23b-3p	TJP2
hsa-miR-23b-3p	PRSS35
hsa-miR-125b-5p	PRSS35
hsa-miR-486-3p	CDK16
hsa-miR-32-5p	CDK16
hsa-miR-125b-5p	CDK16
hsa-miR-107	CDK17
hsa-miR-324-3p	CDK17
hsa-miR-23b-3p	CDK17
hsa-miR-30c-5p	CDK17
hsa-miR-384	VSIG1
hsa-miR-125b-2-3p	TENT5D
hsa-miR-367-5p	TENT5D
hsa-miR-365a-3p	CHD8
hsa-miR-10b-5p	FUS
hsa-miR-486-3p	PLPPR2
hsa-miR-1976	SRGAP2
hsa-miR-27b-3p	SRGAP2
hsa-miR-23b-3p	SRGAP2
hsa-miR-505-3p	ZNHIT6
hsa-miR-30e-3p	ZNHIT6
hsa-miR-193a-5p	ZNHIT6
hsa-miR-30a-3p	ZNHIT6
hsa-miR-486-3p	MIB2
hsa-miR-23b-3p	SPATA22
hsa-miR-367-5p	MBNL3
hsa-miR-30c-5p	MBNL3
hsa-miR-92b-5p	IQSEC3
hsa-miR-518c-5p	IQSEC3
hsa-miR-671-5p	IQSEC3
hsa-miR-939-5p	IQSEC3
hsa-miR-486-3p	IQSEC3
hsa-miR-580-3p	NBPF15
hsa-miR-125b-5p	NBPF15
hsa-miR-335-5p	NBPF15
hsa-miR-107	LCOR
hsa-miR-106a-5p	LCOR
hsa-miR-140-3p	LCOR
hsa-miR-30c-5p	LCOR
hsa-miR-384	LCOR
hsa-miR-27b-3p	LCOR
hsa-miR-125b-5p	LCOR
hsa-miR-1224-5p	PABIR3
hsa-miR-384	PABIR3
hsa-miR-193b-3p	PABIR3
hsa-miR-939-5p	BACH2
hsa-miR-29a-3p	BACH2
hsa-miR-10b-5p	BACH2
hsa-miR-361-3p	BACH2
hsa-miR-107	BACH2
hsa-miR-1976	BACH2
hsa-miR-384	BACH2
hsa-miR-580-3p	BACH2
hsa-miR-23b-3p	BACH2
hsa-miR-30c-5p	ZFAND1
hsa-miR-32-5p	ZFAND1
hsa-miR-193a-5p	ZFAND1
hsa-miR-26a-5p	LARP4
hsa-miR-29a-3p	LARP4
hsa-miR-27b-3p	LARP4
hsa-miR-30c-5p	LARP4
hsa-miR-23b-3p	LARP4
hsa-miR-23b-3p	FHL5
hsa-miR-671-5p	IFITM10
hsa-miR-27b-3p	IFITM10
hsa-miR-324-3p	IFITM10
hsa-miR-580-3p	IFITM10
hsa-miR-1224-5p	ZNF736
hsa-miR-30c-5p	ZNF736
hsa-miR-107	ZNF736
hsa-miR-99a-3p	ZNF736
hsa-miR-140-3p	ZNF736
hsa-miR-335-5p	ZNF736
hsa-miR-361-3p	ZNF736
hsa-miR-193b-3p	ZNF736
hsa-miR-23b-3p	FOXO4
hsa-miR-324-3p	FOXO4
hsa-miR-29a-3p	FOXO4
hsa-miR-486-3p	FOXO4
hsa-miR-580-3p	IGSF1
hsa-miR-3074-3p	PWWP3B
hsa-miR-26a-5p	PWWP3B
hsa-miR-193a-5p	RBM41
hsa-miR-106a-5p	RBM41
hsa-miR-384	RBM41
hsa-miR-486-3p	UBXN6
hsa-miR-23b-3p	FAM131A
hsa-miR-30c-5p	FAM133A
hsa-miR-30c-5p	ZBED1
hsa-miR-580-3p	STRBP
hsa-miR-324-3p	STRBP
hsa-miR-518c-5p	STRBP
hsa-miR-27b-3p	STRBP
hsa-miR-26a-5p	STRBP
hsa-miR-29a-3p	ZMYM3
hsa-miR-125b-2-3p	CAMTA2
hsa-miR-939-5p	CAMTA2
hsa-miR-106a-5p	CAMTA2
hsa-miR-221-3p	SLC25A21
hsa-miR-222-3p	SLC25A21
hsa-miR-30c-5p	SLC25A21
hsa-miR-29a-3p	DRP2
hsa-miR-367-5p	DRP2
hsa-miR-125b-5p	DRP2
hsa-miR-324-3p	DRP2
hsa-miR-1224-5p	DRP2
hsa-miR-30c-5p	ELAVL2
hsa-miR-27b-3p	ELAVL2
hsa-miR-140-3p	ELAVL2
hsa-miR-26a-5p	ELAVL2
hsa-miR-106a-5p	ELAVL2
hsa-miR-384	UBAP1
hsa-miR-106a-5p	UBAP1
hsa-miR-23b-3p	MCFD2
hsa-miR-107	MCFD2
hsa-miR-106a-5p	VEGFA
hsa-miR-335-5p	ZEB2
hsa-miR-27b-3p	ZEB2
hsa-miR-26a-5p	ZEB2
hsa-miR-30c-5p	ZEB2
hsa-miR-23b-3p	ZEB2
hsa-miR-30e-3p	ZEB2
hsa-miR-30a-3p	ZEB2
hsa-miR-32-5p	ZEB2
hsa-miR-939-5p	C3orf18
hsa-miR-23b-3p	C3orf52
hsa-miR-30e-3p	TRIQK
hsa-miR-30c-5p	TRIQK
hsa-miR-10b-5p	TRIQK
hsa-miR-30a-3p	TRIQK
hsa-miR-140-3p	TENT4A
hsa-miR-32-5p	TENT4A
hsa-miR-27b-3p	TENT4A
hsa-miR-486-3p	PPARD
hsa-miR-106a-5p	PPARD
hsa-miR-939-5p	UGT3A1
hsa-miR-26a-5p	FGFR1OP2
hsa-miR-518c-5p	EOLA1
hsa-miR-486-3p	EOLA1
hsa-miR-95-3p	EOLA1
hsa-miR-671-5p	CDH23
hsa-miR-30a-3p	FNDC5
hsa-miR-486-3p	FNDC5
hsa-miR-671-5p	FNDC5
hsa-miR-30e-3p	FNDC5
hsa-miR-29a-3p	FNDC5
hsa-miR-30c-5p	SUN1
hsa-miR-30c-5p	KXD1
hsa-miR-486-3p	KXD1
hsa-miR-23b-3p	RBFA
hsa-miR-30c-5p	CDHR1
hsa-miR-939-5p	HPD
