ID	Target
hsa-miR-27b-3p	NAA50
hsa-miR-27b-3p	CPEB4
hsa-miR-27b-3p	COASY
hsa-miR-27b-3p	TXNDC5
hsa-miR-27b-3p	CAB39L
hsa-miR-27b-3p	CCNL2
hsa-miR-27b-3p	TMTC1
hsa-miR-27b-3p	SNX25
hsa-miR-27b-3p	TOMM40L
hsa-miR-27b-3p	GTF2IRD2
hsa-miR-27b-3p	YIPF4
hsa-miR-27b-3p	DDI2
hsa-miR-27b-3p	THOC3
hsa-miR-27b-3p	ZBTB37
hsa-miR-27b-3p	PIGO
hsa-miR-27b-3p	LMNB2
hsa-miR-27b-3p	FAM136A
hsa-miR-27b-3p	MED30
hsa-miR-27b-3p	LMF2
hsa-miR-27b-3p	UBXN11
hsa-miR-27b-3p	SFXN1
hsa-miR-27b-3p	TP53INP1
hsa-miR-27b-3p	GLCCI1
hsa-miR-27b-3p	OSBPL6
hsa-miR-27b-3p	ZNF618
hsa-miR-27b-3p	KCTD12
hsa-miR-27b-3p	LRIG3
hsa-miR-27b-3p	LIN54
hsa-miR-27b-3p	C1orf74
hsa-miR-27b-3p	TMEM167A
hsa-miR-27b-3p	FAM84B
hsa-miR-27b-3p	TMTC3
hsa-miR-27b-3p	TIGD2
hsa-miR-27b-3p	ZNF384
hsa-miR-27b-3p	ZNF627
hsa-miR-27b-3p	RNF152
hsa-miR-27b-3p	ARL5B
hsa-miR-27b-3p	BRAT1
hsa-miR-27b-3p	ANKRD52
hsa-miR-27b-3p	PROX2
hsa-miR-27b-3p	TSEN54
hsa-miR-27b-3p	ZADH2
hsa-miR-27b-3p	C5orf51
hsa-miR-27b-3p	RGMB
hsa-miR-27b-3p	HIST2H3A
hsa-miR-27b-3p	ACER2
hsa-miR-27b-3p	SNX19
hsa-miR-27b-3p	H3F3C
hsa-miR-27b-3p	BDNF-AS
hsa-miR-27b-3p	UCA1
hsa-miR-27b-3p	HIST2H2AA4
hsa-miR-125b-5p	ABL1
hsa-miR-125b-5p	ACLY
hsa-miR-125b-5p	ADM
hsa-miR-125b-5p	PARP1
hsa-miR-125b-5p	AKT1
hsa-miR-125b-5p	ALOX5
hsa-miR-125b-5p	ANGPT2
hsa-miR-125b-5p	XIAP
hsa-miR-125b-5p	ARF3
hsa-miR-125b-5p	ATP5B
hsa-miR-125b-5p	BACH1
hsa-miR-125b-5p	BCL3
hsa-miR-125b-5p	VPS51
hsa-miR-125b-5p	CCNE1
hsa-miR-125b-5p	CD44
hsa-miR-125b-5p	CDKN2A
hsa-miR-125b-5p	CDKN2D
hsa-miR-125b-5p	CEBPA
hsa-miR-125b-5p	CEBPG
hsa-miR-125b-5p	CNGB1
hsa-miR-125b-5p	COX7C
hsa-miR-125b-5p	CREBBP
hsa-miR-125b-5p	MAPK14
hsa-miR-125b-5p	CSNK2A1
hsa-miR-125b-5p	EEF1A1
hsa-miR-125b-5p	EGFR
hsa-miR-125b-5p	EIF4E
hsa-miR-125b-5p	EIF5
hsa-miR-125b-5p	EMD
hsa-miR-125b-5p	EPOR
hsa-miR-125b-5p	ERBB2
hsa-miR-125b-5p	ETF1
hsa-miR-125b-5p	FAT1
hsa-miR-125b-5p	FBN1
hsa-miR-125b-5p	FES
hsa-miR-125b-5p	FUS
hsa-miR-125b-5p	GABRB3
hsa-miR-125b-5p	GLI1
hsa-miR-125b-5p	GOLGA1
hsa-miR-125b-5p	GRINA
hsa-miR-125b-5p	GSS
hsa-miR-125b-5p	HDGF
hsa-miR-125b-5p	HMGN1
hsa-miR-125b-5p	HMGA1
hsa-miR-125b-5p	HNRNPK
hsa-miR-125b-5p	HOXA13
hsa-miR-125b-5p	HSPA1B
hsa-miR-125b-5p	HSPD1
hsa-miR-125b-5p	ICAM2
hsa-miR-125b-5p	IGF1R
hsa-miR-125b-5p	IGF2
hsa-miR-125b-5p	JAK2
hsa-miR-125b-5p	KPNB1
hsa-miR-125b-5p	KRTAP5-9
hsa-miR-125b-5p	KRT7
hsa-miR-125b-5p	LIF
hsa-miR-125b-5p	LTA4H
hsa-miR-125b-5p	MXD1
hsa-miR-125b-5p	SMAD4
hsa-miR-125b-5p	MMP2
hsa-miR-125b-5p	MMP13
hsa-miR-125b-5p	ABCC1
hsa-miR-125b-5p	ND6
hsa-miR-125b-5p	MUC1
hsa-miR-125b-5p	NF2
hsa-miR-125b-5p	NME2
hsa-miR-125b-5p	NPM1
hsa-miR-125b-5p	NRDC
hsa-miR-125b-5p	NTRK3
hsa-miR-125b-5p	OPRL1
hsa-miR-125b-5p	PAM
hsa-miR-125b-5p	PCBP2
hsa-miR-125b-5p	PFKM
hsa-miR-125b-5p	PIGF
hsa-miR-125b-5p	PIK3CB
hsa-miR-125b-5p	PIK3CD
hsa-miR-125b-5p	PKM
hsa-miR-125b-5p	PMAIP1
hsa-miR-125b-5p	MED1
hsa-miR-125b-5p	PPP1CA
hsa-miR-125b-5p	PRKAG1
hsa-miR-125b-5p	PSMB1
hsa-miR-125b-5p	PTBP1
hsa-miR-125b-5p	PTGS1
hsa-miR-125b-5p	PTH1R
hsa-miR-125b-5p	RAB4A
hsa-miR-125b-5p	RAF1
hsa-miR-125b-5p	RANBP2
hsa-miR-125b-5p	RNH1
hsa-miR-125b-5p	RPL3
hsa-miR-125b-5p	RPL29
hsa-miR-125b-5p	RPL35A
hsa-miR-125b-5p	RPLP0
hsa-miR-125b-5p	RPS3A
hsa-miR-125b-5p	RPS7
hsa-miR-125b-5p	RPS12
hsa-miR-125b-5p	RPS28
hsa-miR-125b-5p	S100A8
hsa-miR-125b-5p	SCNN1A
hsa-miR-125b-5p	SDHB
hsa-miR-125b-5p	SET
hsa-miR-125b-5p	SFRP5
hsa-miR-125b-5p	SHMT1
hsa-miR-125b-5p	SIX1
hsa-miR-125b-5p	SLC25A1
hsa-miR-125b-5p	SMARCD2
hsa-miR-125b-5p	SMO
hsa-miR-125b-5p	SNRPB
hsa-miR-125b-5p	SSR3
hsa-miR-125b-5p	SUPT6H
hsa-miR-125b-5p	PRDX2
hsa-miR-125b-5p	TNF
hsa-miR-125b-5p	TP53
hsa-miR-125b-5p	UNG
hsa-miR-125b-5p	VCL
hsa-miR-125b-5p	VDAC1
hsa-miR-125b-5p	ZNF177
hsa-miR-125b-5p	IFRD2
hsa-miR-125b-5p	ZNF212
hsa-miR-125b-5p	KMT2D
hsa-miR-125b-5p	FXR1
hsa-miR-125b-5p	HMGA2
hsa-miR-125b-5p	TAF15
hsa-miR-125b-5p	FZD4
hsa-miR-125b-5p	FZD6
hsa-miR-125b-5p	DYRK2
hsa-miR-125b-5p	IRS4
hsa-miR-125b-5p	KHSRP
hsa-miR-125b-5p	STC2
hsa-miR-125b-5p	DGAT1
hsa-miR-125b-5p	B4GALT3
hsa-miR-125b-5p	PABPC4
hsa-miR-125b-5p	TNFRSF10B
hsa-miR-125b-5p	APLN
hsa-miR-125b-5p	SPHK1
hsa-miR-125b-5p	SLC7A6
hsa-miR-125b-5p	CLDN12
hsa-miR-125b-5p	USP8
hsa-miR-125b-5p	MTMR4
hsa-miR-125b-5p	SLC16A4
hsa-miR-125b-5p	AURKB
hsa-miR-125b-5p	SLC9A3R2
hsa-miR-125b-5p	RASAL2
hsa-miR-125b-5p	TMEM59
hsa-miR-125b-5p	PTGES
hsa-miR-125b-5p	ZNF592
hsa-miR-125b-5p	NUP93
hsa-miR-125b-5p	STARD8
hsa-miR-125b-5p	RNF144A
hsa-miR-125b-5p	MATR3
hsa-miR-125b-5p	DHX38
hsa-miR-125b-5p	IP6K1
hsa-miR-125b-5p	KIAA0141
hsa-miR-125b-5p	CEP170
hsa-miR-125b-5p	UBAP2L
hsa-miR-125b-5p	THRAP3
hsa-miR-125b-5p	HUWE1
hsa-miR-125b-5p	RASGRP1
hsa-miR-125b-5p	SUGP2
hsa-miR-125b-5p	RGS19
hsa-miR-125b-5p	SMYD5
hsa-miR-125b-5p	PIAS3
hsa-miR-125b-5p	ARIH2
hsa-miR-125b-5p	C1D
hsa-miR-125b-5p	NEBL
hsa-miR-125b-5p	RNASEH2A
hsa-miR-125b-5p	SMC2
hsa-miR-125b-5p	SPHAR
hsa-miR-125b-5p	MAP3K2
hsa-miR-125b-5p	NES
hsa-miR-125b-5p	HBS1L
hsa-miR-125b-5p	ZMYND11
hsa-miR-125b-5p	SEC24A
hsa-miR-125b-5p	EHD1
hsa-miR-125b-5p	ILVBL
hsa-miR-125b-5p	ADRM1
hsa-miR-125b-5p	AKAP2
hsa-miR-125b-5p	Fas
hsa-miR-125b-5p	CASC3
hsa-miR-125b-5p	IKZF3
hsa-miR-125b-5p	IKZF2
hsa-miR-125b-5p	R3HDM2
hsa-miR-125b-5p	MON1B
hsa-miR-125b-5p	BTBD3
hsa-miR-125b-5p	SPEN
hsa-miR-125b-5p	GOLGA8A
hsa-miR-125b-5p	EMC1
hsa-miR-125b-5p	TNRC6B
hsa-miR-125b-5p	PLXND1
hsa-miR-125b-5p	PHF8
hsa-miR-125b-5p	NUP205
hsa-miR-125b-5p	GANAB
hsa-miR-125b-5p	SIK2
hsa-miR-125b-5p	PDS5A
hsa-miR-125b-5p	FAM208A
hsa-miR-125b-5p	FRAT2
hsa-miR-125b-5p	TARDBP
hsa-miR-125b-5p	SRRM2
hsa-miR-125b-5p	NNT
hsa-miR-125b-5p	TNPO3
hsa-miR-125b-5p	CARHSP1
hsa-miR-125b-5p	HSPBP1
hsa-miR-125b-5p	TMEM2
hsa-miR-125b-5p	LSM4
hsa-miR-125b-5p	BACE2
hsa-miR-125b-5p	THUMPD3
hsa-miR-125b-5p	ZDHHC5
hsa-miR-125b-5p	TIMM10
hsa-miR-125b-5p	PABPC1
hsa-miR-125b-5p	NPTN
hsa-miR-125b-5p	BBC3
hsa-miR-125b-5p	DKK3
hsa-miR-125b-5p	NDOR1
hsa-miR-125b-5p	RRP7A
hsa-miR-125b-5p	NKIRAS2
hsa-miR-125b-5p	STRN3
hsa-miR-125b-5p	PSAT1
hsa-miR-125b-5p	MYEF2
hsa-miR-125b-5p	MRTO4
hsa-miR-125b-5p	PDZD11
hsa-miR-125b-5p	CD320
hsa-miR-125b-5p	CHMP3
hsa-miR-125b-5p	CD244
hsa-miR-125b-5p	LUC7L3
hsa-miR-125b-5p	PTOV1
hsa-miR-125b-5p	CHPF2
hsa-miR-125b-5p	HMGCLL1
hsa-miR-125b-5p	MTRF1L
hsa-miR-125b-5p	MTMR12
hsa-miR-125b-5p	BCOR
hsa-miR-125b-5p	NSUN2
hsa-miR-125b-5p	C1orf109
hsa-miR-125b-5p	C17orf80
hsa-miR-125b-5p	RFWD3
hsa-miR-125b-5p	LINS1
hsa-miR-125b-5p	UBA6
hsa-miR-125b-5p	THUMPD1
hsa-miR-125b-5p	NDC1
hsa-miR-125b-5p	WDR11
hsa-miR-125b-5p	PCDHGB2
hsa-miR-125b-5p	MEPCE
hsa-miR-125b-5p	MMP26
hsa-miR-125b-5p	PLXDC1
hsa-miR-125b-5p	SMIM8
hsa-miR-125b-5p	TMEM63C
hsa-miR-125b-5p	PLEKHG5
hsa-miR-125b-5p	AHRR
hsa-miR-125b-5p	SINHCAF
hsa-miR-125b-5p	HRH4
hsa-miR-125b-5p	IKZF4
hsa-miR-125b-5p	UNKL
hsa-miR-125b-5p	IPPK
hsa-miR-125b-5p	WNK1
hsa-miR-125b-5p	DDX50
hsa-miR-125b-5p	NUP37
hsa-miR-125b-5p	RSG1
hsa-miR-125b-5p	DYNC2H1
hsa-miR-125b-5p	SMC6
hsa-miR-125b-5p	EHMT1
hsa-miR-125b-5p	PIP4K2C
hsa-miR-125b-5p	ESRP2
hsa-miR-125b-5p	FBXL18
hsa-miR-125b-5p	MYO19
hsa-miR-125b-5p	FBXO38
hsa-miR-125b-5p	CSRNP2
hsa-miR-125b-5p	C2orf88
hsa-miR-125b-5p	TMEM101
hsa-miR-125b-5p	ACSS1
hsa-miR-125b-5p	MUM1
hsa-miR-125b-5p	LTV1
hsa-miR-125b-5p	FBXL20
hsa-miR-125b-5p	TNKS1BP1
hsa-miR-125b-5p	LBX2
hsa-miR-125b-5p	THAP3
hsa-miR-125b-5p	DHX57
hsa-miR-125b-5p	ASB16
hsa-miR-125b-5p	GPRIN1
hsa-miR-125b-5p	CCDC124
hsa-miR-125b-5p	GPAT4
hsa-miR-125b-5p	FAM199X
hsa-miR-125b-5p	RIMS4
hsa-miR-125b-5p	E2F7
hsa-miR-125b-5p	CMTM4
hsa-miR-125b-5p	LSM14B
hsa-miR-125b-5p	C2orf15
hsa-miR-125b-5p	FAM91A1
hsa-miR-125b-5p	ZNF483
hsa-miR-125b-5p	SLC35G1
hsa-miR-125b-5p	LONRF2
hsa-miR-125b-5p	SPATA5
hsa-miR-125b-5p	RHOV
hsa-miR-125b-5p	TMEM136
hsa-miR-125b-5p	TMEM9
hsa-miR-125b-5p	PLA2G4F
hsa-miR-125b-5p	NEGR1
hsa-miR-125b-5p	SEC14L3
hsa-miR-125b-5p	HID1
hsa-miR-125b-5p	CDRT4
hsa-miR-125b-5p	C19orf54
hsa-miR-125b-5p	HKR1
hsa-miR-125b-5p	MMAB
hsa-miR-125b-5p	GALNT18
hsa-miR-125b-5p	GJB7
hsa-miR-125b-5p	CENPP
hsa-miR-125b-5p	GOLGA8B
hsa-miR-125b-5p	HIST2H2BF
hsa-miR-125b-5p	NRARP
hsa-miR-125b-5p	TIMM23
hsa-miR-125b-5p	HOTTIP
hsa-miR-99b-5p	ACTG1
hsa-miR-99b-5p	ALDH1B1
hsa-miR-99b-5p	CHEK1
hsa-miR-99b-5p	DHFR
hsa-miR-99b-5p	ARID3A
hsa-miR-99b-5p	DYRK1A
hsa-miR-99b-5p	EEF2
hsa-miR-99b-5p	ENO2
hsa-miR-99b-5p	ETV6
hsa-miR-99b-5p	HIST1H1C
hsa-miR-99b-5p	H2AFZ
hsa-miR-99b-5p	HK1
hsa-miR-99b-5p	HOXA3
hsa-miR-99b-5p	IFIT3
hsa-miR-99b-5p	IGF1R
hsa-miR-99b-5p	MCM3
hsa-miR-99b-5p	ND6
hsa-miR-99b-5p	OAT
hsa-miR-99b-5p	PPP1CB
hsa-miR-99b-5p	RPS2
hsa-miR-99b-5p	RPS10
hsa-miR-99b-5p	SP1
hsa-miR-99b-5p	TRPS1
hsa-miR-99b-5p	PIP4K2B
hsa-miR-99b-5p	EDF1
hsa-miR-99b-5p	EIF4A3
hsa-miR-99b-5p	MFN2
hsa-miR-99b-5p	ACTR1B
hsa-miR-99b-5p	DDX39A
hsa-miR-99b-5p	AHSA1
hsa-miR-99b-5p	IGF2BP1
hsa-miR-99b-5p	DDHD2
hsa-miR-99b-5p	CNTNAP2
hsa-miR-99b-5p	TANC2
hsa-miR-99b-5p	SMPDL3B
hsa-miR-99b-5p	GRHL1
hsa-miR-99b-5p	FAM8A1
hsa-miR-99b-5p	TMEM127
hsa-miR-99b-5p	TMEM30A
hsa-miR-99b-5p	NPDC1
hsa-miR-99b-5p	WDR48
hsa-miR-99b-5p	CAMSAP3
hsa-miR-99b-5p	RNF213
hsa-miR-99b-5p	EDC3
hsa-miR-99b-5p	UBL7
hsa-miR-99b-5p	PLA2G4F
hsa-miR-99b-5p	FAM171A2
hsa-miR-30e-3p	ADORA2B
hsa-miR-30e-3p	ATF3
hsa-miR-30e-3p	ZFP36L1
hsa-miR-30e-3p	BTD
hsa-miR-30e-3p	C6
hsa-miR-30e-3p	CAMK4
hsa-miR-30e-3p	ENTPD5
hsa-miR-30e-3p	CRK
hsa-miR-30e-3p	DYRK1A
hsa-miR-30e-3p	NR2F6
hsa-miR-30e-3p	ETV6
hsa-miR-30e-3p	FXN
hsa-miR-30e-3p	GABRA2
hsa-miR-30e-3p	GLG1
hsa-miR-30e-3p	GLO1
hsa-miR-30e-3p	GNAL
hsa-miR-30e-3p	HSPA6
hsa-miR-30e-3p	KCNN3
hsa-miR-30e-3p	KPNA2
hsa-miR-30e-3p	KRTAP5-9
hsa-miR-30e-3p	STMN1
hsa-miR-30e-3p	LMNB1
hsa-miR-30e-3p	MDM4
hsa-miR-30e-3p	TRIM37
hsa-miR-30e-3p	MYC
hsa-miR-30e-3p	NFKBIA
hsa-miR-30e-3p	NUCB1
hsa-miR-30e-3p	SERPINE2
hsa-miR-30e-3p	PPARD
hsa-miR-30e-3p	PPP2R2B
hsa-miR-30e-3p	RARRES3
hsa-miR-30e-3p	RBBP7
hsa-miR-30e-3p	RBMS2
hsa-miR-30e-3p	RPS3
hsa-miR-30e-3p	SCP2
hsa-miR-30e-3p	SRSF2
hsa-miR-30e-3p	SGSH
hsa-miR-30e-3p	SLC1A2
hsa-miR-30e-3p	TACR3
hsa-miR-30e-3p	TFAP2B
hsa-miR-30e-3p	TIAL1
hsa-miR-30e-3p	TUBB2A
hsa-miR-30e-3p	SUMO1
hsa-miR-30e-3p	YWHAG
hsa-miR-30e-3p	YWHAH
hsa-miR-30e-3p	YWHAZ
hsa-miR-30e-3p	ZNF134
hsa-miR-30e-3p	AKAP17A
hsa-miR-30e-3p	CDK13
hsa-miR-30e-3p	GPRC5A
hsa-miR-30e-3p	GSTO1
hsa-miR-30e-3p	RPH3AL
hsa-miR-30e-3p	ENTPD4
hsa-miR-30e-3p	STARD8
hsa-miR-30e-3p	MAML1
hsa-miR-30e-3p	BCL2L11
hsa-miR-30e-3p	COX17
hsa-miR-30e-3p	VAV3
hsa-miR-30e-3p	ZNF268
hsa-miR-30e-3p	COPS8
hsa-miR-30e-3p	NUPL2
hsa-miR-30e-3p	PLA2G16
hsa-miR-30e-3p	SUPT16H
hsa-miR-30e-3p	CLSTN1
hsa-miR-30e-3p	TBC1D9B
hsa-miR-30e-3p	ARL6IP1
hsa-miR-30e-3p	ESYT1
hsa-miR-30e-3p	ARL2BP
hsa-miR-30e-3p	DSTYK
hsa-miR-30e-3p	RASGRP3
hsa-miR-30e-3p	BAMBI
hsa-miR-30e-3p	NBPF14
hsa-miR-30e-3p	NPTN
hsa-miR-30e-3p	FOXP1
hsa-miR-30e-3p	GOLIM4
hsa-miR-30e-3p	PDE11A
hsa-miR-30e-3p	UBXN1
hsa-miR-30e-3p	IER3IP1
hsa-miR-30e-3p	HSD17B12
hsa-miR-30e-3p	SLC25A37
hsa-miR-30e-3p	LUC7L2
hsa-miR-30e-3p	DGCR8
hsa-miR-30e-3p	EPB41L4B
hsa-miR-30e-3p	LY6K
hsa-miR-30e-3p	CCDC25
hsa-miR-30e-3p	GALNT10
hsa-miR-30e-3p	NBPF1
hsa-miR-30e-3p	TMEM184C
hsa-miR-30e-3p	EMC3
hsa-miR-30e-3p	AGTRAP
hsa-miR-30e-3p	GATAD2B
hsa-miR-30e-3p	ENPP5
hsa-miR-30e-3p	FAM129B
hsa-miR-30e-3p	CCDC86
hsa-miR-30e-3p	PNPLA3
hsa-miR-30e-3p	NBPF3
hsa-miR-30e-3p	DNAJC30
hsa-miR-30e-3p	FAM104A
hsa-miR-30e-3p	MAATS1
hsa-miR-30e-3p	YTHDC1
hsa-miR-30e-3p	SYT2
hsa-miR-30e-3p	VPS37A
hsa-miR-30e-3p	SMCR8
hsa-miR-30e-3p	ATP8B3
hsa-miR-30e-3p	NBPF12
hsa-miR-30e-3p	ATP6V0E2
hsa-miR-30e-3p	CAMSAP1
hsa-miR-30e-3p	DGKH
hsa-miR-30e-3p	OLFML2A
hsa-miR-30e-3p	NBPF11
hsa-miR-30e-3p	KCTD6
hsa-miR-30e-3p	KIAA1324L
hsa-miR-30e-3p	NBPF15
hsa-miR-30e-3p	FAM126B
hsa-miR-30e-3p	C5orf51
hsa-miR-30e-3p	MMAB
hsa-miR-30e-3p	NCMAP
hsa-miR-30e-3p	VWC2L
hsa-miR-30e-3p	C12orf73
hsa-miR-30e-3p	TMEM242
hsa-miR-30e-3p	FAM47E
hsa-miR-30e-3p	NEMP2
hsa-miR-30e-3p	NBPF10
hsa-miR-30e-3p	ZNF587B
hsa-miR-30e-3p	C7orf55-LUC7L2
hsa-miR-365a-3p	ACOX1
hsa-miR-365a-3p	ADCYAP1R1
hsa-miR-365a-3p	AKT1
hsa-miR-365a-3p	RHOH
hsa-miR-365a-3p	BAX
hsa-miR-365a-3p	CCND1
hsa-miR-365a-3p	CALU
hsa-miR-365a-3p	SCARB2
hsa-miR-365a-3p	CDC25A
hsa-miR-365a-3p	CDKN1A
hsa-miR-365a-3p	CS
hsa-miR-365a-3p	G6PC
hsa-miR-365a-3p	HDLBP
hsa-miR-365a-3p	IL6
hsa-miR-365a-3p	FOXK2
hsa-miR-365a-3p	KPNA1
hsa-miR-365a-3p	KRAS
hsa-miR-365a-3p	MAX
hsa-miR-365a-3p	NUBP1
hsa-miR-365a-3p	OSBP
hsa-miR-365a-3p	UBL3
hsa-miR-365a-3p	PPP2R5E
hsa-miR-365a-3p	PRKACA
hsa-miR-365a-3p	REL
hsa-miR-365a-3p	RHEBP1
hsa-miR-365a-3p	SHC1
hsa-miR-365a-3p	SLC2A3
hsa-miR-365a-3p	SREBF2
hsa-miR-365a-3p	SRP68
hsa-miR-365a-3p	STXBP2
hsa-miR-365a-3p	THBS2
hsa-miR-365a-3p	TLR3
hsa-miR-365a-3p	UBB
hsa-miR-365a-3p	ZXDA
hsa-miR-365a-3p	AIMP2
hsa-miR-365a-3p	NCOA4
hsa-miR-365a-3p	STK16
hsa-miR-365a-3p	GALNT4
hsa-miR-365a-3p	CDS2
hsa-miR-365a-3p	XPR1
hsa-miR-365a-3p	MTA2
hsa-miR-365a-3p	NOLC1
hsa-miR-365a-3p	VAMP3
hsa-miR-365a-3p	ZNF254
hsa-miR-365a-3p	AKAP12
hsa-miR-365a-3p	PHACTR2
hsa-miR-365a-3p	TSPAN1
hsa-miR-365a-3p	ABI2
hsa-miR-365a-3p	NPM3
hsa-miR-365a-3p	TUBB4B
hsa-miR-365a-3p	ZWINT
hsa-miR-365a-3p	ANKRD12
hsa-miR-365a-3p	CES3
hsa-miR-365a-3p	UBBP4
hsa-miR-365a-3p	NKIRAS2
hsa-miR-365a-3p	LIMA1
hsa-miR-365a-3p	PADI3
hsa-miR-365a-3p	TMCO1
hsa-miR-365a-3p	YTHDF1
hsa-miR-365a-3p	WDYHV1
hsa-miR-365a-3p	TMEM167B
hsa-miR-365a-3p	GATAD2B
hsa-miR-365a-3p	PCDH10
hsa-miR-365a-3p	SLC7A14
hsa-miR-365a-3p	KLHL12
hsa-miR-365a-3p	NUCKS1
hsa-miR-365a-3p	DEPTOR
hsa-miR-365a-3p	GPBP1
hsa-miR-365a-3p	PANK3
hsa-miR-365a-3p	NOL9
hsa-miR-365a-3p	MCMBP
hsa-miR-365a-3p	KLHL15
hsa-miR-365a-3p	APOL6
hsa-miR-365a-3p	VANGL1
hsa-miR-365a-3p	POLR1B
hsa-miR-365a-3p	ZCCHC7
hsa-miR-365a-3p	MFSD14B
hsa-miR-365a-3p	SPOCD1
hsa-miR-365a-3p	BTF3L4
hsa-miR-365a-3p	ANAPC16
hsa-miR-365a-3p	TRIM16L
hsa-miR-365a-3p	IFNLR1
hsa-miR-365a-3p	ZNF675
hsa-miR-365a-3p	FAM76A
hsa-miR-365a-3p	GXYLT1
hsa-miR-365a-3p	CYB561D1
hsa-miR-365a-3p	SFT2D2
hsa-miR-365a-3p	MINOS1
hsa-miR-365a-3p	POC1B-GALNT4
hsa-miR-365a-3p	C7orf55-LUC7L2
hsa-miR-324-3p	ACACA
hsa-miR-324-3p	ACLY
hsa-miR-324-3p	ACTN4
hsa-miR-324-3p	AP2A1
hsa-miR-324-3p	ALDOA
hsa-miR-324-3p	AMD1
hsa-miR-324-3p	ANXA11
hsa-miR-324-3p	APRT
hsa-miR-324-3p	ASNA1
hsa-miR-324-3p	ATP5B
hsa-miR-324-3p	BCL2L1
hsa-miR-324-3p	CAPZB
hsa-miR-324-3p	CCND2
hsa-miR-324-3p	CCNF
hsa-miR-324-3p	CCT6A
hsa-miR-324-3p	CD151
hsa-miR-324-3p	CHD4
hsa-miR-324-3p	COX7C
hsa-miR-324-3p	CPS1
hsa-miR-324-3p	CREBBP
hsa-miR-324-3p	CSNK1A1
hsa-miR-324-3p	CTNND1
hsa-miR-324-3p	DDOST
hsa-miR-324-3p	DLST
hsa-miR-324-3p	DLX2
hsa-miR-324-3p	DNASE2
hsa-miR-324-3p	DVL2
hsa-miR-324-3p	EEF1A1
hsa-miR-324-3p	EEF2
hsa-miR-324-3p	EFNA1
hsa-miR-324-3p	FASN
hsa-miR-324-3p	FEN1
hsa-miR-324-3p	CENPI
hsa-miR-324-3p	XRCC6
hsa-miR-324-3p	GAPDH
hsa-miR-324-3p	GNAS
hsa-miR-324-3p	MKNK2
hsa-miR-324-3p	GRB2
hsa-miR-324-3p	MSH6
hsa-miR-324-3p	GTF2H2
hsa-miR-324-3p	HIST1H1C
hsa-miR-324-3p	HIC1
hsa-miR-324-3p	HLA-F
hsa-miR-324-3p	HMGB1
hsa-miR-324-3p	HMGA1
hsa-miR-324-3p	AGFG2
hsa-miR-324-3p	HSPA1B
hsa-miR-324-3p	HSPA8
hsa-miR-324-3p	HSPA9
hsa-miR-324-3p	HSP90AA1
hsa-miR-324-3p	ID4
hsa-miR-324-3p	IGFBP5
hsa-miR-324-3p	IMPDH2
hsa-miR-324-3p	INSIG1
hsa-miR-324-3p	ITPR2
hsa-miR-324-3p	FADS1
hsa-miR-324-3p	MAP4
hsa-miR-324-3p	MAT2A
hsa-miR-324-3p	MBD1
hsa-miR-324-3p	MCM4
hsa-miR-324-3p	MEF2D
hsa-miR-324-3p	MGAT5
hsa-miR-324-3p	MSH3
hsa-miR-324-3p	MYO1F
hsa-miR-324-3p	MYC
hsa-miR-324-3p	MYH9
hsa-miR-324-3p	MYO6
hsa-miR-324-3p	NDUFV3
hsa-miR-324-3p	RPL10A
hsa-miR-324-3p	NFATC3
hsa-miR-324-3p	NFE2L1
hsa-miR-324-3p	NFIC
hsa-miR-324-3p	ODC1
hsa-miR-324-3p	PGK1
hsa-miR-324-3p	PKM
hsa-miR-324-3p	POLR2C
hsa-miR-324-3p	POU2F1
hsa-miR-324-3p	PRKAR1A
hsa-miR-324-3p	PRKCSH
hsa-miR-324-3p	PSAP
hsa-miR-324-3p	PSMD2
hsa-miR-324-3p	PTGS1
hsa-miR-324-3p	PTPN4
hsa-miR-324-3p	PTPN14
hsa-miR-324-3p	RAD23A
hsa-miR-324-3p	RANGAP1
hsa-miR-324-3p	RFC1
hsa-miR-324-3p	RPL4
hsa-miR-324-3p	RPL10
hsa-miR-324-3p	RPL31
hsa-miR-324-3p	RPL35A
hsa-miR-324-3p	RPLP0
hsa-miR-324-3p	RPLP1
hsa-miR-324-3p	RPS3
hsa-miR-324-3p	RPS5
hsa-miR-324-3p	RPS8
hsa-miR-324-3p	SBF1
hsa-miR-324-3p	ATXN1
hsa-miR-324-3p	SHH
hsa-miR-324-3p	ST3GAL2
hsa-miR-324-3p	SIX1
hsa-miR-324-3p	SLC1A5
hsa-miR-324-3p	SLC2A1
hsa-miR-324-3p	SLC25A1
hsa-miR-324-3p	SMS
hsa-miR-324-3p	SON
hsa-miR-324-3p	SRF
hsa-miR-324-3p	STAT5B
hsa-miR-324-3p	SUPT5H
hsa-miR-324-3p	TAPBP
hsa-miR-324-3p	TGFA
hsa-miR-324-3p	TGFB1
hsa-miR-324-3p	TJP1
hsa-miR-324-3p	TRPC5
hsa-miR-324-3p	TUBG1
hsa-miR-324-3p	UBC
hsa-miR-324-3p	COL14A1
hsa-miR-324-3p	VARS
hsa-miR-324-3p	VDAC2
hsa-miR-324-3p	WNT2B
hsa-miR-324-3p	WNT9B
hsa-miR-324-3p	ZNF23
hsa-miR-324-3p	PTP4A1
hsa-miR-324-3p	RAB7A
hsa-miR-324-3p	KMT2D
