logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-502-5p_st	-0.503153922519693	3.20539515206361	-3.57574635662904	0.00152915833496037	0.0113813070359193	-1.46645696822483
hsa-miR-512-3p_st	0.488700381423831	2.59349303665149	3.56858058280175	0.00155660632450635	0.0115635726483053	-1.48347045750174
hsa-miR-7-1-star_st	0.718341144367157	3.98188737755536	3.5271532824203	0.00172499070302551	0.012598880695462	-1.58163306903621
hsa-miR-379_st	-0.640025605405505	3.59673405295283	-3.52474323842563	0.00173531618501188	0.0126624612379719	-1.58733317123169
hsa-miR-768-5p_st	0.357227756118837	12.2909296709422	3.45266044866769	0.00207361279982461	0.0148009460434586	-1.75726145139717
hsa-miR-377_st	-1.02088741633932	5.84647431406483	-3.4342975966346	0.00216958652239488	0.0153580785077137	-1.80037187825265
hsa-miR-873_st	-0.550234917716608	2.57426061672796	-3.40869388899739	0.00231065631826351	0.0162536265771641	-1.86035597350501
hsa-miR-769-5p_st	0.941957424956499	5.20853433276625	3.39660490262206	0.00238032727037125	0.0166986154559706	-1.88862608995133
hsa-miR-222-star_st	-1.01834940556927	3.87184682003608	-3.36571139078661	0.00256778005438534	0.0177272094744005	-1.96071611111823
hsa-miR-15b_st	-0.547887017372858	8.44349400965766	-3.35300790365943	0.00264895465390937	0.018175224425199	-1.9902940767982
hsa-miR-146b-3p_st	-0.566393907612665	3.76696377210086	-3.31582512362149	0.00290112666339025	0.0195619541625495	-2.07664242992364
hsa-miR-193b-star_st	-0.569473655417069	7.64764955890663	-3.31249738481011	0.00292479790416813	0.01968759312754	-2.08435365394394
hsa-miR-596_st	-0.586729283632008	5.86094763243255	-3.28782922329235	0.00310620216005398	0.0206419811911751	-2.14142891725071
hsa-miR-193a-5p_st	-0.535827976182794	10.2917234645266	-3.21818764775334	0.00367907430501354	0.0238605524428886	-2.30170542516831
hsa-miR-542-3p_st	0.400865143781086	2.70409681700367	3.20931727347886	0.00375899554813697	0.0242198892132919	-2.32202661812893
hsa-miR-1271_st	-0.625262413772749	5.87192092218525	-3.2092866976858	0.00375927391116099	0.0242198892132919	-2.3220966269825
hsa-miR-548n_st	-0.318104453384743	1.70796256212689	-3.18122524010457	0.00402331369409266	0.0256461635557375	-2.38623889353738
hsa-miR-652_st	-0.629876096962088	5.92519360579524	-3.17615211926779	0.00407292046740482	0.0258370930836654	-2.39781133151047
hsa-miR-1207-5p_st	0.368380484393262	12.2173218388619	3.1724002245622	0.00410998665349363	0.0260499154071798	-2.40636518644942
hsa-miR-625-star_st	0.405678064598328	3.50948267110061	3.16965592255036	0.00413730421258478	0.0261594113441343	-2.41261931734871
hsa-miR-93-star_st	0.725831853294837	5.07170812905964	3.15594425901127	0.00427643648359053	0.0268436555174779	-2.44383522565134
hsa-miR-7_st	0.51759288905659	4.13840780624961	3.14058896121935	0.00443759705333371	0.0275674252558052	-2.47872852875182
hsa-miR-30a-star_st	-0.78586795734889	6.75595217698497	-3.10905556776429	0.00478708083343464	0.0294575092230644	-2.55016745855265
hsa-miR-18b_st	0.866915139194662	5.08151713004468	3.10602031407875	0.00482208367224152	0.029649554601548	-2.55702818073995
hsa-miR-187_st	-1.47509966437351	4.95238338425069	-3.10133725555604	0.00487657224223544	0.029843705617126	-2.56760806094115
hsa-miR-200c-star_st	0.607304037907216	3.00822151503908	3.08145462306492	0.00511457148930289	0.0309847877433349	-2.61245231856738
hsa-miR-34a_st	-0.64293485159628	8.20019186199167	-3.07797860371856	0.00515730987673872	0.0312195016938134	-2.6202798665672
hsa-miR-619_st	0.535766314613658	3.78100263636756	3.05869754319917	0.00540066970233894	0.03241646215344	-2.66363033243792
hsa-miR-887_st	-0.530301304892775	6.24801398903235	-3.05641528637673	0.00543019452426341	0.0325686647790626	-2.66875395237007
hsa-miR-7-2-star_st	0.457710696254486	3.8917716538977	3.05382302787998	0.00546391752489786	0.0327207014996757	-2.67457153479439
hsa-miR-126_st	-0.449023480166481	9.79304620503604	-3.04594680379895	0.00556761684635934	0.0331979100126867	-2.69223446866512
hsa-miR-657_st	-0.398088677648071	3.02558127900867	-3.02981154996376	0.00578597781846931	0.0342556186752558	-2.72835728496674
hsa-miR-768-3p_st	0.311730300456007	12.5015589361989	3.00637386792389	0.00611783015414446	0.0358402118850367	-2.78067924165687
hsa-miR-665_st	0.480138674149149	9.21934294889734	3.001769373784	0.00618513153691533	0.0361802417372705	-2.79093723473759
hsa-miR-22_st	-0.327225167360817	12.2130707136847	-2.99597782888588	0.00627078950716584	0.0365445339287852	-2.80382987678255
hsa-miR-744_st	-0.44691748428872	10.9021613880629	-2.97068688059588	0.0066583195110501	0.0385728443134593	-2.86000008191797
hsa-miR-558_st	0.390457124171011	2.09435467217175	2.95794523005943	0.0068621238463971	0.0394030109181435	-2.88821750345432
hsa-miR-1244_st	0.976026260044554	5.56323373626308	2.95634042282034	0.00688821133333974	0.0395237676725771	-2.89176757742465
hsa-miR-148a_st	0.496703177292591	10.5430327233767	2.94719358198235	0.0070387176570181	0.0401808462305306	-2.91198498864193
hsa-miR-361-5p_st	-0.362810656448188	8.64481899891888	-2.94002585493116	0.00715884624904557	0.0406882788627572	-2.92780789759957
hsa-miR-17-star_st	0.680235395071955	6.87557932433605	2.93851501912144	0.00718441567241138	0.0407773968304511	-2.93114084273878
hsa-miR-297_st	0.515602386551359	1.90245185964768	2.9384828135066	0.00718496166801423	0.0407773968304511	-2.93121188063358
hsa-miR-1179_st	0.32759274522608	1.83577542959392	2.92922961035401	0.00734348482415739	0.041466281720224	-2.95160737341548
hsa-miR-1273_st	0.325968995476728	6.91687891121211	2.90719816141002	0.00773444678727294	0.0434229178466509	-3.00004789851065
hsa-let-7b-star_st	-0.688946382910285	5.76042065654326	-2.88922373826265	0.0080680161598982	0.0449725722465082	-3.03944125041627
hsa-miR-32_st	0.381822545542718	1.84897367922087	2.87317538121593	0.00837736588344013	0.0462352502677151	-3.07451556098964
hsa-miR-150_st	-0.732583287696642	8.50954469749064	-2.86216813800421	0.00859602554987338	0.0472418703743041	-3.09851836453781
hsa-miR-200c_st	0.445871025859747	11.431406961009	2.85351028541821	0.00877181238255227	0.0480390425855963	-3.11736687605175
hsa-miR-99a_st	-0.591208776411085	11.6668457599472	-2.83326946691006	0.00919618582218854	0.0497357731490681	-3.16132400092943
