circrna	avg_circ_lfc	mirna	avg_mirna_lfc
hsa_circ_0052767	0.992482298766667	hsa-miR-26a-5p	-1.49048510539919
hsa_circ_0052767	0.992482298766667	hsa-miR-23b-3p	-1.02880798185747
hsa_circ_0054673	0.811587267433333	hsa-miR-335-5p	1.09850437185731
hsa_circ_0054673	0.811587267433333	hsa-miR-1976	1.72643047190907
hsa_circ_0054853	2.20258044983333	hsa-miR-335-5p	1.09850437185731
hsa_circ_0054853	2.20258044983333	hsa-miR-30e-3p	-3.59328847644226
hsa_circ_0054853	2.20258044983333	hsa-miR-30a-3p	-2.05747668915641
hsa_circ_0055954	0.674722610533335	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0055954	0.674722610533335	hsa-miR-939-5p	2.10701997701662
hsa_circ_0055954	0.674722610533335	hsa-miR-125b-2-3p	-2.88700808420298
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064
hsa_circ_0058097	-0.560097034300001	hsa-miR-23b-3p	-1.02880798185747
hsa_circ_0058097	-0.560097034300001	hsa-miR-1976	1.72643047190907
hsa_circ_0058097	-0.560097034300001	hsa-miR-140-3p	-1.74807329928064
hsa_circ_0058097	-0.560097034300001	hsa-miR-10b-5p	2.81219964436187
hsa_circ_0058097	-0.560097034300001	hsa-miR-939-5p	2.10701997701662
hsa_circ_0058097	-0.560097034300001	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0058097	-0.560097034300001	hsa-miR-505-3p	-1.09753791214932
hsa_circ_0059490	0.725706603466666	hsa-miR-125b-2-3p	-2.88700808420298
hsa_circ_0060035	0.617362530933333	hsa-miR-671-5p	0.981545332257005
hsa_circ_0060035	0.617362530933333	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0060035	0.617362530933333	hsa-miR-486-3p	1.9831080221936
hsa_circ_0060539	-1.41890461902222	hsa-miR-335-5p	1.09850437185731
hsa_circ_0060539	-1.41890461902222	hsa-miR-939-5p	2.10701997701662
hsa_circ_0060539	-1.41890461902222	hsa-miR-518c-5p	1.60200363821778
hsa_circ_0061346	-1.585915686	hsa-miR-30c-5p	-1.18138818797783
hsa_circ_0062603	-1.61887013644444	hsa-miR-505-3p	-1.09753791214932
hsa_circ_0062603	-1.61887013644444	hsa-miR-598-3p	5.1524165701194
hsa_circ_0062603	-1.61887013644444	hsa-miR-1976	1.72643047190907
hsa_circ_0063089	-0.990496558333333	hsa-miR-193a-5p	-1.08116083098548
hsa_circ_0063089	-0.990496558333333	hsa-miR-671-5p	0.981545332257005
hsa_circ_0063089	-0.990496558333333	hsa-miR-1976	1.72643047190907
