circrna	avg_circ_lfc	mirna	avg_mirna_lfc
hsa_circ_0063089	-0.990496558333333	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0063226	0.936938312666668	hsa-miR-30a-3p	-2.05747668915641
hsa_circ_0063226	0.936938312666668	hsa-miR-30e-3p	-3.59328847644226
hsa_circ_0063329	-1.64883065106667	hsa-miR-939-5p	2.10701997701662
hsa_circ_0063329	-1.64883065106667	hsa-miR-365a-3p	-1.84935218646227
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498
hsa_circ_0063408	0.780764097566666	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0063526	-0.883024841666664	hsa-miR-939-5p	2.10701997701662
hsa_circ_0063526	-0.883024841666664	hsa-miR-193a-5p	-1.08116083098548
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516
hsa_circ_0065149	0.871441662233334	hsa-miR-367-5p	1.29653612938548
hsa_circ_0066536	1.24618548816667	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0067492	0.789715972833335	hsa-miR-29a-3p	-0.822880449721378
hsa_circ_0067492	0.789715972833335	hsa-miR-486-3p	1.9831080221936
hsa_circ_0067717	0.8288569302	hsa-miR-107	-1.99125363163233
hsa_circ_0068697	1.59406745868889	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0068851	0.908690831133332	hsa-miR-1976	1.72643047190907
hsa_circ_0068925	0.698409650366665	hsa-miR-1224-5p	2.48334119999158
hsa_circ_0069370	-0.601650992233335	hsa-let-7e-5p	-2.32886989422945
hsa_circ_0070616	1.10200234823333	hsa-miR-1976	1.72643047190907
hsa_circ_0071210	-1.42543893733333	hsa-miR-106a-5p	1.62557079915522
hsa_circ_0071374	0.764734083033334	hsa-miR-29a-3p	-0.822880449721378
hsa_circ_0071649	0.775074885033332	hsa-miR-29a-3p	-0.822880449721378
hsa_circ_0072904	1.0074151568	hsa-miR-27b-3p	-1.17329792567971
hsa_circ_0074559	-1.52248057596666	hsa-miR-30e-3p	-3.59328847644226
hsa_circ_0074559	-1.52248057596666	hsa-miR-10b-5p	2.81219964436187
hsa_circ_0074559	-1.52248057596666	hsa-miR-27b-3p	-1.17329792567971
hsa_circ_0074559	-1.52248057596666	hsa-miR-26a-5p	-1.49048510539919
hsa_circ_0074559	-1.52248057596666	hsa-miR-30a-3p	-2.05747668915641
hsa_circ_0074559	-1.52248057596666	hsa-miR-107	-1.99125363163233
hsa_circ_0074559	-1.52248057596666	hsa-miR-335-5p	1.09850437185731
hsa_circ_0074598	-1.1052140273	hsa-miR-1224-5p	2.48334119999158
hsa_circ_0074598	-1.1052140273	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0074854	1.35634605996667	hsa-miR-32-5p	1.07448811787357
hsa_circ_0074854	1.35634605996667	hsa-miR-939-5p	2.10701997701662
hsa_circ_0075320	-1.56094236283333	hsa-miR-518c-5p	1.60200363821778
hsa_circ_0075320	-1.56094236283333	hsa-miR-125b-2-3p	-2.88700808420298
hsa_circ_0076700	1.62772010573333	hsa-let-7e-5p	-2.32886989422945
hsa_circ_0076700	1.62772010573333	hsa-miR-106a-5p	1.62557079915522
hsa_circ_0076700	1.62772010573333	hsa-miR-505-3p	-1.09753791214932
hsa_circ_0078605	-1.40557053746667	hsa-miR-671-5p	0.981545332257005
hsa_circ_0078607	-2.61973947216666	hsa-miR-671-5p	0.981545332257005
hsa_circ_0078607	-2.61973947216666	hsa-miR-32-5p	1.07448811787357
hsa_circ_0080425	1.14821170833333	hsa-miR-1976	1.72643047190907
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548
hsa_circ_0080425	1.14821170833333	hsa-miR-939-5p	2.10701997701662
hsa_circ_0083054	0.895745062966666	hsa-miR-671-5p	0.981545332257005
hsa_circ_0083054	0.895745062966666	hsa-miR-125b-5p	-3.33417733203018
hsa_circ_0083054	0.895745062966666	hsa-miR-367-5p	1.29653612938548
hsa_circ_0085918	-1.08948043016667	hsa-miR-140-3p	-1.74807329928064
hsa_circ_0085918	-1.08948043016667	hsa-miR-1976	1.72643047190907
hsa_circ_0086684	0.893958431933336	hsa-miR-939-5p	2.10701997701662
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498
hsa_circ_0086684	0.893958431933336	hsa-let-7e-5p	-2.32886989422945
hsa_circ_0086684	0.893958431933336	hsa-miR-27b-3p	-1.17329792567971
hsa_circ_0086684	0.893958431933336	hsa-let-7c-5p	-4.12964098042423
hsa_circ_0086684	0.893958431933336	hsa-miR-23b-3p	-1.02880798185747
hsa_circ_0086684	0.893958431933336	hsa-miR-1976	1.72643047190907
hsa_circ_0086684	0.893958431933336	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0086684	0.893958431933336	hsa-miR-1224-5p	2.48334119999158
hsa_circ_0086694	0.665761662666668	hsa-miR-598-3p	5.1524165701194
hsa_circ_0086694	0.665761662666668	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0088046	1.20429829823334	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0088046	1.20429829823334	hsa-miR-384	1.70370966199087
hsa_circ_0088457	-0.496500501033335	hsa-let-7e-5p	-2.32886989422945
hsa_circ_0088485	-0.608878804533334	hsa-miR-335-5p	1.09850437185731
hsa_circ_0089153	1.75503981333333	hsa-miR-367-5p	1.29653612938548
hsa_circ_0089153	1.75503981333333	hsa-miR-939-5p	2.10701997701662
hsa_circ_0089153	1.75503981333333	hsa-let-7e-5p	-2.32886989422945
hsa_circ_0089761	-1.82541463649999	hsa-miR-1976	1.72643047190907
hsa_circ_0089761	-1.82541463649999	hsa-miR-193b-3p	-2.0120628061498
hsa_circ_0089761	-1.82541463649999	hsa-miR-29a-3p	-0.822880449721378
hsa_circ_0089761	-1.82541463649999	hsa-let-7b-3p	-0.933330296417625
hsa_circ_0089761	-1.82541463649999	hsa-miR-30c-5p	-1.18138818797783
hsa_circ_0089761	-1.82541463649999	hsa-miR-140-3p	-1.74807329928064
hsa_circ_0089761	-1.82541463649999	hsa-miR-125b-5p	-3.33417733203018
hsa_circ_0089761	-1.82541463649999	hsa-miR-598-3p	5.1524165701194
hsa_circ_0089761	-1.82541463649999	hsa-miR-384	1.70370966199087
hsa_circ_0089761	-1.82541463649999	hsa-miR-27b-3p	-1.17329792567971
hsa_circ_0089761	-1.82541463649999	hsa-miR-365a-3p	-1.84935218646227
hsa_circ_0089761	-1.82541463649999	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0092327	1.128532369	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0092911	0.659705938499999	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0092911	0.659705938499999	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0094004	2.029352131	hsa-miR-29a-3p	-0.822880449721378
hsa_circ_0094004	2.029352131	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0094798	0.701428935999999	hsa-miR-580-3p	1.55472370270128
hsa_circ_0099132	1.20332042653333	hsa-miR-671-5p	0.981545332257005
hsa_circ_0099132	1.20332042653333	hsa-miR-10b-5p	2.81219964436187
hsa_circ_0099132	1.20332042653333	hsa-let-7c-5p	-4.12964098042423
hsa_circ_0099201	1.5116663776	hsa-let-7c-5p	-4.12964098042423
hsa_circ_0099201	1.5116663776	hsa-miR-939-5p	2.10701997701662
hsa_circ_0099201	1.5116663776	hsa-let-7e-5p	-2.32886989422945
hsa_circ_0103272	-0.938404690833333	hsa-miR-671-5p	0.981545332257005
hsa_circ_0105346	1.46220924633333	hsa-miR-939-5p	2.10701997701662
hsa_circ_0105346	1.46220924633333	hsa-miR-324-3p	-0.912091567093122
hsa_circ_0105952	0.590528647666665	hsa-miR-486-3p	1.9831080221936
hsa_circ_0105952	0.590528647666665	hsa-miR-671-5p	0.981545332257005
hsa_circ_0106511	0.97714666633333	hsa-miR-939-5p	2.10701997701662
hsa_circ_0106511	0.97714666633333	hsa-miR-125b-2-3p	-2.88700808420298
hsa_circ_0106511	0.97714666633333	hsa-miR-384	1.70370966199087
hsa_circ_0111796	1.26967095983334	hsa-miR-1224-5p	2.48334119999158
hsa_circ_0111796	1.26967095983334	hsa-miR-486-3p	1.9831080221936
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064
hsa_circ_0111796	1.26967095983334	hsa-miR-598-3p	5.1524165701194
hsa_circ_0111998	1.52080853866667	hsa-miR-335-5p	1.09850437185731
hsa_circ_0111998	1.52080853866667	hsa-miR-671-5p	0.981545332257005
hsa_circ_0111998	1.52080853866667	hsa-miR-939-5p	2.10701997701662
hsa_circ_0113080	1.1561075175	hsa-miR-335-5p	1.09850437185731
hsa_circ_0113080	1.1561075175	hsa-miR-30a-3p	-2.05747668915641
hsa_circ_0114850	1.21104839066667	hsa-miR-486-3p	1.9831080221936
hsa_circ_0117334	-2.0009874065	hsa-miR-580-3p	1.55472370270128
hsa_circ_0137255	-1.734308648	hsa-miR-107	-1.99125363163233
hsa_circ_0137255	-1.734308648	hsa-miR-125b-2-3p	-2.88700808420298
hsa_circ_0140691	0.835019338333334	hsa-miR-361-3p	-1.5439614259172
hsa_circ_0140691	0.835019338333334	hsa-miR-324-3p	-0.912091567093122
