Probe_ID	Clone9_FC	Clone9_pvalue	Clone9_FDR
ASCRP3000552	1.22730045110357	0.0423923095843122	0.473751592106166
ASCRP3000576	1.15688188973652	0.0424343989673811	0.473751592106166
ASCRP3000588	-1.25900939837518	0.039063230869506	0.473751592106166
ASCRP3000625	-1.78673719877058	0.0279719354898505	0.473751592106166
ASCRP3000642	1.40953909850703	0.00255437540854081	0.436876428878883
ASCRP3000651	1.17769953216178	0.0430433183265801	0.473751592106166
ASCRP3000690	1.1513068174646	0.0161206601511463	0.473751592106166
ASCRP3000696	-1.54484311880396	0.0267083082586195	0.473751592106166
ASCRP3000698	-1.11658395660896	0.0326544984006845	0.473751592106166
ASCRP3000714	1.19007524458803	0.0431490702061516	0.473751592106166
ASCRP3000744	1.18161489657556	0.0474562131980647	0.473751592106166
ASCRP3000745	-1.03327773830698	0.0279800489011659	0.473751592106166
ASCRP3000761	-1.62131652583601	0.0321988815709316	0.473751592106166
ASCRP3000772	1.23617730648194	0.00378887618141536	0.473751592106166
ASCRP3000805	1.36837412836424	0.03157087536129	0.473751592106166
ASCRP3000806	1.42835909327181	0.0202171398634538	0.473751592106166
ASCRP3000824	-1.34293980730672	0.0156531326714017	0.473751592106166
ASCRP3000903	1.17473828177303	0.0129846185660266	0.473751592106166
ASCRP3000905	-1.3398333625801	0.0359540276867526	0.473751592106166
ASCRP3000915	1.37281546984	0.0116003739246816	0.473751592106166
ASCRP3000925	-1.16264747804965	0.0452723544474192	0.473751592106166
ASCRP3000963	1.15487595336868	0.0280556641217231	0.473751592106166
ASCRP3000969	-1.46011063435368	0.046934674342019	0.473751592106166
ASCRP3000970	1.43594440611475	0.000767684080280275	0.337562494762402
ASCRP3001005	-1.3188467565607	0.0403331448712616	0.473751592106166
ASCRP3001006	-1.09761148180803	0.0471470327966737	0.473751592106166
ASCRP3001038	1.93399415860171	0.0214530870344934	0.473751592106166
ASCRP3001059	-1.29583213196725	0.000984237639058185	0.337562494762402
ASCRP3001074	1.16107042028001	0.0378028898824518	0.473751592106166
ASCRP3001077	1.22484906111048	0.0322958632661934	0.473751592106166
ASCRP3001135	1.24660209752507	0.00842769441204545	0.473751592106166
ASCRP3001141	-1.11263376856615	0.0195514145695781	0.473751592106166
ASCRP3001272	1.32167619924074	0.0409155998688098	0.473751592106166
ASCRP3001290	-1.06546026010543	0.00955581043789991	0.473751592106166
ASCRP3001292	-1.08013928752201	0.0201912231025304	0.473751592106166
ASCRP3001331	-1.15483368512609	0.026297653807229	0.473751592106166
ASCRP3001334	-1.13613641198565	0.00550525797748231	0.473751592106166
ASCRP3001337	-1.33011143509464	0.0449298559781835	0.473751592106166
ASCRP3001387	1.18457128100401	0.0251413113575205	0.473751592106166
ASCRP3001397	1.42329893423025	0.000668797874741988	0.337562494762402
ASCRP3001410	-1.0717439508738	0.00767681437786522	0.473751592106166
ASCRP3001435	-1.07695846429439	0.0472983331911275	0.473751592106166
ASCRP3001453	1.48469294230202	0.0359709189496457	0.473751592106166
ASCRP3001459	-1.63816800252067	0.0298956766890759	0.473751592106166
ASCRP3001470	-1.31361349040156	0.0201803076833309	0.473751592106166
ASCRP3001473	-1.32529466801584	0.0424584816204552	0.473751592106166
ASCRP3001500	-2.62642198600734	0.0379114546390369	0.473751592106166
ASCRP3001508	1.51442641582156	0.0453038761963438	0.473751592106166
ASCRP3001518	-1.04747200697749	0.0169195190992093	0.473751592106166
ASCRP3001522	1.35973616990985	0.0381445180833073	0.473751592106166
ASCRP3001535	3.96798301519022	0.00880888180421868	0.473751592106166
ASCRP3001555	-1.24219993694645	0.0464412962416683	0.473751592106166
ASCRP3001578	-1.13422314730273	0.0370051271175087	0.473751592106166
ASCRP3001602	-1.69419777119091	0.0351769497522378	0.473751592106166
ASCRP3001605	-1.58542194640288	0.0495487192678224	0.474106785126628
ASCRP3001606	1.26367647266965	0.028626497388862	0.473751592106166
ASCRP3001609	-2.33729100055579	0.00115100469927091	0.35094852658707
ASCRP3001615	-1.21718184742373	0.0381959735652613	0.473751592106166
ASCRP3001644	2.18998093436283	0.0221440067011374	0.473751592106166
ASCRP3001647	1.16539868669142	0.02196312463752	0.473751592106166
ASCRP3001664	-1.21231999037863	0.0310280906388158	0.473751592106166
ASCRP3001693	-1.50032943663652	0.0276545525287043	0.473751592106166
ASCRP3001706	1.1259121768261	0.00197191390947765	0.42138840059805
ASCRP3001715	-1.89700713805955	0.00512444310553007	0.473751592106166
ASCRP3001718	-1.09966098639856	0.0403485195507302	0.473751592106166
ASCRP3001739	1.15236716574647	0.016768100917123	0.473751592106166
ASCRP3001740	1.20897976133728	0.0336728207081204	0.473751592106166
ASCRP3001746	-1.38009376513183	0.0413922216484015	0.473751592106166
ASCRP3001751	-2.07177816953814	0.0204113674111259	0.473751592106166
ASCRP3001752	-1.18093160705173	0.0203722267126121	0.473751592106166
ASCRP3001756	1.08794973424593	0.0111106364105673	0.473751592106166
ASCRP3001758	-1.21351807793821	0.000401949187029157	0.337562494762402
ASCRP3001760	1.34435128371852	0.0337295929011582	0.473751592106166
ASCRP3001808	-1.43103316362199	0.0064525533746196	0.473751592106166
ASCRP3001818	1.17341041529393	0.0434275138893586	0.473751592106166
ASCRP3001825	-2.16991608473558	0.0115092978709461	0.473751592106166
ASCRP3001831	-1.16331324539807	0.0414744682866684	0.473751592106166
ASCRP3001835	1.07085667898865	0.036364095780461	0.473751592106166
ASCRP3001837	-1.22191073366137	0.0418849512050368	0.473751592106166
ASCRP3001848	-1.26449572188485	0.0103484024662982	0.473751592106166
ASCRP3001858	1.1779095538754	0.00390130797778154	0.473751592106166
ASCRP3001892	1.27038462122301	0.00383636781999937	0.473751592106166
ASCRP3001896	-1.34866945789187	0.0420621921005864	0.473751592106166
ASCRP3001954	1.38849120033509	0.0288228473047479	0.473751592106166
ASCRP3001967	-1.11266530287091	0.0316539961829087	0.473751592106166
ASCRP3001988	-2.1734505138102	0.0145466433107481	0.473751592106166
ASCRP3002019	1.0915872231647	0.02535802554884	0.473751592106166
ASCRP3002050	-1.38744392056726	0.02465116921291	0.473751592106166
ASCRP3002063	-1.0119865251593	0.0101385186031008	0.473751592106166
ASCRP3002077	-1.09092641084081	0.00401782798620463	0.473751592106166
ASCRP3002096	1.34901643374542	0.0469470104459855	0.473751592106166
ASCRP3002104	1.19427614870698	0.0443543493750331	0.473751592106166
ASCRP3002110	-1.48874514059092	0.031697939170975	0.473751592106166
ASCRP3002132	-1.21588433146553	0.0270994341685522	0.473751592106166
ASCRP3002137	-1.37158693806062	0.0295258834014538	0.473751592106166
ASCRP3002140	1.15591272019651	0.0485572828888731	0.473751592106166
ASCRP3002146	1.47326793420309	0.035865429236048	0.473751592106166
ASCRP3002156	1.26611131642749	0.0321451535947226	0.473751592106166
ASCRP3002165	-1.39738711370583	0.0275996557137139	0.473751592106166
ASCRP3002184	-1.35426409256132	0.0461096872630557	0.473751592106166
ASCRP3002189	-1.45461947746071	0.0277212407797183	0.473751592106166
ASCRP3002252	-1.1933271108493	0.0271142086821295	0.473751592106166
ASCRP3002297	1.13751750542813	0.0415380109496437	0.473751592106166
ASCRP3002316	1.2220955786143	0.0394745718200708	0.473751592106166
ASCRP3002332	-1.498398516489	0.0147848053981926	0.473751592106166
ASCRP3002333	-1.28235454648181	0.0407574384237039	0.473751592106166
ASCRP3002353	1.35489217191184	0.0314672911050976	0.473751592106166
ASCRP3002396	-2.12741698467609	0.0302573047447728	0.473751592106166
ASCRP3002420	1.11320247035626	0.00522189021129503	0.473751592106166
ASCRP3002425	-1.3081045712507	0.0196804867122434	0.473751592106166
ASCRP3002430	1.1484314818469	0.0177859828373249	0.473751592106166
ASCRP3002434	-2.06614057756067	0.001411424835497	0.396975341799932
ASCRP3002435	1.24831524974783	0.000731298975094093	0.337562494762402
ASCRP3002442	-1.25671541407789	0.00211386348822263	0.428183852924818
ASCRP3002452	-1.69237910267663	0.0369596189543947	0.473751592106166
ASCRP3002478	-1.62547366782468	0.00959841275605853	0.473751592106166
ASCRP3002483	-1.98707448453471	0.00484089079715277	0.473751592106166
ASCRP3002516	1.14017414351293	0.0127326806158325	0.473751592106166
ASCRP3002551	-1.24518070920478	0.0315505871191564	0.473751592106166
ASCRP3002556	-1.27788976233923	0.00573363594869185	0.473751592106166
ASCRP3002567	-1.90065267958666	0.00415921121888762	0.473751592106166
ASCRP3002574	1.2499733425189	0.0188154679453032	0.473751592106166
ASCRP3002577	-1.84626546894235	0.0318643640643735	0.473751592106166
ASCRP3002639	-1.26831159175325	0.00586461983198622	0.473751592106166
ASCRP3002651	1.16513311710102	0.0493830922209169	0.473776628121422
ASCRP3002656	-1.33007978140859	0.0401362227957958	0.473751592106166
ASCRP3002666	-1.11269924209777	0.0453740752292626	0.473751592106166
ASCRP3002685	1.60715464731656	0.0397239604431524	0.473751592106166
ASCRP3002686	-1.34601571643354	0.0161781435147995	0.473751592106166
ASCRP3002689	1.07292481520403	0.038433632096832	0.473751592106166
ASCRP3002699	1.31374980009953	0.0139946590918278	0.473751592106166
ASCRP3002714	1.17437987841772	0.0265460668456949	0.473751592106166
ASCRP3002735	-1.40476216255104	0.0254531601805404	0.473751592106166
ASCRP3002736	-1.41465887552071	0.0182963133468817	0.473751592106166
ASCRP3002747	1.30891758444317	0.000612297012807938	0.337562494762402
ASCRP3002756	-1.33857084543829	0.0462085091224923	0.473751592106166
ASCRP3002768	1.2405311224297	0.000229434450259908	0.337562494762402
ASCRP3002783	1.28583678754347	0.0477697993045082	0.473751592106166
ASCRP3002800	-1.2668228795941	0.0107401859053838	0.473751592106166
ASCRP3002803	-1.1415225911699	0.000479321631710049	0.337562494762402
ASCRP3002829	-1.48427084222796	0.0213535047568603	0.473751592106166
ASCRP3002850	-1.28115225620681	0.0131897801869134	0.473751592106166
ASCRP3002860	-1.27482953026606	0.0446005977342286	0.473751592106166
ASCRP3002866	1.10591572252774	0.0304427226368055	0.473751592106166
ASCRP3002880	1.21515258523152	0.0311550363465814	0.473751592106166
ASCRP3002882	-3.45362274827365	0.0470530161690582	0.473751592106166
ASCRP3002884	1.11336486664543	0.00178530814647806	0.42138840059805
ASCRP3002890	-1.46104411321338	0.0347080064308431	0.473751592106166
ASCRP3002948	1.05480919500869	0.0371239846512308	0.473751592106166
ASCRP3002952	1.27319967192233	0.0342756298114501	0.473751592106166
ASCRP3002954	-1.53263060976099	0.0242743504067247	0.473751592106166
ASCRP3002970	1.25562187496451	0.000706206528174745	0.337562494762402
ASCRP3002974	1.36877007744852	0.00819212808467512	0.473751592106166
ASCRP3002983	-1.45101416674906	0.0089879096563502	0.473751592106166
ASCRP3002991	1.39993188998466	0.0259757540922006	0.473751592106166
ASCRP3002997	1.32266259637134	0.0196061863133016	0.473751592106166
ASCRP3003034	-1.45395427729166	0.0488189773387738	0.473751592106166
ASCRP3003045	1.1975069915109	0.0255404594541164	0.473751592106166
ASCRP3003055	-1.06973711392576	0.0228724255879738	0.473751592106166
ASCRP3003066	-1.36033084448231	0.0124330557549304	0.473751592106166
ASCRP3003071	1.30142855702258	0.0171596367946966	0.473751592106166
ASCRP3003072	-1.0964981191574	0.0473574205143212	0.473751592106166
ASCRP3003094	1.28848808208352	0.0146065645796009	0.473751592106166
ASCRP3003098	-1.58720330213879	0.038316262613478	0.473751592106166
ASCRP3003126	-1.12528201376794	0.0312353797231164	0.473751592106166
ASCRP3003129	-6.11009059978246	0.0244256151741642	0.473751592106166
ASCRP3003152	1.06642277792715	0.0404207687005516	0.473751592106166
ASCRP3003153	-1.08576054793127	0.0222847272733989	0.473751592106166
ASCRP3003164	1.27773640564229	0.012091812974204	0.473751592106166
ASCRP3003170	1.08892341283567	0.024590884496766	0.473751592106166
ASCRP3003206	-1.55215838836845	0.00110748940805455	0.348573359818976
ASCRP3003219	-1.78592061200379	0.047708377992695	0.473751592106166
ASCRP3003231	-1.07820958705377	0.0498299304480376	0.474106785126628
ASCRP3003261	1.12838124606086	0.0346415827789481	0.473751592106166
ASCRP3003307	-1.51687133962389	0.00765134405908676	0.473751592106166
ASCRP3003319	-1.3644549558411	0.0437887998612703	0.473751592106166
ASCRP3003348	-1.54084275023011	0.0433161777039219	0.473751592106166
ASCRP3003355	1.19790847638572	0.000899354402327443	0.337562494762402
ASCRP3003370	1.20996200809865	0.00353085388874327	0.473751592106166
ASCRP3003375	1.21849596304925	0.0383778221624297	0.473751592106166
ASCRP3003376	-1.21601052763821	0.0220684034103496	0.473751592106166
ASCRP3003396	1.3363308205651	0.028261526591164	0.473751592106166
ASCRP3003404	-1.22892451198641	0.0314513462586082	0.473751592106166
ASCRP3003412	1.07759143499088	0.0435386775308924	0.473751592106166
ASCRP3003415	-1.84784781516102	0.0229818061883971	0.473751592106166
ASCRP3003417	-1.53178111463385	0.0364020155502651	0.473751592106166
ASCRP3003428	1.39037498611191	0.0214850245736715	0.473751592106166
ASCRP3003436	-1.0538618883476	0.0425600169034121	0.473751592106166
ASCRP3003442	1.16951788895444	0.0235354389885389	0.473751592106166
ASCRP3003446	-1.08001904448385	0.00826847888531509	0.473751592106166
ASCRP3003450	1.14672042544867	0.0329857125191267	0.473751592106166
ASCRP3003474	1.43158714713551	0.0407300484881057	0.473751592106166
ASCRP3003504	-1.14609860350584	0.0387089170636905	0.473751592106166
ASCRP3003505	1.27906660249963	0.0223863756207892	0.473751592106166
ASCRP3003527	-1.15795980219755	0.0193518570733795	0.473751592106166
ASCRP3003555	1.10066119712807	0.0384443654752555	0.473751592106166
ASCRP3003568	1.16792366066277	0.0308666033097397	0.473751592106166
ASCRP3003586	1.41740215309465	0.0241065909227909	0.473751592106166
ASCRP3003593	-1.10178885064855	0.0431371843373582	0.473751592106166
ASCRP3003618	1.19091338035096	0.0490745120467354	0.473776628121422
ASCRP3003621	1.31197090321221	0.0344498977768625	0.473751592106166
ASCRP3003634	1.08948621562534	0.0128345014661055	0.473751592106166
ASCRP3003638	-1.72397575459455	0.0241546512601146	0.473751592106166
ASCRP3003660	4.67675357810085	0.029734766313082	0.473751592106166
ASCRP3003693	-1.31782547224985	0.02979263937114	0.473751592106166
ASCRP3003703	1.19050646104183	0.016810420331442	0.473751592106166
ASCRP3003715	-1.22116087165075	0.00316329460016011	0.473751592106166
ASCRP3003749	-2.66060203236071	0.0222217021289975	0.473751592106166
ASCRP3003751	-1.09132204449846	0.0276422362740214	0.473751592106166
ASCRP3003794	1.19771201335473	0.0327879666367612	0.473751592106166
ASCRP3003798	1.24491263216838	0.0119571271192263	0.473751592106166
ASCRP3003807	-1.09923435194222	0.00823135679653733	0.473751592106166
ASCRP3003815	-1.38106291553466	0.00500654898824607	0.473751592106166
ASCRP3003864	1.21468740269966	0.0481228861309101	0.473751592106166
ASCRP3003869	-1.20355789409931	0.0347296941389803	0.473751592106166
ASCRP3003878	1.23133528306006	0.0233033020255727	0.473751592106166
ASCRP3003886	1.18013841580702	0.00180185237379833	0.42138840059805
ASCRP3003904	-1.09174717902695	0.00812726349071919	0.473751592106166
ASCRP3003921	1.84991279592259	0.0362046497823895	0.473751592106166
ASCRP3003927	1.04560621147105	0.0279155142142207	0.473751592106166
ASCRP3003929	-1.56346384779656	0.00323977898444987	0.473751592106166
ASCRP3003934	-1.31569304129452	0.0256166347845619	0.473751592106166
ASCRP3003936	-1.86478642073854	0.0110337604760699	0.473751592106166
ASCRP3003945	2.3134751750187	0.0153298221365423	0.473751592106166
ASCRP3003952	-2.10940529939357	0.0285336308996849	0.473751592106166
ASCRP3003973	1.19328007691915	0.00993442452662745	0.473751592106166
ASCRP3003984	1.15957999892989	0.0110782040189148	0.473751592106166
ASCRP3003991	1.26856232732435	0.0185111722294547	0.473751592106166
ASCRP3004001	-1.33193611719161	0.0446312566948457	0.473751592106166
ASCRP3004010	-1.34414341181967	0.00971367038630986	0.473751592106166
ASCRP3004012	-1.10104704297412	0.0312110416605731	0.473751592106166
ASCRP3004013	-1.59389462809192	0.0353384786953534	0.473751592106166
ASCRP3004014	-1.08937598614409	0.0151764598400875	0.473751592106166
ASCRP3004053	-1.2117106277948	0.0439746527672306	0.473751592106166
ASCRP3004059	-1.18209067088608	0.0125120569134403	0.473751592106166
ASCRP3004068	1.15636635472523	0.0219389197522852	0.473751592106166
ASCRP3004091	-2.50239564674963	0.00530454815457576	0.473751592106166
ASCRP3004112	-1.23423724965945	0.00634682796144663	0.473751592106166
ASCRP3004138	1.23363176894706	0.0187960372271547	0.473751592106166
ASCRP3004197	-1.42137698327441	0.00995518735457083	0.473751592106166
ASCRP3004206	1.24948613220642	0.00283600154195118	0.467150434511262
ASCRP3004214	-1.15389311035052	0.0227812343591004	0.473751592106166
ASCRP3004263	1.16617565748774	0.0131881724569212	0.473751592106166
ASCRP3004265	1.30925612343226	0.0169343053191512	0.473751592106166
ASCRP3004272	1.1550135513351	0.0276613124526275	0.473751592106166
ASCRP3004284	1.27353604860907	0.00146470352616558	0.396975341799932
ASCRP3004289	-1.3615330409322	0.0271386894573259	0.473751592106166
ASCRP3004308	-1.61150167767328	0.0467514805535921	0.473751592106166
ASCRP3004311	1.39345132837035	0.0150502898540047	0.473751592106166
ASCRP3004316	-1.63520087230465	0.0407173806692255	0.473751592106166
ASCRP3004317	-1.63628528774978	0.0488121765717307	0.473751592106166
ASCRP3004334	-1.65158988269927	0.0407887425901304	0.473751592106166
ASCRP3004352	1.31517404854091	0.0374297545109826	0.473751592106166
ASCRP3004358	-1.21504828966462	0.0449271206106853	0.473751592106166
ASCRP3004371	1.2697911840395	0.0232722935870321	0.473751592106166
ASCRP3004399	-1.19543019534056	0.0359605708170503	0.473751592106166
ASCRP3004402	-1.90923765714137	0.0377845508751125	0.473751592106166
ASCRP3004404	-1.73679949430062	0.000919184157252676	0.337562494762402
ASCRP3004407	1.16716949465562	0.00593547722557146	0.473751592106166
ASCRP3004414	-1.49605915087933	0.0426550580338216	0.473751592106166
ASCRP3004458	-1.31809022035082	0.000311096170220101	0.337562494762402
ASCRP3004469	1.14941876574209	0.0220511780439212	0.473751592106166
ASCRP3004494	1.22309656448941	0.0225575638103741	0.473751592106166
ASCRP3004495	1.089736262639	0.0117055611573985	0.473751592106166
ASCRP3004508	-2.30388294507234	0.023872023680745	0.473751592106166
ASCRP3004515	1.25464608988466	0.0255598420820003	0.473751592106166
ASCRP3004554	-1.29093243680561	0.0159800648840186	0.473751592106166
ASCRP3004556	1.16170382238539	0.0413272330331285	0.473751592106166
ASCRP3004583	-1.24276267803566	0.0409612046750007	0.473751592106166
ASCRP3004606	-1.43842518638333	0.0448396004320437	0.473751592106166
ASCRP3004609	1.13461452851641	0.0446192085077627	0.473751592106166
ASCRP3004618	1.2321135678672	0.0349445133444232	0.473751592106166
ASCRP3004664	1.21270511522488	0.0206183519896009	0.473751592106166
ASCRP3004665	-1.48252610229607	0.0215071070891521	0.473751592106166
ASCRP3004667	1.15767272505551	0.0292596578906799	0.473751592106166
ASCRP3004676	-1.26513930260317	0.029112890984453	0.473751592106166
ASCRP3004677	1.11148534694849	0.0490574202670307	0.473776628121422
ASCRP3004691	-1.54365801442347	0.012467172172977	0.473751592106166
ASCRP3004701	-1.26942029250646	0.0194590012531968	0.473751592106166
ASCRP3004704	1.80503329567259	0.028060141171001	0.473751592106166
ASCRP3004705	-2.12973731315411	0.0482283398233694	0.473751592106166
ASCRP3004706	-1.16055229664312	0.0316016264738066	0.473751592106166
ASCRP3004719	1.20127524461563	0.0370460517600553	0.473751592106166
ASCRP3004723	-1.22936539942355	0.0140053029731911	0.473751592106166
ASCRP3004727	1.17060678051045	0.0301826540438885	0.473751592106166
ASCRP3004742	-1.22312127317747	0.0189900491177977	0.473751592106166
ASCRP3004744	-1.19944281313996	0.0429582967627253	0.473751592106166
ASCRP3004752	-2.02323670360914	0.031963732463892	0.473751592106166
ASCRP3004761	-1.20545947188283	0.0321930561925399	0.473751592106166
ASCRP3004778	-1.45497698810154	0.0212548058912829	0.473751592106166
ASCRP3004787	-1.79723849747222	0.0100061410542732	0.473751592106166
ASCRP3004792	-2.51212241838622	0.041447129496285	0.473751592106166
ASCRP3004794	1.31137051564472	0.0405299724309463	0.473751592106166
ASCRP3004819	-1.35552545340792	0.0478551300267383	0.473751592106166
ASCRP3004825	1.27921967107241	0.0172133241286365	0.473751592106166
ASCRP3004830	1.05998856772473	0.0344001452895712	0.473751592106166
ASCRP3004831	2.77648268204712	0.00808958971216437	0.473751592106166
ASCRP3004852	1.61637932947845	0.0293840117418122	0.473751592106166
ASCRP3004858	-3.06686791694138	0.0107381991235913	0.473751592106166
ASCRP3004868	-1.13521676562442	0.0133835746000964	0.473751592106166
ASCRP3004873	1.25933173620771	0.0499243874936945	0.474106785126628
ASCRP3004876	-1.17460582951888	0.0174188388642811	0.473751592106166
ASCRP3004889	-1.16050261696286	0.023618199271492	0.473751592106166
ASCRP3004903	-2.02890901373546	0.0118986862113352	0.473751592106166
ASCRP3004938	1.29899835186497	0.00374432880673132	0.473751592106166
ASCRP3004958	1.09094281839653	0.0368485404601544	0.473751592106166
ASCRP3004980	1.95757378043503	0.0492456562858343	0.473776628121422
ASCRP3004991	1.13219743028477	0.0154633248091808	0.473751592106166
ASCRP3005006	-1.09607079522738	0.0387314632087351	0.473751592106166
ASCRP3005017	-1.21342841866431	0.0228754310851324	0.473751592106166
ASCRP3005058	1.27949907819545	0.0283669734454046	0.473751592106166
ASCRP3005088	-1.63910396326778	0.0281922004639849	0.473751592106166
ASCRP3005109	1.05132791956762	0.0402559225173021	0.473751592106166
ASCRP3005150	-1.49267197043304	0.0135664348543074	0.473751592106166
ASCRP3005157	1.32714080432941	0.0486493017383948	0.473751592106166
ASCRP3005164	2.5017777897487	0.00983249581081942	0.473751592106166
ASCRP3005173	-1.75454704599857	0.00400133804985009	0.473751592106166
ASCRP3005187	1.17262569658419	0.0443067808230042	0.473751592106166
ASCRP3005188	1.23932288240386	0.0220538117724095	0.473751592106166
ASCRP3005201	1.42861215633839	0.0367912941009305	0.473751592106166
ASCRP3005209	1.29785458281922	0.00546797192469974	0.473751592106166
ASCRP3005213	-1.61148197489236	0.0312025422570023	0.473751592106166
ASCRP3005240	1.25628048244588	0.0160769403239689	0.473751592106166
ASCRP3005260	-1.1513425240542	0.0419934831668677	0.473751592106166
ASCRP3005287	-1.04096020183527	0.0179016779344085	0.473751592106166
ASCRP3005290	-1.26693960073402	0.00253740597790287	0.436876428878883
ASCRP3005292	-1.56983383244127	0.00198666254253462	0.42138840059805
ASCRP3005301	1.21213081047301	0.022386027161131	0.473751592106166
ASCRP3005304	1.32600375815135	0.0117198214730419	0.473751592106166
ASCRP3005305	1.1052769127186	0.00547397245165084	0.473751592106166
ASCRP3005313	1.53513809398711	0.024553609321691	0.473751592106166
ASCRP3005337	1.1009602383796	0.0190159817322762	0.473751592106166
ASCRP3005338	1.2039258622407	0.00428500612201767	0.473751592106166
ASCRP3005345	-1.96570036134563	0.027031404281919	0.473751592106166
ASCRP3005350	-1.16331293817979	0.0471774637867831	0.473751592106166
ASCRP3005357	-1.38659834882673	0.0197604622573573	0.473751592106166
ASCRP3005370	1.82774469366258	0.0383924489962216	0.473751592106166
ASCRP3005394	1.37312195496643	0.0138133645707526	0.473751592106166
ASCRP3005403	-1.3306926593402	0.0323376813403907	0.473751592106166
ASCRP3005432	-1.42343818843833	0.00404185178639006	0.473751592106166
ASCRP3005434	-1.33978315542942	0.0144479429216553	0.473751592106166
ASCRP3005458	1.18297241765745	0.0166308751616926	0.473751592106166
ASCRP3005468	1.206907777129	0.045514921327958	0.473751592106166
ASCRP3005492	1.042979970173	0.0428646673135045	0.473751592106166
ASCRP3005515	2.64725146007177	0.0385789559783509	0.473751592106166
ASCRP3005517	2.18005087146123	0.0177330450442006	0.473751592106166
ASCRP3005542	1.2804875012877	0.00855749321218313	0.473751592106166
ASCRP3005544	-1.62446228785564	0.014010820589273	0.473751592106166
ASCRP3005545	-1.65230681264364	0.036218564712502	0.473751592106166
ASCRP3005563	1.72618551720335	0.0351180239360786	0.473751592106166
ASCRP3005572	-1.628797914524	0.0188158856735399	0.473751592106166
ASCRP3005574	-1.20531633042888	0.0245406554918331	0.473751592106166
ASCRP3005575	1.20320518707323	0.0310425634897488	0.473751592106166
ASCRP3005606	-1.80560946216427	0.0476244918350644	0.473751592106166
ASCRP3005614	-1.76813929884835	0.0236405748674175	0.473751592106166
ASCRP3005629	-1.23971723648592	0.000635705614700136	0.337562494762402
ASCRP3005647	1.29847608553413	0.0191549873223771	0.473751592106166
ASCRP3005667	1.18939415687742	0.00219423927910638	0.428183852924818
ASCRP3005689	-1.19592049076429	0.045624043788701	0.473751592106166
ASCRP3005701	-1.05409727135351	0.0129702519675241	0.473751592106166
ASCRP3005710	1.37360064731925	0.0416600011323935	0.473751592106166
ASCRP3005717	1.13093368113101	0.0469277893077023	0.473751592106166
ASCRP3005730	1.13370575686169	0.0142738565573218	0.473751592106166
