miR_ID	circbase_ID
hsa-miR-4705	hsa_circ_0078605
hsa-miR-4705	hsa_circ_0078607
hsa-miR-4710	hsa_circ_0089153
hsa-miR-4722-3p	hsa_circ_0002225
hsa-miR-4723-3p	hsa_circ_0006935
hsa-miR-4723-3p	hsa_circ_0070616
hsa-miR-4726-5p	hsa_circ_0036188
hsa-miR-4731-5p	hsa_circ_0060539
hsa-miR-4732-5p	hsa_circ_0014306
hsa-miR-4733-3p	hsa_circ_0017726
hsa-miR-4738-3p	hsa_circ_0002225
hsa-miR-4741	hsa_circ_0000567
hsa-miR-4741	hsa_circ_0033149
hsa-miR-4744	hsa_circ_0001696
hsa-miR-4745-5p	hsa_circ_0030509
hsa-miR-4748	hsa_circ_0004650
hsa-miR-4752	hsa_circ_0000038
hsa-miR-4760-3p	hsa_circ_0007279
hsa-miR-4766-5p	hsa_circ_0004291
hsa-miR-4769-3p	hsa_circ_0004650
hsa-miR-489-3p	hsa_circ_0086684
hsa-miR-490-3p	hsa_circ_0007148
hsa-miR-498	hsa_circ_0000036
hsa-miR-5006-5p	hsa_circ_0006913
hsa-miR-502-5p	hsa_circ_0051718
hsa-miR-504-5p	hsa_circ_0060539
hsa-miR-5047	hsa_circ_0089153
hsa-miR-505-5p	hsa_circ_0000714
hsa-miR-5089-5p	hsa_circ_0041871
hsa-miR-511-5p	hsa_circ_0003956
hsa-miR-512-3p	hsa_circ_0001646
hsa-miR-514a-5p	hsa_circ_0004979
hsa-miR-516a-5p	hsa_circ_0034642
hsa-miR-5190	hsa_circ_0052767
hsa-miR-520b	hsa_circ_0005785
hsa-miR-520e	hsa_circ_0001756
hsa-miR-520g-3p	hsa_circ_0066536
hsa-miR-520h	hsa_circ_0066536
hsa-miR-543	hsa_circ_0000324
hsa-miR-544a	hsa_circ_0018242
hsa-miR-544b	hsa_circ_0006913
hsa-miR-545-5p	hsa_circ_0089153
hsa-miR-548ar-3p	hsa_circ_0004368
hsa-miR-548az-3p	hsa_circ_0004368
hsa-miR-548e-3p	hsa_circ_0004368
hsa-miR-548f-5p	hsa_circ_0086684
hsa-miR-548s	hsa_circ_0001847
hsa-miR-548s	hsa_circ_0003945
hsa-miR-548s	hsa_circ_0086684
hsa-miR-5579-5p	hsa_circ_0031132
hsa-miR-5582-3p	hsa_circ_0000647
hsa-miR-5582-3p	hsa_circ_0076700
hsa-miR-5680	hsa_circ_0016760
hsa-miR-5683	hsa_circ_0036188
hsa-miR-5688	hsa_circ_0076700
hsa-miR-568	hsa_circ_0001190
hsa-miR-5696	hsa_circ_0074559
hsa-miR-570-3p	hsa_circ_0007024
hsa-miR-572	hsa_circ_0040773
hsa-miR-576-5p	hsa_circ_0004703
hsa-miR-578	hsa_circ_0027774
hsa-miR-582-5p	hsa_circ_0076700
hsa-miR-589-3p	hsa_circ_0041252
hsa-miR-590-3p	hsa_circ_0001746
hsa-miR-593-3p	hsa_circ_0008323
hsa-miR-593-5p	hsa_circ_0066536
hsa-miR-599	hsa_circ_0003899
hsa-miR-6079	hsa_circ_0006784
hsa-miR-6079	hsa_circ_0083054
hsa-miR-6129	hsa_circ_0004650
hsa-miR-6133	hsa_circ_0008323
hsa-miR-622	hsa_circ_0003899
hsa-miR-628-5p	hsa_circ_0062603
hsa-miR-629-3p	hsa_circ_0000714
hsa-miR-629-3p	hsa_circ_0003438
hsa-miR-637	hsa_circ_0016121
hsa-miR-646	hsa_circ_0089153
hsa-miR-6501-5p	hsa_circ_0008068
hsa-miR-6504-5p	hsa_circ_0086684
hsa-miR-6506-5p	hsa_circ_0004650
hsa-miR-6511b-3p	hsa_circ_0034642
hsa-miR-6512-3p	hsa_circ_0022383
hsa-miR-6513-3p	hsa_circ_0009172
hsa-miR-656-5p	hsa_circ_0062603
hsa-miR-6720-3p	hsa_circ_0055954
hsa-miR-6726-5p	hsa_circ_0004650
hsa-miR-6727-3p	hsa_circ_0036766
hsa-miR-6727-5p	hsa_circ_0017726
hsa-miR-6728-5p	hsa_circ_0002807
hsa-miR-6730-3p	hsa_circ_0062603
hsa-miR-6730-3p	hsa_circ_0062610
hsa-miR-6751-5p	hsa_circ_0003079
hsa-miR-6753-3p	hsa_circ_0004650
hsa-miR-6757-3p	hsa_circ_0006784
hsa-miR-6757-5p	hsa_circ_0088457
hsa-miR-6758-3p	hsa_circ_0008323
hsa-miR-6761-5p	hsa_circ_0026134
hsa-miR-6763-3p	hsa_circ_0008068
hsa-miR-6763-5p	hsa_circ_0001057
hsa-miR-6764-3p	hsa_circ_0000020
hsa-miR-6768-3p	hsa_circ_0000735
hsa-miR-6772-3p	hsa_circ_0040773
hsa-miR-6779-3p	hsa_circ_0076700
hsa-miR-6779-5p	hsa_circ_0017628
hsa-miR-6780a-5p	hsa_circ_0063226
hsa-miR-6783-5p	hsa_circ_0001439
hsa-miR-6783-5p	hsa_circ_0001440
hsa-miR-6791-5p	hsa_circ_0041871
hsa-miR-6793-3p	hsa_circ_0086684
hsa-miR-6797-3p	hsa_circ_0074559
hsa-miR-6800-3p	hsa_circ_0016121
hsa-miR-6807-5p	hsa_circ_0007178
hsa-miR-6807-5p	hsa_circ_0009109
hsa-miR-6810-5p	hsa_circ_0031132
hsa-miR-6820-3p	hsa_circ_0063526
hsa-miR-6830-3p	hsa_circ_0003899
hsa-miR-6831-5p	hsa_circ_0009654
hsa-miR-6834-5p	hsa_circ_0041871
hsa-miR-6837-3p	hsa_circ_0052767
hsa-miR-6844	hsa_circ_0005397
hsa-miR-6848-5p	hsa_circ_0075329
hsa-miR-6849-3p	hsa_circ_0073647
hsa-miR-6851-3p	hsa_circ_0074598
hsa-miR-6852-5p	hsa_circ_0000735
hsa-miR-6859-3p	hsa_circ_0005317
hsa-miR-6859-5p	hsa_circ_0007024
hsa-miR-6860	hsa_circ_0075320
hsa-miR-6861-3p	hsa_circ_0014306
hsa-miR-6861-5p	hsa_circ_0034642
hsa-miR-6865-3p	hsa_circ_0026134
hsa-miR-6867-3p	hsa_circ_0008323
hsa-miR-6874-5p	hsa_circ_0008323
hsa-miR-6876-3p	hsa_circ_0001646
hsa-miR-6876-3p	hsa_circ_0006784
hsa-miR-6876-3p	hsa_circ_0083054
hsa-miR-6879-3p	hsa_circ_0009006
hsa-miR-6881-5p	hsa_circ_0008926
hsa-miR-6886-5p	hsa_circ_0017726
hsa-miR-6886-5p	hsa_circ_0041871
hsa-miR-6890-5p	hsa_circ_0008926
hsa-miR-6890-5p	hsa_circ_0017726
hsa-miR-6891-3p	hsa_circ_0075320
hsa-miR-6891-5p	hsa_circ_0078607
hsa-miR-6894-5p	hsa_circ_0062603
hsa-miR-6895-5p	hsa_circ_0008323
hsa-miR-7106-5p	hsa_circ_0004650
hsa-miR-7108-5p	hsa_circ_0004650
hsa-miR-7108-5p	hsa_circ_0026134
hsa-miR-7111-3p	hsa_circ_0008432
hsa-miR-7113-5p	hsa_circ_0000036
hsa-miR-7113-5p	hsa_circ_0067161
hsa-miR-7156-5p	hsa_circ_0000038
hsa-miR-7158-3p	hsa_circ_0001696
hsa-miR-7161-3p	hsa_circ_0001847
hsa-miR-7161-3p	hsa_circ_0003534
hsa-miR-760	hsa_circ_0000038
hsa-miR-769-3p	hsa_circ_0004650
hsa-miR-7843-5p	hsa_circ_0002807
hsa-miR-7843-5p	hsa_circ_0060035
hsa-miR-7974	hsa_circ_0086684
hsa-miR-8054	hsa_circ_0030509
hsa-miR-8057	hsa_circ_0062603
hsa-miR-8075	hsa_circ_0075329
hsa-miR-8079	hsa_circ_0074854
hsa-miR-8082	hsa_circ_0008323
hsa-miR-8087	hsa_circ_0086684
hsa-miR-875-3p	hsa_circ_0000714
hsa-miR-875-3p	hsa_circ_0009654
hsa-miR-877-3p	hsa_circ_0000038
hsa-miR-939-3p	hsa_circ_0000919
hsa-miR-942-5p	hsa_circ_0005965
hsa-miR-942-5p	hsa_circ_0006935
hsa-miR-942-5p	hsa_circ_0070616
hsa-miR-944	hsa_circ_0004650
hsa-miR-9-5p	hsa_circ_0002807
hsa-miR-96-5p	hsa_circ_0060539
hsa-let-7b-5p	hsa_circ_0009006
hsa-let-7c-3p	hsa_circ_0008323
hsa-let-7c-5p	hsa_circ_0000676
hsa-let-7e-3p	hsa_circ_0041252
hsa-let-7e-5p	hsa_circ_0051718
hsa-let-7f-5p	hsa_circ_0009006
hsa-miR-103a-2-5p	hsa_circ_0003079
hsa-miR-103a-3p	hsa_circ_0074559
hsa-miR-107	hsa_circ_0074559
hsa-miR-10a-5p	hsa_circ_0074559
hsa-miR-1200	hsa_circ_0002259
hsa-miR-1200	hsa_circ_0008432
hsa-miR-1205	hsa_circ_0054673
hsa-miR-122-3p	hsa_circ_0008323
hsa-miR-1226-3p	hsa_circ_0003534
hsa-miR-1226-3p	hsa_circ_0080425
hsa-miR-1233-3p	hsa_circ_0002259
hsa-miR-1233-3p	hsa_circ_0008432
hsa-miR-1246	hsa_circ_0076700
hsa-miR-125b-1-3p	hsa_circ_0036766
hsa-miR-125b-5p	hsa_circ_0001772
hsa-miR-125b-5p	hsa_circ_0083092
hsa-miR-1260a	hsa_circ_0000945
hsa-miR-1266-3p	hsa_circ_0086684
hsa-miR-1266-5p	hsa_circ_0062603
hsa-miR-1266-5p	hsa_circ_0076700
hsa-miR-1267	hsa_circ_0047641
hsa-miR-1272	hsa_circ_0000204
hsa-miR-1273e	hsa_circ_0004650
hsa-miR-1273e	hsa_circ_0041871
hsa-miR-1273g-3p	hsa_circ_0005301
hsa-miR-1277-5p	hsa_circ_0008926
hsa-miR-1290	hsa_circ_0004703
hsa-miR-1296-3p	hsa_circ_0089153
hsa-miR-1306-5p	hsa_circ_0000129
hsa-miR-1307-3p	hsa_circ_0034642
hsa-miR-133a-3p	hsa_circ_0000419
hsa-miR-133a-5p	hsa_circ_0026134
hsa-miR-133b	hsa_circ_0000419
hsa-miR-1343-3p	hsa_circ_0017628
hsa-miR-1343-5p	hsa_circ_0007586
hsa-miR-134-3p	hsa_circ_0009654
hsa-miR-135a-5p	hsa_circ_0062603
hsa-miR-139-3p	hsa_circ_0089153
hsa-miR-140-3p	hsa_circ_0017726
hsa-miR-141-3p	hsa_circ_0026134
hsa-miR-143-5p	hsa_circ_0001726
hsa-miR-1469	hsa_circ_0003899
hsa-miR-152-3p	hsa_circ_0008584
hsa-miR-153-5p	hsa_circ_0086684
hsa-miR-1587	hsa_circ_0005185
hsa-miR-15b-3p	hsa_circ_0001756
hsa-miR-181b-5p	hsa_circ_0000324
hsa-miR-1909-3p	hsa_circ_0048764
hsa-miR-1909-3p	hsa_circ_0048766
hsa-miR-1913	hsa_circ_0039930
hsa-miR-1914-5p	hsa_circ_0000714
hsa-miR-1914-5p	hsa_circ_0004650
hsa-miR-1915-3p	hsa_circ_0060539
hsa-miR-204-3p	hsa_circ_0001057
hsa-miR-204-3p	hsa_circ_0001756
hsa-miR-208a-5p	hsa_circ_0008274
hsa-miR-208b-5p	hsa_circ_0008274
hsa-miR-208b-5p	hsa_circ_0041871
hsa-miR-216a-3p	hsa_circ_0008952
hsa-miR-216b-5p	hsa_circ_0059665
hsa-miR-219b-3p	hsa_circ_0076700
hsa-miR-219b-5p	hsa_circ_0073647
hsa-miR-22-3p	hsa_circ_0056731
hsa-miR-2278	hsa_circ_0003956
hsa-miR-2278	hsa_circ_0064288
hsa-miR-23b-5p	hsa_circ_0073647
hsa-miR-24-3p	hsa_circ_0001726
hsa-miR-2467-3p	hsa_circ_0060035
hsa-miR-25-3p	hsa_circ_0002225
hsa-miR-296-3p	hsa_circ_0000038
hsa-miR-298	hsa_circ_0017628
hsa-miR-29a-3p	hsa_circ_0008068
hsa-miR-29a-5p	hsa_circ_0000204
hsa-miR-29a-5p	hsa_circ_0018242
hsa-miR-29b-1-5p	hsa_circ_0006784
hsa-miR-29b-1-5p	hsa_circ_0006795
hsa-miR-29b-3p	hsa_circ_0034642
hsa-miR-300	hsa_circ_0030509
hsa-miR-302c-5p	hsa_circ_0076700
hsa-miR-30b-3p	hsa_circ_0026134
hsa-miR-30c-1-3p	hsa_circ_0005699
hsa-miR-30c-2-3p	hsa_circ_0008806
hsa-miR-30d-3p	hsa_circ_0036188
hsa-miR-30d-3p	hsa_circ_0063226
hsa-miR-30e-3p	hsa_circ_0005782
hsa-miR-3120-5p	hsa_circ_0063089
hsa-miR-3132	hsa_circ_0015270
hsa-miR-3135b	hsa_circ_0071649
hsa-miR-3138	hsa_circ_0048764
hsa-miR-3142	hsa_circ_0001746
hsa-miR-3145-3p	hsa_circ_0000204
hsa-miR-3150a-3p	hsa_circ_0004650
hsa-miR-3150b-3p	hsa_circ_0006784
hsa-miR-3150b-3p	hsa_circ_0083054
hsa-miR-3152-5p	hsa_circ_0008926
hsa-miR-3155a	hsa_circ_0017726
hsa-miR-3160-3p	hsa_circ_0063089
hsa-miR-3162-5p	hsa_circ_0006156
hsa-miR-3162-5p	hsa_circ_0007148
hsa-miR-3170	hsa_circ_0000809
hsa-miR-3187-3p	hsa_circ_0076700
hsa-miR-3187-5p	hsa_circ_0062603
hsa-miR-3190-5p	hsa_circ_0074598
hsa-miR-3191-5p	hsa_circ_0000020
hsa-miR-3199	hsa_circ_0008584
hsa-miR-3200-5p	hsa_circ_0004650
hsa-miR-320a	hsa_circ_0018242
hsa-miR-320a	hsa_circ_0036766
hsa-miR-320b	hsa_circ_0018242
hsa-miR-320b	hsa_circ_0036766
hsa-miR-320c	hsa_circ_0018242
hsa-miR-320d	hsa_circ_0018242
hsa-miR-323b-5p	hsa_circ_0089153
hsa-miR-32-3p	hsa_circ_0003602
hsa-miR-32-3p	hsa_circ_0008639
hsa-miR-328-5p	hsa_circ_0048764
hsa-miR-328-5p	hsa_circ_0048766
hsa-miR-330-5p	hsa_circ_0000044
hsa-miR-335-3p	hsa_circ_0000044
hsa-miR-335-3p	hsa_circ_0068697
hsa-miR-33a-5p	hsa_circ_0014306
hsa-miR-340-3p	hsa_circ_0061346
hsa-miR-342-3p	hsa_circ_0088046
hsa-miR-345-5p	hsa_circ_0000792
hsa-miR-34a-3p	hsa_circ_0007279
hsa-miR-3591-5p	hsa_circ_0008584
hsa-miR-3606-5p	hsa_circ_0007024
hsa-miR-3612	hsa_circ_0060539
hsa-miR-361-3p	hsa_circ_0004291
hsa-miR-3614-3p	hsa_circ_0063526
hsa-miR-3617-3p	hsa_circ_0005479
hsa-miR-3620-5p	hsa_circ_0008323
hsa-miR-3622a-3p	hsa_circ_0034642
hsa-miR-362-3p	hsa_circ_0051718
hsa-miR-363-3p	hsa_circ_0008274
hsa-miR-3657	hsa_circ_0001348
hsa-miR-3657	hsa_circ_0007178
hsa-miR-3660	hsa_circ_0004650
hsa-miR-3667-5p	hsa_circ_0036766
hsa-miR-3675-5p	hsa_circ_0036188
hsa-miR-3679-5p	hsa_circ_0002225
hsa-miR-3679-5p	hsa_circ_0005479
hsa-miR-3680-3p	hsa_circ_0004650
hsa-miR-3681-3p	hsa_circ_0000873
hsa-miR-3692-5p	hsa_circ_0003899
hsa-miR-369-3p	hsa_circ_0008323
hsa-miR-371b-5p	hsa_circ_0003602
hsa-miR-373-5p	hsa_circ_0001726
hsa-miR-374b-3p	hsa_circ_0000567
hsa-miR-374b-3p	hsa_circ_0030509
hsa-miR-374b-3p	hsa_circ_0033149
hsa-miR-376c-3p	hsa_circ_0060035
hsa-miR-378g	hsa_circ_0001726
hsa-miR-378i	hsa_circ_0086684
hsa-miR-383-3p	hsa_circ_0026134
hsa-miR-3927-3p	hsa_circ_0034642
hsa-miR-3934-5p	hsa_circ_0006795
hsa-miR-3937	hsa_circ_0005699
hsa-miR-3938	hsa_circ_0018242
hsa-miR-3945	hsa_circ_0005185
hsa-miR-3960	hsa_circ_0007586
hsa-miR-3960	hsa_circ_0088457
hsa-miR-3974	hsa_circ_0074559
hsa-miR-3978	hsa_circ_0074559
hsa-miR-409-5p	hsa_circ_0001847
hsa-miR-409-5p	hsa_circ_0003945
hsa-miR-409-5p	hsa_circ_0086684
hsa-miR-412-3p	hsa_circ_0055954
hsa-miR-424-5p	hsa_circ_0000549
hsa-miR-4259	hsa_circ_0036766
hsa-miR-4265	hsa_circ_0000419
hsa-miR-4268	hsa_circ_0001772
hsa-miR-4268	hsa_circ_0062603
hsa-miR-4268	hsa_circ_0083092
hsa-miR-4318	hsa_circ_0041871
hsa-miR-432-3p	hsa_circ_0027774
hsa-miR-4325	hsa_circ_0001726
hsa-miR-4327	hsa_circ_0002807
hsa-miR-433-3p	hsa_circ_0000020
hsa-miR-4423-5p	hsa_circ_0001811
hsa-miR-4433b-5p	hsa_circ_0092327
hsa-miR-4446-3p	hsa_circ_0062603
hsa-miR-4452	hsa_circ_0047641
hsa-miR-4458	hsa_circ_0000038
hsa-miR-4458	hsa_circ_0088457
hsa-miR-4469	hsa_circ_0009654
hsa-miR-4473	hsa_circ_0060539
hsa-miR-4475	hsa_circ_0004650
hsa-miR-4476	hsa_circ_0006801
hsa-miR-4487	hsa_circ_0026134
hsa-miR-4491	hsa_circ_0006156
hsa-miR-4491	hsa_circ_0007148
hsa-miR-4495	hsa_circ_0006795
hsa-miR-4502	hsa_circ_0068851
hsa-miR-450a-2-3p	hsa_circ_0063226
hsa-miR-4510	hsa_circ_0006913
hsa-miR-4518	hsa_circ_0014306
hsa-miR-451b	hsa_circ_0074559
hsa-miR-4522	hsa_circ_0005185
hsa-miR-4524a-3p	hsa_circ_0063226
hsa-miR-4524a-5p	hsa_circ_0008926
hsa-miR-452-5p	hsa_circ_0001439
hsa-miR-452-5p	hsa_circ_0001440
hsa-miR-4536-5p	hsa_circ_0008323
hsa-miR-4538	hsa_circ_0085918
hsa-miR-4649-5p	hsa_circ_0074559
hsa-miR-4649-5p	hsa_circ_0076700
hsa-miR-4659a-3p	hsa_circ_0015270
hsa-miR-4659b-3p	hsa_circ_0015270
hsa-miR-4659b-3p	hsa_circ_0034642
hsa-miR-4662a-3p	hsa_circ_0004650
hsa-miR-4664-3p	hsa_circ_0006913
hsa-miR-4665-5p	hsa_circ_0015494
hsa-miR-4676-5p	hsa_circ_0061346
hsa-miR-4680-5p	hsa_circ_0004650
hsa-miR-4685-5p	hsa_circ_0016121
hsa-miR-4686	hsa_circ_0051718
hsa-miR-4690-5p	hsa_circ_0026134
hsa-miR-4691-5p	hsa_circ_0001238
hsa-miR-4691-5p	hsa_circ_0007178
hsa-miR-4691-5p	hsa_circ_0008806
hsa-miR-4696	hsa_circ_0008323
hsa-miR-4700-5p	hsa_circ_0031132
hsa-miR-4706	hsa_circ_0004650
hsa-miR-4711-5p	hsa_circ_0000673
hsa-miR-4716-5p	hsa_circ_0001057
hsa-miR-4720-3p	hsa_circ_0041871
hsa-miR-4720-5p	hsa_circ_0016760
hsa-miR-4721	hsa_circ_0055954
hsa-miR-4725-3p	hsa_circ_0034642
hsa-miR-4725-5p	hsa_circ_0008068
hsa-miR-4732-5p	hsa_circ_0026134
hsa-miR-4736	hsa_circ_0041871
hsa-miR-4745-3p	hsa_circ_0006795
hsa-miR-4753-3p	hsa_circ_0000038
hsa-miR-4753-5p	hsa_circ_0060539
hsa-miR-4755-3p	hsa_circ_0036188
hsa-miR-4756-3p	hsa_circ_0062603
hsa-miR-4757-5p	hsa_circ_0034642
hsa-miR-4762-3p	hsa_circ_0088046
hsa-miR-4763-3p	hsa_circ_0007178
hsa-miR-4763-3p	hsa_circ_0036188
hsa-miR-4763-3p	hsa_circ_0076700
hsa-miR-4769-3p	hsa_circ_0036766
hsa-miR-4769-3p	hsa_circ_0052767
hsa-miR-4770	hsa_circ_0000500
hsa-miR-4773	hsa_circ_0060539
hsa-miR-4778-5p	hsa_circ_0002490
hsa-miR-4786-3p	hsa_circ_0001874
hsa-miR-4787-5p	hsa_circ_0026134
hsa-miR-4802-3p	hsa_circ_0008323
hsa-miR-485-5p	hsa_circ_0007279
hsa-miR-489-3p	hsa_circ_0008584
hsa-miR-498	hsa_circ_0008323
hsa-miR-499b-3p	hsa_circ_0008274
hsa-miR-5001-5p	hsa_circ_0002490
hsa-miR-5008-5p	hsa_circ_0008382
hsa-miR-500b-5p	hsa_circ_0074559
hsa-miR-5010-3p	hsa_circ_0001348
hsa-miR-502-5p	hsa_circ_0078607
hsa-miR-503-5p	hsa_circ_0056731
hsa-miR-504-3p	hsa_circ_0004525
hsa-miR-504-5p	hsa_circ_0063526
hsa-miR-505-5p	hsa_circ_0015270
hsa-miR-509-3-5p	hsa_circ_0005479
hsa-miR-509-3p	hsa_circ_0004271
hsa-miR-511-5p	hsa_circ_0001696
hsa-miR-511-5p	hsa_circ_0002315
hsa-miR-514a-5p	hsa_circ_0016121
hsa-miR-515-5p	hsa_circ_0001772
hsa-miR-515-5p	hsa_circ_0052767
hsa-miR-5193	hsa_circ_0018242
hsa-miR-5196-5p	hsa_circ_0041871
hsa-miR-5197-3p	hsa_circ_0041871
hsa-miR-5197-3p	hsa_circ_0062603
hsa-miR-519e-5p	hsa_circ_0004650
hsa-miR-520a-3p	hsa_circ_0005785
hsa-miR-520a-3p	hsa_circ_0062603
hsa-miR-520g-5p	hsa_circ_0008584
hsa-miR-541-5p	hsa_circ_0015270
hsa-miR-544a	hsa_circ_0074559
hsa-miR-548ab	hsa_circ_0008806
hsa-miR-548ab	hsa_circ_0009006
hsa-miR-548ai	hsa_circ_0060539
hsa-miR-548aj-5p	hsa_circ_0002225
hsa-miR-548aj-5p	hsa_circ_0005281
hsa-miR-548au-3p	hsa_circ_0068697
hsa-miR-548av-3p	hsa_circ_0000714
hsa-miR-548av-3p	hsa_circ_0040203
hsa-miR-548az-5p	hsa_circ_0000129
hsa-miR-548bb-5p	hsa_circ_0001492
hsa-miR-548g-5p	hsa_circ_0002225
hsa-miR-548g-5p	hsa_circ_0005281
hsa-miR-548i	hsa_circ_0009006
hsa-miR-548j-3p	hsa_circ_0001190
hsa-miR-548s	hsa_circ_0000020
hsa-miR-548t-5p	hsa_circ_0000129
hsa-miR-548v	hsa_circ_0004368
hsa-miR-548x-5p	hsa_circ_0002225
hsa-miR-548x-5p	hsa_circ_0005281
hsa-miR-549a	hsa_circ_0086684
hsa-miR-552-3p	hsa_circ_0036766
hsa-miR-556-3p	hsa_circ_0047641
hsa-miR-5571-3p	hsa_circ_0004650
hsa-miR-5572	hsa_circ_0008952
hsa-miR-5582-5p	hsa_circ_0026134
hsa-miR-5585-3p	hsa_circ_0008323
hsa-miR-5587-5p	hsa_circ_0000129
hsa-miR-5589-5p	hsa_circ_0008323
hsa-miR-5692b	hsa_circ_0055954
hsa-miR-5693	hsa_circ_0074559
hsa-miR-5697	hsa_circ_0004703
hsa-miR-5701	hsa_circ_0005785
hsa-miR-5701	hsa_circ_0005965
hsa-miR-5701	hsa_circ_0006935
hsa-miR-5701	hsa_circ_0070616
hsa-miR-5703	hsa_circ_0001360
hsa-miR-570-5p	hsa_circ_0060539
hsa-miR-5707	hsa_circ_0001057
hsa-miR-572	hsa_circ_0005317
hsa-miR-577	hsa_circ_0009109
hsa-miR-5787	hsa_circ_0036188
hsa-miR-580-5p	hsa_circ_0000204
hsa-miR-584-5p	hsa_circ_0030509
hsa-miR-596	hsa_circ_0002225
hsa-miR-597-3p	hsa_circ_0001726
hsa-miR-598-5p	hsa_circ_0052767
hsa-miR-6081	hsa_circ_0009172
hsa-miR-6085	hsa_circ_0062603
hsa-miR-6127	hsa_circ_0006156
hsa-miR-6127	hsa_circ_0007148
hsa-miR-6129	hsa_circ_0007586
hsa-miR-6133	hsa_circ_0007586
hsa-miR-622	hsa_circ_0001439
hsa-miR-622	hsa_circ_0001440
hsa-miR-622	hsa_circ_0041871
hsa-miR-623	hsa_circ_0007178
hsa-miR-637	hsa_circ_0062603
hsa-miR-642b-5p	hsa_circ_0026134
hsa-miR-642b-5p	hsa_circ_0078605
hsa-miR-642b-5p	hsa_circ_0078607
hsa-miR-6499-3p	hsa_circ_0063526
hsa-miR-649	hsa_circ_0085918
hsa-miR-6508-5p	hsa_circ_0008323
hsa-miR-6513-3p	hsa_circ_0004650
hsa-miR-6513-5p	hsa_circ_0068851
hsa-miR-651-3p	hsa_circ_0001190
hsa-miR-6516-3p	hsa_circ_0005699
hsa-miR-653-3p	hsa_circ_0033149
hsa-miR-656-5p	hsa_circ_0003695
hsa-miR-659-5p	hsa_circ_0000038
hsa-miR-661	hsa_circ_0088046
hsa-miR-661	hsa_circ_0092327
hsa-miR-663a	hsa_circ_0006795
hsa-miR-663b	hsa_circ_0017726
hsa-miR-6720-3p	hsa_circ_0063089
hsa-miR-6720-5p	hsa_circ_0006784
hsa-miR-6722-3p	hsa_circ_0089153
hsa-miR-6724-5p	hsa_circ_0003899
hsa-miR-6726-5p	hsa_circ_0030509
hsa-miR-6727-5p	hsa_circ_0000129
hsa-miR-6728-5p	hsa_circ_0004650
hsa-miR-6732-5p	hsa_circ_0008068
hsa-miR-6733-3p	hsa_circ_0015494
hsa-miR-6735-5p	hsa_circ_0000128
hsa-miR-6736-3p	hsa_circ_0080425
hsa-miR-6738-5p	hsa_circ_0022383
hsa-miR-6739-3p	hsa_circ_0063089
hsa-miR-6740-3p	hsa_circ_0074854
hsa-miR-6748-5p	hsa_circ_0036766
hsa-miR-6749-5p	hsa_circ_0036766
hsa-miR-6750-5p	hsa_circ_0008323
hsa-miR-6754-5p	hsa_circ_0000129
hsa-miR-6759-5p	hsa_circ_0086684
hsa-miR-6760-3p	hsa_circ_0063089
hsa-miR-6760-5p	hsa_circ_0076700
hsa-miR-6762-3p	hsa_circ_0006156
hsa-miR-6762-3p	hsa_circ_0007148
hsa-miR-6762-3p	hsa_circ_0052767
hsa-miR-6764-5p	hsa_circ_0000714
hsa-miR-6764-5p	hsa_circ_0040203
hsa-miR-6764-5p	hsa_circ_0063526
hsa-miR-676-5p	hsa_circ_0001746
hsa-miR-6766-5p	hsa_circ_0041871
hsa-miR-6766-5p	hsa_circ_0064288
hsa-miR-6768-5p	hsa_circ_0036188
hsa-miR-6769b-5p	hsa_circ_0026134
hsa-miR-6776-5p	hsa_circ_0004650
hsa-miR-6778-5p	hsa_circ_0000038
hsa-miR-6779-3p	hsa_circ_0002259
hsa-miR-6779-3p	hsa_circ_0008432
hsa-miR-6780a-3p	hsa_circ_0005855
hsa-miR-6780b-3p	hsa_circ_0000044
hsa-miR-6782-5p	hsa_circ_0000038
hsa-miR-6785-5p	hsa_circ_0001190
hsa-miR-6787-3p	hsa_circ_0066536
hsa-miR-6792-3p	hsa_circ_0000044
hsa-miR-6795-5p	hsa_circ_0089153
hsa-miR-6796-5p	hsa_circ_0029033
hsa-miR-6797-5p	hsa_circ_0001190
hsa-miR-6797-5p	hsa_circ_0041871
hsa-miR-6798-5p	hsa_circ_0008068
hsa-miR-6803-5p	hsa_circ_0005699
hsa-miR-6803-5p	hsa_circ_0089153
hsa-miR-6804-3p	hsa_circ_0051718
hsa-miR-6805-3p	hsa_circ_0055954
hsa-miR-6805-5p	hsa_circ_0085918
hsa-miR-6807-3p	hsa_circ_0002807
hsa-miR-6810-5p	hsa_circ_0006913
hsa-miR-6813-5p	hsa_circ_0062603
hsa-miR-6814-3p	hsa_circ_0001726
hsa-miR-6814-5p	hsa_circ_0055954
hsa-miR-6817-5p	hsa_circ_0074559
hsa-miR-6818-3p	hsa_circ_0000129
hsa-miR-6822-5p	hsa_circ_0060035
hsa-miR-6823-3p	hsa_circ_0034642
hsa-miR-6825-5p	hsa_circ_0005699
hsa-miR-6826-5p	hsa_circ_0000204
hsa-miR-6832-5p	hsa_circ_0000324
hsa-miR-6836-5p	hsa_circ_0008926
hsa-miR-6837-5p	hsa_circ_0003602
hsa-miR-6842-3p	hsa_circ_0051718
hsa-miR-6842-3p	hsa_circ_0085918
hsa-miR-6844	hsa_circ_0008274
