miR_ID	circbase_ID
hsa-miR-5187-3p	hsa_circ_0016121
hsa-miR-5187-3p	hsa_circ_0052767
hsa-miR-5187-5p	hsa_circ_0000206
hsa-miR-5187-5p	hsa_circ_0048956
hsa-miR-5189-5p	hsa_circ_0078607
hsa-miR-5190	hsa_circ_0008323
hsa-miR-5190	hsa_circ_0080425
hsa-miR-5193	hsa_circ_0000036
hsa-miR-5193	hsa_circ_0001549
hsa-miR-5193	hsa_circ_0002259
hsa-miR-5193	hsa_circ_0006004
hsa-miR-5193	hsa_circ_0008432
hsa-miR-5195-3p	hsa_circ_0004368
hsa-miR-5195-3p	hsa_circ_0018242
hsa-miR-5196-3p	hsa_circ_0060539
hsa-miR-5196-3p	hsa_circ_0086684
hsa-miR-519d-5p	hsa_circ_0066536
hsa-miR-520a-3p	hsa_circ_0007178
hsa-miR-520a-5p	hsa_circ_0009109
hsa-miR-520f-3p	hsa_circ_0005782
hsa-miR-520g-3p	hsa_circ_0001726
hsa-miR-520h	hsa_circ_0001726
hsa-miR-522-3p	hsa_circ_0001190
hsa-miR-525-5p	hsa_circ_0005782
hsa-miR-526b-3p	hsa_circ_0063329
hsa-miR-539-3p	hsa_circ_0000129
hsa-miR-539-5p	hsa_circ_0017726
hsa-miR-541-3p	hsa_circ_0000128
hsa-miR-541-5p	hsa_circ_0005185
hsa-miR-543	hsa_circ_0026134
hsa-miR-544b	hsa_circ_0000038
hsa-miR-548ah-3p	hsa_circ_0004650
hsa-miR-548am-3p	hsa_circ_0004650
hsa-miR-548am-5p	hsa_circ_0008806
hsa-miR-548an	hsa_circ_0000809
hsa-miR-548aq-3p	hsa_circ_0004650
hsa-miR-548at-5p	hsa_circ_0008323
hsa-miR-548at-5p	hsa_circ_0066536
hsa-miR-548au-5p	hsa_circ_0006795
hsa-miR-548b-3p	hsa_circ_0001696
hsa-miR-548b-5p	hsa_circ_0054673
hsa-miR-548bb-5p	hsa_circ_0089153
hsa-miR-548c-5p	hsa_circ_0008806
hsa-miR-548e-5p	hsa_circ_0004291
hsa-miR-548f-3p	hsa_circ_0008584
hsa-miR-548n	hsa_circ_0004291
hsa-miR-548o-5p	hsa_circ_0008806
hsa-miR-548q	hsa_circ_0060539
hsa-miR-548s	hsa_circ_0006795
hsa-miR-549a	hsa_circ_0008323
hsa-miR-549a	hsa_circ_0018242
hsa-miR-550b-2-5p	hsa_circ_0004703
hsa-miR-552-3p	hsa_circ_0036188
hsa-miR-5571-5p	hsa_circ_0003602
hsa-miR-5571-5p	hsa_circ_0074854
hsa-miR-5580-5p	hsa_circ_0001772
hsa-miR-5580-5p	hsa_circ_0083092
hsa-miR-5581-3p	hsa_circ_0007178
hsa-miR-5582-5p	hsa_circ_0006784
hsa-miR-5584-3p	hsa_circ_0001439
hsa-miR-5584-3p	hsa_circ_0001440
hsa-miR-5585-5p	hsa_circ_0004291
hsa-miR-5586-5p	hsa_circ_0041252
hsa-miR-5588-5p	hsa_circ_0001726
hsa-miR-5588-5p	hsa_circ_0030509
hsa-miR-5590-3p	hsa_circ_0052767
hsa-miR-5590-5p	hsa_circ_0026134
hsa-miR-5590-5p	hsa_circ_0055954
hsa-miR-5591-5p	hsa_circ_0023115
hsa-miR-5591-5p	hsa_circ_0086684
hsa-miR-561-3p	hsa_circ_0008323
hsa-miR-567	hsa_circ_0004650
hsa-miR-5683	hsa_circ_0016760
hsa-miR-5683	hsa_circ_0027774
hsa-miR-5685	hsa_circ_0017726
hsa-miR-5691	hsa_circ_0000206
hsa-miR-5694	hsa_circ_0018242
hsa-miR-5695	hsa_circ_0008323
hsa-miR-5695	hsa_circ_0015270
hsa-miR-5699-5p	hsa_circ_0034642
hsa-miR-5700	hsa_circ_0062603
hsa-miR-5701	hsa_circ_0004650
hsa-miR-5706	hsa_circ_0009172
hsa-miR-571	hsa_circ_0068697
hsa-miR-572	hsa_circ_0063089
hsa-miR-5739	hsa_circ_0000038
hsa-miR-574-3p	hsa_circ_0052767
hsa-miR-575	hsa_circ_0026134
hsa-miR-576-5p	hsa_circ_0001190
hsa-miR-5787	hsa_circ_0008323
hsa-miR-5787	hsa_circ_0015270
hsa-miR-579-3p	hsa_circ_0041252
hsa-miR-579-5p	hsa_circ_0034642
hsa-miR-580-3p	hsa_circ_0030509
hsa-miR-584-3p	hsa_circ_0048764
hsa-miR-587	hsa_circ_0005185
hsa-miR-588	hsa_circ_0034642
hsa-miR-593-5p	hsa_circ_0000129
hsa-miR-593-5p	hsa_circ_0076700
hsa-miR-603	hsa_circ_0006784
hsa-miR-6069	hsa_circ_0000676
hsa-miR-6074	hsa_circ_0063158
hsa-miR-607	hsa_circ_0006900
hsa-miR-6081	hsa_circ_0000206
hsa-miR-6084	hsa_circ_0017726
hsa-miR-6087	hsa_circ_0001057
hsa-miR-608	hsa_circ_0008323
hsa-miR-610	hsa_circ_0052767
hsa-miR-6125	hsa_circ_0086684
hsa-miR-6126	hsa_circ_0000129
hsa-miR-6127	hsa_circ_0008323
hsa-miR-6129	hsa_circ_0000129
hsa-miR-612	hsa_circ_0075320
hsa-miR-6130	hsa_circ_0000129
hsa-miR-6130	hsa_circ_0027774
hsa-miR-6130	hsa_circ_0086684
hsa-miR-6132	hsa_circ_0004650
hsa-miR-613	hsa_circ_0062603
hsa-miR-616-5p	hsa_circ_0040773
hsa-miR-617	hsa_circ_0004650
hsa-miR-618	hsa_circ_0026134
hsa-miR-618	hsa_circ_0061346
hsa-miR-619-5p	hsa_circ_0017726
hsa-miR-619-5p	hsa_circ_0072904
hsa-miR-623	hsa_circ_0075320
hsa-miR-627-3p	hsa_circ_0000044
hsa-miR-628-5p	hsa_circ_0006935
hsa-miR-628-5p	hsa_circ_0070616
hsa-miR-631	hsa_circ_0014306
hsa-miR-639	hsa_circ_0005479
hsa-miR-646	hsa_circ_0055954
hsa-miR-6499-3p	hsa_circ_0015494
hsa-miR-6500-5p	hsa_circ_0060539
hsa-miR-6501-3p	hsa_circ_0004271
hsa-miR-6501-5p	hsa_circ_0029033
hsa-miR-6502-5p	hsa_circ_0006935
hsa-miR-6502-5p	hsa_circ_0034642
hsa-miR-6502-5p	hsa_circ_0070616
hsa-miR-6503-5p	hsa_circ_0004650
hsa-miR-6504-3p	hsa_circ_0003602
hsa-miR-6504-3p	hsa_circ_0008639
hsa-miR-6504-5p	hsa_circ_0006900
hsa-miR-6506-3p	hsa_circ_0061346
hsa-miR-6506-5p	hsa_circ_0000129
hsa-miR-6506-5p	hsa_circ_0072904
hsa-miR-650	hsa_circ_0008323
hsa-miR-6510-5p	hsa_circ_0001238
hsa-miR-6510-5p	hsa_circ_0008806
hsa-miR-6511a-3p	hsa_circ_0072904
hsa-miR-6511b-5p	hsa_circ_0006913
hsa-miR-6511b-5p	hsa_circ_0013058
hsa-miR-6511b-5p	hsa_circ_0063089
hsa-miR-6512-3p	hsa_circ_0006784
hsa-miR-6515-5p	hsa_circ_0063089
hsa-miR-6516-3p	hsa_circ_0015270
hsa-miR-6516-5p	hsa_circ_0075386
hsa-miR-653-3p	hsa_circ_0014306
hsa-miR-654-3p	hsa_circ_0086684
hsa-miR-659-5p	hsa_circ_0017628
hsa-miR-660-3p	hsa_circ_0074598
hsa-miR-662	hsa_circ_0036766
hsa-miR-663a	hsa_circ_0007586
hsa-miR-663a	hsa_circ_0008323
hsa-miR-663b	hsa_circ_0001756
hsa-miR-664a-5p	hsa_circ_0086684
hsa-miR-665	hsa_circ_0007586
hsa-miR-668-5p	hsa_circ_0075320
hsa-miR-670-3p	hsa_circ_0075320
hsa-miR-6715b-3p	hsa_circ_0005479
hsa-miR-671-5p	hsa_circ_0026134
hsa-miR-6716-5p	hsa_circ_0001190
hsa-miR-6718-5p	hsa_circ_0017726
hsa-miR-6718-5p	hsa_circ_0089153
hsa-miR-6721-5p	hsa_circ_0055954
hsa-miR-6721-5p	hsa_circ_0075320
hsa-miR-6722-3p	hsa_circ_0003079
hsa-miR-6726-5p	hsa_circ_0002225
hsa-miR-6728-3p	hsa_circ_0074559
hsa-miR-6728-5p	hsa_circ_0012673
hsa-miR-6728-5p	hsa_circ_0048956
hsa-miR-6729-3p	hsa_circ_0034642
hsa-miR-6730-3p	hsa_circ_0008926
hsa-miR-6731-5p	hsa_circ_0048764
hsa-miR-6731-5p	hsa_circ_0048766
hsa-miR-6733-3p	hsa_circ_0017726
hsa-miR-6734-5p	hsa_circ_0008926
hsa-miR-6736-3p	hsa_circ_0036188
hsa-miR-6736-5p	hsa_circ_0004291
hsa-miR-6738-3p	hsa_circ_0083757
hsa-miR-6739-3p	hsa_circ_0004703
hsa-miR-6742-3p	hsa_circ_0062603
hsa-miR-6742-5p	hsa_circ_0001057
hsa-miR-6743-5p	hsa_circ_0034642
hsa-miR-6746-3p	hsa_circ_0063089
hsa-miR-6747-3p	hsa_circ_0000861
hsa-miR-6747-3p	hsa_circ_0001726
hsa-miR-6747-5p	hsa_circ_0015270
hsa-miR-6747-5p	hsa_circ_0086684
hsa-miR-6748-3p	hsa_circ_0000861
hsa-miR-6748-3p	hsa_circ_0002259
hsa-miR-6748-3p	hsa_circ_0008432
hsa-miR-6751-5p	hsa_circ_0003602
hsa-miR-6751-5p	hsa_circ_0004525
hsa-miR-6751-5p	hsa_circ_0004650
hsa-miR-6751-5p	hsa_circ_0008639
hsa-miR-6751-5p	hsa_circ_0078607
hsa-miR-6752-5p	hsa_circ_0026134
hsa-miR-6754-3p	hsa_circ_0002225
hsa-miR-6754-5p	hsa_circ_0002225
hsa-miR-6754-5p	hsa_circ_0016760
hsa-miR-6755-3p	hsa_circ_0072904
hsa-miR-675-5p	hsa_circ_0034642
hsa-miR-6756-3p	hsa_circ_0005782
hsa-miR-6756-5p	hsa_circ_0034642
hsa-miR-6759-3p	hsa_circ_0063089
hsa-miR-6761-5p	hsa_circ_0089153
hsa-miR-6763-5p	hsa_circ_0071649
hsa-miR-676-3p	hsa_circ_0008323
hsa-miR-6764-3p	hsa_circ_0001696
hsa-miR-6764-3p	hsa_circ_0002315
hsa-miR-6764-3p	hsa_circ_0003956
hsa-miR-6764-5p	hsa_circ_0063158
hsa-miR-6765-5p	hsa_circ_0060539
hsa-miR-6766-5p	hsa_circ_0001190
hsa-miR-6766-5p	hsa_circ_0003602
hsa-miR-6766-5p	hsa_circ_0008639
hsa-miR-6768-3p	hsa_circ_0000567
hsa-miR-6768-3p	hsa_circ_0033149
hsa-miR-6769a-5p	hsa_circ_0041871
hsa-miR-6769b-5p	hsa_circ_0006156
hsa-miR-6769b-5p	hsa_circ_0007148
hsa-miR-6770-3p	hsa_circ_0086684
hsa-miR-6770-5p	hsa_circ_0022392
hsa-miR-6771-5p	hsa_circ_0000676
hsa-miR-6771-5p	hsa_circ_0076700
hsa-miR-6772-3p	hsa_circ_0001756
hsa-miR-6773-5p	hsa_circ_0074559
hsa-miR-6774-3p	hsa_circ_0002225
hsa-miR-6774-5p	hsa_circ_0009654
hsa-miR-6775-3p	hsa_circ_0023115
hsa-miR-6775-3p	hsa_circ_0086684
hsa-miR-6777-5p	hsa_circ_0078607
hsa-miR-6779-5p	hsa_circ_0001696
hsa-miR-6779-5p	hsa_circ_0002315
hsa-miR-6779-5p	hsa_circ_0004650
hsa-miR-6779-5p	hsa_circ_0048764
hsa-miR-6779-5p	hsa_circ_0048766
hsa-miR-6780a-3p	hsa_circ_0000129
hsa-miR-6780a-3p	hsa_circ_0059665
hsa-miR-6780a-5p	hsa_circ_0017628
hsa-miR-6780a-5p	hsa_circ_0034642
hsa-miR-6780b-5p	hsa_circ_0006913
hsa-miR-6781-5p	hsa_circ_0041871
hsa-miR-6782-5p	hsa_circ_0074559
hsa-miR-6783-3p	hsa_circ_0062603
hsa-miR-6783-5p	hsa_circ_0088457
hsa-miR-6787-3p	hsa_circ_0001009
hsa-miR-6789-3p	hsa_circ_0055954
hsa-miR-6790-5p	hsa_circ_0000038
hsa-miR-6791-3p	hsa_circ_0001348
hsa-miR-6791-3p	hsa_circ_0016760
hsa-miR-6791-3p	hsa_circ_0023115
hsa-miR-6791-3p	hsa_circ_0075320
hsa-miR-6791-5p	hsa_circ_0008323
hsa-miR-6792-3p	hsa_circ_0008068
hsa-miR-6792-3p	hsa_circ_0023115
hsa-miR-6792-3p	hsa_circ_0055954
hsa-miR-6792-5p	hsa_circ_0000714
hsa-miR-6793-5p	hsa_circ_0004650
hsa-miR-6793-5p	hsa_circ_0055954
hsa-miR-6794-3p	hsa_circ_0026134
hsa-miR-6794-5p	hsa_circ_0089153
hsa-miR-6796-5p	hsa_circ_0004650
hsa-miR-6797-5p	hsa_circ_0002225
hsa-miR-6797-5p	hsa_circ_0007586
hsa-miR-6797-5p	hsa_circ_0008584
hsa-miR-6797-5p	hsa_circ_0060539
hsa-miR-6798-5p	hsa_circ_0041871
hsa-miR-6799-3p	hsa_circ_0086684
hsa-miR-6799-5p	hsa_circ_0004703
hsa-miR-6802-5p	hsa_circ_0003695
hsa-miR-6803-3p	hsa_circ_0063526
hsa-miR-6803-5p	hsa_circ_0063226
hsa-miR-6804-3p	hsa_circ_0063089
hsa-miR-6806-5p	hsa_circ_0000038
hsa-miR-6807-3p	hsa_circ_0076700
hsa-miR-6808-5p	hsa_circ_0000129
hsa-miR-6809-5p	hsa_circ_0002807
hsa-miR-6809-5p	hsa_circ_0004650
hsa-miR-6811-3p	hsa_circ_0073647
hsa-miR-6811-5p	hsa_circ_0007586
hsa-miR-6812-3p	hsa_circ_0001756
hsa-miR-6814-5p	hsa_circ_0003602
hsa-miR-6815-5p	hsa_circ_0000129
hsa-miR-6816-5p	hsa_circ_0006795
hsa-miR-6817-3p	hsa_circ_0063089
hsa-miR-6817-5p	hsa_circ_0005185
hsa-miR-6818-3p	hsa_circ_0000204
hsa-miR-6818-3p	hsa_circ_0041252
hsa-miR-6818-5p	hsa_circ_0001646
hsa-miR-6819-3p	hsa_circ_0034642
hsa-miR-6819-5p	hsa_circ_0004291
hsa-miR-6820-3p	hsa_circ_0056731
hsa-miR-6820-5p	hsa_circ_0016121
hsa-miR-6824-5p	hsa_circ_0004650
hsa-miR-6825-5p	hsa_circ_0008323
hsa-miR-6825-5p	hsa_circ_0060539
hsa-miR-6828-3p	hsa_circ_0001646
hsa-miR-6828-5p	hsa_circ_0004650
hsa-miR-6829-3p	hsa_circ_0023115
hsa-miR-6830-3p	hsa_circ_0005965
hsa-miR-6830-3p	hsa_circ_0006935
hsa-miR-6830-3p	hsa_circ_0017726
hsa-miR-6830-3p	hsa_circ_0070616
hsa-miR-6832-3p	hsa_circ_0000861
hsa-miR-6832-3p	hsa_circ_0015270
hsa-miR-6833-3p	hsa_circ_0061346
hsa-miR-6834-5p	hsa_circ_0027774
hsa-miR-6836-5p	hsa_circ_0002807
hsa-miR-6836-5p	hsa_circ_0012673
hsa-miR-6842-3p	hsa_circ_0008926
hsa-miR-6842-5p	hsa_circ_0041871
hsa-miR-6844	hsa_circ_0017969
hsa-miR-6845-3p	hsa_circ_0016121
hsa-miR-6845-5p	hsa_circ_0075320
hsa-miR-6846-5p	hsa_circ_0075329
hsa-miR-6847-3p	hsa_circ_0006795
hsa-miR-6849-3p	hsa_circ_0000792
hsa-miR-6851-5p	hsa_circ_0036766
hsa-miR-6851-5p	hsa_circ_0048764
hsa-miR-6852-3p	hsa_circ_0001726
hsa-miR-6852-3p	hsa_circ_0009172
hsa-miR-6852-5p	hsa_circ_0008068
hsa-miR-6852-5p	hsa_circ_0063089
hsa-miR-6854-3p	hsa_circ_0029033
hsa-miR-6856-5p	hsa_circ_0000567
hsa-miR-6856-5p	hsa_circ_0033149
hsa-miR-6857-3p	hsa_circ_0034642
hsa-miR-6857-5p	hsa_circ_0016760
hsa-miR-6860	hsa_circ_0000735
hsa-miR-6861-5p	hsa_circ_0088046
hsa-miR-6862-3p	hsa_circ_0000141
hsa-miR-6864-3p	hsa_circ_0004650
hsa-miR-6864-5p	hsa_circ_0036766
hsa-miR-6865-3p	hsa_circ_0034642
hsa-miR-6865-3p	hsa_circ_0036766
hsa-miR-6866-5p	hsa_circ_0036766
hsa-miR-6867-3p	hsa_circ_0000204
hsa-miR-6867-5p	hsa_circ_0006156
hsa-miR-6867-5p	hsa_circ_0007148
hsa-miR-6867-5p	hsa_circ_0041252
hsa-miR-6868-3p	hsa_circ_0001726
hsa-miR-6868-3p	hsa_circ_0007279
hsa-miR-6868-3p	hsa_circ_0030509
hsa-miR-6868-3p	hsa_circ_0063089
hsa-miR-6870-3p	hsa_circ_0005479
hsa-miR-6871-5p	hsa_circ_0008323
hsa-miR-6873-5p	hsa_circ_0004650
hsa-miR-6873-5p	hsa_circ_0017726
hsa-miR-6874-5p	hsa_circ_0071649
hsa-miR-6875-3p	hsa_circ_0001847
hsa-miR-6875-3p	hsa_circ_0001849
hsa-miR-6875-3p	hsa_circ_0063089
hsa-miR-6875-3p	hsa_circ_0076700
hsa-miR-6875-3p	hsa_circ_0086684
hsa-miR-6877-3p	hsa_circ_0034642
hsa-miR-6878-3p	hsa_circ_0000714
hsa-miR-6878-3p	hsa_circ_0003438
hsa-miR-6878-3p	hsa_circ_0026134
hsa-miR-6878-5p	hsa_circ_0041871
hsa-miR-6882-3p	hsa_circ_0008323
hsa-miR-6882-5p	hsa_circ_0008323
hsa-miR-6883-5p	hsa_circ_0006156
hsa-miR-6883-5p	hsa_circ_0007148
hsa-miR-6883-5p	hsa_circ_0040773
hsa-miR-6884-3p	hsa_circ_0034642
hsa-miR-6884-5p	hsa_circ_0068697
hsa-miR-6885-3p	hsa_circ_0001726
hsa-miR-6885-3p	hsa_circ_0005301
hsa-miR-6886-3p	hsa_circ_0008584
hsa-miR-6887-3p	hsa_circ_0003079
hsa-miR-6887-5p	hsa_circ_0000129
hsa-miR-6887-5p	hsa_circ_0004650
hsa-miR-6892-3p	hsa_circ_0005855
hsa-miR-6893-3p	hsa_circ_0000129
hsa-miR-6893-3p	hsa_circ_0003079
hsa-miR-6894-5p	hsa_circ_0005699
hsa-miR-6894-5p	hsa_circ_0008323
hsa-miR-6895-5p	hsa_circ_0034642
hsa-miR-6895-5p	hsa_circ_0067161
hsa-miR-7106-3p	hsa_circ_0004650
hsa-miR-7106-3p	hsa_circ_0062603
hsa-miR-7106-5p	hsa_circ_0036188
hsa-miR-7106-5p	hsa_circ_0060539
hsa-miR-7107-3p	hsa_circ_0063158
hsa-miR-7109-5p	hsa_circ_0000038
hsa-miR-7111-3p	hsa_circ_0000204
hsa-miR-7111-5p	hsa_circ_0001190
hsa-miR-7111-5p	hsa_circ_0004650
hsa-miR-7111-5p	hsa_circ_0007586
hsa-miR-7112-3p	hsa_circ_0008068
hsa-miR-7113-3p	hsa_circ_0000714
hsa-miR-7113-3p	hsa_circ_0003438
hsa-miR-7113-3p	hsa_circ_0092327
hsa-miR-7114-5p	hsa_circ_0034642
hsa-miR-7150	hsa_circ_0001874
hsa-miR-7151-5p	hsa_circ_0000204
hsa-miR-7154-5p	hsa_circ_0017693
hsa-miR-7155-3p	hsa_circ_0060539
hsa-miR-7156-3p	hsa_circ_0083757
hsa-miR-7156-5p	hsa_circ_0006795
hsa-miR-7156-5p	hsa_circ_0007312
hsa-miR-7156-5p	hsa_circ_0062603
hsa-miR-7156-5p	hsa_circ_0063089
hsa-miR-7157-3p	hsa_circ_0006784
hsa-miR-7157-3p	hsa_circ_0083054
hsa-miR-7157-5p	hsa_circ_0004650
hsa-miR-7159-5p	hsa_circ_0005479
hsa-miR-7159-5p	hsa_circ_0006784
hsa-miR-7159-5p	hsa_circ_0083054
hsa-miR-7161-5p	hsa_circ_0076700
hsa-miR-7162-3p	hsa_circ_0006913
hsa-miR-7162-5p	hsa_circ_0005185
hsa-miR-7162-5p	hsa_circ_0034642
hsa-miR-7162-5p	hsa_circ_0074854
hsa-miR-7515	hsa_circ_0008323
hsa-miR-7515	hsa_circ_0063226
hsa-miR-758-3p	hsa_circ_0060035
hsa-miR-758-5p	hsa_circ_0001756
hsa-miR-760	hsa_circ_0017726
hsa-miR-761	hsa_circ_0062603
hsa-miR-762	hsa_circ_0086684
hsa-miR-765	hsa_circ_0007178
hsa-miR-765	hsa_circ_0078607
hsa-miR-766-3p	hsa_circ_0001238
hsa-miR-766-3p	hsa_circ_0008806
hsa-miR-766-5p	hsa_circ_0064288
hsa-miR-766-5p	hsa_circ_0086684
hsa-miR-7702	hsa_circ_0007178
hsa-miR-7702	hsa_circ_0074559
hsa-miR-7703	hsa_circ_0000861
hsa-miR-7847-3p	hsa_circ_0039930
hsa-miR-7851-3p	hsa_circ_0055954
hsa-miR-7851-3p	hsa_circ_0063089
hsa-miR-7855-5p	hsa_circ_0008323
hsa-miR-7975	hsa_circ_0008323
hsa-miR-8054	hsa_circ_0026134
hsa-miR-8060	hsa_circ_0008323
hsa-miR-8062	hsa_circ_0005185
hsa-miR-8070	hsa_circ_0000714
hsa-miR-8070	hsa_circ_0022392
hsa-miR-8075	hsa_circ_0000735
hsa-miR-8075	hsa_circ_0089153
hsa-miR-8080	hsa_circ_0018242
hsa-miR-8081	hsa_circ_0001190
hsa-miR-8081	hsa_circ_0030509
hsa-miR-8485	hsa_circ_0061346
hsa-miR-873-5p	hsa_circ_0002225
hsa-miR-873-5p	hsa_circ_0003602
hsa-miR-873-5p	hsa_circ_0008639
hsa-miR-873-5p	hsa_circ_0009654
hsa-miR-873-5p	hsa_circ_0041871
hsa-miR-873-5p	hsa_circ_0083757
hsa-miR-874-5p	hsa_circ_0063158
hsa-miR-876-3p	hsa_circ_0048956
hsa-miR-876-5p	hsa_circ_0003602
hsa-miR-877-3p	hsa_circ_0026134
hsa-miR-877-3p	hsa_circ_0030509
hsa-miR-887-5p	hsa_circ_0036188
hsa-miR-889-3p	hsa_circ_0001756
hsa-miR-891b	hsa_circ_0002225
hsa-miR-891b	hsa_circ_0005281
hsa-miR-892c-3p	hsa_circ_0068697
hsa-miR-920	hsa_circ_0036188
hsa-miR-920	hsa_circ_0055954
hsa-miR-921	hsa_circ_0003956
hsa-miR-921	hsa_circ_0006801
hsa-miR-92a-1-5p	hsa_circ_0017726
hsa-miR-92a-2-5p	hsa_circ_0034642
hsa-miR-92a-3p	hsa_circ_0004650
hsa-miR-92a-3p	hsa_circ_0068851
hsa-miR-92b-3p	hsa_circ_0004650
hsa-miR-93-3p	hsa_circ_0062603
hsa-miR-939-3p	hsa_circ_0048764
hsa-miR-939-5p	hsa_circ_0016121
hsa-miR-940	hsa_circ_0089153
hsa-miR-943	hsa_circ_0036766
hsa-miR-98-5p	hsa_circ_0076700
hsa-miR-99b-3p	hsa_circ_0001057
hsa-let-7b-5p	hsa_circ_0051718
hsa-let-7d-5p	hsa_circ_0005317
hsa-let-7e-5p	hsa_circ_0076700
hsa-let-7f-1-3p	hsa_circ_0001772
hsa-let-7f-1-3p	hsa_circ_0083092
hsa-let-7g-3p	hsa_circ_0000735
hsa-let-7i-5p	hsa_circ_0008323
hsa-let-7i-5p	hsa_circ_0009006
hsa-miR-100-3p	hsa_circ_0086684
hsa-miR-101-5p	hsa_circ_0036188
hsa-miR-103a-3p	hsa_circ_0003899
hsa-miR-103a-3p	hsa_circ_0008323
hsa-miR-103a-3p	hsa_circ_0022383
hsa-miR-103b	hsa_circ_0068697
hsa-miR-107	hsa_circ_0003899
hsa-miR-107	hsa_circ_0008323
hsa-miR-107	hsa_circ_0022383
hsa-miR-10b-3p	hsa_circ_0006795
hsa-miR-1180-5p	hsa_circ_0000141
hsa-miR-1183	hsa_circ_0059665
hsa-miR-1204	hsa_circ_0036188
hsa-miR-1204	hsa_circ_0075386
hsa-miR-1205	hsa_circ_0086684
hsa-miR-1206	hsa_circ_0034642
hsa-miR-1207-5p	hsa_circ_0034642
hsa-miR-1207-5p	hsa_circ_0062610
hsa-miR-1207-5p	hsa_circ_0075329
hsa-miR-1224-3p	hsa_circ_0004650
hsa-miR-1224-3p	hsa_circ_0023115
hsa-miR-1225-3p	hsa_circ_0034642
hsa-miR-1226-3p	hsa_circ_0041871
hsa-miR-1226-5p	hsa_circ_0063526
hsa-miR-1228-3p	hsa_circ_0034642
hsa-miR-1228-3p	hsa_circ_0051718
hsa-miR-1228-5p	hsa_circ_0007586
hsa-miR-1229-3p	hsa_circ_0092327
hsa-miR-1237-3p	hsa_circ_0001726
hsa-miR-1237-3p	hsa_circ_0003079
hsa-miR-1237-3p	hsa_circ_0006913
hsa-miR-1238-5p	hsa_circ_0086684
hsa-miR-1243	hsa_circ_0063089
hsa-miR-124-3p	hsa_circ_0001756
hsa-miR-124-3p	hsa_circ_0015270
hsa-miR-124-3p	hsa_circ_0076700
hsa-miR-1244	hsa_circ_0008274
hsa-miR-1245b-5p	hsa_circ_0040773
hsa-miR-124-5p	hsa_circ_0036766
hsa-miR-1246	hsa_circ_0086684
hsa-miR-1249-5p	hsa_circ_0004650
hsa-miR-1250-3p	hsa_circ_0018242
hsa-miR-1252-3p	hsa_circ_0039930
hsa-miR-1252-5p	hsa_circ_0000036
hsa-miR-1252-5p	hsa_circ_0008323
hsa-miR-1252-5p	hsa_circ_0008584
hsa-miR-1253	hsa_circ_0062603
hsa-miR-1253	hsa_circ_0062610
hsa-miR-1256	hsa_circ_0008323
hsa-miR-125b-2-3p	hsa_circ_0031132
hsa-miR-125b-5p	hsa_circ_0002807
hsa-miR-1260b	hsa_circ_0067161
hsa-miR-1264	hsa_circ_0003956
hsa-miR-126-5p	hsa_circ_0000549
hsa-miR-1266-3p	hsa_circ_0005785
hsa-miR-1269b	hsa_circ_0000567
hsa-miR-1269b	hsa_circ_0033149
hsa-miR-1270	hsa_circ_0086684
hsa-miR-1273d	hsa_circ_0055954
hsa-miR-1273f	hsa_circ_0052767
hsa-miR-1273g-3p	hsa_circ_0001874
hsa-miR-1277-3p	hsa_circ_0000676
hsa-miR-1282	hsa_circ_0001756
hsa-miR-128-3p	hsa_circ_0000735
hsa-miR-1285-5p	hsa_circ_0008584
hsa-miR-1287-5p	hsa_circ_0030509
hsa-miR-1289	hsa_circ_0000714
hsa-miR-1291	hsa_circ_0005782
hsa-miR-1293	hsa_circ_0007178
hsa-miR-1293	hsa_circ_0008323
hsa-miR-1298-5p	hsa_circ_0006156
hsa-miR-1298-5p	hsa_circ_0007148
hsa-miR-1301-3p	hsa_circ_0003602
hsa-miR-1301-3p	hsa_circ_0005161
hsa-miR-1301-3p	hsa_circ_0031027
hsa-miR-1303	hsa_circ_0007059
hsa-miR-1305	hsa_circ_0086684
hsa-miR-1306-3p	hsa_circ_0008926
hsa-miR-1306-5p	hsa_circ_0023115
hsa-miR-130a-3p	hsa_circ_0008584
hsa-miR-130b-5p	hsa_circ_0004204
hsa-miR-130b-5p	hsa_circ_0030509
hsa-miR-130b-5p	hsa_circ_0063089
hsa-miR-1321	hsa_circ_0008584
hsa-miR-1322	hsa_circ_0036188
hsa-miR-1323	hsa_circ_0001190
hsa-miR-1323	hsa_circ_0004368
hsa-miR-132-3p	hsa_circ_0000567
hsa-miR-132-3p	hsa_circ_0033149
hsa-miR-133a-3p	hsa_circ_0008323
hsa-miR-133b	hsa_circ_0008323
hsa-miR-134-3p	hsa_circ_0026134
hsa-miR-135a-3p	hsa_circ_0006156
hsa-miR-135a-3p	hsa_circ_0007148
hsa-miR-135a-5p	hsa_circ_0001057
hsa-miR-135a-5p	hsa_circ_0017628
hsa-miR-135b-5p	hsa_circ_0001057
hsa-miR-136-3p	hsa_circ_0036766
hsa-miR-136-5p	hsa_circ_0016760
hsa-miR-1-3p	hsa_circ_0000204
hsa-miR-140-5p	hsa_circ_0003695
hsa-miR-141-3p	hsa_circ_0000020
hsa-miR-141-5p	hsa_circ_0000419
hsa-miR-141-5p	hsa_circ_0062603
hsa-miR-142-5p	hsa_circ_0062603
hsa-miR-143-5p	hsa_circ_0063089
