Probe_ID	High_FC	High_pvalue	High_FDR
ASCRP3000243	-2.32685919028646	0.00901726347493893	0.0547738746689661
ASCRP3000247	2.21522408348135	0.0442314609314406	0.106112546658722
ASCRP3000250	-1.32443318750651	0.0101486070930946	0.0563618957736551
ASCRP3000251	-7.32166620688819	0.00688471800542218	0.0501891377682796
ASCRP3000255	1.48726200459203	0.0191659371405706	0.0709563972583535
ASCRP3000257	1.3778897489	0.0225899531281746	0.0754922464619952
ASCRP3000258	-2.98922923085147	0.0167281922802609	0.0672128762250749
ASCRP3000265	1.31427240190396	0.00787813642844533	0.0520684349605641
ASCRP3000269	-2.12693612395502	0.0289022704777819	0.0844105431437561
ASCRP3000271	-1.14351682133081	0.000375902416179792	0.0428929628224084
ASCRP3000273	1.70579661600089	0.00821384628921862	0.0530936702414805
ASCRP3000274	2.10858798766848	0.00758314832514444	0.0513722611330556
ASCRP3000278	-1.28129233225594	0.0375754200727633	0.0967973732895467
ASCRP3000279	-4.49523879912463	0.00433163117655228	0.0465957345945663
ASCRP3000281	2.29920516846981	0.00285698528492484	0.0442556992255599
ASCRP3000282	2.78528522536505	0.00260169210763989	0.0442556992255599
ASCRP3000283	3.16135388422185	0.000678165195596	0.0441113185344508
ASCRP3000285	-1.14697415421959	0.035407876577958	0.093555835979204
ASCRP3000289	1.93679869020324	0.0290810308735369	0.0845907845819529
ASCRP3000292	2.12869951671554	0.00105033621114344	0.0441113185344508
ASCRP3000294	-1.14210997416929	0.0249867572590798	0.0786543056458383
ASCRP3000297	-1.2607385814335	0.023971197053795	0.077411924477596
ASCRP3000304	-1.60345453300013	0.000519695432075758	0.0436471983022515
ASCRP3000305	-1.49656791775555	0.0396313008651772	0.0997089562436973
ASCRP3000306	-1.54886893552875	0.0384904889119514	0.0982283124923275
ASCRP3000310	-3.15749659449314	0.00556858270558884	0.0483116493840685
ASCRP3000316	-1.33626306182442	0.0350888235716254	0.0932463705285075
ASCRP3000318	1.8153074745098	0.00542391576368557	0.0479961560222614
ASCRP3000322	2.17818009976255	0.0418142743838815	0.102889488178772
ASCRP3000328	1.50792112942306	0.021909661331312	0.0746798760421809
ASCRP3000329	-1.69228624767926	0.0286832146785068	0.0841968663215358
ASCRP3000331	2.09980926755324	0.00659872367330591	0.0495068015539464
ASCRP3000332	-1.27632102468532	0.0118946524406466	0.0591991467560411
ASCRP3000334	-2.23567330515637	0.0208006622817924	0.0728324289623618
ASCRP3000335	-2.37774331443476	0.0243186067128614	0.0779422145482014
ASCRP3000337	2.92332800873001	0.0175096915293505	0.0684465632211892
ASCRP3000341	-2.46882887083436	0.0470078881136327	0.109836437180501
ASCRP3000342	1.69865998069795	0.0179681321720867	0.0692088162712502
ASCRP3000344	8.46592589069767	0.000925387160246024	0.0441113185344508
ASCRP3000346	-5.13959215943409	0.00952012279538461	0.055138665497074
ASCRP3000347	-2.26342257767611	0.0044782668825072	0.0467618515456001
ASCRP3000348	2.81048520446406	0.0102584098075666	0.056418921424607
ASCRP3000350	-2.55494099097128	0.0334025026046477	0.0907185866832717
ASCRP3000352	1.30072575471566	0.00650467840867431	0.0494143094689115
ASCRP3000354	2.27419549547771	0.000872070129979636	0.0441113185344508
ASCRP3000358	4.97732221764319	0.00295285206293016	0.0442556992255599
ASCRP3000359	-2.55403610505486	0.00857402780231998	0.0540023392217912
ASCRP3000361	1.71861338116351	0.044412181364781	0.106444891285307
ASCRP3000362	1.65794332694624	0.000635141299915541	0.0441113185344508
ASCRP3000363	3.75434624079683	0.0160813421636747	0.0661621612046214
ASCRP3000367	4.01238803322302	0.00289479160216684	0.0442556992255599
ASCRP3000374	1.84393836496516	0.0129996223871205	0.0609116754425729
ASCRP3000378	1.82900240028026	0.00231040212239255	0.0442556992255599
ASCRP3000383	-1.44027691853657	0.00977099229650681	0.0555934230563894
ASCRP3000384	8.58435037683994	0.000644188327387598	0.0441113185344508
ASCRP3000388	-1.47922065523337	0.0146005760010586	0.0634264964643689
ASCRP3000389	2.31504426480424	0.0314657886025594	0.0880488772233579
ASCRP3000391	-1.59546569327706	0.00579647810914806	0.0484467524675325
ASCRP3000405	1.14181517615601	0.00634587476036811	0.0491194544096184
ASCRP3000406	-5.28454357463797	0.021026322194766	0.0731152624779521
ASCRP3000409	-1.25242355362661	0.00276166038726911	0.0442556992255599
ASCRP3000411	-1.90203930274238	0.0118366202348244	0.0590439739046178
ASCRP3000412	-1.20073382910826	0.0210421825121929	0.0731276308340405
ASCRP3000413	1.52296609625058	0.033919595525999	0.0914222719693408
ASCRP3000415	1.29765457854445	0.0320200547055372	0.0889617600755265
ASCRP3000424	-3.45565961887361	0.0112992487859487	0.0581502616243675
ASCRP3000425	-2.27952144172213	0.00565266297275253	0.0484413115343537
ASCRP3000428	1.61878895405449	0.0166212004140778	0.0670279419165913
ASCRP3000433	4.23457103163859	0.00197883887563078	0.0441113185344508
ASCRP3000437	-1.25216807728519	0.0112071393348024	0.0579766226111955
ASCRP3000438	2.43747244219959	0.0139366103754559	0.0625647237864748
ASCRP3000443	1.43193836803878	0.0444697025663312	0.106477248631402
ASCRP3000446	-1.37035370496916	0.0253370241514988	0.0790368764736205
ASCRP3000453	1.89554618629476	0.0444470598587873	0.10646518952905
ASCRP3000459	2.35164910407021	0.0243623199824941	0.0779877972123567
ASCRP3000463	1.80689974580988	0.0251259808376658	0.0788863839692743
ASCRP3000464	1.6702876478673	0.011970740151601	0.0592526344891891
ASCRP3000469	1.40949232623732	0.00499633232883482	0.0474302806122596
ASCRP3000474	1.62377632147122	0.00334473160782941	0.0448918149964785
ASCRP3000476	5.54600169998988	0.0362456461223487	0.0947999230544302
ASCRP3000479	2.39217198483225	0.0191123173877736	0.0709361776839747
ASCRP3000482	1.48955094718351	0.00424628260489231	0.0463206020713044
ASCRP3000485	1.59314395397321	0.0475139520790099	0.110636019053403
ASCRP3000486	-1.32871649893749	0.046907731516184	0.109734130196621
ASCRP3000487	2.08406579162007	0.0474115539400474	0.110472145998568
ASCRP3000493	1.40561890280949	0.0252046608057228	0.0788906053328901
ASCRP3000494	-1.32338205727366	0.0203758825899989	0.0721910794811517
ASCRP3000495	5.76438274125457	0.00195966842407054	0.0441113185344508
ASCRP3000497	3.0543856219379	0.00379236111102764	0.0453787607821654
ASCRP3000498	1.71729901101865	0.0274608809160021	0.0822262673429386
ASCRP3000500	-1.37868856720677	0.00769771735717045	0.0517221769951107
ASCRP3000504	-1.45004063664983	0.0111438323722499	0.0579653962980115
ASCRP3000506	-1.45582122186137	0.00610078212330037	0.0487118743667298
ASCRP3000507	1.20959572495639	0.0254323388493474	0.0791417442788537
ASCRP3000513	-13.7199691135421	0.0218979196747351	0.0746778037679566
ASCRP3000514	-1.34863180977852	0.0434756099681355	0.105242999790759
ASCRP3000515	2.17169005218367	0.0309889417461512	0.087349563063581
ASCRP3000520	-1.66630425206044	0.0145284851897362	0.0634094189406964
ASCRP3000522	1.42262434506947	0.00208053204211944	0.0442556992255599
ASCRP3000524	1.82451904552891	0.00921083628937819	0.0548111963191916
ASCRP3000525	1.59115771743988	0.00653330405878317	0.0494205309654965
ASCRP3000527	1.47644931697335	0.0489159301048656	0.112705135966516
ASCRP3000528	5.93055883848942	0.00881933577904345	0.0544257403137989
ASCRP3000530	-1.29959354984488	0.0372204305681098	0.0962804416179548
ASCRP3000537	2.20728166527878	0.0279039889538125	0.0828170897155946
ASCRP3000538	-7.63839856977495	0.00260549576672167	0.0442556992255599
ASCRP3000540	1.7482390228869	0.0157980379006392	0.0656427683018581
ASCRP3000541	1.89045324055029	0.00744501714960861	0.0511341426102916
ASCRP3000548	-2.00616488818187	0.0170826197773944	0.0677784046134445
ASCRP3000554	3.07353042833062	0.00648096768706644	0.0493943980394154
ASCRP3000560	-1.7145018017669	0.0183840466030468	0.0699368312120492
ASCRP3000563	1.36409449544992	0.0453073391686313	0.107693977968834
ASCRP3000566	5.11937134137258	0.0134431346282678	0.0616438590754162
ASCRP3000567	-1.52316186369379	0.0168176501871095	0.0672817272123393
ASCRP3000573	-1.44775132881262	0.0432148875798745	0.104779641217121
ASCRP3000574	-1.48057833336711	0.0346321499780665	0.0925956937717949
ASCRP3000579	2.02994304858454	0.048445920648509	0.112006301724922
ASCRP3000582	2.33276209653943	0.00348569718397037	0.0450859424328163
ASCRP3000584	-1.12504500616853	0.0416658035552993	0.102706468365991
ASCRP3000585	2.597742196042	0.000672257989130069	0.0441113185344508
ASCRP3000588	1.19345834214784	0.00253525758646152	0.0442556992255599
ASCRP3000589	2.15538703101017	0.00459031922200086	0.0467909419080337
ASCRP3000590	-1.43677340995156	0.00691263006864979	0.0502227764947873
ASCRP3000592	-1.97271218784428	0.0345269820419639	0.0924030362503898
ASCRP3000596	1.57572406886037	1.70790445887258e-05	0.0333433715249585
ASCRP3000599	4.10862762887287	0.00542832494231842	0.0479961560222614
ASCRP3000603	-8.74872655030131	0.0140353279764406	0.0628445970185384
ASCRP3000607	2.52894494018476	0.00842390032696686	0.0537191626678019
ASCRP3000613	2.16137275807305	0.0102809285787113	0.0564657357996979
ASCRP3000614	4.47872971743199	0.00452373788913615	0.046787962973885
ASCRP3000615	2.52779305254987	0.000112012197166314	0.0390919012411037
ASCRP3000618	1.30109375085829	0.00904719860927853	0.0547905958841335
ASCRP3000621	3.17258536962732	0.00183770426654128	0.0441113185344508
ASCRP3000623	-1.56980604028347	0.0102557957788116	0.056418921424607
ASCRP3000626	1.31807392018678	0.000199035982479758	0.0422625394943318
ASCRP3000634	9.53770165846301	0.0205358174315964	0.0723449391254665
ASCRP3000635	2.60121158927835	0.00467915815663819	0.046798727938236
ASCRP3000637	-1.99570732459638	0.0031827299582054	0.0448843369290625
ASCRP3000639	1.15564399724062	0.0499142012095044	0.114243442359528
ASCRP3000641	-4.28838491498353	0.0259586361371151	0.08010812591025
ASCRP3000642	2.23727433875081	0.00333654877766142	0.0448918149964785
ASCRP3000648	-1.99454749100117	0.0192649750245706	0.0709786156384577
ASCRP3000649	2.32218457598189	0.0331264054977568	0.0904358347832664
ASCRP3000654	1.42070200398506	0.0112656655876163	0.0580643912953012
ASCRP3000656	-1.71863979523577	0.0105218101108653	0.0569354682240737
ASCRP3000658	-1.56851748796879	0.0280464839085559	0.0830340701077294
ASCRP3000659	2.45816110371777	0.000757462644674048	0.0441113185344508
ASCRP3000660	2.1827348940534	0.0300966530373825	0.0861920250613554
ASCRP3000661	-1.99758772282269	0.00531248326911471	0.047938975687641
ASCRP3000662	-1.33277237748763	0.0296040679178897	0.0852851618676758
ASCRP3000664	1.74909697904119	0.00512253717145834	0.0476710164379401
ASCRP3000669	-1.47582221711518	0.00512149898212218	0.0476710164379401
ASCRP3000673	5.31458951328271	0.0349202401175716	0.0929687198613689
ASCRP3000676	3.25083737097016	0.00479303426709109	0.0471414810786788
ASCRP3000678	1.43537095468805	0.00154922670750336	0.0441113185344508
ASCRP3000682	-1.19257295796547	0.0257580565366108	0.0796924880413844
ASCRP3000686	1.35073888057836	0.0321300691352051	0.0890813532430924
ASCRP3000688	-1.42813336629925	0.0176427145567762	0.0686140880604354
ASCRP3000693	1.72500113028661	0.02034039561323	0.0721910794811517
ASCRP3000695	1.75733331454452	0.0354200224727644	0.093555835979204
ASCRP3000696	-6.02878986102837	0.00447575871795328	0.0467618515456001
ASCRP3000697	-9.70399720684758	0.0384904527314438	0.0982283124923275
ASCRP3000698	-2.35196059514779	0.0170974264794213	0.0677784046134445
ASCRP3000700	2.71143237238945	0.00202246182127163	0.0442556992255599
ASCRP3000703	2.77009069452935	0.00441634935498146	0.0466566888013909
ASCRP3000705	2.09178945901857	0.010251994527473	0.056418921424607
ASCRP3000706	-1.42327228024562	0.029080849535407	0.0845907845819529
ASCRP3000710	-4.32120831487366	0.0147792570242907	0.0637763245805481
ASCRP3000712	1.47210167930485	0.0379047503522259	0.0972671442308126
ASCRP3000713	1.34500407465894	0.00452529857191753	0.046787962973885
ASCRP3000715	1.82381253448116	0.031103219467263	0.0874601281359022
ASCRP3000719	-2.32101722561697	0.0380032526785847	0.0974785446224398
ASCRP3000722	1.99577722962823	0.032489069298393	0.089504055602452
ASCRP3000723	1.70786528517082	0.0045353514014587	0.0467909419080337
ASCRP3000730	-1.75731400328536	0.0052355835481956	0.0476710164379401
ASCRP3000731	-5.38939337749332	0.0135730621170036	0.0617847568305609
ASCRP3000735	1.77870829403766	0.00187447606417283	0.0441113185344508
ASCRP3000738	-1.20205279748586	0.0171043237043354	0.0677784046134445
ASCRP3000741	1.56330137551509	0.0019378091523742	0.0441113185344508
ASCRP3000746	1.2598784285695	0.0179228412786364	0.0690974951940797
ASCRP3000747	1.73240453819853	0.0127491718728849	0.0605651732866103
ASCRP3000749	-2.50352062019847	0.0301341072279291	0.0862308028442168
ASCRP3000750	-2.09618443571784	0.0160883881118306	0.0661621612046214
ASCRP3000751	1.8254588516356	0.0152735661476004	0.064700003148539
ASCRP3000754	-1.64449518951361	0.000902271388456432	0.0441113185344508
ASCRP3000757	3.68403523505627	0.00514020081736873	0.0476710164379401
ASCRP3000759	-7.17964354952152	0.0197389889775912	0.0716241622247189
ASCRP3000765	-1.26853619179606	0.00698583715772274	0.0504018830458456
ASCRP3000767	-1.64394879330949	0.0141084969425544	0.0629943981249811
ASCRP3000770	1.50012242637611	0.0351561359442525	0.0933305009665984
ASCRP3000772	5.74626363683366	0.0101638111077865	0.0563804858781796
ASCRP3000777	-1.47392919139142	0.0441912162817315	0.106083479498067
ASCRP3000778	1.33738132074824	0.0332054909710906	0.0905087238684629
ASCRP3000783	1.58791268127409	0.0026920454457578	0.0442556992255599
ASCRP3000784	1.67997634569915	0.0121112338647141	0.0595419765690459
ASCRP3000789	-2.77493260607011	0.0232877851809224	0.0765382972778013
ASCRP3000790	1.36180569463212	0.00774643800910511	0.0517386671997837
ASCRP3000793	1.90283070364362	0.0458178310031595	0.108374424783683
ASCRP3000797	2.77678324665375	0.0377736769885168	0.0970749786440973
ASCRP3000798	1.2602672172627	0.0232126184163226	0.0764235617336785
ASCRP3000800	1.4785641172307	0.0244578703715235	0.0780322796865862
ASCRP3000801	1.31079746398751	0.0143604066117346	0.0633825097123015
ASCRP3000806	1.79534451467535	0.00011313184582757	0.0390919012411037
ASCRP3000809	1.50238121822592	0.0148900290439531	0.0639237670265026
ASCRP3000810	4.02026637743122	0.032864992808591	0.0899529587322069
ASCRP3000812	3.78744782318524	0.00165911072422096	0.0441113185344508
ASCRP3000813	1.19950485919352	0.0404467810922975	0.100879226754021
ASCRP3000815	-1.20973806367136	0.021124078587796	0.0733490113238026
ASCRP3000818	1.56088175616811	0.0137869386139421	0.0621234111762354
ASCRP3000819	2.68870948674306	0.0026509623627987	0.0442556992255599
ASCRP3000824	1.42856101612296	0.00737733199295986	0.0509545762950455
ASCRP3000828	1.68478530349831	0.0106903555251659	0.0573595387413144
ASCRP3000832	4.01178484828532	0.00651672814320674	0.0494205309654965
ASCRP3000833	-1.40460329145073	0.0213742446588534	0.0737220125575544
ASCRP3000837	1.80266592883053	0.00185193255039048	0.0441113185344508
ASCRP3000845	-1.25466173326755	0.0416024441422915	0.102651893183382
ASCRP3000852	-1.67455126890643	0.00363256427801079	0.0453787607821654
ASCRP3000854	-1.32339333458998	0.0222929283483952	0.0750741554665341
ASCRP3000856	2.74400690556467	0.0029500207471156	0.0442556992255599
ASCRP3000859	-1.45804902255155	0.0301086514494106	0.0862059731603152
ASCRP3000860	1.6165440102189	0.0353978808166613	0.093555835979204
ASCRP3000866	1.36351709532653	0.0319514096203188	0.0888801048467631
ASCRP3000868	-2.3773199172328	0.0189084426070508	0.0705887862770596
ASCRP3000873	1.95614091905676	0.00924772575460828	0.0548111963191916
ASCRP3000876	-1.72637347104119	0.0259223207884189	0.0800687408346051
ASCRP3000880	2.23688996618347	0.0438525919050112	0.105706949040289
ASCRP3000884	-1.29324261130297	0.034310709813252	0.0919870814634159
ASCRP3000885	-3.77530904656876	0.0421061179255835	0.10319142633552
ASCRP3000886	-1.43457715202428	0.0236476757715907	0.077129528525699
ASCRP3000887	14.1374998206475	0.00480224116825965	0.0471414810786788
ASCRP3000890	-2.61881287418334	0.0251667666276548	0.0788906053328901
ASCRP3000891	1.98993783919751	0.0122060712219704	0.0596618095283577
ASCRP3000893	-2.49995488746455	0.00358000398731178	0.0453787607821654
ASCRP3000894	-1.94868380887762	0.0324266254038446	0.089443879042166
ASCRP3000895	-3.60893223706891	0.00450736344818542	0.0467618515456001
ASCRP3000899	-1.33884587766089	0.035073565064773	0.0932263067897504
ASCRP3000902	-1.49740027363609	0.00153738623176187	0.0441113185344508
ASCRP3000903	-1.44443184594217	0.0239543455341916	0.0773864882808554
ASCRP3000905	1.29022908688461	0.0479946755597475	0.111388909272613
ASCRP3000907	-3.33788995525375	0.000857287835962872	0.0441113185344508
ASCRP3000908	1.37127971357005	0.00895299794693863	0.0546479378557387
ASCRP3000909	-4.84068717983799	0.0305305519032025	0.0866803064375916
ASCRP3000911	-2.3506390939579	0.0028780566265567	0.0442556992255599
ASCRP3000912	2.00308975211544	0.00924870572172692	0.0548111963191916
ASCRP3000916	1.24133775371837	0.0218526907554117	0.0745750597777978
ASCRP3000925	2.08098011625231	0.00122124742006439	0.0441113185344508
ASCRP3000930	-1.63979875233547	0.0471852117553662	0.110080623257986
ASCRP3000932	1.54601814789342	0.0116271613895968	0.0587380492254735
ASCRP3000936	-2.13590769392649	0.0402280065270844	0.100478626794415
ASCRP3000939	-2.49421136824361	0.0321718576154804	0.0891377883165224
ASCRP3000944	1.95394910370264	0.0015142991785123	0.0441113185344508
ASCRP3000946	-1.92677393194312	0.00296227541704556	0.0442556992255599
ASCRP3000948	-2.01606438240171	0.0228277408124046	0.0758666384680465
ASCRP3000950	2.73363821531965	0.00176402571973504	0.0441113185344508
ASCRP3000956	-1.74620270292724	0.00536086990277059	0.0479709732876502
ASCRP3000959	-3.12337751214653	0.00359776508900163	0.0453787607821654
ASCRP3000961	-2.36921489509346	0.00646589593392847	0.0493677685763453
ASCRP3000970	-3.64651110033823	0.00789845474996655	0.0521418732238512
ASCRP3000975	1.38256734960195	0.00188184051043248	0.0441113185344508
ASCRP3000977	-1.16112511785479	0.000369560137185198	0.0428929628224084
ASCRP3000980	-1.30265240319989	0.0191641434686571	0.0709563972583535
ASCRP3000988	1.85403809399161	0.0146172538847042	0.0634430363781
ASCRP3000990	-1.81992088951039	0.00931625643834244	0.0548111963191916
ASCRP3000993	14.8044331765591	0.042583903087224	0.103889835423519
ASCRP3000997	1.74050363005528	0.0139723623085931	0.0626884002733766
ASCRP3001003	-1.16130976695295	0.0178746111147929	0.0690656699112798
ASCRP3001005	6.55220481042871	0.000385890246962161	0.0428929628224084
ASCRP3001006	2.09032295212841	0.0202066149469406	0.0721560420001544
ASCRP3001007	-10.7420600705926	0.0117380836058523	0.0588645561419663
ASCRP3001011	2.14993044470548	0.0194215794399747	0.0711555836858691
ASCRP3001015	1.50670751213711	0.0338883073939835	0.0913813131823493
ASCRP3001016	-1.26842354526184	0.0407099608081372	0.101347084267792
ASCRP3001017	1.25655029512981	0.0158419116098786	0.0657216049564249
ASCRP3001019	1.66948113273489	0.0125860962910118	0.0605051613164175
ASCRP3001024	-1.28421989280332	0.0309076114558493	0.087349563063581
ASCRP3001025	2.66191364829294	0.00043906913326325	0.0429355012465006
ASCRP3001026	2.3113282146167	0.0301952527921285	0.0862802720721949
ASCRP3001028	1.27403001182906	0.0461119064139632	0.108730239066187
ASCRP3001038	2.14660745335576	0.0319539189576423	0.0888801048467631
ASCRP3001041	1.56470367485733	0.0120309201389212	0.0593885502694341
ASCRP3001042	-1.3086932493862	0.0469593118240828	0.109765349284974
ASCRP3001049	1.33099565812033	0.000496256850986717	0.0435362793685813
ASCRP3001050	-1.18059895769564	0.0058119326429324	0.0484467524675325
ASCRP3001051	2.56774611296447	0.0359272033022765	0.0942293573404571
ASCRP3001052	1.38104731738551	0.00495923656739471	0.0473685439222096
ASCRP3001056	1.18616774270863	0.0430072404075643	0.104527645797645
ASCRP3001060	4.67437836821335	0.00485307484890296	0.0471436915610135
ASCRP3001063	-1.62836124042305	0.000954560089468497	0.0441113185344508
ASCRP3001064	-1.99321140700875	0.00269328341798444	0.0442556992255599
ASCRP3001066	2.00247950861169	0.00484391260968847	0.0471436915610135
ASCRP3001067	1.39511355062942	0.0006955005521367	0.0441113185344508
ASCRP3001071	-1.12538306258619	0.0483925496746387	0.11192611138719
ASCRP3001073	-3.03334163674178	0.0205135180200375	0.0723434752299145
ASCRP3001077	2.6586910970095	0.0127846628520135	0.0605988298394755
ASCRP3001080	-2.03629799487521	0.023418048411838	0.0767849172423541
ASCRP3001081	2.14742113006256	0.0081146756541404	0.0528181833716643
ASCRP3001082	1.56638083338875	0.00329082370133025	0.0448918149964785
ASCRP3001083	1.56946238223391	1.89834629652229e-05	0.0333433715249585
ASCRP3001084	-1.64940981587974	0.0230528162629474	0.0761203945982201
ASCRP3001085	1.19899914817953	0.0446730925876945	0.106755209845498
ASCRP3001086	1.45625357632633	0.000911337545356333	0.0441113185344508
ASCRP3001088	-1.94934333479725	0.00550862452161033	0.0482064435342658
ASCRP3001092	-1.86925610720312	0.00176175965687605	0.0441113185344508
ASCRP3001097	-1.36856970141383	0.00247337511430744	0.0442556992255599
ASCRP3001098	-1.39183681108106	0.0279406625424927	0.0828627691978681
ASCRP3001101	-1.42677239686105	0.0271100704247352	0.0817726248383143
ASCRP3001102	-1.54794594030799	0.00469477197402659	0.0468083860295775
ASCRP3001107	1.42680670480474	0.0357706669783783	0.0941685778050733
ASCRP3001109	-1.65440356939474	0.00961873083811527	0.0552316720751269
ASCRP3001110	2.32855683624074	0.00629549932513761	0.0491143976742296
ASCRP3001113	-1.25729492695477	0.0399274157932521	0.100141469639898
ASCRP3001115	1.71887965018838	0.00920857691905329	0.0548111963191916
ASCRP3001117	-1.60459032816244	0.000388313534207344	0.0428929628224084
ASCRP3001125	1.63294285033167	0.00163787704341589	0.0441113185344508
ASCRP3001128	-3.41235414991861	0.0345170355090363	0.0923968630912539
