circrna	avg_circ_lfc	mirna	avg_mirna_lfc	mrna	avg_mrna_lfc
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	CACNB3	0.759797278844352
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	PCDHB10	1.92246176240576
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	SMYD5	0.539235965541414
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	TRIB1	1.47808413614442
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	FBXO45	0.41960071157647
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	RSRP1	0.930961504492768
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	BACE2	1.81603986288132
hsa_circ_0000442	1.14036899163333	hsa-miR-125b-5p	-3.33417733203018	PDCL3	0.416923509432721
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	ASIC1	0.901828928778617
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	IBA57	0.480541265927197
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	BBC3	0.724615273310113
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	TMEM63C	0.758620871008388
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	CACNB3	0.759797278844352
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	PCDHB10	1.92246176240576
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	SMYD5	0.539235965541414
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	TRIB1	1.47808413614442
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	FBXO45	0.41960071157647
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	RSRP1	0.930961504492768
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	BACE2	1.81603986288132
hsa_circ_0000129	1.52297638033333	hsa-miR-125b-5p	-3.33417733203018	PDCL3	0.416923509432721
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	ASIC1	0.901828928778617
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	IBA57	0.480541265927197
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	BBC3	0.724615273310113
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	TMEM63C	0.758620871008388
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	CACNB3	0.759797278844352
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	PCDHB10	1.92246176240576
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	SMYD5	0.539235965541414
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	TRIB1	1.47808413614442
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	FBXO45	0.41960071157647
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	RSRP1	0.930961504492768
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	BACE2	1.81603986288132
hsa_circ_0063408	0.780764097566666	hsa-miR-125b-5p	-3.33417733203018	PDCL3	0.416923509432721
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	MARCKS	0.808739426382337
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	ELAVL2	2.22776909259225
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	UBE2E3	0.796123386360069
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	EFHC1	0.461950443983305
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	ORMDL1	0.467608423726401
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	KIF21A	0.675771422449513
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	GDI1	0.73683859190603
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	MKRN1	0.322787923128425
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	MYPOP	0.810455771167957
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	ZNF138	0.559881327074534
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	ASIC1	0.901828928778617
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	GIT1	0.516910813091128
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	GJB2	1.51369767182327
hsa_circ_0017726	0.840721628233334	hsa-miR-140-3p	-1.74807329928064	PFKFB2	0.631736750668234
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	MARCKS	0.808739426382337
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	ELAVL2	2.22776909259225
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	UBE2E3	0.796123386360069
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	EFHC1	0.461950443983305
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	ORMDL1	0.467608423726401
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	KIF21A	0.675771422449513
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	GDI1	0.73683859190603
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	MKRN1	0.322787923128425
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	MYPOP	0.810455771167957
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	ZNF138	0.559881327074534
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	ASIC1	0.901828928778617
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	GIT1	0.516910813091128
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	GJB2	1.51369767182327
hsa_circ_0055954	0.674722610533335	hsa-miR-140-3p	-1.74807329928064	PFKFB2	0.631736750668234
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	MARCKS	0.808739426382337
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	ELAVL2	2.22776909259225
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	UBE2E3	0.796123386360069
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	EFHC1	0.461950443983305
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	ORMDL1	0.467608423726401
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	KIF21A	0.675771422449513
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	GDI1	0.73683859190603
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	MKRN1	0.322787923128425
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	MYPOP	0.810455771167957
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	ZNF138	0.559881327074534
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	ASIC1	0.901828928778617
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	GIT1	0.516910813091128
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	GJB2	1.51369767182327
hsa_circ_0005016	1.05424836403333	hsa-miR-140-3p	-1.74807329928064	PFKFB2	0.631736750668234
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	MARCKS	0.808739426382337
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	ELAVL2	2.22776909259225
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	UBE2E3	0.796123386360069
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	EFHC1	0.461950443983305
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	ORMDL1	0.467608423726401
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	KIF21A	0.675771422449513
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	GDI1	0.73683859190603
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	MKRN1	0.322787923128425
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	MYPOP	0.810455771167957
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	ZNF138	0.559881327074534
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	ASIC1	0.901828928778617
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	GIT1	0.516910813091128
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	GJB2	1.51369767182327
hsa_circ_0029325	0.728064023000003	hsa-miR-140-3p	-1.74807329928064	PFKFB2	0.631736750668234
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	MARCKS	0.808739426382337
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	ELAVL2	2.22776909259225
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	UBE2E3	0.796123386360069
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	EFHC1	0.461950443983305
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	ORMDL1	0.467608423726401
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	KIF21A	0.675771422449513
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	GDI1	0.73683859190603
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	MKRN1	0.322787923128425
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	MYPOP	0.810455771167957
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	ZNF138	0.559881327074534
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	ASIC1	0.901828928778617
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	GIT1	0.516910813091128
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	GJB2	1.51369767182327
hsa_circ_0111796	1.26967095983334	hsa-miR-140-3p	-1.74807329928064	PFKFB2	0.631736750668234
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	MARCKS	0.808739426382337
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	ELAVL2	2.22776909259225
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	UBE2E3	0.796123386360069
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	EFHC1	0.461950443983305
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	ORMDL1	0.467608423726401
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	KIF21A	0.675771422449513
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	GDI1	0.73683859190603
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	MKRN1	0.322787923128425
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	MYPOP	0.810455771167957
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	ZNF138	0.559881327074534
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	ASIC1	0.901828928778617
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	GIT1	0.516910813091128
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	GJB2	1.51369767182327
hsa_circ_0003079	0.659187281099998	hsa-miR-140-3p	-1.74807329928064	PFKFB2	0.631736750668234
hsa_circ_0000735	2.14366616376667	hsa-miR-193a-5p	-1.08116083098548	TMSB10	1.36957006329051
hsa_circ_0000735	2.14366616376667	hsa-miR-193a-5p	-1.08116083098548	HABP2	2.89404053923073
hsa_circ_0000735	2.14366616376667	hsa-miR-193a-5p	-1.08116083098548	NET1	0.599432397114671
hsa_circ_0000735	2.14366616376667	hsa-miR-193a-5p	-1.08116083098548	ING5	0.4135032594659
hsa_circ_0000735	2.14366616376667	hsa-miR-193a-5p	-1.08116083098548	PPP3R1	0.54636533855184
hsa_circ_0000735	2.14366616376667	hsa-miR-193a-5p	-1.08116083098548	PIGZ	1.58296081254242
hsa_circ_0036766	1.03184858	hsa-miR-193a-5p	-1.08116083098548	TMSB10	1.36957006329051
hsa_circ_0036766	1.03184858	hsa-miR-193a-5p	-1.08116083098548	HABP2	2.89404053923073
hsa_circ_0036766	1.03184858	hsa-miR-193a-5p	-1.08116083098548	NET1	0.599432397114671
hsa_circ_0036766	1.03184858	hsa-miR-193a-5p	-1.08116083098548	ING5	0.4135032594659
hsa_circ_0036766	1.03184858	hsa-miR-193a-5p	-1.08116083098548	PPP3R1	0.54636533855184
hsa_circ_0036766	1.03184858	hsa-miR-193a-5p	-1.08116083098548	PIGZ	1.58296081254242
hsa_circ_0016760	1.39907910166667	hsa-miR-193a-5p	-1.08116083098548	TMSB10	1.36957006329051
hsa_circ_0016760	1.39907910166667	hsa-miR-193a-5p	-1.08116083098548	HABP2	2.89404053923073
hsa_circ_0016760	1.39907910166667	hsa-miR-193a-5p	-1.08116083098548	NET1	0.599432397114671
hsa_circ_0016760	1.39907910166667	hsa-miR-193a-5p	-1.08116083098548	ING5	0.4135032594659
hsa_circ_0016760	1.39907910166667	hsa-miR-193a-5p	-1.08116083098548	PPP3R1	0.54636533855184
hsa_circ_0016760	1.39907910166667	hsa-miR-193a-5p	-1.08116083098548	PIGZ	1.58296081254242
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548	TMSB10	1.36957006329051
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548	HABP2	2.89404053923073
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548	NET1	0.599432397114671
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548	ING5	0.4135032594659
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548	PPP3R1	0.54636533855184
hsa_circ_0080425	1.14821170833333	hsa-miR-193a-5p	-1.08116083098548	PIGZ	1.58296081254242
hsa_circ_0008068	1.68977009436666	hsa-miR-193a-5p	-1.08116083098548	TMSB10	1.36957006329051
hsa_circ_0008068	1.68977009436666	hsa-miR-193a-5p	-1.08116083098548	HABP2	2.89404053923073
hsa_circ_0008068	1.68977009436666	hsa-miR-193a-5p	-1.08116083098548	NET1	0.599432397114671
hsa_circ_0008068	1.68977009436666	hsa-miR-193a-5p	-1.08116083098548	ING5	0.4135032594659
hsa_circ_0008068	1.68977009436666	hsa-miR-193a-5p	-1.08116083098548	PPP3R1	0.54636533855184
hsa_circ_0008068	1.68977009436666	hsa-miR-193a-5p	-1.08116083098548	PIGZ	1.58296081254242
hsa_circ_0027774	0.839684676166665	hsa-miR-193a-5p	-1.08116083098548	TMSB10	1.36957006329051
hsa_circ_0027774	0.839684676166665	hsa-miR-193a-5p	-1.08116083098548	HABP2	2.89404053923073
hsa_circ_0027774	0.839684676166665	hsa-miR-193a-5p	-1.08116083098548	NET1	0.599432397114671
hsa_circ_0027774	0.839684676166665	hsa-miR-193a-5p	-1.08116083098548	ING5	0.4135032594659
hsa_circ_0027774	0.839684676166665	hsa-miR-193a-5p	-1.08116083098548	PPP3R1	0.54636533855184
hsa_circ_0027774	0.839684676166665	hsa-miR-193a-5p	-1.08116083098548	PIGZ	1.58296081254242
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	REPS1	0.640957383091365
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	GJB2	1.51369767182327
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	THUMPD2	0.497762633993246
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	PPP3R1	0.54636533855184
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	BSDC1	0.545742166139767
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	LEF1	2.76987345644059
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	ING5	0.4135032594659
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	NET1	0.599432397114671
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	WIPI2	0.313602103905935
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	UBE2S	0.826599982421803
hsa_circ_0063408	0.780764097566666	hsa-miR-193b-3p	-2.0120628061498	CDK17	0.878976049177693
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	REPS1	0.640957383091365
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	GJB2	1.51369767182327
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	THUMPD2	0.497762633993246
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	PPP3R1	0.54636533855184
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	BSDC1	0.545742166139767
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	LEF1	2.76987345644059
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	ING5	0.4135032594659
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	NET1	0.599432397114671
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	WIPI2	0.313602103905935
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	UBE2S	0.826599982421803
hsa_circ_0006758	1.28271391133334	hsa-miR-193b-3p	-2.0120628061498	CDK17	0.878976049177693
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	REPS1	0.640957383091365
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	GJB2	1.51369767182327
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	THUMPD2	0.497762633993246
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	PPP3R1	0.54636533855184
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	BSDC1	0.545742166139767
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	LEF1	2.76987345644059
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	ING5	0.4135032594659
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	NET1	0.599432397114671
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	WIPI2	0.313602103905935
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	UBE2S	0.826599982421803
hsa_circ_0008323	0.830282201200001	hsa-miR-193b-3p	-2.0120628061498	CDK17	0.878976049177693
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	REPS1	0.640957383091365
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	GJB2	1.51369767182327
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	THUMPD2	0.497762633993246
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	PPP3R1	0.54636533855184
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	BSDC1	0.545742166139767
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	LEF1	2.76987345644059
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	ING5	0.4135032594659
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	NET1	0.599432397114671
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	WIPI2	0.313602103905935
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	UBE2S	0.826599982421803
hsa_circ_0086684	0.893958431933336	hsa-miR-193b-3p	-2.0120628061498	CDK17	0.878976049177693
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	REPS1	0.640957383091365
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	GJB2	1.51369767182327
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	THUMPD2	0.497762633993246
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	PPP3R1	0.54636533855184
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	BSDC1	0.545742166139767
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	LEF1	2.76987345644059
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	ING5	0.4135032594659
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	NET1	0.599432397114671
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	WIPI2	0.313602103905935
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	UBE2S	0.826599982421803
hsa_circ_0000204	0.672744230766664	hsa-miR-193b-3p	-2.0120628061498	CDK17	0.878976049177693
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	MTERF4	1.04500261248021
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	MARCKS	0.808739426382337
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	NAPA	0.795521054480122
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	ELAVL2	2.22776909259225
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	SLC25A37	0.566304505895926
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	NUP43	0.451492264737782
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	BBC3	0.724615273310113
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	PPP3R1	0.54636533855184
hsa_circ_0000357	0.9049085516	hsa-miR-221-3p	-2.82184684009392	IFRD1	0.733531513271181
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	MTERF4	1.04500261248021
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	MARCKS	0.808739426382337
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	NAPA	0.795521054480122
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	ELAVL2	2.22776909259225
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	SLC25A37	0.566304505895926
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	NUP43	0.451492264737782
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	BBC3	0.724615273310113
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	PPP3R1	0.54636533855184
hsa_circ_0031132	1.345043857	hsa-miR-221-3p	-2.82184684009392	IFRD1	0.733531513271181
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	MTERF4	1.04500261248021
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	MARCKS	0.808739426382337
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	NAPA	0.795521054480122
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	ELAVL2	2.22776909259225
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	SLC25A37	0.566304505895926
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	NUP43	0.451492264737782
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	BBC3	0.724615273310113
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	PPP3R1	0.54636533855184
hsa_circ_0002901	1.76350064399999	hsa-miR-221-3p	-2.82184684009392	IFRD1	0.733531513271181
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	BBC3	0.724615273310113
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	SLC25A37	0.566304505895926
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	NUP43	0.451492264737782
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	BACE2	1.81603986288132
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	PPP3R1	0.54636533855184
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	MTERF4	1.04500261248021
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	GDI1	0.73683859190603
hsa_circ_0002901	1.76350064399999	hsa-miR-222-3p	-2.44802497528516	IFRD1	0.733531513271181
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	BBC3	0.724615273310113
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	SLC25A37	0.566304505895926
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	NUP43	0.451492264737782
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	BACE2	1.81603986288132
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	PPP3R1	0.54636533855184
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	MTERF4	1.04500261248021
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	GDI1	0.73683859190603
hsa_circ_0065149	0.871441662233334	hsa-miR-222-3p	-2.44802497528516	IFRD1	0.733531513271181
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	BBC3	0.724615273310113
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	SLC25A37	0.566304505895926
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	NUP43	0.451492264737782
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	BACE2	1.81603986288132
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	PPP3R1	0.54636533855184
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	MTERF4	1.04500261248021
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	GDI1	0.73683859190603
hsa_circ_0000357	0.9049085516	hsa-miR-222-3p	-2.44802497528516	IFRD1	0.733531513271181
