miRNA	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-mir-30a	-0.31188063125452	4.8291362928858	-3.32041837925475	0.0015156591758686	0.035036676783265	-1.2922429996751
hsa-miR-31-3p	-0.371670632973353	4.04864807541838	-3.31329869004989	0.00154871476274422	0.0354829287983672	-1.31170050004824
hsa-miR-615-3p	0.612799915395192	4.2987106510634	3.29373606972584	0.00164307690176851	0.0367580148787575	-1.36501623051851
hsa-let-7c-5p	-0.285972114927234	4.34574045417332	-3.28579361988834	0.00168291372579218	0.0373552559586321	-1.38660062987464
hsa-miR-30c-5p	-0.532873458366334	10.0768231649433	-3.27536005189767	0.00173662941821172	0.0380969618279963	-1.41490037361288
hsa-mir-200c	0.275989108702162	3.83322184450534	3.27326981522701	0.00174758309816416	0.0382394169273362	-1.42056241780892
hsa-mir-199a-1	-0.349606711950595	4.01626012796846	-3.27183917923015	0.00175511768072307	0.0382586000878209	-1.42443629445834
hsa-miR-24-2-5p	-0.679738022603093	5.08149324562925	-3.2642582657403	0.00179555650292291	0.0387806264628269	-1.4449443714201
hsa-mir-516b-2	0.254244438802421	3.76926940501696	3.2599127988141	0.00181913039226082	0.0391063711666024	-1.45668500489786
hsa-mir-30e	-0.33155417831679	4.3514625235231	-3.25865289111369	0.00182601960753244	0.0391408620060944	-1.46008701415895
hsa-miR-28-3p	-0.496338947601224	8.69560862252524	-3.25371974545647	0.00185323124099898	0.0394412112266197	-1.4733987529822
hsa-miR-378a-5p	-0.80931694550258	5.17442580127644	-3.24840401833323	0.00188298016695639	0.0398670354733136	-1.48772720793153
hsa-miR-628-5p	-0.364757937024126	4.79711280329243	-3.23948370694898	0.00193391364892348	0.0405709140800076	-1.51173519909573
hsa-miR-654-3p	-0.502731458688032	4.55888198044891	-3.23128166357522	0.00198188692010645	0.04148623629232	-1.53376952241113
hsa-miR-1260b	0.602054326114401	5.96765448881062	3.21863523207671	0.00205805303417678	0.042612225460894	-1.56766710016612
hsa-mir-224	-0.287425986134588	4.36822531028627	-3.17686054905482	0.00232965724406806	0.046330553457897	-1.67897749906024
hsa-miR-338-5p	-0.533953202158524	4.692378381134	-3.16520753821328	0.00241121791207431	0.0474045441513809	-1.70984464978349
hsa-miR-154-5p	-0.585011075433584	4.65114803898347	-3.15836633608378	0.00246033969047118	0.048049945345692	-1.72792862581503
hsa-miR-30e-5p	-0.611826152802978	7.02813574878974	-3.15518046194614	0.00248353390249473	0.048352807635792	-1.73634067776246
hsa-miR-191-5p	0.420726272008107	12.1878333644144	3.15330413581474	0.00249728989940192	0.048518893283334	-1.7412921538388
hsa-mir-99b	-0.442139388950745	4.56381429820488	-3.14467622164623	0.00256146811801849	0.049233134413646	-1.76403362224015
