Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
APP	-1.65039581336683	8.46086585834892	-6.75834835824886	0.000143930553493277	0.00486576777677774	1.23630414034451
LOC643342	0.943398946607788	3.78607671850166	6.75826244417536	0.000143943220865337	0.00486576777677774	1.23621034225301
FLJ45337	-3.38684406612324	5.92603759990222	-6.73597581759466	0.000147271248903343	0.00496776371037035	1.21184775342533
TOB1	1.07269693603821	10.0035856904058	6.73068805793434	0.000148073295625386	0.00497383177259307	1.20605842922089
C21orf34	-0.598611884280936	8.92605250000596	-6.73270008634851	0.000147767543423143	0.00497383177259307	1.20826171449072
POLG2	0.616875151038043	6.7143517676668	6.7275088976612	0.000148557834945505	0.00497775367229867	1.20257604594468
CHST12	-0.848451957493032	5.55320742680158	-6.72584127780109	0.00014881269969096	0.00497775367229867	1.20074887040821
NUP93	-1.53854214349809	9.43793266319916	-6.72332051095407	0.000149198870555135	0.00498025206953247	1.19798626540569
FAM50B	1.22321762737737	6.02305006068263	6.71101593817804	0.000151099856739339	0.00503319918626104	1.18448989552119
NHEDC2	2.20725379056654	3.13252546442317	6.70309845133294	0.000152337219232075	0.00505149850269311	1.17579559297925
SPTBN2	-1.80914923704683	3.76014784294758	-6.69405981579899	0.000153763513157069	0.00505149850269311	1.16586061062264
SEC11C	0.651984311405204	10.9285069445834	6.6996464624957	0.000152880207983365	0.00505149850269311	1.17200247592089
C3orf26	0.668062491650391	8.00082075544035	6.70462237744	0.000152098188514257	0.00505149850269311	1.17746964307038
SYT15	-0.735026463572845	5.3119578737371	-6.69377901762181	0.000153808058896358	0.00505149850269311	1.16555180327999
UGT2B17	-2.32573480497967	10.5985235335092	-6.69416698189197	0.00015374651612137	0.00505149850269311	1.16597846377198
D2HGDH	-0.636264385499699	9.23268447020538	-6.69344689626341	0.000153860764951626	0.00505149850269311	1.16518654067678
TOB2	0.931883730755245	5.60917428653643	6.67695258164619	0.000156503628724366	0.00511813455573154	1.14702902083804
SLC3A2	0.964435950194001	5.69694888747704	6.67678582998754	0.000156530602148522	0.00511813455573154	1.14684528150802
CHPT1	0.521129425362718	11.0332006134737	6.67193053632467	0.000157318243199039	0.00511852356450018	1.14149383717838
ARTN	-1.50396495474658	4.21970109800318	-6.67025208170857	0.000157591545864082	0.00511852356450018	1.13964318057744
ZSWIM4	-1.21706126940885	5.65560831921044	-6.66946370805645	0.000157720097860531	0.00511852356450018	1.13877380181376
MSH5	0.788872307707106	4.47331638083771	6.66883308439631	0.000157823010650984	0.00511852356450018	1.13807832589372
HN1	-0.560296440011885	8.17655614359368	-6.66546862719132	0.000158373319642657	0.00512597369993208	1.1343670337625
CCDC28B	-0.78115117548839	6.35185254558011	-6.65640173150876	0.000159866942142145	0.00514653251437606	1.12435840330771
CREB1	-0.745091168462992	3.38209841165556	-6.65651085656945	0.000159848873248536	0.00514653251437606	1.12447892381507
SNORD83B	1.26007117547249	6.04953031239816	6.65575455131766	0.000159974148454869	0.00514653251437606	1.12364361032215
SLC11A2	-0.657017234061414	9.09831602361914	-6.65279839175369	0.000160464852201049	0.00515195285510557	1.12037794539258
SLC20A1	0.572117174442404	9.16242357315357	6.65062959323882	0.00016082591725766	0.00515319757721989	1.11798138105232
CNIH2	-1.69069595575104	4.4877401754584	-6.64501218292813	0.000161765295728255	0.00517293062679814	1.11177129395737
CLDN8	-2.48052200999003	6.64969241116609	-6.6280698040415	0.000164635439623516	0.00525420368091894	1.09301740268551
PRKCZ	-0.537806854743878	8.24437464865986	-6.61540707471906	0.000166817345842515	0.00531323215672505	1.07897720100796
CASP4	0.562378567834288	6.96348103128865	6.60632495020864	0.000168401961950798	0.0053424185905383	1.06889468088703
ANKRD36B	0.928908622015434	4.84560005497244	6.60656764555202	0.000168359401624181	0.0053424185905383	1.06916424423849
FAM177A1	0.808937737085579	5.91707307732357	6.58946016333808	0.000171388788606834	0.00541568249216337	1.05014465439662
LAMP2	0.589324805377336	8.8032507796233	6.58507153350414	0.000172175601567306	0.00541912538082611	1.04525955142609
LHFPL2	0.952481792575139	4.80585947395614	6.56468673164976	0.000175882993033211	0.00548185804212087	1.02253673810536
GTDC1	0.825404693670758	5.21393734648801	6.56654561328283	0.000175541288097814	0.00548185804212087	1.02461100216842
KIAA0564	-0.832315270637482	5.38969939782176	-6.56709392631267	0.000175440635788147	0.00548185804212087	1.0252227627785
CDC42SE1	-0.753955302282663	7.6355034572765	-6.56574181472186	0.000175688954539378	0.00548185804212087	1.02371412387826
PEA15	0.66151868946022	9.64584008475687	6.5625147695273	0.000176283180780325	0.00548364159046033	1.02011256315373
ZNF581	0.531541774541548	9.24441948559278	6.54947202911849	0.000178707593303421	0.00553745921140651	1.00554268707355
MRPL9	0.628299618562844	6.89058280986378	6.54763374957991	0.000179052249189891	0.00553745921140651	1.00348743264847
LOC100133312	0.985157988984169	5.9086575083891	6.54945322930391	0.000178711114336255	0.00553745921140651	1.00552167046097
SSPO	-1.23359345865715	5.92864191711434	-6.54244517311368	0.000180029015025237	0.00555691876686973	0.997684124639107
SNORA56	2.12950300698945	3.70238759280984	6.5322480459733	0.000181965857781285	0.00560588073230245	0.986268889323398
C14orf173	-0.689694473286831	9.17283550137199	-6.52769295849264	0.000182838481041601	0.00562193167956569	0.981165393398234
OSBP2	-0.967883194663997	5.3604056144279	-6.52137332912212	0.000184056805914834	0.00564853026827692	0.974080536979358
OPTN	-1.91558228642606	4.16262246595793	-6.51741522558626	0.00018482443231675	0.00565039741551149	0.969640564582676
HIST1H2BD	-0.947352585981275	6.79253975346671	-6.5140137715395	0.000185486929574283	0.00565611309185564	0.965823413090231
CSRNP2	-0.635819072825579	6.04227931078899	-6.50581163865981	0.000187095265744749	0.00567640645918937	0.956612810088188
LMTK3	-0.594934935699718	7.01054422036079	-6.50145817674472	0.00018795517945856	0.00569169576583886	0.951720589880717
PREB	0.723971230036955	7.42531649739876	6.49919764844723	0.000188403409700051	0.00569448415443122	0.94917935676248
U2AF1	0.613704460948648	7.87108387176881	6.49609072863308	0.000189021395122075	0.0057023831822771	0.945685563950114
ZNF260	-0.610811455669249	7.11376877745282	-6.48974725449415	0.000190290116061104	0.00571154061825918	0.938548367244671
GPAA1	0.692404403068888	9.12092189284266	6.49168569768867	0.000189901424207937	0.00571154061825918	0.940729903087549
C8orf83	-0.808959693120181	7.4209216967252	-6.48921699949259	0.000190396594504481	0.00571154061825918	0.937951531234326
CMTM7	-2.00403753551593	5.81054870981037	-6.4783149921642	0.000192600435837719	0.00576683215095372	0.925672640965296
IFNGR2	-0.938171601639919	9.50232470709368	-6.47402107234555	0.00019347617384972	0.0057806569439024	0.920832233407102
C18orf10	-0.819396187376896	7.41854594288118	-6.47251080603472	0.000193785234969772	0.0057806569439024	0.91912919311676
IGF2BP2	-1.1722037335566	3.78673748453578	-6.47013713298795	0.000194272086362825	0.00578438806118288	0.91645194732901
TTC15	0.81726535983314	6.44715905527669	6.45506905522189	0.000197394305211294	0.00586642666547098	0.899439914294188
CHFR	-0.685629092487353	7.59821820599857	-6.4508313373234	0.000198282347070477	0.00588188580205909	0.8946502238555
C8orf48	0.606236991888208	5.3919629294377	6.4466714041225	0.0001991583818736	0.00589693216254997	0.889946202201939
SHROOM1	1.71043269135659	4.11511763679835	6.44365913960702	0.000199795398696904	0.00590485883505508	0.886538565117707
DFNA5	0.599845110452814	5.83814359795276	6.43964145739958	0.000200648540247243	0.00591735906499787	0.88199172602479
PITPNA	-0.686214586216592	7.50681826188742	-6.43645225311297	0.000201328621637303	0.00591735906499787	0.878381000322474
NICN1	-0.658880878350081	7.68179649576586	-6.43816092626107	0.000200963939882788	0.00591735906499787	0.880315674127015
TOR1AIP1	0.739777814410822	9.09944666864473	6.43107580517092	0.000202480891584083	0.00594030637713378	0.872290971219311
RAB3IL1	0.974644610871096	6.8356352263657	6.42382536918303	0.000204046339239574	0.00597526908077208	0.8640723258492
BAZ2B	-1.53152807362757	5.77584718802294	-6.41881071297664	0.000205136874644658	0.00599012341408956	0.85838405127981
C17orf98	0.66331011107075	3.86779886962491	6.41804997904253	0.00020530287265752	0.00599012341408956	0.857520844212701
RRAGD	-0.681300802291242	8.9283917379873	-6.41537736544894	0.000205887234476307	0.00599623131519432	0.854487628633937
NXN	0.605309884881218	6.49704909649548	6.41307764564137	0.000206391534027703	0.00599998952285262	0.851876880369405
PRSS16	-1.32286675488497	5.24844344216639	-6.40905909024276	0.000207276029633779	0.0060075269027297	0.847313188695809
ABCG1	1.32361217985705	6.79679418012544	6.40848709559444	0.000207402267202877	0.0060075269027297	0.846663430399625
MAPK6	-0.846329957653179	9.65022232543563	-6.39765345922339	0.000209809320437976	0.00605530906946354	0.834348945144704
AGAP3	0.841349939125611	6.2463500875623	6.39892579173592	0.000209525037342727	0.00605530906946354	0.835795980404992
ABHD14A	0.628261979904462	8.51512402963474	6.3916087017961	0.000211165758552626	0.00608347624053682	0.827471321840099
LOC158318	0.834270232583534	4.83381339524737	6.38729204342574	0.000212140337872457	0.00610056090331423	0.822557000853404
MYH10	-0.594057105607011	10.5761112360875	-6.38196199995496	0.000213350568132394	0.00612434871430673	0.816485650867127
SOX9	3.06153356876932	5.76886051618471	6.37696274596318	0.000214492619999254	0.00613510286434359	0.810787744593138
NMNAT3	0.912947107258275	5.21162436588289	6.37817219711912	0.000214215710051369	0.00613510286434359	0.812166515797391
GNAI1	-2.12924878254135	3.06073242450896	-6.36269469613555	0.000217789361196852	0.00618678996260724	0.794507851213518
RCOR2	-1.50500646865415	4.22572086143285	-6.36244546863809	0.000217847441925566	0.00618678996260724	0.79422324647028
LOC401640	0.790530840416875	7.22200641807495	6.35806801112796	0.000218870370228864	0.00620481976877536	0.789223101034218
SEC22C	-0.587956382126693	7.91518210620073	-6.34910433435387	0.00022098159474653	0.00625358357239339	0.778976563650018
NDFIP2	-0.580641975796665	9.81541252016593	-6.3454686869449	0.000221844301697746	0.00626524907294538	0.774817605252068
CORO2A	-0.947948717309488	7.59793793973731	-6.34406864082581	0.000222177511061357	0.00626524907294538	0.77321557828302
PIGN	-0.51814550474476	8.59940661587106	-6.34034865266798	0.000223065550768121	0.00626818117966869	0.768957674931357
DEPDC1	1.16544560259382	7.64624282486175	6.3417021434478	0.00022274199137444	0.00626818117966869	0.770507091265302
C1orf31	0.85673836082542	5.11787840429472	6.33002954000989	0.000225549513367519	0.00631578138219486	0.757136947240942
SNORA5C	-1.15824344246625	4.14490007748632	-6.32622413130663	0.00022647322290761	0.00633056007180032	0.752774272026966
ANKRD37	-1.84357253986879	7.04256802495575	-6.32437038355311	0.000226924705702216	0.00633211015614789	0.750648374400154
ZNF207	-0.525406614047144	9.59061202104279	-6.31634885364225	0.000228889841407158	0.00637581824783807	0.7414440167577
RNF103	0.516897565755997	8.92168879168856	6.3126565388663	0.000229800699917992	0.00639005807128482	0.737204414778976
AK3	-0.713433102091717	9.91156608264517	-6.30484692972292	0.000231740461241571	0.00643280943540187	0.728231355126077
VEZF1	-0.705595739601669	8.45105597245003	-6.30303462274694	0.00023219318293289	0.00643420589586477	0.726147913526172
GADD45A	0.838568273505662	6.3317910885939	6.29453732486895	0.000234328897704736	0.00645980128517419	0.716373610307168
FTHL11	0.991929367519512	9.70130600060453	6.29627046602319	0.000233891535694616	0.00645980128517419	0.718367983573002
BIN1	0.502143939890615	7.80685007040095	6.29455391518364	0.000234324706826826	0.00645980128517419	0.716392703108592
SCLT1	1.36798749748973	4.00372832109102	6.27889273576322	0.000238317935657062	0.00654719153474358	0.698353093296292
PHC3	-1.35319677987446	3.79288257484858	-6.27166232396178	0.000240186803085552	0.00658721577107186	0.690013731089815
RAP1GDS1	0.834603043103266	6.65850808229034	6.26256873411507	0.000242560243858126	0.00661825211441565	0.679515656003082
TPM3	1.16145219694974	3.65114186354566	6.26459983214815	0.000242027888638556	0.00661825211441565	0.681861397734204
LOC644237	-0.596731960625524	9.51356017196913	-6.26378640443758	0.00024224093492392	0.00661825211441565	0.680922024686961
PRKAA1	-0.726788837860608	7.58854169316799	-6.25708078099104	0.000244005119895676	0.00663503037757136	0.67317482693694
SERPINI1	-1.37835085847148	6.57323626818965	-6.2572272638249	0.000243966430585209	0.00663503037757136	0.673344126078187
CASP6	1.0842858767141	5.77696905830352	6.25162689539594	0.000245450438410851	0.00666300010144499	0.666869423916436
FOXO4	-0.757340263161851	7.48674640944094	-6.24563064085106	0.000247050396845951	0.00668373738607429	0.659932440165991
NPM3	0.554236596612807	9.62468811838466	6.24671348250045	0.000246760617100205	0.00668373738607429	0.661185515963103
ARPC5	0.615539097357683	10.448825579384	6.24234564714711	0.00024793179464136	0.00669625247385255	0.656130062972021
CCNI2	1.13921135573657	4.10865127549236	6.23905264399918	0.000248818823974829	0.00670887719482891	0.652316983566148
SCO2	0.896194045806585	8.538448689464	6.23195372984134	0.000250742974490798	0.00674937612648715	0.644092034202828
PGM2	0.915668042879222	8.65395684615406	6.225163992771	0.000252598688309525	0.00678789987795125	0.636219064945551
DISP1	0.949730104965554	4.68803583900288	6.21795895071134	0.000254584490810753	0.00679268887205059	0.62785785620977
NUDT11	1.12574284269158	6.70136258205637	6.2168462251605	0.000254892704304167	0.00679268887205059	0.626565962423478
SCO1	0.499510657123004	9.88410061038541	6.21766315488824	0.000254666383072572	0.00679268887205059	0.627514448112152
TMEM98	-0.776110588471349	10.2297096949997	-6.21602922001236	0.000255119268300136	0.00679268887205059	0.625617300684239
NFYC	0.577295146522149	7.38652766400985	6.22021987492032	0.000253959503393291	0.00679268887205059	0.630482323186595
CCDC93	0.667513530621626	7.13268600126602	6.21528474508924	0.000255325912321121	0.00679268887205059	0.62475278001795
THBS3	0.72414666418021	5.70504056105482	6.2111507676861	0.000256476744759343	0.00681197121587565	0.619950866194213
ADAM9	-1.17554335959656	6.78502870344057	-6.18104622150606	0.000265031925206485	0.0070158865101432	0.584913816326729
GADD45G	-0.649034235458463	6.57755453023873	-6.16615242919289	0.000269380440575397	0.0070724529792447	0.567535148057161
OGG1	0.717078112857624	4.72001271282914	6.16800815628649	0.000268834361340578	0.0070724529792447	0.569702096716734
EFNA1	0.648014584008465	9.04818429531436	6.16992378082583	0.000268271936177496	0.0070724529792447	0.571938506416586
RPIA	1.07307352265777	7.46308470877888	6.15724630973022	0.000272018292452598	0.00713000078364687	0.557129000661401
FAM69B	-0.542823935645186	9.04739687073111	-6.15507749271892	0.000272664965094154	0.00713525389016438	0.554593293782268
ZNF318	0.714345231703915	7.34840892100415	6.14786659372623	0.000274827242073616	0.00718008623123375	0.546158038684688
CRELD1	-0.90560117208856	8.51355660010751	-6.13744507966294	0.000277985736862756	0.00724961385636862	0.533954746142792
PIGL	-1.62001700569375	3.64604236626318	-6.13610319142987	0.000278395328526508	0.00724961385636862	0.532382377657323
UBE2G1	-0.805473640252782	8.10825643369601	-6.13160161677868	0.000279774234564189	0.00727367518121434	0.527105859866908
RAB3B	-2.76776061653087	4.31449477773471	-6.12912032683242	0.000280537511535305	0.00728167901288634	0.524196257173433
C13orf23	-0.636490762415606	8.09104474925056	-6.11987112264723	0.000283402976878302	0.00733224951020578	0.513343212965937
ZNF609	-0.885126203998086	5.66184671579283	-6.12064421824432	0.000283162235336064	0.00733224951020578	0.514250804978632
RAC1	-0.500002744421382	10.9784027418556	-6.11376994816572	0.000285310813749003	0.00736968433123231	0.506177796059285
AADACL1	1.42456480049284	5.84683608310338	6.1060348982312	0.000287749940846137	0.00741687056332375	0.497086319598464
FRMD3	1.88820779885632	3.98197179785467	6.10503999154896	0.000288065333655892	0.00741687056332375	0.495916361729146
TGFBR3	0.999282307370177	6.64147884856997	6.09191960919268	0.000292260427719613	0.00750072548765471	0.480475034729334
CDC2	0.57364451461768	10.224577029291	6.08911048073044	0.000293167338209089	0.00751194322215564	0.47716597258548
CCNF	-0.496730959543019	8.43910567397509	-6.08669238393715	0.000293950490492725	0.0075199590279811	0.474316682275036
NRP1	-1.75466282291231	6.21458248020792	-6.07035289040098	0.000299303193075939	0.0076324701022188	0.455042893564292
GAS1	4.07513993948692	2.36864435106957	6.07120189279365	0.000299022435914804	0.0076324701022188	0.456045248923262
RNF5P1	0.548047738223741	6.84613973567638	6.05783048503885	0.000303478149048291	0.00772661166422472	0.440247300198921
SCP2	0.934494283482643	6.49507728928017	6.0520997694421	0.000305410129045186	0.00774790349073561	0.433469225018617
TAP1	1.00617356017876	8.31013703667737	6.05240083472185	0.000305308295208761	0.00774790349073561	0.433825424204224
LOC100133662	0.839397908354224	9.95798219537756	6.05104215229655	0.000305768159525559	0.00774790349073561	0.432217829930631
NPIP	0.762907779933598	6.49519146759819	6.03858226481575	0.000310021143705957	0.00781849852794091	0.41746363406356
RNF34	-0.511013775373153	9.33746609491357	-6.03352574974397	0.000311765658756985	0.00785011199663847	0.411470039585903
DUSP8	-0.963051308470011	5.59333513171476	-6.02941028959173	0.000313193489915735	0.00786130409774361	0.406589340360311
ZNF160	-0.713261015783486	6.46402826899067	-6.02969773331498	0.00031309352962003	0.00786130409774361	0.40693030666232
C3orf58	-0.944136509541568	6.04578516309067	-6.02622000955832	0.000314305292524752	0.0078768453325678	0.402804271929776
LFNG	2.11107628807084	4.82531803522276	6.01840689128453	0.000317046545009659	0.00792071438774913	0.393528664005635
PPIC	1.31530060008774	5.25839476462227	6.01965874185382	0.000316605563977816	0.00792071438774913	0.395015398011622
SPATA5L1	0.722055435509571	7.97484164366666	6.01546690814988	0.000318084855692023	0.00793425703223051	0.390036218467805
MIR1974	1.38257819211047	10.4320871931412	6.0125628567706	0.000319114154477455	0.00794753304663555	0.386585304640115
NOP14	0.64444111242666	6.603475235528	6.01017999394498	0.00031996146581457	0.00795624242132062	0.383752868994153
KIAA1683	-0.731695902747965	5.79096089503689	-6.0043190648629	0.000322056088575867	0.00799035487070656	0.376782880748809
TMEM19	-0.681879085935789	7.1438879777408	-6.00354798694068	0.000322332784514712	0.00799035487070656	0.375865544812219
TAPT1	0.608362892327947	6.12860789311257	5.99652437775662	0.000324865246213679	0.00802823867343201	0.367505975443484
TECPR1	-0.913408882781113	4.98380927036779	-5.99711920532498	0.000324649925639648	0.00802823867343201	0.368214205197389
DNAJB2	-0.680549339933156	9.40414366006222	-5.98990673960664	0.000327271390371478	0.00806277698097006	0.359623455559603
RHBDD2	-0.800157150844965	9.24474933524629	-5.98843317590415	0.000327809839105953	0.00806361771917704	0.35786742634756
CRAMP1L	-0.521988389283798	4.9141462345618	-5.97862617377087	0.000331418322906326	0.0080873903372581	0.346172997337417
DDEF2	-0.612188150262495	7.77505365737255	-5.98141669210691	0.000330387120248711	0.0080873903372581	0.349501904728137
CNN2	-0.647165908405039	7.07908024456451	-5.97807660824214	0.00033162182570836	0.0080873903372581	0.345517276186265
TMEM134	-0.507529682638845	9.75573470360869	-5.9762022448198	0.000332316933615522	0.0080873903372581	0.343280545712368
BBS4	-0.696667761478431	8.29322190770372	-5.9721449849614	0.000333827070467514	0.00811179487797125	0.338437262541257
PFKP	-1.46973054877772	10.1345564982192	-5.95864037432921	0.000338908257459296	0.00822276802506324	0.322300184670404
LOC645515	0.48878510507414	8.42242483098278	5.95340980119122	0.000340899118410277	0.0082460453922268	0.31604331767873
PPP2R5B	-1.09120185164516	4.8755748166335	-5.95164868628366	0.000341572328676968	0.0082498488870333	0.313935811758804
NOLA1	0.693024765521837	7.02054481434621	5.94761283098665	0.000343120616708252	0.00827474440505014	0.309104550458826
DDIT3	-0.549778022948131	7.88427689961499	-5.94210822409149	0.000345244836180502	0.00831343326158139	0.302511476360902
KIAA0355	-0.900135834339448	8.12640552691242	-5.93577254159554	0.000347707705282184	0.0083350802095305	0.294917857234779
RICS	-0.928618652455981	6.59498869971747	-5.93679954901629	0.000347307166737297	0.0083350802095305	0.29614914817288
MAPKAPK2	0.796339110270229	6.82118996945034	5.93124642797077	0.000349478983364897	0.00836499919913375	0.289489726158883
SLC38A10	-0.936986213025033	5.46108536706057	-5.92539970240055	0.000351781796886652	0.00840753236236276	0.282473639859612
MAP3K13	-1.5985906170659	3.42432742340644	-5.91791788670181	0.000354753009420618	0.00846588935466606	0.273488602736323
FLJ22795	-0.727868364276397	6.68060077079829	-5.91304600925776	0.000356702595944369	0.00849972847474594	0.267633754056964
BUB3	1.13968192791286	7.4199408044856	5.90839712026463	0.000358573949049832	0.00853160546333001	0.262043845933537
ZNF697	-1.88687684066421	3.91441449332475	-5.9027007022251	0.000360881718564325	0.00856103530879078	0.255190321445658
PARL	-0.611638852499144	9.68726615262839	-5.90097858207205	0.000361582609168607	0.00856495457481017	0.253117511074143
C12orf24	0.464116436896008	9.6102922944644	5.89582079476029	0.000363690769971886	0.00860214751639124	0.246906958983516
CCDC59	0.606176598861648	10.5776022084784	5.890725461846	0.000365786693027848	0.00862129702592716	0.24076801520305
KRT80	-2.53630209780602	2.41235925439251	-5.88992297652906	0.000366117998661864	0.00862129702592716	0.239800841538661
GSTT1	0.848618741642349	8.26691073304812	5.89126825502813	0.00036556278820713	0.00862129702592716	0.241422151706488
TCF19	0.924178438840156	4.47937369284262	5.88745525563438	0.000367138866705192	0.00863262255845487	0.236826132345166
TOMM22	0.521762262111128	10.0593649164989	5.87786811325107	0.000371134786671614	0.00871376520424734	0.225261371583205
TTLL12	0.508915658526963	9.05081528626144	5.87633947001927	0.000371776337415416	0.00871602911867315	0.223416231810581
UCHL5	0.560289242642005	8.64738952618215	5.85481739832035	0.000380939590176268	0.00891777907368718	0.197403920963033
PLEKHF1	0.75081572077577	6.64817314566871	5.85261799078942	0.000381889917465449	0.00892695598005125	0.194742039747639
SOD2	0.567513606393323	7.89876376540148	5.85093338900732	0.000382619569753834	0.00893095518364095	0.192702761336744
CDCA4	0.497454448625315	6.5555450230453	5.84732435002505	0.000384187922411025	0.00895449080383365	0.188332553496413
IGFBP3	4.19196660415994	7.74765673221783	5.83685701841488	0.000388776773246862	0.00904825593514421	0.175647406143528
NLGN2	-0.928096186784749	5.46564165422541	-5.83286359314757	0.000390543342220266	0.00907615915517418	0.170803858537611
PHLDB1	-1.41864161893268	7.07120242098095	-5.82504261666353	0.000394028738957089	0.00913061667707956	0.161311549423287
CGN	-0.673233407665531	7.93020713094469	-5.8261794988928	0.0003935199719688	0.00913061667707956	0.162691908399727
PROM2	-0.545744619913663	8.52487271634871	-5.8196157811365	0.000396467296275022	0.00917382865432899	0.154720024061112
C20orf100	-0.746209760222363	7.50132300768215	-5.81630246587119	0.00039796429816998	0.00919516064080898	0.150693607905399
SNORA18	0.851427967445295	8.05126296214115	5.80856526644086	0.000401484339871853	0.0092631069411415	0.141285255337895
LOC100130775	0.730577441125909	6.52190031171141	5.80222249602083	0.000404395533721789	0.00930342473191034	0.133566314325492
HIBCH	0.4847496984694	8.6391221975252	5.78976732670589	0.000410179975301943	0.00935491828211479	0.118392519476012
MRPS18B	0.641773226402456	6.54299017686009	5.79522234058154	0.000407635429401585	0.00935491828211479	0.12504086921106
HERC5	-1.94302271304443	4.86010089236429	-5.78882567600457	0.00041062098295492	0.00935491828211479	0.117244454899587
PIB5PA	0.829833537981742	7.0782830505199	5.79237326675402	0.000408962236092445	0.00935491828211479	0.121569049802077
DGCR6	0.51834780586162	10.2185656196344	5.79264704680648	0.000408834531367121	0.00935491828211479	0.121902721241285
LOC644029	0.621381024153253	8.98919100455641	5.78859431713881	0.000410729416101356	0.00935491828211479	0.11696236230055
UBE2E1	-0.999229402238847	8.48649455493404	-5.78905150280062	0.000410515172934053	0.00935491828211479	0.117519795142499
MRFAP1L1	0.61177943642578	5.3330579944155	5.78668791148749	0.000411624108890869	0.00936195999581239	0.114637625294304
NUDT6	0.952948684271176	6.16615145208626	5.78495640192217	0.000412438578857161	0.00936715971214084	0.112525724375053
TMEM167B	-0.567326676813547	7.32467788610226	-5.78079634975729	0.000414402642943183	0.00939841681988448	0.10745005427535
FAM13A	-1.65437908579001	6.40075933668128	-5.77836068215586	0.000415557354138992	0.00941125571576254	0.104477183520154
NDUFAF2	0.541352056390958	9.5728316054762	5.77333478602764	0.000417951249675076	0.00945208278791343	0.0983401801067521
LGTN	0.502081955432747	8.42668129295261	5.76936263797611	0.000419853960630995	0.00948170194424998	0.0934873937288572
GPR180	-0.577897801200937	7.30652785484055	-5.76347440818545	0.000422692045951214	0.00951890580663937	0.0862896772245296
NRIP1	-1.59263868682316	8.08669136364101	-5.7513813742971	0.000428587177190773	0.00962896612510464	0.071492099839447
ADORA1	1.33340922652039	4.89113430099892	5.75081787415324	0.000428864068531749	0.00962896612510464	0.0708020780935099
ZNF211	-0.611623464587054	5.96624058674626	-5.74975676893241	0.000429386005828983	0.00962896612510464	0.069502604593648
EGR1	1.65164151723846	4.7717422313547	5.74769792517432	0.000430400704596327	0.00963820289326424	0.0669808104998886
LDOC1L	0.562589189590751	8.11906744760178	5.74245423861566	0.000432996975824566	0.00966693055703399	0.0605553570705561
BCKDHA	-0.886464069575858	7.904813670403	-5.74144759612091	0.000433497355018661	0.00966693055703399	0.0593214084770581
LOC653108	-0.529032541712166	6.91147363251959	-5.74227571867702	0.000433085667710858	0.00966693055703399	0.0603365365572417
LNPEP	-0.725690145968767	5.62024465564437	-5.73533425833954	0.000436549841891379	0.00970792131015475	0.0518245987873076
PNCK	-1.34794151807196	4.94862999328548	-5.71633321266846	0.000446189202541011	0.00989475611571182	0.0284901597282321
PDE9A	-1.36606606621031	9.00922339309904	-5.71085885502002	0.000449009613332012	0.00994351067529852	0.0217579332105133
VLDLR	-0.93883869616963	6.22386785025449	-5.70844778518051	0.000450258016180475	0.00995736572712256	0.0187915280313868
MUC1	-1.04874405089941	4.07801374403957	-5.7051409392101	0.00045197644144908	0.00997382757101848	0.0147216992973682
NFIA	-0.675516697660264	7.42354797495134	-5.70286645289554	0.000453162576973618	0.00997382757101848	0.0119215344891694
PYGB	0.647332144370987	8.15514057446924	5.70222526852028	0.000453497569837415	0.00997382757101848	0.0111320286717191
MCM3	0.497515706611191	10.6025237803319	5.69594546402188	0.000456792936155115	0.010032503099154	0.00339650417107684
HKR1	-0.951379106552786	4.8510305459361	-5.68894642134426	0.000460496765964794	0.0100759600313273	-0.00523150868075195
MPDZ	-0.617440809923967	5.77903380150779	-5.68863538219757	0.000460662129145055	0.0100759600313273	-0.00561509932411308
RNFT2	-0.56146463286491	6.60817213705841	-5.68961410142905	0.000460142015764224	0.0100759600313273	-0.00440813464605139
IL10RB	-0.925243698290867	8.0536702214236	-5.68551348066165	0.000462325499065325	0.0100985278750758	-0.00946595346258317
CCDC136	-1.74377627002684	5.44161485069289	-5.68289901509042	0.000463723581869614	0.010101466417593	-0.0126919409148076
PIGP	-0.436501770642204	10.8174626524691	-5.68378087668251	0.00046325148877815	0.010101466417593	-0.0116037050742293
EIF3L	0.567039623073549	11.6743695394029	5.67528860419466	0.000467819751357314	0.0101768299380301	-0.0220878917795337
PHCA	-1.06218869607601	7.41368660966115	-5.67139382186521	0.000469931414304029	0.0101950249434289	-0.0268996114883651
KIAA1430	-0.710075601338605	6.31113304969992	-5.6722679089428	0.000469456594272708	0.0101950249434289	-0.0258195548795781
C6orf85	0.627080225301712	7.81923539552102	5.66883953019171	0.000471321978427207	0.0101996801674347	-0.0300564115552344
LIAS	0.516906698997198	7.83948167768887	5.66861837132377	0.00047144259046697	0.0101996801674347	-0.0303297807473868
ANK3	1.17710374377007	5.97848556746269	5.66748769799942	0.000472059748821169	0.0101996801674347	-0.0317274865905581
EYA3	-1.22126545702775	4.89626520168959	-5.6599562443019	0.000476193378138436	0.0102751092079021	-0.0410422453140198
BRSK1	-1.51666775227836	5.08193776325309	-5.65724501682583	0.000477691152498666	0.0102935361688695	-0.0443973953947676
MPZL2	0.536955488132829	9.29254843704965	5.64631008775601	0.000483784721967043	0.0104108128122894	-0.0579399090026023
