Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
HADHA	0.676793277566501	8.02825752430108	4.83635206881153	0.00129474700337252	0.0191505178879956	-1.10883680650292
EZH2	0.455458113649511	6.30500361364993	4.83155144214985	0.00130268345838014	0.0192500977967099	-1.11535046755776
MKLN1	-0.607030397537081	8.66300783109881	-4.83004770016212	0.00130518035188122	0.0192691861922703	-1.11739149296056
TUSC3	-0.447208494592223	8.48127547628731	-4.82805797681389	0.00130849221155494	0.0193002601204354	-1.12009264910593
TSPAN9	-0.901407568092502	9.74040112197326	-4.82644624053893	0.00131118162991767	0.019308714489239	-1.12228109290961
LOC645630	0.678833227054947	5.60063042130264	4.82626727051988	0.00131148063889634	0.019308714489239	-1.12252412502844
SETBP1	-0.79990099051748	6.04742427773681	-4.82442488999093	0.00131456306468146	0.0193281026783094	-1.12502625632332
CPD	-0.83107514241453	8.83321397793186	-4.82082483528411	0.00132060899836574	0.0193582331756283	-1.12991691524277
MAP2K4	-0.620594622262336	7.63832676455513	-4.82065341165093	0.00132089764179189	0.0193582331756283	-1.13014984089043
TRPC4AP	-0.477783359985464	7.95728733704772	-4.81878049132994	0.00132405574930798	0.019374722877737	-1.13269499330583
USP39	0.461032510303502	8.21371805182449	4.81215124348157	0.0013353001943661	0.0195156442483725	-1.14170775314472
ALG11	-0.698250306301346	6.58522323407369	-4.81030582260263	0.00133844884973955	0.0195259659292752	-1.14421783148716
TRIOBP	0.471632962947737	8.00035046839502	4.81048859884951	0.00133813663658173	0.0195259659292752	-1.14396920322466
SDCCAG8	0.715510016015521	4.54169879096994	4.80638213229242	0.00134517035394244	0.0196061338096497	-1.14955635922226
ALCAM	-1.2033015804959	7.84091256854262	-4.80492014442228	0.00134768421536799	0.0196070272243119	-1.15154609988099
LOC652455	-0.491917679497429	5.02932521924197	-4.80499475231983	0.00134755580464119	0.0196070272243119	-1.15144455221669
TP53INP2	-1.23408885258829	5.09287220648017	-4.80080957338873	0.00135477972320447	0.0196923390857421	-1.15714219529312
VAT1	0.595676871251548	8.08418882394504	4.79789402982404	0.00135983707866906	0.0197478974122068	-1.16111289136535
BAMBI	2.35332196012686	10.4728679936562	4.79545896086558	0.00136407675106831	0.0197717955579083	-1.16443018059436
ERO1L	-0.537747696340253	7.71933628553847	-4.79585532861175	0.00136338565977066	0.0197717955579083	-1.16389015047321
SP110	-0.89994415955869	6.47808885579068	-4.79412597095304	0.00136640370012223	0.0197717955579083	-1.16624647779843
FAM32A	-0.466798210122572	8.84264232404432	-4.78859335208588	0.00137610808405296	0.0198938446256083	-1.17378786169413
EDA	1.06260316816651	3.77965998692079	4.78636394993217	0.00138003971479611	0.0199326603431572	-1.17682797518543
TSTA3	0.555470445496143	6.72237725460551	4.78400213729254	0.00138421820195583	0.01997496825909	-1.18004944369901
WDR42A	0.454801965125929	8.23568190542802	4.78301879520493	0.00138596197728388	0.0199808907155113	-1.18139094490105
CHES1	-0.56405419607753	8.68675602182329	-4.77882181432939	0.00139343148076449	0.0200536237137204	-1.18711816891575
IBTK	0.696241079201274	7.23550455158051	4.77718649402201	0.00139635376923528	0.0200595691071904	-1.18935043469152
ZNF688	-1.14456399723408	5.17853902300141	-4.77540442466056	0.00139954589457308	0.0200762809021016	-1.19178346363001
TRIM47	0.806844954355241	4.82276891992275	4.76785849630824	0.00141315082134568	0.0202100791435564	-1.20209094429373
BHLHB2	-1.37178237832529	8.71016143807596	-4.76622176681941	0.00141612072128109	0.0202344541667233	-1.20432776116915
LPIN2	-0.781683108569325	7.06493208052807	-4.76403635224179	0.00142009682554534	0.020273150128254	-1.20731504341396
ARRDC3	0.628179399933407	7.253396177269	4.76111515045551	0.00142543059683409	0.0203311416706336	-1.21130917821512
C11orf67	0.455992165288093	8.47176921595558	4.76018976003794	0.00142712479581411	0.0203371643139678	-1.2125747173315
PPOX	0.75830314092668	7.91774503243244	4.75758943013904	0.00143189720670723	0.0203770475038061	-1.21613152973521
F2R	-0.550774565595628	5.78830173180575	-4.75727665683002	0.00143247241192558	0.0203770475038061	-1.21655941751105
CREG1	0.567359700562569	9.21425262091329	4.75549286693301	0.0014357576984285	0.0203875042985554	-1.21899999498481
WDR45L	-0.776266384649823	8.15376716401912	-4.75578864494765	0.00143521238402459	0.0203875042985554	-1.21859527993794
ZNF329	-0.514147225204001	7.11448441191789	-4.7528955120309	0.00144055603668295	0.020437489326108	-1.2225545230522
UBQLN1	-0.491957888713801	9.45257590060232	-4.75089665084444	0.00144426060470044	0.0204718819224781	-1.22529067369319
SUMF2	0.718531992611565	7.53597944465963	4.74881552939436	0.00144812864854264	0.0204903796119896	-1.22814004795801
APLP2	-0.817316836355848	7.08999693069758	-4.74910228061404	0.00144759501383201	0.0204903796119896	-1.2277474039376
ZNF792	-0.846423216375551	5.95746778351973	-4.74325513947155	0.00145851879048529	0.0206009336935242	-1.23575618270706
DMTF1	-0.508189770754982	7.00888136996696	-4.73745250767757	0.00146944815072439	0.0207369871861715	-1.24370894246159
NAT15	-0.486383920993856	7.14237933912275	-4.73125597740744	0.00148121790348839	0.02086624939108	-1.25220699536709
SNORD68	0.896752297770929	7.13586204588595	4.72524621437639	0.00149273094629737	0.0210099252643914	-1.2604542759536
TOP1MT	0.455241928078303	7.73583153992589	4.72045622569467	0.00150197696491466	0.0211214685066144	-1.26703142549706
SPAST	0.412721539734219	5.65316240945197	4.71970474626532	0.00150343317595722	0.0211233682340774	-1.26806358884217
KLHDC2	0.406083659647305	8.68251922243021	4.71400870160411	0.00151452099621917	0.021260470771333	-1.27588983864079
ABCE1	0.658154753502371	8.04771274612731	4.7122072261371	0.0015180462068877	0.0212757461243372	-1.27836601651002
MKKS	0.448122582031873	8.63345579087452	4.71209278269607	0.0015182704564306	0.0212757461243372	-1.27852333820933
LOC100133055	0.553226293252185	6.5742528647561	4.71104113085953	0.0015203328340699	0.0212859909666757	-1.27996909961159
BCL2L13	0.43769806214463	10.3870252472179	4.70800832239699	0.00152629751046504	0.0213508056822621	-1.28413936697841
STEAP1	-0.429756468323074	10.4129328567864	-4.70620638243122	0.00152985346728293	0.0213578143664745	-1.28661776350615
LRRC8A	-0.533795084942904	6.36279437767851	-4.70549306128806	0.00153126362727502	0.0213578143664745	-1.28759899977705
PLRG1	0.453898738796056	9.50372843137905	4.7050037283125	0.00153223180402169	0.0213578143664745	-1.28827216352355
SORBS3	-1.32799298165448	6.14635830759121	-4.70667284780377	0.00152893207874377	0.0213578143664745	-1.28597613937016
NUPR1	-0.630189001772628	9.18979221997076	-4.70437465385565	0.00153347744653904	0.0213578143664745	-1.28913761770496
SLC25A37	0.466132526255581	7.88431822512796	4.70249169820159	0.00153721251030039	0.0213912017643106	-1.2917284544516
KLK4	0.684627992274718	11.2638219878169	4.69983219664951	0.00154250481067858	0.0214461821025564	-1.29538865537175
MRPS6	0.438780685296235	10.4343120408583	4.69182878896795	0.00155855116888898	0.0216132227350785	-1.30640976442182
KIAA0146	-0.392966930984126	7.43121654327453	-4.69181727541212	0.00155857438323507	0.0216132227350785	-1.30642562592648
EGFR	-1.89367586966822	6.63800171213882	-4.68977941345668	0.00156268917607913	0.0216515054040981	-1.30923336563244
ASAP3	-0.915981476706746	6.74145124119412	-4.68781676022033	0.00156666327884934	0.0216690131189638	-1.31193805700554
POU2F1	-0.610242674689052	4.81526902746449	-4.68801191602495	0.00156626762357089	0.0216690131189638	-1.31166909168997
PPFIBP2	-0.475188625098807	7.89341337791855	-4.68469992973086	0.00157299703387792	0.0217378129426742	-1.31623445171081
ADCY3	0.713509293105284	8.38761962759033	4.68036640463991	0.0015818495626158	0.0217887813755146	-1.32221035570989
CHD6	-0.699897150538884	5.06454702284337	-4.68022654582295	0.00158213616717571	0.0217887813755146	-1.32240326580739
SERTAD1	-0.77589923699158	6.45207804019748	-4.6814153368228	0.00157970184518419	0.0217887813755146	-1.32076363332299
C17orf58	0.622813396091528	8.53094900139439	4.67771989132382	0.00158728249439342	0.021832194834622	-1.32586122923825
LOC653888	-0.565214259742729	5.81283680516713	-4.67736167299077	0.00158801942539655	0.021832194834622	-1.32635547111467
PRCP	-0.359375582611211	10.1567065590407	-4.67388895480829	0.0015951828560492	0.0218439071510412	-1.33114782911883
TSPAN17	-0.866390613980178	9.54784040958253	-4.67480383033666	0.001593292272941	0.0218439071510412	-1.32988512832087
FCRLB	-0.658176217301333	5.61205110206575	-4.67368398065133	0.00159560676787726	0.0218439071510412	-1.33143074886642
LOC729009	1.19841200939889	8.27659934635556	4.6736378119537	0.0015957022673348	0.0218439071510412	-1.33149447499598
WDR20	-0.421993686586378	6.84942558524633	-4.67188034067213	0.00159934220234501	0.021865595479552	-1.33392052393363
MTRF1	-0.807450129426797	4.71067918800186	-4.67155274775793	0.00160002168435023	0.021865595479552	-1.33437278965722
CCT3	0.488588836993186	9.74246400093029	4.6665786436526	0.00161037745169476	0.0219883220112276	-1.34124182403455
TMC6	-0.536587100824034	6.83998620727625	-4.66446848168005	0.00161479266605942	0.0220110144395773	-1.34415696179939
MITD1	-0.435871675442002	6.85290574499209	-4.66375749183227	0.00161628327377254	0.0220125666646926	-1.34513932337456
FAM80A	-1.76786164666797	5.39114304697914	-4.66244966563704	0.00161902907109884	0.0220311964406803	-1.34694651527855
PDZRN3	-0.884706654964233	3.99876258599375	-4.65415538798398	0.00163656149307402	0.0222508347897623	-1.35841359401696
METRNL	-2.75652189277503	4.72490311096674	-4.65022133649256	0.00164494933820862	0.0222513493812332	-1.36385604082076
TLN1	-0.470797459161907	6.42141495130373	-4.65344175549736	0.00163807958066944	0.0222513493812332	-1.35940068019972
DDR1	0.405581689584289	7.48580188004441	4.65034625265803	0.00164468228566794	0.0222513493812332	-1.36368319457931
PHF20	-0.506584607632052	6.87089447026612	-4.65104429399089	0.00164319084219305	0.0222513493812332	-1.36271735808694
SGK1	0.734429525828363	4.68425846334711	4.6516533097382	0.00164189081247565	0.0222513493812332	-1.36187475878868
YIPF1	-0.587159327752673	8.77893472833741	-4.64826937703411	0.00164912847034474	0.0222740706558392	-1.36655725854402
ZDHHC3	-0.476583011915403	6.4140187614001	-4.64400054706957	0.00165830827367273	0.0223752666563318	-1.37246661089448
PREI3	-0.458640225270608	8.90366215369382	-4.63771524675189	0.00167192557110326	0.0225020353168097	-1.38117220096786
SH3BP4	1.12065073492143	8.50045450625553	4.63822340142823	0.00167082013591977	0.0225020353168097	-1.38046815660187
PPP1R2	-0.515074131464747	8.57486440679173	-4.63662499335015	0.00167429998133332	0.022515039866727	-1.38268286552139
ZNF470	-0.636757989358327	4.84684767782172	-4.63580269865069	0.00167609324115603	0.0225202141452468	-1.38382235870637
NOL12	0.577363651701928	7.16789524632223	4.63103832543555	0.00168652454581437	0.02263397321303	-1.39042651719832
NUMB	-0.548051309043649	8.93955479459114	-4.63064398494333	0.00168739108574219	0.02263397321303	-1.39097328225026
CRAT	-1.1819171313235	5.72658819347056	-4.62738786297212	0.00169456473716464	0.0227111446626366	-1.39548885939243
FUCA1	-0.467287490330683	8.12299985994806	-4.62536333973646	0.00169904172092986	0.0227456440790901	-1.39829723841456
SNAPC1	-0.573780341238285	5.72622641684781	-4.6242962575685	0.00170140661195771	0.0227456440790901	-1.39977771401871
ZNF821	-0.672188882497137	5.49769518794883	-4.62475091869893	0.00170039854497201	0.0227456440790901	-1.39914689442933
FAM122B	-0.490198957206879	7.3998779416117	-4.62269799668359	0.00170495540501359	0.022757612832432	-1.40199545986931
TMEM170B	-0.604703450424025	5.8996827922436	-4.62197118669343	0.00170657187979774	0.022757612832432	-1.40300410394745
SNORD80	1.06444397115597	6.48845547503218	4.62258967057212	0.00170519622412249	0.022757612832432	-1.40214578656957
SH3KBP1	0.634024867979446	7.07948707295189	4.62110220983745	0.00170850672902155	0.0227644284086046	-1.40421014363813
CBFA2T2	-1.0342953504585	5.58628562474146	-4.6189159686456	0.00171338512486903	0.0228104202843721	-1.40724488034047
LOC440957	0.560709129262033	9.54646682359118	4.6179378672973	0.00171557256554437	0.0228205405578111	-1.40860281484023
NACC2	-0.564197941568305	4.84509913147152	-4.61681104925586	0.0017180963598658	0.02283511446209	-1.41016739080254
SPATS2	-0.521547723741728	7.34439135006854	-4.61312848564282	0.00172637256228927	0.0229155312925639	-1.41528188303912
LOC644563	0.493745452362152	11.0578627975123	4.61284419675016	0.00172701327209578	0.0229155312925639	-1.41567679689026
SPHK2	-0.529889861049048	9.0331586090353	-4.61067520983399	0.00173191008969904	0.0229614514296832	-1.41869018575613
GPX8	1.25624283702705	4.64311683003748	4.60946303381323	0.00173465332922549	0.0229665406884609	-1.42037456850605
LPIN1	0.751987964741796	9.28368377158075	4.60492261967314	0.00174497062935006	0.023049642729727	-1.42668561326786
RMND1	0.676653028635487	6.53093472127874	4.60540615799659	0.0017438687081701	0.023049642729727	-1.42601336633398
CAPZB	0.494805745106017	8.14616318721712	4.60457202986843	0.00174577005101628	0.023049642729727	-1.42717304764126
SLC25A14	-0.510577498696278	7.41646017081386	-4.60183838472177	0.00175201702132777	0.0230749589406999	-1.43097432033647
FNDC3B	-0.728227128680794	6.67306341882307	-4.60253338848724	0.00175042648914563	0.0230749589406999	-1.43000777925452
MTHFD1	0.515588947644867	6.44370941503576	4.60103493200342	0.00175385769784198	0.0230801899018892	-1.43209176876972
STAU2	-0.704584961203286	7.59106370249556	-4.59561135300678	0.00176633796340011	0.0232253106059246	-1.4396373796197
FAM122A	0.500348313301673	6.52286366212027	4.59376362365008	0.00177061179540395	0.0232428780343206	-1.44220902844543
CLTCL1	0.796011798445452	3.7808548594634	4.59414037174719	0.0017697394595359	0.0232428780343206	-1.44168463444797
NOTCH2	-0.923138128450742	4.12344015772205	-4.59252255079312	0.00177348872361443	0.0232428780343206	-1.44393661806216
CCT6A	0.443288838003085	9.29174943143407	4.59116626604287	0.0017766385302767	0.0232460502950852	-1.4458248399946
TTTY15	-1.04748700167763	4.42370674284684	-4.59146614977636	0.00177594156397909	0.0232460502950852	-1.44540731834389
LOC651149	0.669120110530368	9.66415924315164	4.58748162621319	0.00178522636912931	0.0233156785823931	-1.4509559506556
PIH1D1	-0.428402601508711	7.27678278720986	-4.58638414867591	0.00178779297904896	0.0233156785823931	-1.45248464357325
FBXO32	-0.572693745371406	6.08676601874318	-4.58669743460984	0.00178705990620253	0.0233156785823931	-1.45204824506173
LOC644284	0.923375689377968	5.9160241644472	4.58805508177278	0.00178388685211171	0.0233156785823931	-1.45015724537802
PHPT1	0.482796946881612	10.3540162369996	4.58124396300885	0.00179986749199063	0.023442714743023	-1.45964681279881
MON2	-0.444810240987127	7.64034084384106	-4.57991341401501	0.00180300741424011	0.023442714743023	-1.46150138182313
POLR1D	-0.486142365285124	7.75908094632502	-4.57974785307195	0.00180339853236089	0.023442714743023	-1.46173216484204
TRIM46	0.828883122312922	3.88124859892399	4.58049672354302	0.00180163014823753	0.023442714743023	-1.46068831152314
C1orf112	0.479184667233985	7.21842556937624	4.57673420150935	0.0018105340500529	0.0235163516866741	-1.46593372768439
ADSL	0.380078670261485	10.8057260489184	4.57362466270586	0.00181792874593811	0.023574097906573	-1.47027035568098
CTNNA1	-0.441736400388688	10.0775956076137	-4.57376213682653	0.00181760113123515	0.023574097906573	-1.47007860175168
VPS33B	-0.566552868465084	6.97697724526182	-4.57059458011324	0.00182516604125553	0.0236487680985694	-1.4744975217976
FBXW7	-0.995686657296279	3.56597198141453	-4.56680129681195	0.00183427034642378	0.0236755147259531	-1.47979128048929
HIST1H2BJ	-1.51084836216107	4.00073414374772	-4.56538759271782	0.00183767599482396	0.0236755147259531	-1.48176472466783
PTPN1	-0.467676317723214	8.5300002002802	-4.56406830027099	0.00184086039542884	0.0236755147259531	-1.48360663735853
ARL5A	-0.387493256757434	10.6150592785839	-4.5654278330006	0.00183757896012814	0.0236755147259531	-1.48170854769531
RNF170	-1.56307207162748	3.51596458723822	-4.56358118391491	0.00184203767084156	0.0236755147259531	-1.48428678219582
G6PD	0.931192654256742	8.59224426266135	4.56541966922603	0.00183759864565793	0.0236755147259531	-1.48171994461761
LOC100131787	0.808591202505378	6.54762447424272	4.56673943165981	0.00183441923768456	0.0236755147259531	-1.47987763438295
PACSIN2	0.589007437718288	7.14596874472636	4.56372543441993	0.00184168895733907	0.0236755147259531	-1.48408536628909
UTRN	-1.35926141168289	4.2055191748402	-4.56049183554863	0.00184952314142839	0.0236955332598546	-1.48860114035497
GAL	-1.23638173886189	7.17726478510243	-4.5610571059109	0.00184815103088662	0.0236955332598546	-1.48781162167456
OBFC1	0.719999931509922	7.76388981724673	4.56096615674557	0.00184837172198437	0.0236955332598546	-1.48793864814305
LOC100008589	1.7497608612629	7.57890216839406	4.5615554988065	0.00184694217206073	0.0236955332598546	-1.48711554982749
LOC644889	0.643056062807754	5.65041605030017	4.5562575937305	0.00185983636915762	0.023808585833836	-1.49451662012228
STOX1	0.681662753512128	4.64916166717284	4.55473254237735	0.00186356617027573	0.023837247597231	-1.49664784104623
LOC645968	0.856664272851837	7.72687609465378	4.5536539613032	0.0018662089447977	0.0238519702784735	-1.4981553343936
FBXO41	-0.782270699110289	3.58490742862192	-4.55087023463776	0.00187304853729059	0.0239202660245521	-1.50204682609699
GOLGA8B	0.549418158351513	9.00875240676813	4.54898482428587	0.00187769642447208	0.0239604853398916	-1.50468316011549
MGAT2	0.399837456133634	8.78154911098583	4.5452433872787	0.00188695686900829	0.0240594524550028	-1.50991626564154
C8orf76	-0.518006819986342	9.37572409227665	-4.53974807211148	0.00190064831703973	0.0241569681567156	-1.51760617443928
CENPQ	1.4170249549534	4.4621839138777	4.536839545819	0.00190793843623415	0.024220449090563	-1.52167801014482
LPGAT1	0.706095054282587	5.82093443835243	4.53594471471694	0.00191018739778597	0.024220449090563	-1.52293098876573
SIRT1	0.510546477733455	6.96419114639768	4.5363016564883	0.00190928995834052	0.024220449090563	-1.522431170606
DKFZp667M2411	-1.51013308117658	4.04485615114742	-4.53513502853927	0.00191222484522352	0.0242270705628201	-1.52406484384664
LHX2	-1.30884096823039	6.84093664470269	-4.53228653738793	0.00191941138369942	0.0242988666777276	-1.5280545208428
LOC388564	0.589094372462217	11.1029048714214	4.53056748767091	0.00192376259738763	0.0243346836785054	-1.5304628380694
EEF1B2	0.45870042460775	12.0829958385555	4.52750616737368	0.0019315378529683	0.0244137223170831	-1.53475267853454
ASS1	1.33093530020593	9.17146076263856	4.51826451381804	0.00195521768533673	0.0246935036104653	-1.54771126114553
LOC347292	0.614034321107265	9.20248143442955	4.51558163030181	0.00196215086357489	0.0247076614194166	-1.55147549267929
VPS37D	-0.8117757813328	6.77766970730864	-4.5154391315916	0.00196251985756827	0.0247076614194166	-1.55167545519357
LOC649917	0.693601001103247	4.81093706175039	4.51675494663924	0.00195911547302082	0.0247076614194166	-1.54982913812731
RBX1	0.439972877458793	10.4980851164489	4.51333748855772	0.00196797071760803	0.0247567929219787	-1.55462494397145
FAM189B	-0.403709085306609	9.95199087285711	-4.51004278563005	0.0019765489980057	0.0248451587493028	-1.55925008077316
RDBP	0.437419653748025	6.7255912239876	4.5076484673519	0.00198280842759928	0.0249042607611036	-1.5626122316501
LPHN1	-0.515340440193112	8.73790115033961	-4.50675462412186	0.00198515069661114	0.0249141087033874	-1.56386759672873
ZDHHC14	0.926048134503665	6.91443975772595	4.50490979552977	0.00198999446635381	0.0249553109980636	-1.56645894508791
EMG1	0.442064443692459	9.22409558195353	4.50124116968588	0.00199966491805821	0.0250569297608406	-1.57161355894489
RUFY3	-1.09973911422225	3.92299240060622	-4.49994152036758	0.00200310299260458	0.0250803553240052	-1.57344010079342
RHOQ	-0.442095198429135	8.85965643608775	-4.49765001518577	0.00200918053455641	0.025117113031292	-1.5766612013866
YRDC	-0.46529986716679	9.61389234800654	-4.49790827504248	0.00200849457765905	0.025117113031292	-1.57629813534227
SLC37A1	-0.533717641081506	6.56208455979468	-4.49601266936497	0.00201353535899564	0.0251322535948331	-1.57896323336448
ARL1	0.457842060222339	9.38845738971294	4.49627192595123	0.00201284513660732	0.0251322535948331	-1.57859870492531
RNF113A	0.451100689810028	7.80329843728236	4.49460349664758	0.00201729151051536	0.0251594960699143	-1.5809447740008
CNPY3	0.552950107630161	6.77830293812401	4.49395130365301	0.00201903250309721	0.0251615827685279	-1.58186196706958
PELI1	-1.05841281480087	4.48847376127769	-4.48937695049859	0.00203128936515024	0.0252946149995228	-1.5882967011062
WWP2	-0.884525564279251	6.25589718499597	-4.48779988809226	0.00203553374619084	0.0253186973718935	-1.59051585066584
VTA1	-1.79609574613116	7.84055040215363	-4.48735732274575	0.00203672655869892	0.0253186973718935	-1.59113866699117
CPNE3	-1.0123582995731	11.1888582049959	-4.4853067237388	0.00204226328072276	0.0253326203223244	-1.59402481584697
NOP2	0.50169697978643	6.1644857131165	4.48582227935561	0.00204086972027191	0.0253326203223244	-1.59329913174099
C12orf49	-0.961258268048134	5.32308830042583	-4.48431914790094	0.00204493560606815	0.0253461049654446	-1.59541501152586
KIAA0427	-0.739718086023021	4.05087761351582	-4.4833392061948	0.00204759102154539	0.0253539605173759	-1.5967945995575
PRKAR1B	0.856210634257529	5.29129835721533	4.4823655598596	0.0020502330808094	0.0253539605173759	-1.59816546172242
NSF	-0.43322854429873	10.463336681187	-4.48233114566421	0.00205032653380243	0.0253539605173759	-1.59821391828002
TCEA2	-0.386473320595782	8.50679899983907	-4.47867465753187	0.00206028222095753	0.0254180960114891	-1.60336337047242
LNX2	-0.595209268960692	6.8196126705226	-4.47915878370695	0.00205896106367124	0.0254180960114891	-1.60268146241631
GMEB1	0.376304889905591	5.38054157383201	4.47885852390007	0.00205978035018529	0.0254180960114891	-1.60310438451518
BNIP3	-1.28613199504915	12.161934149635	-4.47524538202787	0.0020696669023557	0.0254625618702655	-1.60819458627186
UBE2L6	-1.91653208384439	5.13024387892826	-4.47608990431837	0.00206735145857915	0.0254625618702655	-1.60700465331471
EXOC5	-0.376859835425274	6.43521209213023	-4.47503051603826	0.0020702564532707	0.0254625618702655	-1.6084973490914
USP18	0.777415180126578	4.75213497912899	4.47517359158506	0.00206986386126373	0.0254625618702655	-1.60829574382676
HIST1H2AC	-0.713013534051437	7.23257089274368	-4.47253056313621	0.00207712923972974	0.0255274553528354	-1.61202046445978
MAP2K1	-0.639293756003953	9.91464325273738	-4.47152160010724	0.0020799100487208	0.0255419982864799	-1.61344262310354
LOC442232	0.626903411299631	7.26645607394236	4.47090192598031	0.00208161993640934	0.0255433777154635	-1.61431614186119
IFP38	0.573358594302835	7.73029483698511	4.46997177217529	0.00208418940188852	0.0255552947444751	-1.61562742949774
DEK	0.604879747359004	9.2997285664176	4.46813889672423	0.00208926262128191	0.0255978697713996	-1.61821169624638
ELF3	0.724788428325635	6.56771115478843	4.4674691325285	0.00209111980077584	0.0256010065042917	-1.61915615222045
MYADM	-0.486669453595976	9.65092246562716	-4.46086265087758	0.00210953499256031	0.0258066985432645	-1.62847561806909
PIGS	-0.523270731437542	7.81829201777368	-4.45587870078362	0.00212354376938423	0.0259383814581241	-1.63551040091443
MGC39900	-1.04201593964582	7.31719457615077	-4.4468162209055	0.00214927539243039	0.0262126348204192	-1.64831111373286
LOC401127	0.724220671836038	5.45316698882217	4.44569211877523	0.00215249060067906	0.0262318385779401	-1.64989972444922
F11R	0.677460349241094	7.03714612578235	4.44347901445612	0.0021588358634284	0.026289129185344	-1.65302787128766
SFRS9	-0.338823354494981	11.6960592185821	-4.44008375353461	0.0021686099555575	0.026388055235471	-1.65782832084146
ERRFI1	-0.443858483234203	8.13059401792933	-4.43884457545375	0.0021721891675102	0.0264115076800917	-1.65958076620848
LOC642989	0.66238019478393	10.070135119277	4.43390529975553	0.00218651937755071	0.0264464241868978	-1.66656807509083
DIAPH3	-0.65558150818823	5.63462327672848	-4.4328865094271	0.00218948789337614	0.0264464241868978	-1.66800973384445
LOC90624	0.680447694736701	6.43308193642461	4.4353378017035	0.00218235277618956	0.0264464241868978	-1.6645412372578
TFAP2A	-0.780371643060368	5.49515269095227	-4.43601802101117	0.00218037729051473	0.0264464241868978	-1.6635789022428
USP53	0.869018812685868	4.3308692464426	4.43376782486602	0.00218691969250283	0.0264464241868978	-1.66676260288848
TLK1	-0.701423842169613	6.18623509407567	-4.43291010923033	0.00218941907971513	0.0264464241868978	-1.66797633680943
NEK2	0.683378666586716	8.01590326065076	4.43500697408745	0.00218331426301562	0.0264464241868978	-1.66500929703096
RIMKLB	-0.514063232583774	5.91473354805779	-4.43376792749717	0.00218691939362021	0.0264464241868978	-1.66676245766378
FTHL12	1.01703485627122	10.8915919760678	4.43114640997044	0.00219456823636409	0.0264585068117826	-1.67047243862454
TMEM9B	-0.390901784709043	8.34486818761924	-4.43143397372016	0.002193727793702	0.0264585068117826	-1.67006542932655
MOV10	-0.459479975632944	5.86906159749074	-4.43007322131758	0.00219770785172618	0.0264602039467243	-1.67199150291185
RPF1	0.606737171275144	8.67057335557947	4.42329518769187	0.00221764975180106	0.0265776062250549	-1.68158940155211
PRKCH	-1.42450984444222	7.20617364226782	-4.42347341706433	0.00221712287461137	0.0265776062250549	-1.68133693926723
NUP54	0.651880590428194	8.908167227895	4.42392611346281	0.00221578523435116	0.0265776062250549	-1.68069571428583
LEF1	3.85441474435899	5.25168681022977	4.42467609196037	0.0022135710997275	0.0265776062250549	-1.67963346651368
RFWD2	0.573895688968736	7.80798917861041	4.4252604244261	0.00221184765692519	0.0265776062250549	-1.67880589074686
C12orf26	0.990142222787716	7.56925721937242	4.41924293311654	0.00222966559262806	0.0266559310872335	-1.68733065472028
C19orf51	1.28140110301049	5.14099346875976	4.41923798431098	0.00222968030998259	0.0266559310872335	-1.68733766764669
HMGCL	-0.418215629948397	6.55832809886862	-4.41891677054623	0.00223063579928191	0.0266559310872335	-1.68779286547797
FAM53C	-0.455474659313101	9.47689574446015	-4.41382836280397	0.00224583118765591	0.0267575222499481	-1.69500570746102
SORL1	0.636632707744096	4.98911179258791	4.41468448202669	0.00224326675528221	0.0267575222499481	-1.69379189549669
TNRC18	1.16807039952817	2.66020358791663	4.4119055597356	0.00225160236093371	0.0267603195770371	-1.69773225315048
B3GALNT2	0.807439175549395	5.80881069667189	4.41191702169603	0.00225156791102947	0.0267603195770371	-1.69771599846045
OSBPL8	-1.02510542713114	6.25303858836265	-4.41152028896468	0.00225276065737019	0.0267603195770371	-1.69827863281478
BCL3	0.444973178940633	5.02054573098552	4.40912779155223	0.00225996803692112	0.0268170510562956	-1.70167207683673
LOC644214	0.491855463980059	8.04622898462639	4.4052792554575	0.00227161416420204	0.0269242689929032	-1.7071324358225
SMARCA5	0.562896930166916	6.44795179045804	4.40423422836254	0.00227478774784783	0.0269419120743252	-1.70861550048309
LOC100133719	0.584678543061388	4.69126030974186	4.40286364513917	0.00227895727373393	0.0269587934722354	-1.71056081888392
NFX1	0.482842962778522	7.46643851952033	4.39951885578741	0.00228916741927859	0.0270521048535443	-1.71530932474072
GPATCH2	0.745822090199267	6.41788211597187	4.39842983760892	0.00229250238400561	0.0270715071032982	-1.7168557184233
PISD	0.492428173134502	6.33580231470675	4.3965558699311	0.00229825346665734	0.0271193909065566	-1.71951712758323
DKC1	0.395339183386765	11.0173354161909	4.39225417063458	0.00231151426514775	0.0272557533815984	-1.72562829526991
TNRC6B	-0.377595573908851	8.32424364079187	-4.39153561602981	0.00231373740796167	0.0272618625025049	-1.72664936002293
TUBA1C	-0.349110412597808	12.9054593346741	-4.39043595873195	0.00231714413099931	0.0272818980195493	-1.72821211344079
LOC100129585	0.429290945073667	8.99683778144256	4.38931795895448	0.00232061324630999	0.0273026381127671	-1.72980111048354
ITGA3	0.968867323550157	4.5142306094095	4.38817669410866	0.00232416035236207	0.0273194448085663	-1.7314233574853
