SystematicName	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-923	-0.74392600486809	15.1677435276686	-3.53449820726302	0.000554482109584203	0.00265331126122512	-1.22287343779554
hsa-miR-145-5p	2.82854816160833	14.9307853718346	15.4650433326786	4.57931619620923e-32	2.67909907548658e-29	62.3379615230664
hsa-miR-125b-5p	1.276270908242	14.5407068724218	9.60944903932542	4.27740897495383e-17	2.56950067709727e-15	28.2361548834697
hsa-let-7b-5p	-0.414902214525351	13.9564260195961	-4.88485379325163	2.79525438213581e-06	2.57622897027531e-05	3.81508419042811
hsa-miR-29c-3p	0.174311870297497	13.7984087844968	2.42074340022435	0.0167727870651784	0.047888288583114	-4.33990410393533
hsa-miR-29a-3p	0.294801907835224	13.7974199729368	4.11921970001458	6.47842864747026e-05	0.000398599615365157	0.804035304209443
hsa-miR-141-3p	-0.804553684927119	13.7607182634524	-4.93732678484698	2.2250688510975e-06	2.1174346860232e-05	4.03504211196575
hsa-miR-26a-5p	0.54486451096843	13.6643287429662	6.90199414298656	1.64590431995345e-10	3.95487295165958e-09	13.2997571428908
hsa-miR-23b-3p	1.45285557997282	13.3924669074608	10.7482305454339	5.19152473945513e-20	3.81733097782012e-18	34.8738618373294
hsa-miR-29b-3p	0.355232173256063	13.2088225273457	2.83251398861141	0.00530189922796073	0.0183777320998041	-3.30791077301724
hsa-miR-23a-3p	0.614166353553951	13.0700914301541	5.16070453570335	8.28229772536806e-07	8.76152501513778e-06	4.98959184906555
hsa-miR-19b-3p	-0.517442763413481	13.0621523088036	-3.77322070111374	0.000237357287448715	0.00127806308919964	-0.425721292260441
hsa-miR-22-3p	0.393017848948287	13.0241594942253	2.67047110893695	0.00847321703967211	0.0274141881427814	-3.73148112135231
hsa-miR-200c-3p	-0.841299781551308	12.7997626459388	-5.36195770885829	3.32284658131991e-07	3.8188017630733e-06	5.87397983440929
hsa-miR-143-3p	2.96818397357307	12.7958915710459	15.9142396746001	3.533826248876e-33	2.73083730153553e-30	64.8705550683413
hsa-miR-27b-3p	1.34525981594963	12.711164877605	12.1756674934766	1.06806002042481e-23	1.08058764171701e-21	43.2736276886271
hsa-miR-24-3p	0.75566176764662	12.6849131511552	8.31821274926745	7.20685169404231e-14	2.88617251175694e-12	20.9041606238652
hsa-miR-99a-5p	1.21801421145351	12.6651085991201	6.74000861283982	3.83450096237797e-10	8.25552719196126e-09	12.4708651097315
hsa-miR-148a-3p	-0.521202300365452	12.498293928623	-2.93890560918672	0.00385495694391097	0.0140195407127746	-3.01773584968278
hsa-miR-27a-3p	0.591479067411784	12.0776695493505	4.96474395484586	1.97382235803268e-06	1.90529079266053e-05	4.15062566225751
hsa-miR-199b-3p	0.883449992979318	11.9507426593015	4.4501998605492	1.73951436114682e-05	0.000126592240365558	2.05869582283614
hsa-miR-195-5p	0.517261432788133	11.6434023301717	2.92684010870349	0.00399855636234036	0.0144519404812388	-3.05111975485385
hsa-miR-100-5p	1.39262292269952	11.6119225428996	9.92732657140329	6.63482240204318e-18	4.33389175931519e-16	30.0777439603251
hsa-let-7c-5p	0.603309477751811	11.6010394997808	4.76481720692345	4.68286883124259e-06	4.04534347390915e-05	3.31819285814788
hsa-miR-103a	-0.251019189043102	11.5116896435793	-3.30162648880738	0.00122046325615029	0.00532335610202864	-1.95836658212053
hsa-miR-26b-5p	0.478424622209005	11.5067784348267	2.47818754477462	0.0143964850867914	0.0425143283702235	-4.20477683271947
hsa-miR-30d-5p	-0.523912555854524	11.4162957325817	-3.65958738845732	0.00035722904076372	0.00182770873479719	-0.810524657268267
hsa-miR-199a-5p	0.775714903135277	11.3960175016245	5.67193655070779	7.81749103384343e-08	1.05614617822688e-06	7.27897093424922
hsa-miR-34a-5p	0.341129390571819	11.3132597403129	3.03651500597957	0.00285610581967404	0.0109409827969497	-2.74322008731535
hsa-miR-768-3p	-0.535029489137758	11.2759280252075	-4.01537895300505	9.64588649036179e-05	0.000571281023830582	0.425956655063283
hsa-miR-130a-3p	1.34481065939718	11.2110362755882	10.9723126645828	1.37249547809728e-20	1.04933517916346e-18	36.1899109355865
hsa-miR-20a-5p	-0.459783887904353	11.146193123451	-2.98686429672455	0.00332976515077514	0.0123874260074178	-2.88384268005349
hsa-miR-30c-5p	0.755019023373904	11.1081016947734	7.08701042538175	6.1955144023202e-11	1.64640858664565e-09	14.258151139567
hsa-miR-101-3p	0.536025407878054	11.0977020269903	5.64113282302751	9.0455554529879e-08	1.20631312364128e-06	7.13711277879309
hsa-miR-17-5p	-0.518048507874518	11.0848210698386	-3.89324901202825	0.000152653524975468	0.000864522656595078	-0.00889416727834291
hsa-miR-92a-3p	-0.50528611736993	11.0841199674304	-3.75662520546359	0.000252099662620479	0.00134988183852812	-0.482519269243103
hsa-miR-205-5p	4.24735334073203	11.0305133794747	8.87013592968261	3.11086619506769e-15	1.52773049346098e-13	24.0034053878001
hsa-miR-30e-5p	0.250733437067188	11.0303298801907	3.56123369038103	0.000505216708929976	0.00245510871627366	-1.13574284143235
hsa-miR-1225-5p	-1.24058852379074	10.9783596610893	-5.45305140383303	2.18266142528687e-07	2.62700287465654e-06	6.28159753002771
hsa-miR-106b-5p	-0.826764287372048	10.9432193543444	-8.01361431944801	3.97592160773792e-13	1.44204854861783e-11	19.2217708079447
hsa-miR-638	-0.633079971186751	10.9019129960975	-2.83867150876492	0.00520621803442532	0.0181254514543925	-3.2913757827011
hsa-miR-365a-3p	0.673493723352442	10.7586452203282	5.95630527208032	1.99044955136045e-08	3.08565543353758e-07	8.61080856720969
