Row	Col	SystematicName	logFC	AveExpr	t	P.Value	adj.P.Val	B
138_39_hsa-miR-10b	138	39	hsa-miR-10b	0.494374383517892	9.57666800531874	2.86714505856419	0.00478394747174616	0.0332675954417655	-2.65865494172012
98_56_hsa-miR-150	98	56	hsa-miR-150	0.797001735586806	9.44604330824042	3.78962620299549	0.000223589884568044	0.0032631512871449	0.147644328531976
63_60_hsa-miR-28-5p	63	60	hsa-miR-28-5p	0.465275016879544	9.39930464905852	4.29502971062968	3.24999947741199e-05	0.000680124307434769	1.95244704105475
146_25_hsa-miR-96	146	25	hsa-miR-96	0.797994848676241	9.29463234267548	5.00661797128988	1.64241848100954e-06	5.94096319367323e-05	4.77744270006637
108_34_hsa-miR-145*	108	34	hsa-miR-145*	0.936755961514296	9.19547241534005	8.25895235009152	1.00633447049426e-13	4.81342801488655e-11	20.7533758419297
109_35_hsa-miR-181a	109	35	hsa-miR-181a	-0.47249267596176	9.18575215884713	-4.04207625694523	8.71344357546089e-05	0.00149551143815563	1.02695872199132
192_36_hsa-miR-342-3p	192	36	hsa-miR-342-3p	-0.225769518288741	9.16155657112072	-2.69846314328874	0.00782527233399317	0.0475595594065999	-3.09812899770698
162_41_hsa-miR-374a	162	41	hsa-miR-374a	0.679626625750569	9.11195636734252	4.55068954727402	1.15131577853604e-05	0.000308038211193729	2.93101505235404
101_51_hsa-miR-99b	101	51	hsa-miR-99b	-0.265431762619963	9.01738388490199	-2.72457323672586	0.00726168584630048	0.0450613916055368	-3.0316630361661
176_29_hsa-miR-196b	176	29	hsa-miR-196b	0.555856060978351	9.00038123389946	4.40280586138749	2.10876588002318e-05	0.000486716186648232	2.35979786750103
115_50_hsa-miR-374b	115	50	hsa-miR-374b	0.545901918349595	8.8497958264386	4.42749762381	1.90786893649449e-05	0.000450390954552103	2.45419315401006
159_11_hsa-miR-575	159	11	hsa-miR-575	-0.512650292682662	8.5661231376395	-3.09569740572802	0.00237300256743977	0.0194346454945037	-2.02572949231697
157_44_hsa-miR-151-3p	157	44	hsa-miR-151-3p	-0.254714587565986	8.50487246741946	-2.91135111693063	0.00419009501354146	0.0300043121098612	-2.53956939963938
105_52_hsa-miR-660	105	52	hsa-miR-660	0.452719230048939	8.43877054537631	3.77828629947508	0.000233022716406726	0.00338612707556037	0.109216317941216
153_30_hsa-miR-939	153	30	hsa-miR-939	-0.580109871026811	8.43291214912936	-4.85875457016537	3.12931467920922e-06	0.000103459602760293	4.16492850317077
189_47_hsv1-miR-LAT	189	47	hsv1-miR-LAT	-0.498436080559071	8.42862480438523	-3.47103134782175	0.000690140164990143	0.00768752157293656	-0.89587142823178
112_37_hsa-miR-768-5p	112	37	hsa-miR-768-5p	0.438658725990636	8.35276383434971	2.79704188116088	0.00588504813781279	0.0385724343606473	-2.84418490541704
162_49_hsa-miR-376a	162	49	hsa-miR-376a	0.42825067730905	8.32992105696229	4.11081896957391	6.69219701406942e-05	0.00121035219114675	1.27415156782249
173_32_hsa-miR-98	173	32	hsa-miR-98	0.44428277470864	8.26985192724375	2.87866895443914	0.00462213453658381	0.0323597514694442	-2.62776649403682
113_38_hsa-miR-143*	113	38	hsa-miR-143*	0.431169696313816	8.25286622497865	3.47200026064477	0.00068785287696272	0.00767826471745014	-0.892813258965745
76_46_hsa-miR-423-5p	76	46	hsa-miR-423-5p	-0.237646893271498	8.24286506028235	-3.01205079103486	0.00308112529260296	0.0235566033734463	-2.26230710704092
95_36_hsa-miR-146b-5p	95	36	hsa-miR-146b-5p	0.936132490474998	8.22412591981065	4.95893261052861	2.02466290230377e-06	7.18835462094974e-05	4.57851350198332
137_33_hsa-miR-376c	137	33	hsa-miR-376c	0.36273914845536	8.19755365503493	3.54156268029059	0.000541042112076552	0.00640868191910394	-0.671391366186388
125_21_hsa-miR-135a	125	21	hsa-miR-135a	0.770537210076494	8.18914034597718	4.38772797340357	2.24129235592692e-05	0.000504328259888839	2.30235098357737
77_7_hsa-miR-572	77	7	hsa-miR-572	-0.419341785496037	8.1461096284167	-2.82734227821443	0.00538349941636772	0.0361298594247601	-2.76449534293632
80_37_hsa-miR-136	80	37	hsa-miR-136	0.312718033092594	8.04756783855819	2.90751696628788	0.00423879002493294	0.0302103594149882	-2.54996194002977
69_38_hsa-miR-142-5p	69	38	hsa-miR-142-5p	0.463998238252045	8.01946605125034	2.896048082981	0.0043875619624184	0.031024190103154	-2.580976295686
45_54_hsa-miR-1227	45	54	hsa-miR-1227	-0.601356774493402	8.00879024696755	-2.73646432312206	0.00701743250077214	0.0439416433746143	-3.00120271881921
181_54_hsa-miR-378	181	54	hsa-miR-378	-0.342181339771285	7.99875584294187	-3.57946078013889	0.000474026776981666	0.00582511809229708	-0.549221359562868
72_56_hsa-miR-210	72	56	hsa-miR-210	-0.811209038953031	7.93617124820019	-5.57785315508402	1.21895138748097e-07	6.43092549094929e-06	7.2585227508903
156_50_hsa-miR-30e*	156	50	hsa-miR-30e*	0.293790675948387	7.91028582741715	3.1523204763375	0.00198264807032095	0.0170360871227578	-1.86238760278089
162_38_ebv-miR-BART13	162	38	ebv-miR-BART13	-0.426961606828808	7.90417933968236	-3.10068614475078	0.0023359462983567	0.0192367574916944	-2.01144157091279
160_6_hsa-miR-150*	160	6	hsa-miR-150*	-0.385633736736401	7.88573421814273	-2.75451623767867	0.00666086181373157	0.0422975727067353	-2.95473361028802
165_50_hsa-miR-140-3p	165	50	hsa-miR-140-3p	-0.276381897249301	7.85945063182401	-2.80920057091137	0.00567888647292785	0.037643273531832	-2.81229963929154
20_61_hsa-miR-1234	20	61	hsa-miR-1234	-0.559201939629732	7.85885516917437	-4.39826697621033	2.14784576457223e-05	0.000489854450984474	2.34248908523937
143_51_hsa-miR-185	143	51	hsa-miR-185	-0.249618745444141	7.83690563407173	-3.24746270096104	0.00145809634800549	0.0134661252290747	-1.58218136360726
87_32_hsa-miR-218	87	32	hsa-miR-218	0.54476546172297	7.78408590501833	4.40041241790884	2.12928741133055e-05	0.000488103771837544	2.35066893372738
78_47_hsa-miR-377	78	47	hsa-miR-377	0.517286096405378	7.7784000523027	5.13201677028023	9.41742158227169e-07	3.69448468836874e-05	5.3067885647308
107_36_hsa-miR-133a	107	36	hsa-miR-133a	0.553448931293564	7.76485670060903	4.8820531707175	2.82937429507998e-06	9.51585489864711e-05	4.26058878657634
2_47_hsa-miR-1224-5p	2	47	hsa-miR-1224-5p	-0.316935542474591	7.75508050468241	-2.74583536730171	0.00683022364293434	0.043018459363398	-2.97711400242586
148_40_hsa-miR-590-5p	148	40	hsa-miR-590-5p	0.398571029217462	7.7476792317722	3.58810117738298	0.000459884194349853	0.00570867317266755	-0.521216846168673
121_39_hsa-miR-582-5p	121	39	hsa-miR-582-5p	0.55009478498743	7.6654000028524	3.54973768442323	0.000525872358436391	0.00629549684619224	-0.645129448132166
122_32_hsa-miR-181b	122	32	hsa-miR-181b	-0.361397607675666	7.62185109451908	-5.27707786695887	4.89688347092559e-07	2.08797148034339e-05	5.93011900951015
108_24_hsa-miR-132	108	24	hsa-miR-132	0.348292985987924	7.46245365512431	3.38413206825915	0.000926958783778193	0.00963922518896396	-1.16722892275745
35_66_hsa-miR-155	35	66	hsa-miR-155	0.420374229376007	7.44549931148591	3.44035171629059	0.000766370127374103	0.00828961128130701	-0.992334716183699
186_59_hsa-miR-125a-3p	186	59	hsa-miR-125a-3p	-0.731058821815074	7.4287737298936	-4.64980749257917	7.61755832759529e-06	0.000219021078752398	3.32163991372711
1_25_hsa-miR-877*	1	25	hsa-miR-877*	-0.606164936468434	7.41544320908764	-2.8476195539152	0.00506998404509701	0.0346831242047918	-2.71073983436976
10_46_hsa-miR-362-3p	10	46	hsa-miR-362-3p	0.429432253647902	7.40659990960525	3.96986843923393	0.000114587429072444	0.00186766995956063	0.770843039658801
3_44_hsa-miR-202	3	44	hsa-miR-202	-0.344341383678603	7.27092840577631	-2.86781218454717	0.00477444051763906	0.0332358363193746	-2.65686978425896
182_6_hsa-miR-671-5p	182	6	hsa-miR-671-5p	-0.486146679985143	7.23729270517311	-3.47104468162388	0.000690108639790569	0.00768752157293656	-0.895829347748127
41_36_hsa-miR-203	41	36	hsa-miR-203	0.533671311570508	7.21637556610624	4.32316656213204	2.90499215013745e-05	0.000623438187755177	2.05805509910859
103_78_hsa-miR-484	103	78	hsa-miR-484	-0.363588395138061	7.19520167347762	-4.44416689367969	1.7828023943387e-05	0.000429917365917948	2.51814237690886
9_51_hsa-miR-532-3p	9	51	hsa-miR-532-3p	0.24920649583055	7.18959309553179	2.68078764952147	0.00822897487360246	0.0494105693436835	-3.1427971374713
97_37_hsa-miR-24-1*	97	37	hsa-miR-24-1*	0.28622661894136	7.15427592910671	2.99673833585132	0.00323016635652677	0.0244186058951821	-2.30500157456019
162_25_hsa-miR-371-5p	162	25	hsa-miR-371-5p	-0.422356182193505	7.1067626347019	-3.63719507697541	0.000386790721952554	0.00501895463316641	-0.361039161260159
160_34_hsa-miR-18b	160	34	hsa-miR-18b	0.270764344179692	7.081601499698	2.82958257612339	0.00534801188950125	0.0359634422714287	-2.75857304922294
73_57_hsa-miR-144	73	57	hsa-miR-144	-0.675186920392701	7.07415452625563	-4.17114133360395	5.29527787542334e-05	0.00100925296163876	1.49373996340079
20_82_hsa-miR-195*	20	82	hsa-miR-195*	-0.474309736684497	7.03359543138364	-2.87924278687312	0.0046142095356911	0.0323210845977405	-2.62622553413526
49_32_hsa-miR-652	49	32	hsa-miR-652	-0.240341713730949	6.98535134094768	-3.4114502948331	0.000845348241958843	0.00899921356313148	-1.08254787939611
99_45_hsa-miR-149	99	45	hsa-miR-149	-0.326265880845658	6.97938516673441	-2.68474376886581	0.00813701628977754	0.0490483117001243	-3.13282248354427
113_58_hsa-miR-769-5p	113	58	hsa-miR-769-5p	-0.244523988665117	6.80214518321011	-2.97919952137615	0.00340901976331921	0.0253343750644005	-2.35366907391157
107_39_hsa-miR-153	107	39	hsa-miR-153	0.887944094603627	6.79275714824547	5.83429676681857	3.59619679598938e-08	2.62991435254528e-06	8.4274054625307
9_32_hsa-miR-623	9	32	hsa-miR-623	-0.376251119217142	6.77217737035579	-3.46288109415163	0.000709665063189394	0.00784655142997246	-0.921567658269436
86_43_hsa-miR-194	86	43	hsa-miR-194	-0.327395883415996	6.76854513754489	-3.04010049562373	0.00282443118925847	0.022070584252417	-2.18360458854504
134_33_hsa-miR-20a*	134	33	hsa-miR-20a*	0.365466515867346	6.67147499772997	3.76838145901951	0.000241569497267093	0.00347653385585669	0.0757277915392942
104_57_hsa-miR-1228	104	57	hsa-miR-1228	-0.254076953293032	6.67020689804829	-3.08950950960007	0.00241972187388295	0.0196973850786261	-2.04342405274055
12_46_hsa-miR-744*	12	46	hsa-miR-744*	-0.40031425996403	6.60562071731326	-2.78034427629597	0.00617928673814596	0.0401295764230174	-2.88777202688822
54_38_hsa-miR-615-3p	54	38	hsa-miR-615-3p	-0.414880457322508	6.50423359936471	-2.99110201392104	0.00328667824766235	0.0246381852370722	-2.32066883036081
192_51_hsa-miR-28-3p	192	51	hsa-miR-28-3p	-0.327371625663716	6.48943238775156	-3.35256751374078	0.00103042529822964	0.0103938551821424	-1.26435528304539
95_32_hsa-miR-136*	95	32	hsa-miR-136*	0.241706549060371	6.4507195430124	2.9464983725049	0.00376703430241691	0.0275185741440401	-2.44373904362392
185_11_hsa-miR-513b	185	11	hsa-miR-513b	-0.365367087203955	6.43829452292388	-2.76441429132521	0.00647241541534301	0.0414108293282099	-2.92913803271984
1_77_hsa-miR-1229	1	77	hsa-miR-1229	-0.651221867681994	6.43021966717502	-4.07499252068604	7.68197288541718e-05	0.00134770048430474	1.14491538020289
35_32_hsa-miR-598	35	32	hsa-miR-598	0.264412134799489	6.39157002034007	3.12430787056115	0.00216764729936045	0.0182413146092522	-1.94351700206485
166_23_hsa-miR-30c-1*	166	23	hsa-miR-30c-1*	-0.198752270959757	6.38384530824135	-3.41547549796542	0.000833908810057572	0.0089126901891459	-1.07002200172885
143_11_hsa-miR-1225-3p	143	11	hsa-miR-1225-3p	-0.265148058717053	6.37206236773434	-3.20761457470174	0.00165971557539008	0.0149485493858427	-1.70041181834529
169_1_hsa-miR-106a*	169	1	hsa-miR-106a*	0.359537087201132	6.3711697720988	3.90686263006786	0.000145110218893043	0.00228107839418784	0.550361955725143
39_39_hsa-miR-16-2*	39	39	hsa-miR-16-2*	-0.238038276375743	6.34600331968501	-4.35248703552496	2.58301428189853e-05	0.000566075572919	2.16866231164458
186_20_hsa-miR-887	186	20	hsa-miR-887	-0.282382765351584	6.34039828434322	-4.34688268246166	2.64177936089122e-05	0.000575024669033538	2.14747693545692
161_54_hsa-miR-505	161	54	hsa-miR-505	-0.156843003445763	6.33769363403874	-3.10890647936947	0.00227605222820323	0.0189052831991991	-1.98785465667997
122_77_hsa-miR-135a*	122	77	hsa-miR-135a*	-0.396828805559175	6.32108039678486	-2.99521659646193	0.00324533504527807	0.0245057398256239	-2.3092340952627
106_38_hsa-miR-141*	106	38	hsa-miR-141*	0.304149097034624	6.31160621027109	3.23135058265045	0.001536703105529	0.0140286979362808	-1.63013734355896
127_43_hsa-miR-760	127	43	hsa-miR-760	-0.188810177653584	6.31000705748976	-2.74352721759646	0.00687590858092566	0.0432346849836148	-2.9830540596414
149_52_hsa-miR-148a*	149	52	hsa-miR-148a*	0.384498009925937	6.29522420304369	5.06957789346413	1.24357550448899e-06	4.66115654273086e-05	5.04209793356789
89_70_hsa-miR-221*	89	70	hsa-miR-221*	0.276605531678725	6.27849048027312	2.95423532150826	0.00367934022509365	0.0270246736183735	-2.42250787136098
13_81_hsa-miR-193a-5p	13	81	hsa-miR-193a-5p	-0.186411299133705	6.26028793421312	-3.02935103414101	0.00292037710802254	0.0226493339282717	-2.21384107631624
71_60_hsa-let-7a*	71	60	hsa-let-7a*	-0.256820848327114	6.23866664120769	-2.85326887743947	0.00498565869983151	0.0342106187990478	-2.69570256730685
120_46_hsa-miR-495	120	46	hsa-miR-495	0.299335512592814	6.23415979183418	3.60864317105644	0.000427842184212494	0.00539554304663853	-0.454413648561824
5_58_hsa-miR-548d-5p	5	58	hsa-miR-548d-5p	-0.40463975122218	6.20898034908341	-2.67811004182551	0.00829174722183553	0.0496961195685864	-3.1495407358971
18_82_hsa-miR-382	18	82	hsa-miR-382	-0.351333344047402	6.19682388565366	-3.03975803951579	0.00282744242284222	0.0220811312562333	-2.18456930508967
134_41_hsa-miR-198	134	41	hsa-miR-198	-0.296597870848418	6.17086373645287	-3.10639885977349	0.00229417052064541	0.0189971437081875	-1.99505561178909
140_46_hsa-miR-513c	140	46	hsa-miR-513c	-0.325733535283997	6.15657918178966	-2.82634911455418	0.00539930031109748	0.0361817654313385	-2.76711946524034
99_62_hsa-miR-132*	99	62	hsa-miR-132*	0.177407742080979	6.15204164007045	2.69980811018138	0.00779530040850143	0.0474202361197085	-3.09471929317741
9_65_hsa-miR-933	9	65	hsa-miR-933	-0.338324374391257	6.14980628448903	-3.49606642670638	0.000633274629896755	0.00719100710539302	-0.816624205073444
78_36_hsa-miR-486-5p	78	36	hsa-miR-486-5p	-0.662093743846474	6.14392517714627	-5.96790320523991	1.88096064351581e-08	1.63291654317088e-06	9.04888987528951
159_52_hsa-miR-564	159	52	hsa-miR-564	-0.246276570343304	6.10730041886506	-3.11531973514612	0.00223031556311772	0.0186520361822946	-1.96941521841869
109_21_hsa-miR-149*	109	21	hsa-miR-149*	-0.286362822557068	6.10443971836031	-3.65532929778882	0.000362680703902192	0.00480337751152352	-0.301419396324171
85_15_hsa-miR-23a*	85	15	hsa-miR-23a*	-0.142962026797148	6.09852204902364	-2.8655397828656	0.00480689463747756	0.0333066808660649	-2.66294897765228
99_66_hsa-miR-423-3p	99	66	hsa-miR-423-3p	-0.138414745453303	6.0702481509646	-3.10260682469673	0.00232182287002284	0.019150244556024	-2.0059353478991
157_47_hsa-miR-345	157	47	hsa-miR-345	-0.250545294108968	6.06173635216812	-3.17484304432335	0.00184464719600544	0.0161388638943103	-1.79670437343654
161_25_hsa-miR-296-5p	161	25	hsa-miR-296-5p	-0.216010134993371	6.03141073192429	-3.94885908027582	0.000124012030040605	0.0019936748819909	0.697011463092626
187_55_kshv-miR-K12-10a	187	55	kshv-miR-K12-10a	-0.308218489301447	6.02169515101378	-4.01594858570631	9.62503261290047e-05	0.00162095668134154	0.933865098111951
155_27_hsa-miR-1238	155	27	hsa-miR-1238	-0.206607361965834	6.02137558756591	-4.24536609202415	3.95713026507796e-05	0.000790016985858887	1.76732600853933
79_57_hsa-miR-196a	79	57	hsa-miR-196a	-0.583697510520798	6.00637207590496	-7.55811692384402	4.90183310843304e-12	1.15717660187851e-09	16.9977944014952
5_37_hsa-miR-605	5	37	hsa-miR-605	-0.418940452194757	6.0033838759977	-3.27745726927739	0.00132164639438262	0.0125063810708949	-1.49236188259252
31_55_hsa-miR-769-3p	31	55	hsa-miR-769-3p	-0.286726994336329	6.00007192469039	-3.00702109712771	0.00312936715519337	0.0238847217471821	-2.276352019758
19_2_hiv1-miR-H1	19	2	hiv1-miR-H1	-0.332264324956212	5.92486736178666	-3.19590408174236	0.00172372316946899	0.0153707216490223	-1.73491854647014
12_25_hsa-miR-200c*	12	25	hsa-miR-200c*	-0.235282532855627	5.92301627543881	-2.69320793744141	0.00794338499752468	0.0481252537265611	-3.11143713117273
125_74_hsa-miR-194*	125	74	hsa-miR-194*	-0.188328437722571	5.92163490468985	-2.713670281927	0.00749239173217304	0.0460396780390422	-3.05948753721928
15_17_hsa-miR-200a*	15	17	hsa-miR-200a*	-0.151919809096197	5.89826774077132	-2.85996686396273	0.00488734223061638	0.0337078816274597	-2.6778397121113
1_46_hsa-miR-613	1	46	hsa-miR-613	-0.464325994677275	5.89815788597173	-3.13831812444932	0.00207320922139071	0.0176340728717026	-1.90301922945549
51_65_hsa-miR-129-5p	51	65	hsa-miR-129-5p	-0.190462588004529	5.88715657213021	-2.95889429934513	0.00362744229439719	0.0267164003904809	-2.40969940474271
91_34_hsa-miR-7-1*	91	34	hsa-miR-7-1*	0.195897321201038	5.8826529094034	2.74092786988762	0.00692768923878868	0.0434587349170818	-2.98973816149688
30_2_hsa-miR-335*	30	2	hsa-miR-335*	-0.327504829788593	5.87795509981824	-2.83675041396654	0.00523589916810165	0.0354397682122615	-2.73959663232787
1_9_ebv-miR-BART7	1	9	ebv-miR-BART7	-0.336736347835646	5.87365177427988	-4.39420925977846	2.18337192104454e-05	0.000496274536648232	2.32702657703597
192_7_hsa-miR-425*	192	7	hsa-miR-425*	-0.143482726078623	5.86593681819898	-3.11489361413272	0.00223332788051626	0.0186540409436541	-1.97064142722508
72_49_hsa-miR-135b	72	49	hsa-miR-135b	-0.51273716358361	5.8619632564465	-2.70346393572363	0.00771435674124827	0.047003714508155	-3.08544347789666
114_60_hsa-miR-584	114	60	hsa-miR-584	-0.15032374144191	5.85698804771271	-2.87704278927187	0.00464466066475576	0.0324836558757555	-2.63213189224144
