Row	Col	SystematicName	logFC	AveExpr	t	P.Value	adj.P.Val	B
37_82_hsa-miR-1236	37	82	hsa-miR-1236	-0.354868941176743	5.81308444073054	-2.75645501943352	0.00662356181883841	0.0421521018679036	-2.94972654490139
17_5_hcmv-miR-UL148D	17	5	hcmv-miR-UL148D	-0.298837712752687	5.77818330957432	-4.1480273624523	5.79389475173546e-05	0.00108131272925593	1.40930577475612
14_81_hsa-miR-645	14	81	hsa-miR-645	-0.273331440325755	5.76572382798961	-2.88385793779453	0.00455092213569234	0.0319609646439854	-2.61382219382101
102_61_hsa-miR-636	102	61	hsa-miR-636	-0.112406503749944	5.7623844129014	-3.09513940274794	0.00237718105737546	0.019457024518275	-2.02732638888346
2_9_hsa-miR-662	2	9	hsa-miR-662	-0.262067596003157	5.76071418567005	-3.45329604290531	0.000733290790832548	0.0080416959098963	-0.95172268241744
77_2_hsa-miR-490-5p	77	2	hsa-miR-490-5p	-0.148692312899973	5.75002572242916	-2.70166427037925	0.00775410752313483	0.0471909863551797	-3.09001112412124
177_60_hsa-miR-191*	177	60	hsa-miR-191*	-0.150948370767613	5.74880163953132	-3.14387717436839	0.00203680610389236	0.0173683542040403	-1.88690687046586
53_70_hsa-miR-33b*	53	70	hsa-miR-33b*	-0.133611616253534	5.73971949569257	-3.111312675899	0.00225879139205556	0.018808352086324	-1.9809402089472
151_5_hsa-miR-499-5p	151	5	hsa-miR-499-5p	0.213417452036572	5.73753043184853	3.38902066770781	0.000911832521218274	0.00951871094298922	-1.15211749285922
21_41_hsa-miR-422a	21	41	hsa-miR-422a	-0.19722633750665	5.71537799181868	-2.92161042397676	0.00406230994006989	0.0292625495468846	-2.51170186669563
75_37_hsa-miR-129-3p	75	37	hsa-miR-129-3p	-0.197029447758391	5.70079840491836	-4.07650461723858	7.63751010239018e-05	0.00134164929422666	1.15035205422926
35_34_hsa-miR-193b*	35	34	hsa-miR-193b*	-0.124705660995803	5.70039475507387	-2.856629312975	0.00493610875926727	0.0339877705226232	-2.68674527092167
1_52_hsa-miR-154	1	52	hsa-miR-154	-0.140832402975513	5.69214200715039	-3.00640910194172	0.00313528431128691	0.0239027680978338	-2.27805955133935
119_64_hsa-miR-216a	119	64	hsa-miR-216a	-0.196450113012167	5.68583983040089	-2.91336380263336	0.00416473902185042	0.0298724564381766	-2.53410913296649
118_5_hsa-miR-34c-3p	118	5	hsa-miR-34c-3p	-0.305351828143829	5.68127611930823	-3.43367048325649	0.000783987099276382	0.00844622130333306	-1.01324650278386
17_81_hsa-miR-29a*	17	81	hsa-miR-29a*	-0.155865036916376	5.67926475147776	-2.97324045926434	0.00347183246706734	0.02568278047106	-2.37014745465107
21_50_hsa-miR-19b-1*	21	50	hsa-miR-19b-1*	-0.174284799010701	5.67858504942702	-3.24049398228605	0.00149162369998773	0.0137192676056288	-1.60294810427706
66_42_hsa-miR-1237	66	42	hsa-miR-1237	-0.122113044034326	5.67133289216073	-3.61931306190666	0.000412042062639706	0.00527037832212916	-0.419590508396901
1_5_hsa-miR-15a*	1	5	hsa-miR-15a*	-0.309505261007124	5.66890587667352	-3.49783903702405	0.000629419998091843	0.00717144411035041	-0.810995041153384
3_72_hsa-miR-625*	3	72	hsa-miR-625*	-0.243261097298947	5.65979857159738	-3.66670688935635	0.000348286539908362	0.00463555260238073	-0.263888937797041
36_82_hsa-miR-708	36	82	hsa-miR-708	-0.360743099936884	5.65869622515077	-6.96702776625649	1.16902251259841e-10	2.27976332311945e-08	13.9368849040636
165_1_hsa-miR-583	165	1	hsa-miR-583	-0.13739701892633	5.64243071774091	-2.79114644259456	0.00598744530662846	0.0391482332584998	-2.85960085066847
28_42_hsa-miR-550	28	42	hsa-miR-550	-0.156135401888477	5.638650905042	-3.26705959182886	0.00136753827343813	0.0128323535616343	-1.52357798854574
176_59_hsa-miR-508-5p	176	59	hsa-miR-508-5p	-0.33872587282768	5.6141164869757	-3.1621020489375	0.00192157755790588	0.0166602755278232	-1.83391093375826
164_2_hsa-miR-492	164	2	hsa-miR-492	-0.197171026390232	5.61136298908886	-2.85610420148246	0.00494382178332951	0.0340102586485081	-2.68814558120144
1_42_hsa-miR-26b*	1	42	hsa-miR-26b*	-0.148916804249621	5.60286476493679	-3.3408018267158	0.00107168424459028	0.0106977620142484	-1.30036166404139
18_79_hsa-miR-431*	18	79	hsa-miR-431*	-0.36879840676536	5.59764543016946	-5.02979503844756	1.4829285069777e-06	5.40766557991651e-05	4.87460463658264
180_21_hsa-miR-330-3p	180	21	hsa-miR-330-3p	-0.11244425689137	5.59215242897119	-2.71114703900182	0.00754672127019845	0.0463058282771502	-3.06591261623419
107_40_hsa-let-7e*	107	40	hsa-let-7e*	-0.117945214744284	5.5827432064485	-2.71090540179707	0.00755194280071216	0.0463167467303477	-3.06652762933918
27_16_hsa-miR-520f	27	16	hsa-miR-520f	-0.130343473639288	5.5798168730575	-2.8205676492267	0.00549212470609072	0.0366941559310609	-2.78237887681744
178_82_hsa-miR-509-5p	178	82	hsa-miR-509-5p	-0.1473202063428	5.57392742010211	-2.83836743810968	0.00521090570199051	0.0353595295642886	-2.73530975781667
6_4_hsa-miR-550*	6	4	hsa-miR-550*	-0.20932759676529	5.56394964467662	-3.77353047565661	0.000237090036926893	0.00342672775175969	0.0931278508187976
90_47_hsa-miR-181a-2*	90	47	hsa-miR-181a-2*	-0.128519290776949	5.55094275441666	-2.75560441854235	0.00663990299554125	0.0422232296279221	-2.95192368076158
137_41_hsa-miR-634	137	41	hsa-miR-634	-0.14641393935456	5.5480241464456	-3.5847706020425	0.000465287880050573	0.00574843655301843	-0.53201824465893
63_36_hsa-miR-593	63	36	hsa-miR-593	-0.162929926378858	5.54407163953529	-2.82843017895799	0.00536623972688838	0.0360327222186434	-2.76161996637814
16_14_hsa-miR-1226	16	14	hsa-miR-1226	-0.277446624697306	5.54348333611005	-3.00203193770644	0.00317790697107574	0.0241320068864533	-2.29026342526615
79_42_hsa-miR-106b*	79	42	hsa-miR-106b*	-0.220004769921503	5.54065617013971	-4.14979490938517	5.75423058928523e-05	0.00107689745214773	1.4157496854953
62_49_hsa-miR-628-5p	62	49	hsa-miR-628-5p	0.135531343584363	5.53628875142156	3.22801814355254	0.00155344591852038	0.0141333118861462	-1.64003044613257
33_38_hsa-miR-181a*	33	38	hsa-miR-181a*	-0.119080872735035	5.50653456028314	-2.86751205614974	0.00477871539069698	0.033248394155749	-2.65767294117987
162_39_hsa-miR-30d*	162	39	hsa-miR-30d*	-0.135184514369927	5.49968024686358	-4.09275917281667	7.17482344275952e-05	0.00127367314308406	1.20889423227843
122_48_kshv-miR-K12-7	122	48	kshv-miR-K12-7	-0.161773495188819	5.49285995932515	-3.60161944050303	0.000438553241269798	0.00550996490618712	-0.477290515747376
96_38_hsa-let-7f-2*	96	38	hsa-let-7f-2*	-0.0947948302793162	5.49194194261516	-2.97542083414387	0.00344872730307415	0.0255821800386801	-2.36412150471318
104_51_hsa-miR-363*	104	51	hsa-miR-363*	0.138365881242391	5.49037889196293	3.04501498805098	0.00278154257475392	0.0218624047230658	-2.16974975498054
126_1_hsa-let-7g*	126	1	hsa-let-7g*	-0.0783963692454028	5.47813964462759	-2.73160444925671	0.00711634311446622	0.0443732682800081	-3.01366619005944
36_64_hsa-miR-920	36	64	hsa-miR-920	0.12561032077548	5.47798334952656	2.75544972498957	0.0066428787992205	0.0422232296279221	-2.95232319512794
142_20_hsa-let-7i*	142	20	hsa-let-7i*	-0.0879847002262029	5.47715037893137	-2.81919949506934	0.00551430308307476	0.0367956052016453	-2.78598586863181
72_38_hsa-miR-184	72	38	hsa-miR-184	-0.117398662336958	5.46521108371635	-2.72848124160462	0.00718057419707882	0.0447323177758762	-3.02166537891815
47_4_hsa-miR-876-5p	47	4	hsa-miR-876-5p	-0.152793380093205	5.46017127215814	-3.11220416669556	0.00225242712175637	0.0187728838186931	-1.97837724169094
57_60_hsa-miR-154*	57	60	hsa-miR-154*	0.11566027472974	5.45421606565882	3.08459786902946	0.00245740949389703	0.0199679360808444	-2.05744718381208
21_5_hsa-miR-518e*	21	5	hsa-miR-518e*	-0.105759326329695	5.44521082595102	-2.9010202365404	0.00432248638455347	0.0306687506149403	-2.56754381919906
92_29_hsa-miR-592	92	29	hsa-miR-592	-0.14537366768541	5.44359738652818	-2.72157224256267	0.00732453537765414	0.0453734567569559	-3.03933160495022
87_1_hsa-miR-26a-1*	87	1	hsa-miR-26a-1*	-0.104959120378386	5.43680052175999	-3.64681388722229	0.000373819747206568	0.00489560620026929	-0.329445841464653
47_17_hsa-miR-183*	47	17	hsa-miR-183*	-0.139471250915654	5.4349463033553	-3.56568841714151	0.000497420059152011	0.00600294557484257	-0.593743432492352
82_37_hsa-miR-127-5p	82	37	hsa-miR-127-5p	0.13498354149977	5.42251616248832	3.0604543363199	0.00265068444663946	0.0211301006599411	-2.12609641932712
76_1_hsa-miR-16-1*	76	1	hsa-miR-16-1*	-0.204807860434623	5.42239046828076	-4.10558184014743	6.82885945472801e-05	0.00122846434255107	1.25520461697749
126_41_hsa-miR-520e	126	41	hsa-miR-520e	-0.125534561200745	5.41763514175737	-2.90594167622089	0.00425894667577138	0.0303058627547222	-2.5542282867956
154_1_hsa-miR-525-5p	154	1	hsa-miR-525-5p	-0.113765100891285	5.41161675855618	-3.20186877039205	0.00169083983224794	0.015175890333284	-1.71735626762347
123_1_ebv-miR-BART15	123	1	ebv-miR-BART15	-0.174313902911521	5.40985653030757	-4.68160894717154	6.66385126515344e-06	0.000197508331770715	3.44826735716098
35_44_hsa-miR-433	35	44	hsa-miR-433	-0.112317562445321	5.40536642277862	-3.14738199525411	0.00201416061420703	0.0172408048503625	-1.87673580991161
154_3_hsa-miR-302c*	154	3	hsa-miR-302c*	-0.129303242877629	5.40222229400539	-4.51839269034879	1.31549729622967e-05	0.000343287406133238	2.80506985832776
111_73_hsa-miR-616	111	73	hsa-miR-616	-0.101512291389621	5.38950688635386	-2.9332856646179	0.00392124399561429	0.0283984172255037	-2.47988297328374
18_25_hsa-miR-298	18	25	hsa-miR-298	-0.148754962224103	5.38198198979411	-3.1003632434834	0.00233832849717964	0.0192443720232717	-2.0123669763927
14_63_hsa-miR-302c	14	63	hsa-miR-302c	-0.142476089265807	5.38097667518554	-3.11870185170186	0.00220653997179642	0.0184991911903381	-1.95967765555299
2_22_hsa-miR-891a	2	22	hsa-miR-891a	-0.161828694379096	5.38089578175576	-2.91703251714225	0.00411888191265644	0.0295984695345913	-2.52414760925539
78_38_hsa-miR-487a	78	38	hsa-miR-487a	0.0871237497632933	5.37665972930901	2.75055544762473	0.00673765688575057	0.0426644287316045	-2.96495287842679
190_30_hsa-miR-125b-1*	190	30	hsa-miR-125b-1*	-0.402086242529553	5.37655244793973	-5.20982724887583	6.64035668321597e-07	2.75779751633809e-05	5.63969866068933
192_22_hsa-miR-192*	192	22	hsa-miR-192*	-0.0875093640804696	5.37399079914188	-2.8426930970389	0.00514458095873237	0.0350181561077693	-2.72383137942781
128_51_hsa-miR-190b	128	51	hsa-miR-190b	-0.104021778129403	5.37253349707107	-2.99567679937418	0.00324074084048488	0.0244847887420351	-2.30795429942959
135_46_hsa-miR-10a*	135	46	hsa-miR-10a*	-0.0852484035810912	5.37151374023881	-3.09477614939827	0.00237990486257349	0.0194674771007835	-2.02836581522382
45_4_ebv-miR-BART11-3p	45	4	ebv-miR-BART11-3p	-0.140884053447792	5.36293831912865	-3.12507200225186	0.00216239547680873	0.0182209149373435	-1.94131226605218
1_16_hsa-miR-489	1	16	hsa-miR-489	-0.118027685090656	5.3527741897925	-3.92193560660301	0.00013717245656537	0.00217407841642358	0.602852189724151
31_2_hsa-miR-876-3p	31	2	hsa-miR-876-3p	-0.148214990920223	5.35226984049755	-4.10113802136721	6.9469098206381e-05	0.00124636824728675	1.23914249868005
34_81_hsa-miR-18b*	34	81	hsa-miR-18b*	-0.150603274312906	5.35039950788162	-4.0713424202858	7.7903246275638e-05	0.00136315485290635	1.13179812212903
85_13_hsa-miR-138	85	13	hsa-miR-138	-0.0975959185608666	5.34423992016595	-3.68565320149263	0.000325508659604796	0.00443324344498192	-0.201179723027985
139_54_hsa-miR-571	139	54	hsa-miR-571	-0.11113760726988	5.34394273273135	-2.96250441336717	0.00358769165454744	0.0264670936971438	-2.39976226494457
5_52_hsa-miR-619	5	52	hsa-miR-619	-0.226985199858659	5.3372531657645	-3.454419062297	0.000730485005011861	0.00802400508362416	-0.948193238874666
49_1_hsa-miR-520g	49	1	hsa-miR-520g	-0.115798411945633	5.33380839918296	-2.83842184517411	0.0052100666591943	0.0353595295642886	-2.73516548209809
192_12_hsa-miR-137	192	12	hsa-miR-137	-0.149811344443534	5.33178444927686	-3.02423861590191	0.002967055870302	0.0229291637215688	-2.22818861797432
1_11_hsa-miR-921	1	11	hsa-miR-921	-0.177776016207734	5.33108862516822	-3.70679433018112	0.000301757674660497	0.00416456540536579	-0.130893626106523
61_1_hsa-miR-938	61	1	hsa-miR-938	-0.0917676890413226	5.327696856391	-2.71895590733626	0.00737973108593072	0.0456187800495678	-3.04601104970988
112_71_hsa-miR-654-5p	112	71	hsa-miR-654-5p	0.0780251137681529	5.32404240969611	2.97410605957977	0.00346264281612999	0.0256429949003001	-2.36775564062487
134_51_hsa-miR-671-3p	134	51	hsa-miR-671-3p	-0.0940978388401503	5.32196594711227	-3.55296109450095	0.000520001772834716	0.00623076033416201	-0.634760517040004
20_79_hsa-miR-493*	20	79	hsa-miR-493*	-0.115066546017825	5.31925920766443	-2.98525251696646	0.00334628893156485	0.024987604807512	-2.33690128048738
151_29_hsa-miR-509-3p	151	29	hsa-miR-509-3p	-0.101870930567293	5.3186452859546	-3.04125030050848	0.00281434253629899	0.0220045282791628	-2.18036483435696
2_5_hsa-miR-888	2	5	hsa-miR-888	-0.139297605353903	5.31823109624655	-2.9348024131158	0.00390325166347339	0.0282985745601821	-2.4757411176549
150_49_hsa-miR-503	150	49	hsa-miR-503	-0.0731986277927978	5.31821936410559	-2.70909016058426	0.00759127308538783	0.0465046730440652	-3.07114619263541
124_82_hsa-miR-18a*	124	82	hsa-miR-18a*	-0.135459932985377	5.3149960821112	-3.39411361147654	0.000896320079145935	0.00940053233436298	-1.1363547974477
29_82_NC1_00000215	29	82	NC1_00000215	-0.164171808785356	5.31380571932474	-2.81080214850699	0.0056522266462757	0.0375401588115922	-2.80809043294837
140_74_hsa-miR-99a*	140	74	hsa-miR-99a*	-0.0906017650773272	5.31344428525107	-3.38462303735979	0.00092542908260756	0.00963076081637071	-1.16571209309296
1_39_hsa-miR-548b-3p	1	39	hsa-miR-548b-3p	-0.111966034423796	5.31041049051644	-3.07931201156467	0.00249857453765125	0.0202169687183615	-2.07251704507719
15_1_NC2_00079215	15	1	NC2_00079215	-0.0948563934115234	5.30988564756938	-3.25300576184631	0.00143193069504141	0.0132700133832488	-1.56563577982965
148_39_hsa-miR-130b*	148	39	hsa-miR-130b*	-0.0838408497706595	5.3093713718918	-2.99498954902778	0.00324760386817829	0.0245091181436944	-2.30986543660831
132_82_NC1_00000197	132	82	NC1_00000197	-0.107240256659367	5.30729758065478	-3.29048739106262	0.00126616321878584	0.0121090918777414	-1.45312298813616
30_82_hsa-miR-637	30	82	hsa-miR-637	-0.208213807506397	5.30728990025545	-4.40785367801605	2.06610768352358e-05	0.00047933698257747	2.37906318294779
2_58_hsa-miR-325	2	58	hsa-miR-325	-0.140120195834971	5.30579060961306	-2.91900881041142	0.00409437159894854	0.029446212846313	-2.51877686617198
175_8_hsa-miR-873	175	8	hsa-miR-873	-0.0885163936910791	5.30226909423745	-3.09032576204452	0.00241351072819223	0.0196825456718513	-2.04109170562233
56_81_hsa-miR-641	56	81	hsa-miR-641	-0.0958911716327346	5.29237147448926	-3.02392464918878	0.0029699448386725	0.0229291637215688	-2.22906904644684
99_19_hsa-miR-1233	99	19	hsa-miR-1233	-0.0825273421222938	5.29036626074397	-2.73712020842559	0.00700417958935403	0.0438976434812985	-2.99951913617655
35_1_hsa-miR-576-5p	35	1	hsa-miR-576-5p	-0.103690163367598	5.2902812140935	-3.0721997152502	0.0025549699682984	0.0205866322715109	-2.09275853378931
132_51_hsa-miR-15b*	132	51	hsa-miR-15b*	-0.0907873973547626	5.29014532537259	-3.37831474977625	0.000945264828138706	0.00977669756144076	-1.18518713219475
42_1_hsa-miR-624*	42	1	hsa-miR-624*	-0.105798793316221	5.28519760119495	-3.86415000057096	0.000170047080313642	0.00261204738892736	0.402498246054801
75_24_hsa-miR-369-5p	75	24	hsa-miR-369-5p	0.0823305342715654	5.28492913480659	2.98061030560762	0.00339430299831851	0.0252480603346456	-2.34976364043847
65_58_hsa-miR-138-1*	65	58	hsa-miR-138-1*	0.0734567301219191	5.28019022662538	2.926510287769	0.00400254982760008	0.0289405214831739	-2.49836175032418
63_1_hsa-miR-96*	63	1	hsa-miR-96*	-0.0712172585435806	5.27010833356084	-3.14465140974346	0.00203178335857128	0.0173475107061771	-1.88466086763027
58_1_hsa-miR-582-3p	58	1	hsa-miR-582-3p	-0.0956669908993715	5.26997761264277	-3.31761868219614	0.00115753924374345	0.0113607582100887	-1.37099391093085
5_21_hsa-miR-519a	5	21	hsa-miR-519a	-0.132725634509594	5.26592428493725	-3.57181336690988	0.00048688517128849	0.00592362284345201	-0.573960814027595
32_82_hsa-miR-519b-3p	32	82	hsa-miR-519b-3p	-0.162257661703039	5.2638474185981	-3.99158412738513	0.000105565571865551	0.0017450741216497	0.847483233258012
88_16_hsa-miR-585	88	16	hsa-miR-585	-0.0896844642931423	5.26319557560961	-3.27014896115116	0.00135375001014841	0.0127474178702288	-1.51431188022021
64_76_hsa-miR-374b*	64	76	hsa-miR-374b*	0.0645806554679185	5.26275109941034	2.67431539277367	0.00838144861388783	0.0499914771934728	-3.15908722615681
7_26_hsa-miR-521	7	26	hsa-miR-521	-0.117214251671764	5.26118687190755	-3.63527160943998	0.000389435018638744	0.00503384977022376	-0.367348613995912
37_2_hsa-miR-217	37	2	hsa-miR-217	-0.159718898134301	5.25766038116859	-5.1198038514259	9.94536453569856e-07	3.87898044035826e-05	5.25484268038139
16_1_hsa-miR-552	16	1	hsa-miR-552	-0.0786275791317066	5.25648411225388	-3.31340906395238	0.00117380218025176	0.0114786934138573	-1.38377449229346
64_74_hsa-miR-185*	64	74	hsa-miR-185*	-0.084844589081456	5.25627666976118	-2.74940778545491	0.00676005852597529	0.0427660308065461	-2.96791151132121
5_57_hsa-miR-520a-3p	5	57	hsa-miR-520a-3p	-0.137718672816006	5.25504658984686	-3.10249788627089	0.00232262181297794	0.019150244556024	-2.00624773281726
189_16_NegativeControl	189	16	NegativeControl	-0.12400199251261	5.2549959251096	-3.79723298328351	0.000217466621047704	0.00318414673864843	0.173474009489531
7_79_hsa-miR-520c-3p	7	79	hsa-miR-520c-3p	-0.104080824574356	5.25433689697993	-2.89179048915627	0.00444399741237101	0.0313573304566672	-2.59246215929042
8_82_hsa-miR-551a	8	82	hsa-miR-551a	-0.146138354807251	5.25294374571963	-3.33480729455518	0.00109329451845275	0.0108490355131837	-1.31866531857378
21_82_ebv-miR-BART11-5p	21	82	ebv-miR-BART11-5p	-0.141061359488523	5.25176809517595	-3.07627922121606	0.00252248015155504	0.020385881633228	-2.08115330496488
5_81_hsa-miR-520h	5	81	hsa-miR-520h	-0.14648342978779	5.25157453256016	-2.69279882555031	0.00795264729881012	0.0481596858923443	-3.11247217559599
26_2_hsa-miR-548c-3p	26	2	hsa-miR-548c-3p	-0.0816143380967409	5.24654376349365	-2.78572767582169	0.00608299155416707	0.039618942087547	-2.87374474663755
153_4_hsa-miR-519e	153	4	hsa-miR-519e	-0.0594525859492241	5.24647128039104	-3.19593084862232	0.00172357428489702	0.0153707216490223	-1.73483979772384
96_80_hsa-miR-100*	96	80	hsa-miR-100*	0.0815504434366128	5.24226804546213	3.03675708584473	0.00285395698268023	0.0222110151295229	-2.19301908497238
175_41_hsa-miR-302b	175	41	hsa-miR-302b	-0.0729411468741059	5.24197319498897	-2.77440112440639	0.00628720411020686	0.0405563847109029	-2.90322967927606
106_30_hsa-miR-668	106	30	hsa-miR-668	-0.0811152208609709	5.2400988647635	-3.6738987226011	0.000339468333404405	0.00455876835757453	-0.240116353410489
26_1_kshv-miR-K12-6-3p	26	1	kshv-miR-K12-6-3p	-0.0949654373484683	5.23958431786095	-4.44866813668594	1.75040798949654e-05	0.000423142172361607	2.53544154019183
81_1_hsa-miR-657	81	1	hsa-miR-657	-0.0619664468338312	5.23956738796025	-2.99957176323614	0.00320209661637561	0.0242568919957797	-2.29711574132758
1_29_hsa-miR-553	1	29	hsa-miR-553	-0.079793595669297	5.23934134812309	-2.76401977031086	0.00647983285930058	0.0414216774131822	-2.93015980406886
12_5_hsa-miR-943	12	5	hsa-miR-943	-0.144200526132115	5.23698447848089	-2.92082165547366	0.00407200611942749	0.0293167010931066	-2.5138474834874
124_59_hsa-miR-942	124	59	hsa-miR-942	-0.0662702601624021	5.23620481157862	-2.79319238388592	0.00595172717915966	0.0389650248388035	-2.85425421968287
48_2_hsa-miR-93*	48	2	hsa-miR-93*	-0.117280239227053	5.23591422992405	-3.35589061470439	0.00101904405321196	0.0102944870720872	-1.25416619176981
10_26_hsa-miR-147	10	26	hsa-miR-147	-0.123613089508742	5.23009922376276	-2.6750265180056	0.00836457187526089	0.0499350839190375	-3.15729912204905
54_10_hsa-miR-518a-3p	54	10	hsa-miR-518a-3p	-0.0931360544650732	5.22900133251629	-3.14104306145319	0.00205529040775146	0.0174927183597114	-1.89512435176912
15_82_hsa-miR-527	15	82	hsa-miR-527	-0.192683445520035	5.22843882348529	-4.00578178206795	0.000100037822634855	0.00167634986472554	0.897769179037743
10_35_hsa-miR-105*	10	35	hsa-miR-105*	-0.105009856374317	5.22725906208189	-3.0727484426767	0.00255057741512144	0.0205635528447418	-2.09119831484489
2_54_hsa-miR-302a*	2	54	hsa-miR-302a*	-0.0687076695106028	5.22691385884892	-2.8546892973685	0.00496465926568392	0.0341013042772041	-2.69191755644218
28_82_hsa-miR-767-5p	28	82	hsa-miR-767-5p	-0.112580513241022	5.22499509075852	-3.19712833947626	0.00171692573554256	0.0153304264747582	-1.73131617239456
52_34_hsa-miR-146a*	52	34	hsa-miR-146a*	-0.0847690339921479	5.22421785099433	-2.98194073352115	0.00338047806558634	0.0251730563644326	-2.34607916751369
188_18_hsa-miR-620	188	18	hsa-miR-620	-0.0829213365340418	5.217924862171	-2.69244731770531	0.00796061325038025	0.0481862401696431	-3.11336137003876
51_4_hsa-miR-196a*	51	4	hsa-miR-196a*	-0.0787561963352874	5.2144733384923	-2.89044760760053	0.0044619350875854	0.0314415524309247	-2.59608179713892
14_82_ebv-miR-BART3	14	82	ebv-miR-BART3	-0.115698077127972	5.21386759359972	-3.13690788805398	0.00208253951808109	0.0176910680273354	-1.90710273527869
14_80_hsa-miR-148b*	14	80	hsa-miR-148b*	-0.128574543113555	5.21243923098793	-2.90093309811978	0.00432361919712706	0.0306687506149403	-2.56777940263343
12_72_hsa-miR-187	12	72	hsa-miR-187	-0.0761742562282848	5.21051270882679	-2.68912627511467	0.00803623271338016	0.0485544931218079	-3.12175731618861
129_48_hsa-miR-105	129	48	hsa-miR-105	-0.0971925660873141	5.2104142670519	-3.35803992618907	0.00101174564696003	0.0102438295150445	-1.24757154460125
107_32_hsa-miR-589*	107	32	hsa-miR-589*	-0.0702848191638066	5.20937158634534	-2.81017914516556	0.00566258355636532	0.0375903918768879	-2.80972804105286
29_2_hsa-miR-562	29	2	hsa-miR-562	-0.098422333742318	5.20746125345319	-3.28258320086052	0.00129955462182982	0.0123320218556714	-1.47694152190069
12_82_hsa-miR-379*	12	82	hsa-miR-379*	-0.112512474386611	5.20225220377605	-2.80828305803757	0.00569421097267131	0.0376983751248407	-2.81471004920816
127_32_hsa-miR-556-3p	127	32	hsa-miR-556-3p	-0.0714766495698576	5.20121018174212	-2.95519537212434	0.00366859040548573	0.026960432821527	-2.41986995222613
6_27_hsa-miR-504	6	27	hsa-miR-504	-0.107529686100818	5.1998442859644	-3.10674905252702	0.00229163227775595	0.0189878103014064	-1.99405029092725
67_55_hcmv-miR-UL112	67	55	hcmv-miR-UL112	0.0744219255168783	5.19864902551918	3.05681538361893	0.00268100420348048	0.0213086784182123	-2.13640257123852
98_35_hsa-miR-380	98	35	hsa-miR-380	-0.0879142506804129	5.19817298195635	-4.44916334776297	1.74687887892021e-05	0.000423142172361607	2.53734553252674
105_53_hsa-miR-518d-3p	105	53	hsa-miR-518d-3p	-0.0658879438514859	5.19594135872283	-3.07900567413139	0.00250097966073072	0.0202242682180243	-2.07338971660202
12_81_hsa-miR-603	12	81	hsa-miR-603	-0.148804318721814	5.1958605984356	-3.21805539841604	0.00160451866238345	0.0145179277380201	-1.66955483460829
31_57_hcmv-miR-US5-1	31	57	hcmv-miR-US5-1	-0.0657095132006535	5.19417535944321	-2.69948655429743	0.0078024566518463	0.0474423211510365	-3.09553462731305
9_80_hsa-miR-608	9	80	hsa-miR-608	-0.10382328654766	5.19399162556854	-2.87067501817796	0.00473383927390576	0.0329873336456116	-2.64920496841851
162_57_ebv-miR-BHRF1-2*	162	57	ebv-miR-BHRF1-2*	-0.0607056240563866	5.19314310574407	-2.68669376451781	0.00809203227889449	0.0488060898004501	-3.12790104410833
176_44_NC2_00092197	176	44	NC2_00092197	-0.0597117761108126	5.19268670467642	-2.68199518671257	0.00820080692432497	0.0493074432411603	-3.13975395040238
28_43_hsa-miR-491-5p	28	43	hsa-miR-491-5p	-0.0657457433127342	5.19124396212141	-2.70894198373842	0.00759449176780793	0.0465046730440652	-3.07152307998355
9_22_hcmv-miR-US25-1*	9	22	hcmv-miR-US25-1*	-0.0797959623505027	5.19059994903427	-3.08242886066484	0.00247422475507687	0.0200682147705331	-2.06363369922168
37_41_hsa-miR-658	37	41	hsa-miR-658	0.0525388979983443	5.19029037461231	2.75635803012775	0.0066254232647604	0.0421521018679036	-2.94997710278026
167_57_hsa-miR-586	167	57	hsa-miR-586	-0.0625723657084154	5.19015511717512	-2.83246560067521	0.00530265744019121	0.0357619175396165	-2.75094554901551
69_82_hsa-miR-591	69	82	hsa-miR-591	-0.0796013601057952	5.18656441942007	-2.74650948878418	0.00681693294698956	0.0429878477590302	-2.97537829667833
24_16_hsa-miR-642	24	16	hsa-miR-642	-0.0678133775479162	5.18607446856835	-2.88511011381664	0.00453388868558556	0.0318698988623678	-2.61045390361774
149_43_hsa-miR-604	149	43	hsa-miR-604	-0.0702506961733591	5.18325722571799	-2.77499812800103	0.00627628659859009	0.0405053776837546	-2.90167825694479
4_26_NC2_00122731	4	26	NC2_00122731	-0.100923808837289	5.18317344846209	-3.18071048694712	0.00181019006233438	0.0159306196721854	-1.77952671174572
9_61_kshv-miR-K12-11	9	61	kshv-miR-K12-11	-0.0828491646102321	5.18225086630322	-2.83786533232377	0.00521865479165113	0.0353942635466016	-2.73664111728355
7_44_hsa-miR-302b*	7	44	hsa-miR-302b*	-0.0768465666433329	5.18169323228511	-3.35044791811611	0.00103774666165656	0.0104286176842798	-1.27084978657496
172_6_hsa-miR-643	172	6	hsa-miR-643	-0.0709539728851425	5.1719873498537	-2.69789860245882	0.00783788391127451	0.0476147024424875	-3.09955974315935
59_2_ebv-miR-BART8*	59	2	ebv-miR-BART8*	-0.0677707296282062	5.16827813785248	-2.84381984767603	0.0051274316958134	0.0349517329781485	-2.72083893353081
79_15_hsa-miR-570	79	15	hsa-miR-570	-0.0662434957621043	5.16669771474269	-3.00332093838586	0.00316530019580149	0.0240906557888602	-2.28667120998787
104_41_hsa-miR-509-3-5p	104	41	hsa-miR-509-3-5p	-0.0827137873827413	5.16192564450604	-3.19147031019721	0.00174855064638979	0.0155303613847004	-1.74795495891744
