miRNA	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-92b-5p	2.27785011201887	6.41895950835088	4.11285935029328	0.000125644289891904	0.00259079188787659	0.912905232334752
hsa-miR-93-5p	1.91279547792925	10.9890784050702	4.08909332586301	0.000136026344830007	0.00272665378822959	0.83882146389196
hsa-miR-552-3p	-0.908378822650943	1.29122165014035	-4.07768556726241	0.000141299674473341	0.00277451496484714	0.803342514818651
hsa-miR-1268a	2.04475244681604	8.59337690778947	4.06642906428007	0.000146696409302236	0.0028518219868084	0.768386138933334
hsa-miR-191-5p	0.936742286683963	11.925016228614	4.05381014820433	0.000152983060642811	0.00290891148156586	0.729260790946003
hsa-miR-519d-3p	-0.766295298933962	1.37625552126316	-4.04318679467958	0.000158476528543241	0.00298432306160345	0.696373750664836
hsa-miR-1321	-0.823390066424528	1.26364843912281	-4.02675442680401	0.000167350818746767	0.00310652410571492	0.645595941165833
hsa-miR-106a-5p	1.36412379739151	11.7821587268596	4.01209466171519	0.000175671053070163	0.00320016149124318	0.600390952437404
hsa-miR-518c-3p	-0.685087549028302	1.09064071370175	-3.97137600493385	0.000200928128405876	0.00348945182998205	0.475306870154633
hsa-miR-518a-5p	-1.05059336408962	1.35286971077193	-3.96547489109578	0.000204867164875063	0.00354211702101463	0.457237808187267
hsa-miR-147a	-0.913394972023585	1.144196312	-3.93316450823214	0.000227788705854471	0.00384020965239551	0.358570364502153
hsa-miR-1293	-0.925271898339623	1.14592479794737	-3.92552234575434	0.000233560868308423	0.00390851859920841	0.335299450083143
hsa-miR-877-3p	-1.39700402857547	2.03045991535088	-3.92236593285038	0.000235985787818582	0.00394066011068851	0.325695394975428
hsa-miR-132-3p	1.56049280827358	8.76120412952632	3.84220604943039	0.000306351047853233	0.00487603551725665	0.0832688069626792
hsa-miR-663a	2.48546252680661	9.58374302412281	3.82465172141348	0.000324254332655027	0.00503583239364008	0.0305641515090027
hsa-miR-19b-2-5p	-0.896338644537735	1.22627800247368	-3.82416221427613	0.00032476769371652	0.00503583239364008	0.0290964760341295
hsa-miR-642a	-1.37796703154717	1.53365159526316	-3.81248722130439	0.000337245423644154	0.00517794299760131	-0.00587590850543407
hsa-miR-663b	2.28089307601415	4.03748607626316	3.79750260037915	0.000353935821893868	0.00536048148856701	-0.0506707391155352
hsa-miR-520h	-0.728773475834905	1.3597689037193	-3.76357655315053	0.000394701781149874	0.00583373667283639	-0.151705483767276
hsa-miR-708-5p	2.27692099166038	6.81616090342105	3.74748260422492	0.000415579641511611	0.00601436092298748	-0.199447055423601
hsa-miR-342-5p	1.69506568281604	5.30005221782456	3.74355065141863	0.000420838947853272	0.00607921696390633	-0.211092432464277
hsa-miR-7-5p	-0.791942601981132	1.22151485945614	-3.71276815097292	0.000464273923941859	0.00651400487541405	-0.302009263336044
hsa-miR-1226-5p	1.9213208979434	3.66538511324561	3.70743248830294	0.000472226479891354	0.0066018782474972	-0.317722471898527
hsa-miR-588	-0.726651889311321	1.21014393422807	-3.69799377827161	0.000486614751226677	0.00670704458701319	-0.345485571245836
hsa-miR-487b-3p	1.92806675252359	5.30432440077193	3.68312742285552	0.00051013079830608	0.00694542193164114	-0.389126867811954
hsa-miR-1289	-0.805946531707547	1.43520998114035	-3.67269775150693	0.00052727334134941	0.00710455372869937	-0.419680333694293
hsa-miR-625-3p	-1.06569339815094	1.74553972347368	-3.64121952550901	0.000582414869445095	0.00768342594048076	-0.511574568288663
hsa-miR-620	-1.44800326843868	1.57844289526316	-3.56699613398766	0.000735061144942235	0.00910380799956191	-0.726319718802888
hsa-miR-223-3p	-1.64373978690094	2.60978581433333	-3.56430857919075	0.000741247923540417	0.0091140788057101	-0.734043734534938
hsa-miR-138-5p	3.28172330691981	4.56490582975439	3.55010483405062	0.000774777716478595	0.00949041983429502	-0.77480451181674
hsa-miR-195-3p	1.61862852758962	2.81694065649123	3.54071066041259	0.000797742268018412	0.00971749140423664	-0.801706892911304
hsa-miR-769-5p	2.09325718662736	5.37499628021053	3.54038315466632	0.000798554449293711	0.00971749140423664	-0.802643970462857
hsa-miR-1228-3p	-2.27370085917924	5.39235199835088	-3.53187583211242	0.000819929676240588	0.00991911829693529	-0.826966412219471
hsa-miR-579-3p	-0.763877275768868	1.33676360984211	-3.50749679165537	0.0008842411308076	0.0104702188443354	-0.896460660559416
hsa-miR-183-5p	2.66857689765566	4.52011809468421	3.49474746859704	0.000919756345607011	0.0108383138581719	-0.93268154995853
hsa-miR-20a-5p	2.04520450720755	10.5071053598947	3.49357656328422	0.000923085220481921	0.0108479864632575	-0.936003877012359
hsa-miR-346	2.25600242970283	4.34532206447368	3.48764379349531	0.000940128813757286	0.0110316917109808	-0.952826579422864
hsa-miR-520f-3p	-0.852224789037736	1.13329059631579	-3.47511015628371	0.000977123754632783	0.011363425807225	-0.988306184373085
hsa-miR-602	2.28399723398113	4.69155928233333	3.46810258293705	0.000998406247594436	0.0115382474117033	-1.00810713306241
hsa-miR-767-5p	-0.801409195023584	1.27414405498246	-3.42772006519916	0.00112988752632157	0.0126995939429299	-1.12171073236156
hsa-miR-30c-2-3p	1.99979937354245	4.40443700464912	3.38477378641647	0.00128765799044161	0.013937738497647	-1.24157515542202
hsa-miR-1227-3p	-1.0330645284434	1.6717194434386	-3.3718923156509	0.00133890892046929	0.0143336619362569	-1.27733430226948
hsa-miR-1825	-2.25063583847641	5.67129213785965	-3.36435848411316	0.00136977213982955	0.0145404641468282	-1.29820663820875
hsa-miR-92a-1-5p	2.33874740116981	3.47586151152632	3.36289554975992	0.00137584275932234	0.0145693918212792	-1.30225609309519
hsa-miR-572	2.24203112086793	6.88838890561404	3.35391197437767	0.0014136829322884	0.0148294390816561	-1.32709739500119
hsa-miR-1255b-5p	-1.08034782262264	1.47977903666667	-3.35139695793686	0.00142445166759954	0.0148885378801763	-1.3340440080529
hsa-miR-627-5p	-0.7351751895	1.62308095936842	-3.31310872634506	0.00159828079969975	0.0160547100895289	-1.43936956051041
hsa-miR-511-5p	-0.566294016023585	1.11148111117544	-3.3125778656272	0.00160082616563374	0.0160593654349148	-1.44082420222976
hsa-miR-22-3p	1.86573758117453	10.4857091758596	3.30677508000968	0.0016289000796335	0.0162161169857713	-1.45671455979554
hsa-miR-200b-5p	1.92089030243396	7.23539663196491	3.30180209567733	0.00165332868669786	0.0163761263454294	-1.47031771652581
hsa-miR-363-5p	2.05610510392925	3.38385770321053	3.26844500858614	0.00182634592399306	0.0174912909264777	-1.56120640250454
hsa-miR-183-3p	1.43992846478774	3.16990132347368	3.24370788527467	0.00196552825318456	0.0183358135591022	-1.62820429198376
hsa-miR-323b-5p	-0.592794334306603	1.30545429835088	-3.23442539873479	0.00202028787852781	0.0187512467585449	-1.65325550138684
hsa-miR-654-3p	-0.885891206773585	1.79647211121053	-3.20488880706185	0.00220424082332362	0.0200071336054286	-1.73264062899358
hsa-miR-21-5p	2.14599767323585	6.22733460478947	3.18368022638256	0.00234592074558867	0.0209285052817072	-1.78933357013565
hsa-miR-1826	1.34385415012265	12.1091221552281	3.18162071134745	0.00236012558345126	0.0210312217043005	-1.79482504215031
hsa-miR-212-3p	1.84716096846698	4.33995272759649	3.1499677056671	0.00258886045381145	0.0225802951412237	-1.87891411658214
hsa-miR-1282	-0.805191467669811	1.24739274722807	-3.12967039263883	0.00274630965096581	0.023663075989303	-1.93252738200381
hsa-miR-608	-0.637067556004717	1.46378111840351	-3.10704699005112	0.002932360187618	0.024721030060663	-1.99199843846865
hsa-miR-148a-3p	2.49116486094811	6.06887985296491	3.10316306079743	0.00296546442377477	0.0248875906813432	-2.00217776525754
hsa-miR-30b-3p	1.94677244217925	4.66506025770175	3.09362964771913	0.0030482106222059	0.0253692928781034	-2.02712566806928
hsa-miR-329-3p	-0.854236717396226	1.54635631691228	-3.09247791117848	0.00305835223969696	0.025413696329748	-2.03013596910139
hsa-miR-106b-5p	1.82579828073113	9.3386804688421	3.08511153378217	0.00312396729296676	0.0257927712881097	-2.04937077722283
hsa-miR-490-3p	-0.671823447806604	1.20109787905263	-3.07888139966982	0.0031804867974582	0.0260267060964773	-2.06561333197197
hsa-miR-501-3p	1.07648192602358	6.41920137647368	3.06867709212148	0.00327512987090393	0.0264412602697461	-2.09216664434826
hsa-miR-1297	-0.634957962966981	1.20199539182456	-3.06735592875557	0.00328757412039159	0.026490208203464	-2.09559995684569
hsa-miR-146b-5p	2.20160444080188	5.16034147905263	3.05241029720566	0.00343146074922808	0.0271151322095222	-2.13436597116994
hsa-miR-632	-0.514505502419811	1.15006153512281	-3.0477435156401	0.00347758089608902	0.0272590719186917	-2.14644303842651
hsa-miR-130b-3p	1.55998999337736	7.41315435938597	3.0386165881761	0.00356945658339112	0.0276191120784174	-2.17002428629362
hsa-miR-1237-3p	-1.03230676187264	2.34809667015789	-3.02173015024874	0.0037454435906521	0.0286405495703974	-2.21352027442053
hsa-miR-376a-3p	-0.71860330265566	1.75261732303509	-3.01992893368166	0.00376468574122108	0.0287314639332449	-2.21814957643447
hsa-miR-28-3p	1.4716489329151	7.78979321308772	3.01908133274714	0.00377377240662072	0.0287446699393186	-2.22032730755741
hsa-miR-1253	-0.71267226220283	1.24435845712281	-3.0177114444905	0.00378850147545822	0.028800718901465	-2.22384601701938
hsa-miR-200b-3p	2.59817486179246	6.75193161931579	2.98208065578642	0.00419095573692714	0.0305240625201171	-2.31496311894108
hsa-miR-20b-3p	1.64143001654717	4.42788054921053	2.97651177310544	0.00425734121795974	0.0307522467982433	-2.32913347022432
hsa-miR-1224-3p	-1.44896496713679	2.16849855919298	-2.91320994497854	0.00508389709079317	0.0347571105291238	-2.48885023335946
hsa-miR-939-5p	1.59946350833019	5.66433589261404	2.89943943198619	0.00528239294257909	0.0355878455571169	-2.52326104298114
hsa-let-7b-5p	0.460176292311322	13.8875825866667	2.89246166075438	0.00538569413609718	0.0360352736931502	-2.54065173627104
hsa-miR-200a-5p	2.36315755359434	4.69984130529825	2.88728171145983	0.00546358671269192	0.0363696168310795	-2.5535417030994
hsa-miR-367-3p	-0.514929180372642	1.20465317545614	-2.87936091019121	0.00558471403951755	0.0369243149059472	-2.57321905270277
hsa-miR-548h-5p	-0.436491080971698	1.16214873157895	-2.87867155911144	0.00559537255997944	0.0369635135724762	-2.57492968873636
hsa-miR-25-3p	2.30106079889623	6.92820548659649	2.87330203712258	0.00567904118620957	0.0373167526010663	-2.58824385514271
hsa-miR-34a-5p	1.61535453068868	8.81162040950877	2.87309633157912	0.00568226942997682	0.0373167526010663	-2.58875355224396
hsa-miR-423-3p	1.40551939342453	7.59816426403509	2.86674986044746	0.00578270625569053	0.0377778789335831	-2.6044655300024
hsa-miR-1280	-1.67451302008019	6.64703657278947	-2.85954237533281	0.00589875953626135	0.0382880446643542	-2.62227782113944
hsa-miR-553	-0.455475791292453	1.27823893563158	-2.85278378471425	0.00600953800520564	0.0387496200583186	-2.63895042594311
hsa-miR-1273a	-0.67549697731132	1.37690575484211	-2.84847662156424	0.00608113574956539	0.0390822992457677	-2.64956033214676
hsa-miR-567	-0.527987270726415	1.33202480907018	-2.84357349653568	0.00616359922368406	0.0394500638272653	-2.66162373181927
hsa-miR-30d-5p	1.09011716573585	9.34047266150877	2.83936361373762	0.00623522648158692	0.0396218595160298	-2.67196913668655
hsa-miR-610	-0.509855965330188	1.28377793815789	-2.83367186208546	0.00633328914379731	0.0400283780860997	-2.68593789130339
hsa-miR-150-3p	1.59310421074528	3.93513146552632	2.79355732890333	0.00706582681123955	0.0431422818598365	-2.78379075215738
hsa-miR-657	-0.612689437943396	1.36937771108772	-2.78301693067993	0.00727085748604944	0.0439456699562849	-2.80932800208072
hsa-miR-517-5p	-0.667274533198113	1.70789597833333	-2.78070700475114	0.00731651554006279	0.0441874566812911	-2.81491474222542
hsa-miR-105-5p	-0.500609476636792	1.21916385770175	-2.77562470290378	0.00741790312362744	0.0447306426783553	-2.82719434218707
hsa-miR-181a-5p	1.47414535555188	8.91133506042105	2.76553373126852	0.00762305170130053	0.0455321510568671	-2.85152520793222
hsa-miR-222-5p	-0.429634128584905	1.18352454682456	-2.74710778773556	0.00801116652035914	0.0472507670615899	-2.89577933237451
hsa-miR-302c-3p	-0.533201662122641	1.27842054087719	-2.7326964910179	0.00832728170076819	0.0485292367572732	-2.93023434308444
hsa-miR-145-5p	0.456879870047169	13.7133621722807	2.73183033107421	0.00834664113221559	0.0485696205869433	-2.93230078229593
hsa-miR-1284	-0.762915727660377	1.47884177214035	-2.71545893508367	0.00872041229197476	0.0498902064873959	-2.97126457782079
