SystematicName	GSM1137322	GSM1137323	GSM1137324	GSM1137325	GSM1137326	GSM1137327	GSM1137328	GSM1137329	GSM1137330	GSM1137331	GSM1137332	GSM1137333	GSM1137334	GSM1137335	GSM1137336	GSM1137337	GSM1137338	GSM1137339	GSM1137340	GSM1137341	GSM1137342	GSM1137343	GSM1137344	GSM1137345	GSM1137346	GSM1137347	GSM1137348	GSM1137349	GSM1137350	GSM1137351	GSM1137352	GSM1137353	GSM1137354	GSM1137355	GSM1137356	GSM1137357	GSM1137358	GSM1137359	GSM1137360	GSM1137361	GSM1137362	GSM1137363	GSM1137364	GSM1137365	GSM1137366	GSM1137367	GSM1137368	GSM1137369	GSM1137370	GSM1137371	GSM1137372	GSM1137373	GSM1137374	GSM1137375	GSM1137376	GSM1137377	GSM1137378
hsa-miR-138-5p	4.959936291	4.127652782	6.112526862	6.474789876	6.42809719	5.218258024	4.946954073	4.00071347	5.966950283	5.626673636	2.879527232	4.624278477	5.853168266	6.0236108	1.121675059	2.333910845	6.991017611	6.36569791	4.799877531	5.966058756	2.456666257	3.441469672	7.884472718	5.239259709	6.185912732	6.808119783	1.158624048	5.694718856	5.936274645	4.51161073	6.071679529	4.244172353	1.502498896	2.960461361	6.738699375	3.657993294	5.732914466	4.12335608	2.687573011	2.072112161	1.960979719	5.634011925	3.637081719	5.602456674	7.757469193	7.045437376	6.229500369	6.585510034	6.161108056	1.587799258	2.641982488	1.705258174	7.66715708	1.197608685	1.769001429	1.465662258	1.621643209
hsa-miR-138-1-3p	1.420444434	0.940314581	2.157571675	1.974866104	2.209815733	1.118828297	1.766670759	2.023598115	1.540599674	2.06833959	1.128396482	1.62807854	1.578111236	1.563153595	1.76978251	1.991508669	2.045489036	0.955924116	1.908053125	1.323653747	1.401671268	2.488416878	2.114748917	2.199736936	1.693680815	1.808853959	1.64826378	1.967241442	1.708378277	1.607716831	1.696667127	2.327924677	2.189482997	1.465403669	1.091332422	2.056234606	1.600770213	1.838730804	1.25547802	1.443224553	1.899515274	1.6084448	2.201397812	1.903122514	2.667223553	1.713157324	1.998017826	1.701116181	2.001202203	1.913452607	4.706880706	2.964882089	1.687600205	5.55124071	2.522940106	1.599958313	3.557542443
hsa-miR-145-5p	13.54079649	13.8141525	13.96855578	13.46103076	13.4510326	13.27048178	13.75895386	14.37407106	13.69854246	14.01188184	13.77648597	14.39556952	13.80934891	13.46784479	12.92559867	13.77102001	13.82854721	13.9412259	13.66708984	13.57318544	13.31914164	13.54421375	13.88689062	13.71061662	13.36174587	13.80540723	13.94363339	14.08746424	13.74408376	13.80305692	13.75636081	14.40672098	13.72037969	13.96407286	14.32355429	13.69069179	13.81053266	13.83061132	13.63363054	13.67105171	14.06327413	13.75487888	13.73063066	13.75612252	14.01139887	13.58290662	13.69068118	13.96680857	14.03756076	13.19097657	13.19057985	13.23945624	13.7729167	12.67675878	13.79389285	13.4060136	13.27751096
hsa-miR-146a-3p	0.67410696	1.305274457	1.132586864	0.861123972	0.680516776	1.694771254	0.896408218	1.145450104	1.058070514	1.559598231	1.178373625	1.010655865	0.804275716	1.023496105	1.958952714	1.895526074	0.965263333	0.971081069	1.327935994	1.155148634	0.89923668	1.259843887	1.248262604	0.973711453	1.176838658	1.146696846	1.06276389	1.258015419	0.870569118	1.18359577	1.878061518	0.838072249	1.107030792	1.404919226	1.394596205	0.887266054	0.942773693	1.035916315	1.099916503	1.663255876	1.112898302	0.845628976	1.410516336	1.056213966	1.164316426	1.570075119	1.194209127	0.874237934	1.017093053	1.221222849	1.761349232	0.612312549	0.953468614	1.473004538	1.765895012	2.199207233	2.028874045
hsa-miR-146b-5p	6.320341988	6.323482593	5.254403803	4.732494804	6.041913061	3.741547655	5.13419124	6.814174104	6.308972405	6.268325502	6.657802454	5.883562073	6.831372139	1.53067851	5.930278162	5.327136391	5.101531546	5.814271417	6.061501099	5.656076586	7.04141634	2.343805553	3.708046402	5.730764836	4.861312824	4.97535402	4.938379321	6.650363431	7.11759964	5.30034878	4.738036872	6.106094369	5.426047967	4.484407036	6.803449453	5.645278949	4.392808643	5.66343092	6.790531676	6.705228817	4.935798872	3.990813197	5.243535038	7.442238053	3.920325352	2.222087934	5.765584785	5.010554241	4.837634898	6.013204172	1.038234108	5.504135688	4.605612205	0.965042365	2.457941553	6.161088323	2.868870141
hsa-miR-147a	1.252359756	1.15902327	0.747644738	1.065575458	0.634558381	1.085352619	0.715827331	0.662401236	1.047306078	1.044186361	1.528575732	1.175268858	0.836583791	1.160260273	1.217490788	1.687313844	2.079987011	1.096044126	1.102315167	1.024393435	0.882207398	0.641340397	1.051363415	1.113420636	0.90422745	0.740289248	0.859090534	0.90868727	0.829812136	1.494748418	0.867432415	2.002539877	0.697274994	1.17839577	1.768858713	1.166218803	0.907691843	1.216028349	1.59781262	1.264705664	1.005815988	1.222173762	0.75567996	1.485464026	1.230863415	1.055078689	0.752279331	0.657670356	0.866016385	1.164413197	0.672514278	0.836583791	1.126048838	3.944807873	1.477608998	1.548534224	1.00302247
hsa-miR-148a-3p	8.201315136	6.570586125	6.673722062	5.833801127	6.05515463	6.392013825	6.251487431	7.529029049	7.886225239	6.576908404	7.192461248	7.645683009	7.390912384	4.939714223	7.888880337	7.615233582	5.578684089	5.864665821	6.961286484	6.436417568	8.156138553	1.476895464	3.69396711	6.189245945	7.020792633	6.681933468	7.000303861	6.737432479	7.692634045	5.730553878	6.314531745	7.627388757	6.756781249	6.497766601	6.937255156	6.627009156	3.436319349	5.488194562	7.764937378	7.463595825	6.628977015	5.696039084	7.845356947	7.010735012	1.998728257	3.375504984	6.15469295	7.13257228	6.324592696	4.832432057	1.307872244	6.828539041	5.00211575	3.958225005	3.524682707	5.520224433	2.00700217
hsa-miR-149-3p	9.904742935	10.24142731	12.56692219	10.64776646	11.61486804	11.53322069	11.2025374	10.60972617	11.4103159	10.96322052	9.442080978	10.72555456	9.988766379	10.2086113	9.62993126	10.72063981	10.39965361	10.74475231	10.92710647	11.53782778	10.11602861	10.65436144	10.51094171	10.55671001	11.00080412	10.74192322	9.353972404	10.54938629	10.12674521	11.90817848	11.75252341	10.06501068	9.487340619	10.32261744	10.12946314	10.8171868	12.51360903	12.26878621	9.649572066	11.03303038	10.90790048	11.21188996	10.180997	10.63683854	11.07552881	11.33624037	9.42123304	10.77304444	11.71420895	10.25981519	11.8992648	10.15112853	12.50910167	1.448001677	10.52211115	9.796688811	9.810025105
hsa-miR-150-3p	3.338505103	2.944545966	6.235912247	4.5859388	5.112107862	2.975744979	4.14506434	4.356023856	5.453590658	4.672104286	3.703423482	4.25214403	3.302557023	5.300153229	1.181043054	4.789199025	2.24948744	4.410990196	5.524754084	5.047898714	1.776937864	3.65469356	4.515540942	4.291754399	2.873036264	3.896137598	1.99034834	4.375934354	5.148380751	5.880410073	4.792868924	4.468564147	2.238629201	3.594525909	4.270774345	4.952403593	4.742884439	4.679429034	3.127172045	4.040833478	4.609214231	4.598311896	4.197701614	2.536094849	4.602773337	3.477808038	2.810943507	3.911435793	4.077600529	4.148775241	2.656054556	3.390037607	6.577998537	1.338434396	2.856765361	3.74578821	1.874308199
hsa-miR-17-5p	12.26519061	11.90301381	12.61753952	12.67543175	12.28977332	13.10062191	11.53786544	11.35033672	12.0721686	11.77548868	12.68724914	11.32075026	12.05473666	12.49467662	11.7749826	11.90131606	12.82654979	11.5214918	12.82388745	12.7634726	11.37414908	11.53544533	12.06665448	12.78623956	12.70561767	12.66265884	11.84145455	12.15241188	11.91708046	12.061962	12.42892672	12.32669808	11.66941059	11.12944791	12.48708267	11.67823383	12.01910161	11.77435784	12.14557075	11.82315723	11.99505909	12.45215782	11.90230012	11.75492526	10.70494255	12.14424601	11.10061103	12.50220323	12.44943366	11.53481594	11.5019986	11.15039749	12.25513631	6.140536845	11.66815687	11.62299233	11.74526695
hsa-miR-181a-5p	8.082609988	8.904304013	9.239558502	9.75298671	9.951290261	9.245975362	8.691253479	8.855451377	8.84039823	9.408885368	8.536827538	8.579455901	9.060867062	9.483046029	9.100353224	9.066531623	8.490243789	9.057809828	8.835245785	9.772130245	8.599733871	8.981816327	9.648640394	9.537114198	9.641815031	9.788386377	8.807954202	10.07644731	9.073467052	9.402234569	9.475880197	8.128268778	8.314472415	8.135239307	8.645383535	8.58293619	9.845208051	9.042097408	8.836418785	8.382838665	8.402923072	8.71619415	8.912222335	8.992756356	8.644161949	9.491065894	8.629026051	9.29805531	9.793827583	8.944714523	8.319650549	7.940603409	9.79676628	1.779031295	9.139933539	10.28911266	8.954476513
hsa-miR-182-5p	10.12503645	9.907067125	9.01654896	9.16699992	9.245924308	10.64877963	9.207729088	8.35660232	9.325624428	8.663142858	10.68348205	8.560992973	10.15269931	9.431592486	11.31450442	10.6956875	10.5952022	8.709492361	9.516532212	9.333078993	10.73920596	9.350583461	8.320037137	10.09149117	10.39188589	9.251965026	10.07030214	9.250112928	10.52214545	8.713449838	9.240754961	9.103711445	10.89988843	9.308908969	9.436031006	9.957033543	8.123916182	9.177677853	9.508784363	8.745799344	9.917642415	9.336008023	10.6076029	9.769509912	6.542327184	8.723199447	8.120482138	8.840910824	9.234452071	9.887117915	6.679711892	10.45203996	9.514011636	2.023190707	8.356242891	8.200262657	8.857017349
hsa-miR-1825	4.835168393	4.164539724	4.876882283	4.879167095	3.547714102	6.914245057	4.68803031	3.337120943	5.699889986	4.502113357	3.712628219	4.76025572	5.442431481	7.542858263	7.339665055	5.032917626	4.943613447	3.16658022	5.531215446	5.062974337	6.479915662	7.076299979	6.164591095	4.35596849	6.093109484	6.008985936	6.510998354	5.377031219	5.412093477	6.585818165	5.883735315	5.067360735	6.034527763	5.44709567	4.582718035	5.473727914	6.097628263	4.809197631	5.663312282	5.7501313	6.893784708	6.24392556	3.778167557	5.849453866	4.976892845	6.542059428	5.237212745	4.286334427	4.578770855	7.220447896	9.466508171	5.846514636	6.433366854	11.90983806	5.895473479	6.53805382	6.712589118
hsa-miR-1826	12.57487904	11.70396396	11.49134345	12.92160193	12.79394574	10.91952993	13.14263888	11.37116606	11.75903079	11.95530208	12.87188296	12.44040794	11.70871815	11.07285074	11.22865805	11.8272774	11.78014563	11.68479977	11.86817153	12.34998278	12.46216281	11.79768962	11.99460941	12.73364672	12.31358046	11.58799153	12.59078622	12.4125558	12.68764029	13.09278419	12.49500019	13.65816315	11.95593457	11.92044467	12.92203311	13.38642075	10.78780618	11.96987592	12.28487347	13.53713068	12.89017761	12.73331224	12.38923717	12.78392724	13.32598005	12.86421873	11.75821119	12.83876152	11.35286969	11.51507797	10.86546995	12.12344286	11.28355584	7.989301798	12.20574947	11.72800332	11.51523965
hsa-miR-183-5p	6.469955713	5.593917124	4.632829697	4.693391698	3.974925544	4.764672747	5.077561835	5.183542995	5.522878396	4.496285018	6.402622116	5.069923726	5.194524961	2.309877913	8.056468657	6.092987684	5.486896422	4.528544145	5.588709546	4.852129289	7.335144852	1.36954264	1.68390465	5.252453487	5.130835846	4.181585518	4.275560391	5.367944968	5.820227177	2.200271871	4.02691299	5.614303611	6.695095081	4.186602865	5.69676629	6.147390159	3.12821609	5.441437936	5.443544034	4.589472591	4.394567726	3.545395873	6.033152685	5.855617162	1.05939373	1.878001839	3.049425285	4.524955877	3.729387618	5.461285603	1.560814302	6.910370882	3.909265537	1.153647243	2.613516022	2.642970968	1.745104772
hsa-miR-183-3p	4.68586016	3.054014185	2.740047014	3.806934683	3.206315766	3.128667777	4.16846992	2.928926816	3.077882869	3.358880247	5.139258138	2.747008129	2.952864266	3.006939918	5.11040158	3.431986545	3.687042667	2.917947791	2.840186506	2.913397379	2.243973146	1.62786677	2.215480778	3.456000946	4.340035627	3.245149724	4.191067639	3.214468698	4.36957634	1.737177057	3.295285534	2.777809426	3.441766971	2.959537314	4.029746864	3.80303749	2.516760297	2.070980305	2.414154843	3.502242952	3.060401394	3.350881089	4.723614633	3.017646123	5.157633725	3.500993966	2.211842933	2.938967209	3.354677151	4.207957663	0.926890822	3.731151197	2.822484575	1.339181374	1.614058797	2.977310204	1.393531506
hsa-miR-184	2.129555629	2.791323505	1.498460654	2.08960775	1.482111084	1.079746225	1.065323664	1.813901381	1.113400832	2.047450096	0.907344082	2.085544734	1.210691829	1.540623702	1.559782293	0.892084632	2.82315358	2.629687831	1.222385322	1.159709326	2.021600644	1.900125276	0.991618803	4.984156456	2.645002967	1.690740521	1.248416687	2.03533113	1.611471004	1.735241876	2.552964704	1.229544379	2.164254493	1.369415791	1.253467346	1.304997869	1.907015936	1.286054961	1.930418041	1.44367107	1.322887347	1.079146595	1.144421057	1.372262429	0.736600226	1.389046097	1.627619827	2.51230168	2.901525683	1.50406094	1.176899328	0.978772749	1.202244355	1.794843061	4.221306862	8.692805109	7.370199136
hsa-miR-191-5p	11.88854121	11.9693769	11.9567372	12.36063276	12.28161933	12.59397994	12.07580992	11.33368378	11.84782454	12.02305129	11.98833702	10.93125003	12.06097245	12.21697634	12.17396671	12.31031759	12.45063182	11.82854647	12.01935494	12.54184854	11.63431266	12.07648012	12.17911979	12.11380123	12.52261504	12.31617225	11.88784486	12.33886155	11.98281865	12.05071885	12.30860363	11.21183664	11.91291444	11.29233414	11.51996174	12.28298953	12.24485994	12.04034469	11.77207249	11.45667205	11.78456521	12.28764094	12.28290497	12.06389936	11.32834302	12.08162654	11.21323058	11.87583001	12.41902343	11.81107571	11.68721675	12.10202581	12.57370866	9.449458371	11.5840682	11.66572154	11.51679286
hsa-miR-195-3p	2.913076543	3.015941524	3.411344056	2.109442668	3.00236593	3.28987444	3.181767734	4.124558268	3.714944621	3.035118548	3.211016153	4.192322239	3.228780185	1.90172955	1.965504154	2.388207439	3.839595078	3.736492015	4.083779498	4.364988536	2.129109835	1.698618108	1.981240542	2.483926546	3.20861741	4.705969904	1.252556628	4.543984833	3.983381102	3.33440948	2.738507338	1.286038713	1.681726349	2.701271915	2.445667517	2.967991401	3.713538902	4.134747708	2.60053648	1.257856381	2.965493463	2.621539887	3.097985125	3.098978703	1.683915892	1.63203438	3.715535916	4.09232473	3.685766675	2.300711514	1.231872722	2.765342441	2.865969318	1.364750988	1.576533016	0.949985371	1.356331008
hsa-miR-19b-2-5p	2.201197146	1.328830547	0.801639849	1.027052882	1.164316426	0.65458296	1.335403773	0.916700376	1.169733426	1.113967551	1.481065883	1.058150982	0.949059525	1.337584945	0.927528666	1.259606097	1.149482448	0.805927357	0.754758811	0.769806763	0.8468356	1.373064668	0.947439139	0.918599826	0.892018323	0.674844268	1.811308291	1.359912746	1.892964026	0.836653584	1.148245634	1.270101402	1.393690064	0.87189766	1.072978164	0.876609242	1.484046094	1.024129874	0.992323221	1.024004681	1.026039544	1.033981516	0.937366879	1.228592367	1.080824821	1.578918835	1.959552106	1.04371302	1.767802264	1.574060267	1.277833735	1.102370346	1.129864763	4.072451458	1.368699719	1.396739338	1.400972243
hsa-miR-200a-5p	5.017646577	5.500524244	5.540361459	6.811418206	5.927912031	7.096237552	4.908624968	4.200337811	5.557146034	5.196260894	5.774470279	5.257513948	6.169086945	3.232184642	5.123188513	5.79101696	6.295317089	4.806095355	3.840844431	6.751160361	5.832225888	3.523100256	2.517690878	2.873201061	6.706762225	7.097282275	4.571905453	6.197800484	5.383626724	6.074093931	6.54542247	6.475981962	5.398236326	4.358469744	5.682230484	3.234720797	2.185464545	5.245906335	4.021322799	5.414352433	3.442141711	6.138523116	1.275026974	5.328591145	1.627548609	5.944058874	1.955045679	6.749876472	5.958135767	1.222983353	1.653373516	2.278080322	6.170346017	1.586011817	2.321814305	2.212242159	3.890009197
hsa-miR-200b-3p	8.331557519	8.85731979	6.367374575	4.327168343	6.453779487	6.905770556	6.740386472	7.320273754	7.80673493	6.951145062	8.829722739	8.681207947	8.500034589	5.484271151	9.182661475	8.580878884	6.838979145	7.146023388	6.206366105	6.458939813	9.689637402	7.516623961	1.943135381	5.979951321	6.912506605	6.616652978	8.645422396	7.266753159	8.401441615	4.286457039	6.424980707	8.640702347	9.66287765	8.823466907	6.886807646	5.988790416	3.371758635	5.722064003	6.268735526	8.578127871	7.347361832	6.998078575	5.180969522	7.356318972	2.054436921	6.107089355	7.821925749	8.016430503	6.544404858	8.160696412	6.506525519	6.115190796	5.708844726	1.107061981	4.240056693	6.22147912	5.775741478
hsa-miR-200b-5p	7.120091685	8.290034889	6.866978802	8.046644051	7.591514565	8.111771018	7.19786023	5.990863015	7.619594136	7.26536509	8.254802833	7.786755786	7.9561553	7.031032779	9.502543539	8.2764113	8.126583599	7.20562783	6.330071215	7.724162141	8.352636197	9.070906125	6.025050159	6.252869212	8.290507776	8.068466659	8.044225406	7.943395747	7.795348922	7.297522146	6.991114075	8.168354845	8.932856365	8.287324473	7.171525883	6.842053082	4.813074146	5.657913111	6.04039574	7.967347807	7.072981798	8.458752591	5.552049303	7.017865459	5.945164355	8.060552601	5.934211758	8.368957559	7.292615482	7.730980692	6.065773869	6.280411738	6.532316542	1.737015101	5.700665674	6.897635105	7.461906716
hsa-miR-200c-3p	13.44011975	13.46239246	12.43604938	13.77364001	13.16066719	13.73286582	13.53561794	12.31968475	13.00814206	13.1609347	13.98659068	12.88211666	13.06997961	13.7191265	13.84890379	13.93880507	13.76178076	12.77723998	13.9226523	13.17021519	13.46624615	13.71500758	12.66144329	14.04497188	13.75203974	13.42305821	13.65188969	13.38090535	13.4667376	13.20294243	13.18766504	13.61020741	13.67238684	13.63043278	13.2323108	13.50686308	12.83942653	12.48368071	13.01205555	13.10292531	13.67966023	13.7495585	13.99108373	13.01757094	12.5554514	13.76954907	11.98091001	13.72112565	13.47333153	13.45894283	13.54171548	13.61035032	12.71677328	11.44552398	11.77240582	12.36841222	13.2588242
hsa-miR-20a-5p	11.24759473	11.10816111	10.7943941	10.31189479	10.30304283	11.39457767	9.897714572	10.6218698	11.07049742	10.40297844	11.51409114	10.72431008	10.88010539	10.32861793	11.21570153	11.1007626	11.10119759	10.20095504	11.3079515	10.97204754	10.78379628	10.0563711	10.09036835	11.5991705	10.50005309	10.52051509	10.9231127	10.45615615	11.10040025	9.904830708	10.45074155	11.60897441	11.06559864	10.58823141	11.36920667	9.473666854	9.876060841	10.38583318	11.20689619	10.82227478	10.89437048	10.53205622	11.16632506	10.61218038	9.5780898	9.798336791	10.41600189	11.02595399	10.27236512	10.64284334	9.947192107	10.34107744	9.975792447	2.002643014	10.58597891	10.82446021	11.00861377
hsa-miR-20a-3p	1.661830958	2.581594309	1.441068979	1.453852049	1.683028113	1.083942609	1.528387505	1.362716364	1.347827539	1.748175964	1.273014075	1.494872181	1.760774469	2.505495201	1.911352185	1.019711986	1.350172839	1.59960902	1.634766496	0.789979555	2.34233255	1.77749905	1.045920775	1.256617969	1.148604105	1.13775421	1.107213389	0.941088167	1.04178477	0.960668613	2.376106024	0.837980716	1.200961936	1.249241952	1.819408539	1.622773513	1.295520496	1.396141353	1.491062101	1.507687998	0.970923796	0.65415077	1.146356238	1.653996251	2.250601678	0.893184527	0.811559045	0.940380457	1.439241434	1.467565451	1.43796063	0.7894852	1.166319717	6.117170377	4.870574071	1.440698747	1.490018364
hsa-miR-20b-5p	11.08451426	10.4149562	11.15030631	11.82760732	11.38722277	11.65694014	10.40852549	10.3780853	10.49963829	10.69870037	11.40738469	9.883913864	10.14186119	11.85978339	10.9832103	9.694172368	11.84473343	10.22770492	11.60108813	11.70274118	9.160656941	10.08889867	10.70206754	11.40072875	11.25410155	11.28494806	11.07376435	11.14827476	10.68118999	10.85979064	10.93828386	11.12420738	9.976261264	10.00417578	11.16388635	11.23176127	11.49812843	10.25559424	10.73524267	10.44049094	10.46688327	11.16832975	10.49398122	10.41938959	9.087494326	11.31899917	9.758121339	10.95222307	11.45981307	10.10068779	10.49953241	8.958254817	9.851477854	3.607362817	10.1234343	9.603995968	10.7761017
hsa-miR-20b-3p	5.594945938	4.445601145	4.814829488	6.096462433	4.789020229	5.71714117	4.423311664	4.509978618	5.312160434	5.03877277	5.462670586	4.911993228	4.047237795	4.403355686	4.916802536	3.830049155	5.85619169	4.300787872	5.422163897	5.77540661	3.601791527	4.179581903	5.210205039	5.278591274	4.900186908	5.743760325	4.687649627	5.258291978	4.381250823	4.856401671	4.748604246	4.809209071	4.619214556	2.873709094	5.914723883	5.099640789	5.246572172	3.641410506	5.173344775	4.685018998	4.983378981	4.618616187	4.008784523	4.670071843	3.739477499	3.950902401	1.561389896	5.028464067	4.639730301	2.495668554	1.233043407	3.302143387	1.972923734	1.517946611	1.686684791	4.918566775	3.483356239
hsa-miR-21-5p	7.190778484	8.030258969	5.995859585	5.64499875	5.205076545	4.493358116	4.602555089	7.909170554	6.497596367	5.56911919	6.722172574	8.071022607	7.953549005	6.193054908	7.339850607	6.368406907	6.206823413	6.682912566	6.544796596	4.43963162	8.191137551	3.275039353	4.32871819	6.191876945	5.651326337	5.258053668	8.191982626	5.858231378	7.692224339	5.326799321	6.007542494	8.385654683	7.512969711	6.299570157	8.065550577	4.65945207	6.536979194	7.064460573	6.439659671	8.176326191	5.921576899	5.6520774	5.887148152	8.007805818	5.029385854	4.920945247	8.768973862	6.673354968	6.728478798	7.620937658	4.860188825	5.918316177	5.266602296	2.01772932	4.757982712	3.401435373	6.750585633
hsa-miR-212-3p	4.164278601	5.052115448	5.663565259	6.454672649	5.562279439	4.380713745	3.828378868	4.690390259	5.527324014	4.983639798	4.409253455	4.08683948	5.485354226	4.371692059	2.296239212	3.510176132	5.744086392	5.451808048	4.911510958	5.68181964	3.805227913	4.168452782	5.601545677	4.655121423	6.573036289	5.84682157	3.775274508	5.294756941	5.126067173	5.69513892	4.74745071	3.400628131	3.609663684	3.685163314	5.566880337	4.741385882	3.245586791	5.223361945	5.09342935	2.599614015	3.411683387	4.911870458	4.646681891	5.14933576	1.915926014	3.315411717	2.707338729	5.315334342	4.967501219	1.092741448	2.902485498	2.951804436	4.888777176	1.86277441	2.018701326	2.974235673	3.633956952
hsa-miR-22-3p	10.66827721	10.8894144	11.54457667	10.4276283	10.40404013	9.953885127	10.22392903	12.04122906	11.45362796	11.11610591	10.02424385	11.83012199	10.85656443	10.5150383	9.909315404	10.70036127	10.11321415	11.20090765	11.20196967	11.19235366	10.33053546	8.996592259	10.97548135	10.07113486	10.35196436	10.88473938	10.04503748	11.95446895	10.58275053	10.58877711	10.78974279	11.41051514	10.09297809	9.77587857	11.70626334	10.52534284	10.53290729	11.75818752	11.37913102	10.56553595	10.48484965	10.21637563	9.659751798	11.48481106	10.05213642	9.878683662	10.86182127	11.24134815	10.98298239	9.937323882	8.783833209	8.490493992	11.02264126	3.471463241	10.5783207	10.88601903	10.06779922
hsa-miR-220a	1.051599009	1.207084592	1.690517039	1.499448499	1.560272761	2.12287232	1.233548284	1.128439258	1.203389508	2.30838865	1.811511506	1.24151574	1.60744566	2.209988253	1.816322487	0.908831062	1.21709193	1.603928522	0.807846355	1.986265074	1.243207575	1.078364142	1.294858095	1.223077904	1.78637348	1.574962623	1.558566813	1.898562514	1.379556406	1.216465184	1.010990523	1.620927101	1.556804265	1.17432713	2.068988307	1.90988534	1.455277115	1.718781364	1.51266698	1.849687869	1.196016585	1.550710739	1.399592463	1.566994295	1.22399349	2.537613306	1.635809603	1.220633252	1.664804125	0.884856918	1.496595449	0.899702061	1.395550974	5.604364299	2.123624768	2.129348914	1.433627891
hsa-miR-222-5p	1.1440154	1.569401361	1.199024967	0.913565969	0.79702897	1.34385801	1.114828461	1.649590237	0.869557722	1.681697866	0.982442262	1.003809781	0.846041277	1.02192267	1.232634668	1.122328571	1.165948019	1.241689548	0.98218898	0.952738608	0.761467551	0.977281681	1.002327186	0.725704093	1.414990536	1.519961938	1.307239092	1.319603211	1.477041598	1.118622417	1.042984254	1.289806255	2.008385781	0.958725554	1.363678954	0.960109648	0.841663495	0.943791022	1.153158385	1.021206446	1.041945993	1.05449015	2.005839239	1.061668348	1.400220387	0.980165254	1.065970733	1.019931311	0.862736964	0.773573872	1.428244829	1.022515591	1.369498406	2.007508031	1.31283278	1.800628919	1.211065918
hsa-miR-223-3p	1.841673045	3.185964547	1.871612017	1.489305466	1.664288146	2.666258246	1.717986585	4.232169139	2.159992153	2.265810555	1.982387243	2.723429143	3.953661248	2.059324735	3.468458531	2.150787552	2.805346454	1.331663444	2.973182422	2.596139896	3.091626238	2.353536063	3.029867684	2.182817907	1.689387636	3.221945333	3.259821219	3.702203009	2.360437517	2.907653348	2.978614233	2.313695851	1.368322199	1.700347896	3.127953257	2.380129101	3.003194202	2.427025809	2.961504398	1.502298977	2.92981531	1.743427272	1.66314742	3.536730926	1.203205934	3.173360992	4.835493167	2.167752392	1.971492937	1.913452607	2.19934329	1.914362051	2.251682912	7.019164232	2.248959459	4.326096229	2.958481843
hsa-miR-25-3p	8.846576062	7.689781061	6.323215645	5.760396378	6.521283094	7.151714249	7.520347814	8.081279663	8.574598165	7.096277014	8.139451454	8.065202516	7.999712784	3.390612926	8.614100019	7.818963316	6.906765197	7.471118164	7.082921353	6.715379197	8.360158989	3.782855719	4.833900454	8.06664856	6.323718798	7.012640572	8.337360255	7.094840564	8.390480768	6.548652489	6.846236862	7.856871842	9.039324163	7.801297162	7.573155868	7.678159985	5.692565623	7.667103926	8.26166274	7.817097273	7.205190045	6.322392004	7.833564893	7.941960091	6.056735821	3.98680692	8.544944049	6.79130645	6.488617771	8.036568528	1.081115783	8.644536123	6.065055021	1.555287365	6.337810018	7.261819383	3.999573788
hsa-miR-28-3p	7.5802317	8.268198882	7.548214866	7.739519815	8.001070289	7.390872868	8.155356215	8.547519166	8.020922699	8.458349385	8.166911879	8.665121035	8.509811423	7.517172071	7.6380123	8.119304324	8.004333623	8.548213694	7.57267043	7.866821675	7.732807293	7.965430367	8.356800739	8.105104766	7.161258642	8.033142142	8.188070553	8.387105685	8.152327626	7.645183282	7.173837098	7.466999012	8.225876956	8.571060609	8.089259124	7.582298189	7.416750372	7.726362071	7.982961541	7.528350218	8.0408252	7.603719083	7.979420383	7.840405515	8.706888394	7.556606384	9.015499737	8.496453209	7.529401662	8.414242824	3.966733382	8.140162337	7.232568854	2.339846549	9.116592632	7.458717169	6.770515208
hsa-miR-302c-3p	0.81001797	1.110073167	1.288933161	1.492331289	1.551953996	1.131235458	0.921468502	1.272890454	1.214856807	1.709410002	1.327801521	1.102996937	0.749592906	1.295934183	1.638640406	1.576972349	1.111343304	1.447105379	0.797881676	0.9628136	2.365254819	1.649940562	1.908918416	1.438629928	1.41032625	1.298577873	1.010392531	1.038234269	0.903050163	1.137941291	1.312291683	1.284515224	1.431223876	1.146392365	1.668260819	0.914251966	0.855560419	1.173415684	1.016340131	0.88871095	1.207390757	0.845628976	1.297277274	1.310767663	1.195375719	1.70367806	1.567598556	1.045553167	0.911963754	1.467565451	0.90366403	0.720209032	1.229997935	1.037732809	2.502543484	1.042455931	2.514085946
hsa-miR-30b-3p	4.948361291	4.658116063	5.0788807	5.711385854	5.503856674	6.439565763	5.178383099	4.074445627	4.88662176	5.466387193	5.721394851	3.203878307	4.421087579	5.192468551	6.454874867	4.96211114	5.606409659	4.772965471	4.882490494	6.204546855	2.416652577	5.619641991	5.51453739	5.237785276	5.024533548	5.703219195	5.843762938	5.272771757	5.058479881	5.390058545	5.965018957	4.230474466	3.706508604	2.454389196	4.779490457	4.914069715	6.690205361	5.397564778	5.154194307	3.961662371	4.15115389	4.746423427	5.58216144	4.129467758	2.918331656	5.288112172	1.594173364	5.235068461	6.049226872	1.780181144	1.379950512	5.352492349	4.578824834	1.786395851	1.550461036	5.279085111	2.803671704
