SystematicName	GSM1137322	GSM1137323	GSM1137324	GSM1137325	GSM1137326	GSM1137327	GSM1137328	GSM1137329	GSM1137330	GSM1137331	GSM1137332	GSM1137333	GSM1137334	GSM1137335	GSM1137336	GSM1137337	GSM1137338	GSM1137339	GSM1137340	GSM1137341	GSM1137342	GSM1137343	GSM1137344	GSM1137345	GSM1137346	GSM1137347	GSM1137348	GSM1137349	GSM1137350	GSM1137351	GSM1137352	GSM1137353	GSM1137354	GSM1137355	GSM1137356	GSM1137357	GSM1137358	GSM1137359	GSM1137360	GSM1137361	GSM1137362	GSM1137363	GSM1137364	GSM1137365	GSM1137366	GSM1137367	GSM1137368	GSM1137369	GSM1137370	GSM1137371	GSM1137372	GSM1137373	GSM1137374	GSM1137375	GSM1137376	GSM1137377	GSM1137378
hsa-miR-30c-2-3p	4.764595972	5.034625424	4.562545658	5.615894706	5.290736328	6.308523515	4.208231469	4.246448906	4.603093698	5.309810511	5.47294316	4.572489646	4.180306708	4.09338968	6.71960534	5.49141894	6.050404516	5.011644124	3.761455829	5.665340579	4.437962081	2.033068944	6.467493047	5.191539654	4.804155985	5.597681317	4.883903402	5.381528962	3.6190895	4.810421419	4.981370494	3.906746768	3.61987117	3.441586768	3.873950756	4.647635748	4.903093878	3.752185948	5.94327965	2.651876047	2.197673053	4.878417863	5.144380166	4.753830799	3.539701955	3.512104317	4.823505342	5.094072803	5.281350781	2.669811753	1.712340468	3.095418062	4.258457939	0.934388981	1.520521891	5.372889255	2.35209759
hsa-miR-30d-5p	9.490419656	9.757443653	8.376200364	9.501814009	8.572985925	8.944753739	9.324906433	9.059810701	9.216114984	9.393018965	10.6810432	9.660126115	9.105914621	10.23969173	10.97550722	9.724451529	9.524487132	9.436188591	9.741104492	8.790396274	9.113762299	9.917572366	9.458225328	9.50630373	9.500423133	9.15653477	10.193622	9.543848802	9.655672059	9.016216457	9.122086599	9.592943531	9.503770744	10.30968845	9.475294719	9.362546394	9.10807312	8.475500063	9.25272353	9.099592516	10.38558339	9.364846591	9.975699763	9.10109829	9.470874027	9.220032769	9.873111477	9.54591986	8.409741266	9.585227794	9.126441452	9.50617705	7.65398825	5.07774375	9.26977141	9.422312651	9.537591973
hsa-miR-31-5p	9.65409217	8.967411441	9.9799447	10.28292392	10.16726608	9.520128946	7.993162394	8.495401623	8.70008344	9.557831423	5.549313566	9.004840709	8.564330901	9.644034982	7.311431749	7.240583287	9.732469873	8.900686932	9.443398876	10.0284987	7.191439165	9.849585116	9.444046697	8.772791448	9.902822946	9.712542244	8.216115917	9.896022444	7.379336357	9.545543582	9.800140103	9.822845572	9.097474294	8.648356644	9.65471185	7.515515186	10.0854174	7.531595702	8.95644783	8.924617903	6.583857875	9.948150782	7.099488995	9.639033697	6.491616519	10.64658272	6.505191645	10.86640381	9.858077038	9.226574299	9.580489745	7.847416554	10.511706	2.210688282	2.331522987	9.132691685	7.456932665
hsa-miR-329-3p	2.070013758	1.242047042	1.512321555	0.799089277	1.319681059	1.423963062	1.134379247	2.070611015	1.395161375	1.201165509	1.693955165	1.316061036	1.477453001	1.600334215	3.690605666	1.23481997	1.279289103	1.640060331	1.183942326	0.927811051	2.098587227	2.076038741	1.598900286	0.967505848	1.156151025	0.775792609	1.215917201	1.606803371	1.930761848	1.554554714	1.244838934	1.360447319	2.093879979	1.401877234	2.163718126	1.839288338	0.976135975	0.940174641	1.619208671	0.963711031	1.758071701	1.16984843	1.606432029	1.421555996	1.965539365	1.077098741	1.1719141	1.494404232	1.338223317	1.351931721	1.548586883	1.204707604	1.874351672	3.90880481	1.994384391	2.367737033	1.091660158
hsa-miR-331-3p	5.430600042	5.437664307	4.122286593	5.487767388	5.617602323	4.350962633	4.391468571	5.614497707	5.041650718	5.691898706	5.339808431	5.36215689	4.724521827	6.13186102	6.008645557	4.418020364	5.708099689	5.50633269	4.99056777	4.820621557	4.200262446	1.954355639	5.839517138	4.506094617	4.696712987	5.814339736	3.448844556	5.239963212	4.116909569	5.056754139	4.55059615	5.159616231	4.802020444	5.42386608	5.235476808	5.461005532	3.281560854	5.419953565	4.593370347	2.926728183	4.788208434	4.954755708	5.413344082	4.971781372	5.676392494	5.713916029	6.484449159	5.342827921	4.527757313	2.696997599	4.075390952	4.310349746	4.799008578	0.990768618	2.752373658	5.036995587	2.050073778
hsa-miR-339-5p	5.749429175	5.967648213	6.542338944	6.862863716	6.54015613	6.699695892	6.229264705	5.816041386	5.331600026	6.770329831	5.446425364	5.293044955	5.595863578	7.542987453	7.095105964	5.854580583	7.025033725	5.755784982	6.065727714	7.228917412	3.713650704	5.452338944	7.354096135	6.010291288	6.897020028	7.182576009	5.285765735	7.342306176	5.890133527	6.085006011	6.945305204	4.959967142	5.869984822	5.717139502	5.825249081	7.083294022	7.27314615	7.18853791	6.292729369	3.17916657	2.24179174	5.788744684	6.072347669	5.992583326	4.969842135	7.573282074	6.158406956	7.03967277	7.347843541	5.402420671	4.993487396	4.525897417	7.34614372	1.416217561	2.081988529	5.058791122	3.900657683
hsa-miR-342-3p	10.17411186	10.52372232	10.38832411	11.14706064	11.09850448	11.05060499	10.75166175	10.51399042	10.36430144	10.66073462	10.39415205	10.25551387	11.37266429	11.02933888	10.92355689	11.05432549	11.14063635	10.61636534	10.5324948	10.86842572	10.63786918	10.79977242	11.26888335	10.81652748	11.06266198	11.26679623	10.64862729	11.19329011	10.9279471	10.52084908	10.69715088	10.27314802	10.87330136	10.2385485	10.52016299	10.51355833	10.97028272	10.13228158	10.25470768	10.24286491	10.85131833	10.89712904	10.80381024	11.53790357	10.71177614	10.84648538	10.53899038	10.63289746	10.69276709	10.68362545	10.76899006	10.96406279	10.95078396	7.885835789	10.43005345	10.43747645	10.12267136
hsa-miR-342-5p	5.749303984	5.979245084	4.96639243	6.068060942	6.232847018	4.080268828	5.401693675	5.556448018	5.669751109	6.03875144	4.931464996	5.46443786	6.509229057	4.81940892	5.989604855	5.213957199	5.522685936	5.346332892	5.838675552	5.2724431	5.641074034	4.957243796	6.062984334	5.584487849	4.47879592	6.234173478	6.193934997	6.434886844	5.977337953	5.369363776	5.072636005	5.838564535	6.096573459	4.587547809	6.740268737	5.579246543	4.881404424	4.843222245	5.135878774	4.942297101	5.568950442	5.680474206	5.415190186	5.900533528	4.879136202	4.774238283	6.241621467	5.864933185	5.226221433	3.826066025	2.063642467	6.397474972	4.065814461	2.111368217	3.793362271	6.28475623	2.706267333
hsa-miR-346	3.243139128	3.960604183	5.31460405	5.476091541	4.789020229	6.870513677	5.159119383	4.410997066	5.712740849	4.210689211	1.725517616	4.764825526	4.802877427	2.476344669	2.357439108	5.299663236	3.869438704	4.760556808	4.307132285	5.345797892	3.699976894	3.722424726	4.715907099	4.302010901	5.737740157	5.930979831	1.979279928	4.392244349	4.750087785	6.679950558	6.23104614	3.655853554	1.642348897	4.077174588	3.044748862	4.645866849	7.268364324	6.154389888	3.24782953	2.559114605	3.808313505	4.704599808	4.419117177	5.086840563	4.667465297	5.063237581	2.705057444	5.163775757	6.081258981	3.25913724	5.000482154	5.043673347	6.395404389	1.912077526	1.925563115	2.707509848	2.44539189
hsa-miR-34a-5p	9.485876904	9.284279794	9.511020272	8.695261686	9.446952443	8.128735197	8.019850914	9.383411117	9.152250834	8.823878545	8.772447845	9.108348051	9.4232892	8.793197673	8.603595242	7.951773371	8.904758534	9.284017475	8.936439122	9.630207304	8.179416633	8.498912306	9.131386761	8.778207257	8.697699971	9.359980166	9.111957886	9.96723207	9.085058596	7.965905551	8.933612242	9.539830488	8.823856886	8.614510532	9.385294058	8.662373722	9.401353956	9.753974802	9.727931598	8.864974811	9.167038366	8.851303836	9.363928663	8.8183083	7.789566068	8.418316989	9.102182713	9.920083237	9.022363427	8.668118937	6.144574183	8.751452492	9.18356795	1.432282511	9.284425987	9.525258523	8.996529345
hsa-miR-363-5p	3.323024343	3.624901659	4.342232226	4.834167437	4.861928494	5.395442283	4.304522246	3.697632641	1.625082684	4.41224423	4.734390596	2.58475124	2.992962023	5.659685494	2.775119854	3.144490379	5.10780662	3.627007161	4.168353967	5.61158094	1.254894954	1.656095007	3.873166652	4.702237571	4.571494392	4.841421014	2.445186025	4.861822439	3.812295894	2.281291234	3.591993084	2.187470779	1.46018985	2.795826199	3.419139512	4.55308941	6.076482539	2.700077368	4.148943558	2.660877952	1.776085846	4.297281298	4.537428474	3.734833576	1.627548609	2.994492738	1.379907284	3.951526244	4.890303948	2.319780944	2.644097004	1.571427343	2.545691118	1.131222871	1.808459411	1.867466213	1.081014212
hsa-miR-365a-3p	2.113189669	1.93514252	1.444712904	0.908530261	1.850844074	1.195086742	1.536860249	1.428706579	1.469767221	2.037632486	2.005091638	1.192061533	1.627809432	1.430237868	3.425027704	1.517466125	1.13054079	2.317449549	1.415492262	1.346610235	1.312859407	0.934653519	1.746453108	1.522959746	1.163050455	0.90937599	1.851749362	1.084559719	2.285797543	2.000490317	2.295970193	0.835658138	2.026384308	1.52888089	1.260538899	1.540541875	1.114000943	1.188354356	1.233310164	1.445696083	1.921790705	1.318053635	2.133872473	1.837050252	1.778049812	0.844928684	1.998996859	1.290257209	1.754688033	1.663961004	2.270071847	1.640510305	1.210542972	3.838388396	2.610538104	1.33863389	3.048590002
hsa-miR-367-3p	1.315182865	1.288045398	0.935198932	1.178252478	1.074967955	0.884682672	1.037018214	0.5819075	1.095574665	1.066206413	1.14353331	1.368071978	1.77442481	1.297556379	0.729340471	1.063242295	1.922672516	1.391991652	0.954010149	1.644324088	1.228413748	1.314594694	1.723015767	1.35324392	1.356140417	0.814909232	1.403215107	1.041540226	1.14166394	0.77270014	1.162381276	0.983850108	1.608923878	1.148750311	1.618942152	0.944525977	0.896219873	1.167207023	0.709477287	1.078059406	1.239455266	0.84080603	1.450999041	1.494128973	0.773176466	1.067997663	0.942126792	1.436284022	0.929717039	0.713760011	1.472692636	1.154075586	1.202244355	1.463425093	2.818889018	1.340244642	1.111229146
hsa-miR-375-3p	10.79297571	11.17686829	8.187058233	9.234877924	8.928495699	9.844405296	10.8752199	10.68116142	11.12550848	10.10371181	11.61063058	10.7806804	10.51717692	10.32561181	12.37255574	11.48266034	10.432351	9.907287933	10.95764142	9.426796809	11.63089459	10.31178713	8.211987499	11.09849436	9.865997618	10.00137872	11.57181087	10.37027823	10.26797238	9.455747453	9.577339637	10.8402183	11.28334675	11.29945488	10.01454751	10.61549418	7.965193319	9.430344296	11.22848292	10.64498237	10.80985974	9.597961319	11.62135895	9.132443759	9.369325094	9.228275795	10.22981504	10.32841539	9.546628296	10.99935802	9.642961776	11.69963007	8.596288718	1.006186525	8.559407061	8.424654053	9.263008217
hsa-miR-376a-3p	0.780634097	2.352026927	1.67415014	1.262062358	1.434365011	1.359557159	2.014461207	2.229990129	1.401487272	1.453653986	1.952116891	1.79403903	2.518247253	1.650270445	1.681116348	1.373210198	2.034222456	1.966621578	1.974487228	1.789582056	1.192786063	2.089993591	1.291243322	2.48320593	1.625802661	1.332638322	2.615346213	1.258981875	1.552064542	2.035271102	1.729404154	1.663744266	1.387234677	1.125052907	1.886723628	1.983367328	2.009687369	1.989334416	1.092006784	1.357483494	1.9079675	1.421844442	1.199340849	2.06947178	2.231235667	1.403659987	0.823223339	1.85974123	1.461813647	1.876318971	1.825536407	1.654778991	2.083410895	2.937780054	3.217079739	2.442241572	1.08606793
hsa-miR-409-3p	5.085776501	6.279714098	5.395179301	5.301445876	5.76281811	4.799590418	5.202136134	5.191958371	5.662272436	4.787785294	5.888283007	5.056461237	5.946907249	3.922674757	4.765072468	5.676500322	6.088185478	5.64293017	4.762806626	5.663081631	4.21462954	4.98425462	6.393325623	5.113741191	5.248127637	6.776035269	4.772095744	6.125895182	6.040756991	4.977273876	5.663844952	5.679569004	5.62533933	4.548514276	5.650441955	4.769804364	5.046812207	6.049726423	4.989055464	5.223709634	4.195889666	5.497098743	5.651726692	5.734253381	6.187974502	4.129595179	4.299870248	5.524319788	5.598290125	4.191921152	3.869956657	6.063397003	5.328169542	1.98854896	2.69330236	4.975626672	4.623879886
hsa-miR-423-3p	6.573199369	7.377608047	7.780298558	8.890036924	8.503399003	8.689637876	7.525921352	7.040372857	6.860795034	8.250548608	7.18408658	7.577064239	6.911764555	9.145500529	7.455196465	7.556773025	7.812392966	7.421177108	7.377481477	8.973438127	6.604226969	9.115856804	8.764647304	7.339142757	8.810614108	8.804823936	6.460089146	8.174279934	6.637399273	8.267807785	8.874602042	6.697987595	6.59122904	6.392550538	7.115325519	7.790127171	9.033455997	7.669395086	6.701351415	6.660471325	7.397058117	7.956831149	7.385036897	6.553127976	8.583779527	9.31633276	6.714593057	8.489537038	8.927694409	7.335001684	6.329808055	7.257766292	8.271608404	3.876986396	7.423472478	7.933263405	5.931388963
hsa-miR-425-5p	9.138315996	8.511273475	8.631930519	9.113338154	8.765627527	9.076755913	9.156248792	8.348718529	8.603174189	8.573988511	9.242069377	8.344220149	8.854344765	8.404762097	9.792671064	9.541143516	8.807372404	8.576965141	8.775705932	9.111960595	8.220113142	7.823294207	8.551947641	9.012778121	8.892201524	8.571621562	8.967560614	9.241534017	9.22922036	8.479825086	8.309138714	8.833857819	8.713226118	7.800274424	9.01816618	9.130951192	8.383164998	8.966681536	9.000976727	8.434849136	9.436547843	8.429061145	9.560819993	8.692542833	7.909298757	7.85132328	8.407676702	8.73840678	8.233201442	8.689097086	6.880123468	8.388984737	8.345441878	1.755911054	8.684522896	8.924157688	6.502921075
hsa-miR-323b-5p	1.001395112	1.295473444	1.034388035	1.550345728	1.354160563	1.485785622	1.046795926	0.974481245	1.138894766	0.88927662	1.226130582	1.261622544	0.944525977	1.165856322	0.917349952	0.832842321	1.350172839	1.292586778	1.414715928	1.494106854	1.030651584	1.120179526	1.617979102	0.973257784	1.22442919	1.539441378	0.982058666	1.224511328	1.636231858	1.24295699	1.294110186	0.927352102	1.479269917	0.910470246	1.845950239	1.166218803	1.114000943	1.075342333	1.575680069	0.786660406	1.04898145	1.50314298	2.022996962	1.013951909	1.593282331	2.79739667	0.945538608	1.161124244	1.638986093	1.007861637	1.35447805	1.306977538	1.151920605	1.842261859	1.783974298	2.387782377	1.412577587
hsa-miR-487b-3p	6.070923167	5.614757018	5.842507459	5.291075515	5.252231062	4.584475312	4.901250837	5.775869759	6.159940968	5.912986284	5.938576317	5.809428517	6.682075376	5.985433993	3.444191362	5.590806946	5.976582391	6.591949	5.187203436	5.760826619	5.149108789	2.449797019	6.902198355	4.838100246	6.294726012	7.030301752	4.155191104	6.080904817	6.511540385	4.947984627	5.178613678	5.752018731	6.14443116	5.063902574	6.230296817	5.083241493	3.982050785	5.897192065	6.387207052	5.6103077	4.914240741	5.413539378	5.916480412	6.065425174	5.388969121	4.308760838	5.407938558	5.951918497	4.983082002	5.052675358	2.265681316	5.066915483	5.502415154	2.2192778	2.369082534	6.409291977	3.048590002
hsa-miR-490-3p	1.186548454	0.989511044	1.24022386	1.511360217	0.75199413	0.732733557	0.784893927	1.140185413	1.221839354	0.675781519	0.901275841	0.795504304	0.896331815	2.300968056	0.973896942	0.698190468	1.53468293	0.98737602	0.776575298	1.019656501	1.776937864	1.324659627	1.110090547	1.096481036	0.862751407	1.284924506	1.24115479	0.883439016	0.934791427	1.582140054	1.326038291	0.962336957	1.295962062	1.956798147	1.163181581	0.915585822	0.971741232	0.913771646	0.980601549	0.965683419	1.055377772	1.038066979	0.850056173	1.35670605	1.066576302	1.164316426	2.371319998	1.41722924	1.608111237	0.944594261	1.682500875	1.042430492	0.893589384	1.139391485	1.15531645	1.905722769	3.102672583
hsa-miR-501-3p	6.096842019	5.823047063	6.74906501	7.067534582	6.921076017	6.658160498	5.813508509	6.143273106	6.621335033	6.462919284	6.892319917	6.10610103	6.78322273	7.094071827	6.993070419	5.995475635	6.958978984	6.44381265	6.49679148	6.938662291	6.041571907	6.653917819	7.520666018	6.256266495	6.263125619	7.053134999	5.457354237	7.099546562	6.066464169	6.256934426	6.547468081	6.244686355	5.814306855	5.822720284	6.735425127	6.974493206	6.815170734	6.09795785	7.473405719	6.496636643	6.171402026	6.623145196	5.95850653	6.471065131	7.046183404	7.108011832	6.121174866	6.919568037	6.400769741	6.684460727	5.864413433	5.460473649	6.641734531	2.254174679	6.15622243	6.468089839	6.794561219
hsa-miR-511-5p	0.887802347	0.68268008	0.86941953	0.757260406	0.68609175	1.32101462	0.855562015	0.818341118	1.466196587	0.876550609	0.771141851	1.01638446	1.006186446	1.024111599	1.630228487	1.304008055	0.814065689	1.142920814	1.078521133	0.820533593	1.312859407	2.076038741	0.932561318	0.898682585	0.95597707	0.490316004	0.947467936	1.088035217	1.221124189	0.901017465	1.043612848	0.835693091	0.951342603	0.941827413	1.72903609	1.241050161	0.847149215	1.004958858	1.048301917	1.51676895	1.450481135	1.113898884	1.026721921	0.954982221	0.858941113	1.145803243	1.186121269	0.684335902	1.019343755	1.453910697	1.752406595	1.245026625	1.097466925	2.059887361	1.030266478	1.293107484	2.168879462
hsa-miR-513a-5p	0.891718286	1.142527249	1.615481132	1.814418446	0.850777652	0.959676403	1.094906462	1.383779313	0.928705549	1.173085448	0.88971114	1.116072325	1.732723987	1.779834158	1.320242546	0.922431209	0.750597471	1.027813481	1.136089038	1.425454794	1.069242644	1.422085894	1.188155486	1.231105327	1.481297136	0.910787176	1.094021809	1.495768969	1.669801962	1.072794143	1.262684182	1.326586283	2.061670398	0.949399245	1.077553904	0.951190723	1.458090907	1.316920565	1.193081015	0.955658746	2.257303548	1.930237147	1.078898821	1.596946249	0.897357028	0.638743845	1.097691202	1.17605393	1.768924282	1.784915064	1.940269365	1.923141434	1.740236247	2.251358972	3.065714829	1.21607821	4.15752644
hsa-miR-514a-3p	0.67410696	0.788902219	1.165201398	1.400527886	0.976196155	1.143966616	1.074813702	1.025354311	0.815978881	1.286854098	1.109383611	1.001133418	1.21540277	0.999580799	1.098591287	1.017060047	1.13292043	0.944551709	0.952481814	0.893458436	1.486116927	0.770387446	1.368067845	1.241590237	0.89583508	0.909600842	1.356077949	0.970356439	2.301427896	1.326584041	1.473541334	0.616165904	1.275088145	0.89643979	1.715425826	1.023093107	0.720095955	0.942018119	0.707126052	1.226183088	1.062465289	0.747101592	2.757157841	0.903958467	1.531987517	1.222758742	2.185536924	0.968164772	0.774285769	1.277539126	0.694534329	1.328217745	0.997960727	2.570641263	1.201758492	2.061482489	2.400559721
hsa-miR-517-5p	1.668199068	1.696853033	1.451395202	2.046387237	1.490358147	1.204717799	1.586754311	2.312816779	2.090823199	1.355540897	1.752406595	1.446219535	1.916673462	1.791239168	2.72472284	1.067004835	1.639411297	2.011241456	1.254430031	1.664347483	1.545927403	1.533987616	2.149980475	1.268433156	1.238346236	1.456575518	1.48352962	2.511268638	1.345827788	1.525825911	2.552964704	1.283500182	2.616852611	1.156824123	1.743035493	1.380671079	1.251955721	1.631828516	2.408812625	1.909551273	2.262202523	1.278850764	1.155392658	1.433770224	1.375999853	0.950185657	1.686723366	1.396965989	1.727413926	1.980045215	1.430175389	1.836548354	1.355178871	3.414326032	1.183190263	2.474296275	2.241564344
hsa-miR-518a-5p	1.496448751	1.027864961	0.981560947	1.425007802	1.148467252	1.042406498	1.46119835	1.411205669	0.750855237	0.87478082	0.575788533	0.953204272	1.690954632	1.190186108	2.135303561	1.443722652	1.267461764	1.075021411	1.224320503	1.012774053	1.533384785	0.934653519	1.007914978	0.985890888	1.068077441	0.843222627	1.199551168	0.900156656	1.035351254	1.398367635	1.06792981	1.707581515	2.345778464	2.056896676	1.165154603	0.854370291	1.05126759	1.21977377	1.437666128	1.135141027	2.077500976	1.422272414	1.40820302	1.247483032	2.522215269	1.094099835	1.123514665	1.084775715	1.258941187	1.749985435	0.897455369	1.625495001	1.146018096	4.340428473	1.07782945	1.567625507	2.333065469
hsa-miR-518c-3p	0.714290709	1.328705244	1.069707794	1.169589427	1.116375163	0.60435502	1.477915085	1.246371703	1.159395638	1.234562118	1.292208116	1.1638808	0.804671328	1.307973019	1.297427921	1.004548239	0.782274175	0.776207905	0.924769546	0.513912015	1.261810357	0.914098069	1.185433436	1.475503129	0.489374728	0.740289248	0.807352907	1.130507901	0.59211432	1.346095477	1.436417333	1.18888233	1.142695067	0.981095276	0.589109131	0.675809723	1.272618478	0.965924158	0.635238159	0.939391692	1.96441039	0.922107809	0.842256468	0.794584386	0.829277655	1.809412897	1.5279697	1.002542292	0.845832117	0.657409975	1.14662993	1.104911597	1.049665807	1.687648987	2.304669221	1.177388753	1.740900813
hsa-miR-519c-3p	1.88488391	1.143417353	1.065251263	0.921798701	1.443289228	1.567241531	1.107224213	0.86316061	1.296180547	1.293963426	0.976977124	0.832889419	1.323175419	1.142865512	1.098591287	1.195234637	0.895689516	1.556004716	1.428654995	1.196338237	1.776937864	0.966512437	0.804382805	0.881531812	1.957837624	0.923136916	1.262523565	0.742053003	1.033662527	1.475712363	0.970790182	0.959520688	1.700907722	0.778262503	0.961218303	0.89057888	1.594383495	0.968437708	1.125363901	1.278280432	1.42589885	0.989096406	1.010403031	1.414535481	1.050631731	1.743923554	0.674473901	0.919374767	1.776003432	1.199879501	1.256695611	1.13871082	1.521417368	4.511060858	1.199141733	1.432255296	2.737441534
hsa-miR-519d-3p	1.238746636	1.531121202	1.571356839	1.65779318	1.384774713	0.869309063	1.421963416	1.985018024	1.70795956	1.024269953	1.087624375	1.298335321	1.208414145	1.000163434	1.389038593	1.358499033	1.085602181	1.16475051	1.372505817	1.218232853	1.203909104	0.875074754	1.092477954	1.407471909	0.938236475	1.266832002	1.793748808	1.801800367	0.783626289	2.228170509	1.398347347	1.737217878	1.965930152	1.126991075	0.936905927	1.071028833	0.827323479	1.602696127	1.092169894	1.368067845	0.658550716	0.770604778	0.945418016	1.296626258	1.872558721	1.579011991	1.474648323	1.351023162	1.64034128	1.440347114	1.053475173	1.713106403	1.202244355	2.814155493	1.930919612	1.46623236	2.143795381
hsa-miR-520f-3p	1.186643078	0.811977561	1.02192267	0.918070666	1.415768527	1.099563776	0.752790051	1.148843807	0.90279228	1.670348045	1.309610205	0.634194041	1.073613063	1.011410102	0.79807197	1.223822294	1.071640528	0.667389137	0.442426873	1.361966202	0.843684821	0.733655119	0.78073518	1.412183521	0.934567068	1.022774862	1.584401537	0.865319948	1.37252062	0.984088179	1.007867296	0.760087462	1.030103279	1.489558925	1.497059771	0.837513761	1.067633624	0.940232508	0.927114109	1.368067845	0.588745073	0.76204426	0.974949708	0.842375025	1.746137765	1.467907217	1.681626566	1.190996598	1.548122651	1.199879501	1.079615692	0.923925878	0.906363197	4.222435996	0.745600447	1.013780366	1.721023739
hsa-miR-520h	1.513857096	0.938539203	1.131069405	1.236781756	1.273052803	1.316247698	1.616434602	1.656966027	1.689474393	1.001497709	1.099482712	1.210911112	0.988043738	1.377239811	1.059012253	1.0936441	1.616167227	1.16475051	1.634455318	1.121141812	1.067330253	2.009504682	1.896176266	1.121375525	1.081499312	1.361998922	1.41743956	1.307701016	1.863269666	1.429255362	1.052293492	0.907907522	1.371356223	0.858352006	1.407089887	1.428741672	1.500515677	1.113695236	1.14119794	1.299131644	1.34984133	1.419164339	0.822087734	1.181982725	0.847271784	0.954669857	1.038699125	1.284790307	0.873842735	2.428517321	1.083376324	1.494385606	2.203995652	2.275712002	2.148029985	1.056479036	2.669380502
hsa-miR-548h-5p	1.123816709	1.004634405	0.953370598	0.766592412	0.678903939	1.027423899	1.105213321	0.707746949	1.058070514	0.995365632	1.286384336	1.136746282	1.00906952	1.160255789	0.83573142	1.125698891	0.763919587	1.589166203	1.082070988	0.830703357	1.084298331	1.681847679	1.227619555	0.722772577	1.258060702	0.965670638	2.020626861	1.331592368	0.966685949	1.353161284	0.915772016	1.050479624	1.055583834	0.945064971	1.281040175	1.50357303	1.052404109	1.265637696	1.01557652	1.184617969	1.783181203	1.11248286	1.301501462	1.313781969	1.164316426	1.041483158	1.191247492	0.852716103	1.095269918	1.587799258	1.192300735	1.423977774	0.787413265	1.628070222	2.039293608	1.579629086	1.025042522
hsa-miR-552-3p	0.885795941	1.102173313	0.963550516	0.956588337	1.400637891	1.765562505	0.812435107	0.989386777	0.808849078	1.3955726	0.908182655	0.890097116	0.896284704	1.876092283	1.407742227	1.066613941	1.20682013	1.424974718	1.058416551	1.013382507	1.16253121	1.008756325	1.267864545	1.607865657	0.974623809	1.020073609	1.59938045	0.958754047	1.511441689	0.897424631	1.167098913	0.932684121	0.76588628	1.53505606	1.846637756	1.578042077	1.227579207	0.996147684	1.021212525	1.298316852	1.550880865	1.314183745	1.252403675	1.735328584	1.226598486	1.262716846	2.606948787	1.743834617	0.844406502	1.007861637	1.640762703	1.091287956	0.572464949	3.390472862	1.156964104	1.48192894	2.514052456
hsa-miR-553	1.169816848	0.851087178	1.054103819	0.891195357	1.535773535	1.246340229	1.361300045	0.911361885	0.913101575	1.059219759	1.178373625	1.584363002	1.086614574	1.028402275	1.689893893	1.071541221	1.417905666	1.53731607	0.888920718	1.162459321	1.081003758	1.267457536	1.999792868	1.479674036	1.680452288	1.514073765	1.062498451	1.355273026	0.946848151	1.23590454	1.413054133	1.496240448	1.445946802	1.015393199	1.534811351	1.010904261	1.103657596	0.688207484	2.046024557	1.614218077	1.20530242	1.084986108	1.565804239	1.164953924	1.060627698	0.974277081	1.25185779	1.328821799	0.897426465	1.19282705	1.296528371	1.565474831	0.833198579	1.120590861	1.99442259	1.892785853	1.79920675
hsa-miR-567	1.002433918	1.189544226	1.316793885	2.071186696	1.4618954	1.429216931	0.990304793	1.185046115	1.274478788	0.988906732	1.285826285	1.476713537	1.194210341	0.749205361	1.038783782	1.367470106	1.639353329	1.311657347	1.381447791	0.87683023	1.323836043	1.494233645	1.229123831	1.159071021	1.024301485	1.240350189	1.220930169	0.643441859	1.32156736	1.556162582	1.21302052	1.197626356	0.889918849	1.010220983	2.068988307	1.983778274	1.100255124	0.92528984	1.697085354	1.093444563	1.430768204	1.270359491	1.151237987	1.189992981	1.503759621	1.483470367	2.583549741	1.045230784	1.297035637	1.19632432	1.179957138	0.898215406	1.779719127	2.37382656	1.964537607	1.355629799	1.5978474
hsa-miR-572	6.490536662	5.878487002	6.94949447	6.296282692	7.285743427	8.197121564	7.325127775	6.611685384	8.853783947	7.477179324	5.267695734	6.635460393	6.691278549	6.68285992	4.019633348	8.334376967	6.594146964	7.196273876	7.646935922	7.466075267	5.547010604	8.07805607	8.244212204	5.662247462	7.691993852	7.96649427	5.000373138	6.987855115	6.592285308	7.090414224	7.700999762	7.310552634	5.464793444	9.219957624	5.77238665	7.127788898	8.542296942	7.072418908	6.832930719	6.022195848	6.121151164	8.6348638	5.882219008	7.152781386	7.010024543	7.526570059	6.584007996	7.354072098	6.833092698	6.23113375	10.99432867	6.892189252	8.379517125	1.365183355	7.691098499	6.493555621	3.664935733
hsa-miR-574-3p	9.146304484	9.966743158	9.885950775	10.80834466	10.01612361	10.7755701	9.806426452	9.039151136	9.601279723	10.45302873	9.446059252	9.384031737	9.795631082	10.85130465	10.58405406	10.20777171	10.56834789	10.04515675	8.572939014	10.40529946	9.692587785	11.13111586	10.63750095	10.12732275	10.77961978	10.61944702	9.677648665	10.45401551	9.687355419	10.17493564	10.41260991	9.203557503	9.501369553	9.711611786	9.366499685	9.40231049	10.98373325	9.228700903	9.455948192	8.971851412	8.34177453	10.30769638	10.00571649	9.16707813	10.34494346	11.04622401	9.698853774	10.28743828	11.105345	10.0180673	10.88402783	9.677699803	10.82021102	6.579946557	8.965469865	8.450953678	9.073400507
